question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelle vaccination est recommandée pendant la grossesse quel qu'en soit le stade ?", "Vaccin tétanos", "Vaccin coqueluche", "Vaccin antigrippale", "Vaccin hépatite B", "3", "Le document : 'Vaccination antigrippale maternelle (recommandée quel que soit le stade de la grossesse)'", "Easy"
"Quelle est la fréquence de répétition de la sérologie toxoplasmose chez une femme séronégative ?", "Tous les trimestres", "Tous les mois", "Tous les 2 mois", "À chaque consultation", "2", "Le document : 'Sérologie toxoplasmose (faits si immunité non acquise) ; elle doit être ensuite répétée tous les mois'", "Medium"
"À quel âge gestationnel doit être réalisée la déclaration de grossesse ?", "Avant 12 SA", "À la fin de la 14ème semaine ou avant 16 SA", "Avant 20 SA", "Après 20 SA", "2", "Le document : 'Réalisée à la fin de la 14ème semaine ou avant 16 SA (avant 4ème mois)'", "Easy"
"Quand doit avoir lieu la consultation post-natale ?", "Dans les 4 semaines suivant l'accouchement", "Dans les 8 semaines suivant l'accouchement (1-1,5 mois)", "Dans les 12 semaines", "Au 6ème mois post-partum", "2", "Le document : 'Doit avoir lieu dans les 8 semaines suivant l'accouchement (1 - 1,5 mois)'", "Easy"
"À partir de quel âge gestationnel l'embryon a-t-il une activité cardiaque visible ?", "5 SA", "6 SA", "7 SA", "8 SA", "3", "Le document : '7SA : embryon avec activité cardiaque'", "Easy"
"Quel est le dépistage systématique par prélèvement vaginal au 8ème mois ?", "Chlamydia", "Streptocoque B", "Gonocoque", "Candida", "2", "Le document : 'Prélèvement vaginal : dépistage du portage vaginal de Streptocoque B'", "Easy"
"Quel est le traitement de la femme Rh négatif avec RAI négative et Rh D fœtal positif ?", "Aucun", "Injection IV de Rophylac* 300µg à 28 SA", "Transfusion", "Corticoïdes", "2", "Le document : 'injection IV de Rophylac* 300µg à 28 SA +/- 1 semaine'", "Medium"
"Quel est le délai entre la 1ère consultation et la 2ème consultation ?", "1 mois", "2 mois", "3 mois", "4 mois", "2", "Le document : '2ème CONSULTATION : 4ème mois (16-20SA)' – la 1ère est avant 16SA", "Medium"
"Quel est le dépistage du diabète gestationnel recommandé chez la femme avec IMC ≥ 25 kg/m² ?", "HbA1c", "Glycémie à jeun", "Hyperglycémie provoquée par voie orale", "Fructosamine", "2", "Le document : 'Glycémie à jeun si FDR de diabète gestationnel : IMC ≥ 25 kg/m²'", "Medium"
"Quels sont les trois facteurs de risque de diabète gestationnel cités ?", "Âge > 30 ans, IMC > 30, antécédent familial", "Âge ≥ 35 ans, IMC ≥ 25 kg/m², antécédent personnel de diabète gestationnel ou macrosomie", "Âge > 40 ans, IMC > 35, tabagisme", "Primiparité, IMC > 30, HTA", "2", "Le document : 'Âge ≥ 35 ans, IMC ≥ 25 kg/m², Antécédent familial au premier degré de diabète, Antécédant personnel de diabète gestationnel ou de macrosomie fœtale'", "Medium"
"Quel traitement prophylactique est prescrit à 28 SA pour la carence martiale ?", "Acide folique 400µg/j", "Fer 60mg/j", "Vitamine B12", "Vitamine D 100.000 UI", "2", "Le document : 'Systématique à partir de 28 SA : traitement prophylactique : 60mg/j'", "Easy"
"Quel est l'objectif de la 7ème consultation (37-41 SA) ?", "Dépistage diabète", "Révérification présentation, information sur signes du travail, RDV à 41 SA si non accouchée", "Échographie biométrique", "Dépistage streptocoque B", "2", "Le document : 're vérification du type de présentation fœtale, expliquer signes du travail, donner RDV à 41 SA'", "Medium"
"Quel examen est prescrit en cas de contraction utérine au 6ème ou 7ème mois ?", "Échographie du col par voie vaginale pour mesure longueur cervicale", "IRM", "Radiographie", "Scanner", "1", "Le document : 'réaliser une échographie du col utérin par voie vaginale pour mesurer la longueur cervicale'", "Medium"
"Quel est le traitement préventif de la listériose pendant la grossesse ?", "Antibiotiques", "Éviter fromages non pasteurisés et charcuteries artisanales", "Vaccination", "Repos", "2", "Le document : 'Eviter les fromages non pasteurisés, les charcuteries artisanales (prévention de la listériose)'", "Easy"
"Quelle est la mesure de prévention de la toxoplasmose concernant les chats ?", "Vacciner le chat", "Éviter les contacts avec les chats et leurs excréments", "Donner des antibiotiques au chat", "Éloigner le chat", "2", "Le document : 'Eviter les contacts avec les chats et leurs excréments'", "Easy"
"Quel est le traitement d'une carence martiale diagnostiquée (dose curative) ?", "60 mg/j", "80-100 mg/j", "120-200 mg/j", "300 mg/j", "3", "Le document : 'dose curative : 120-200mg/j'", "Medium"
