question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelle est la limite supérieure de l'hyperleucocytose physiologique de grossesse ?", "10.000", "15.000", "20.000", "25.000", "2", "Le document : 'hyperleucocytose physiologique de la grossesse (PNN, ne dépasse pas les 15.000)'", "Easy"
"Quelle est l'attitude devant un HCG négatif dans un bilan de douleur pelvienne ?", "Faire une IRM", "Élimine à 100% une grossesse", "Répéter dans 48h", "Hospitaliser", "2", "Le document : 'Un HCG négatif élimine à 100% une grossesse'", "Easy"
"Quelle est la couleur du col au spéculum en début de grossesse ?", "Rose pâle", "Bleu violacé (couleur du lilas)", "Rouge vif", "Blanc", "2", "Le document : 'Col bleu violacé (couleur du lilas)'", "Easy"
"La mole hydatiforme se caractérise par :", "HCG normal", "Exagération des signes sympathiques de grossesse", "Absence de signes sympathiques", "Utérus petit", "2", "Le document : 'Mole hydatiforme : exagération des signes sympathiques de la grossesse'", "Easy"
"Quelle est la première manifestation clinique habituelle de la grossesse à l'interrogatoire ?", "Nausées", "Aménorrhée", "Pollakiurie", "Mastodynie", "2", "Le document mentionne d'abord 'Notion d'aménorrhée'", "Easy"
"Quel est l'état général habituel en début de grossesse ?", "Altération", "Bon état général, parfois état subfébrile", "Fièvre élevée", "Hyperthermie", "2", "Le document : 'Bon état général, parfois état subfébrile'", "Easy"
"Quel signe échographique est observé en premier dans une grossesse intra-utérine ?", "Embryon", "Sac endo-utérin", "Activité cardiaque", "Pôle céphalique", "2", "Le document : 'Sac endo-utérin dès la 5ème semaine'", "Easy"
"Quel est le diagnostic différentiel d'une grossesse devant des saignements inhabituels ?", "Endométriose", "GEU, mole hydatiforme, causes locales", "Kyste ovarien", "Fibrome", "2", "Le document : 'GEU, Mole hydatiforme, Autres causes : Locales ou cervicales'", "Medium"
"L'hyperleucocytose physiologique de grossesse porte sur quelle lignée ?", "Lymphocytes", "Polynucléaires neutrophiles (PNN)", "Eosinophiles", "Basophiles", "2", "Le document : 'hyperleucocytose physiologique de la grossesse (PNN)'", "Medium"
"Quelle est la particularité de l'utérus lors de la mobilisation combinée TV-palper abdominal ?", "Mobilisation difficile", "Mobilisation facile vers l'avant du corps utérin par rapport au col", "Utérus fixé", "Douleur intense", "2", "Le document : 'Mobilisation facile vers l'avant du corps utérin par la main abdominale par rapport au col'", "Medium"
"Quels sont les signes sympathiques de grossesse cités ?", "Nausées, vomissements, somnolence", "Céphalées, vertiges", "Dyspnée, palpitations", "Diarrhée, douleurs abdominales", "1", "Le document : 'Signes sympathiques de la grossesse : nausées, vomissements, somnolence'", "Easy"
"Quelle est la chronologie d'apparition des signes paracliniques de grossesse ?", "HCG urinaire > HCG plasmatique > écho", "HCG plasmatique (J10) > HCG urinaire (J4 retard) > écho endovaginale (5SA)", "Écho seule", "HCG urinaire seule", "2", "Le document donne les délais respectifs", "Difficult"
"Quel est le diagnostic différentiel spécifique devant une exagération des signes sympathiques de grossesse ?", "GEU", "Mole hydatiforme", "Grossesse normale", "Avortement", "2", "Le document : 'Mole hydatiforme (clinique, HCG et écho), exagération des signes sympathiques de la grossesse'", "Medium"
"Quelle est la définition du signe de HEGAR ?", "Col bleu", "Séparation facile du col et du fond utérin par un isthme très souple", "Utérus globuleux", "Mobilisation utérine", "2", "Le document donne la définition", "Medium"
"Quel est l'intérêt de l'échographie endovaginale précoce ?", "Diagnostic plus précoce (5SA) que voie sus-pubienne (7SA)", "Meilleure tolérance", "Moins chère", "Examen du col", "1", "Le document compare les délais : 5SA vs 7SA", "Medium"
