"front","back","cognitive_level"
"Quel est le traitement de référence du corps étranger œsophagien ?","Œsophagoscopie au tube rigide sous anesthésie générale.","Recall"
"Pourquoi utilise-t-on un tube rigide sous anesthésie générale plutôt qu’un tube souple ?","En raison des réflexes de vomissements et de toux.","Understanding"
"Quelle est la voie chirurgicale en cas d’échec de l’œsophagoscopie ?","Œsophagotomie par voie externe.","Recall"
"Quelles sont les deux principales complications du corps étranger œsophagien ?","1) Œsophagite. 2) Perforation de l’œsophage.","Recall"
"Un patient présente une hypersialorrhée fétide sans emphysème cervical. Quelle complication est la plus probable ?","Œsophagite (corps étranger ancien avec infection).","Application"
"Un patient présente une triade de Hautan. Que doit-on suspecter et que faut-il rechercher à la radiographie ?","Suspecter une perforation œsophagienne. Rechercher le signe de Minigérode (élargissement espace rétro-œsophagien et rectitude du rachis cervical).","Application"
"Quels examens biologiques sont réalisés pour évaluer le retentissement d’un corps étranger ?","NFS, CRP (syndrome infectieux) ; protidémie, ionogramme, hématocrite (état de dénutrition et d’hydratation).","Recall"
"Un corps étranger volumineux peut provoquer quels signes fonctionnels ?","Hoquet, toux, dyspnée.","Recall"
"Que recherche-t-on à l’examen de la cavité orale ?","Loge tonsillaire, sillon amygdalo-glosse (exemple : arête de poisson bloquée sur l’amygdale).","Recall"
"À quoi sert la laryngoscopie indirecte ou la nasofibrolaryngoscopie dans le bilan d’un corps étranger œsophagien ?","1) Éliminer une laryngite ou un CE des voies aériennes inférieures. 2) Rechercher une stase salivaire dans le récessus piriforme (signe d’hypersialorrhée).","Understanding"
"Que signifie la phrase malgache « na ny rorany aza tsy voateliny » dans le contexte d’une dysphagie totale ?","Même la salive n’est pas déglutie (dysphagie totale en cas de CE volumineux).","Recall"
"Que signifie « anatin’ny 15 mn mahafeno kaopy 1 » dans le contexte clinique ?","En moins de 15 minutes, le patient remplit une tasse de salive (hypersalivation sévère).","Recall"
