"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel facteur professionnel n''est PAS mentionné dans le document ?","Amiante","Formaldéhyde","Benzène","Acide sulfurique","3","Le document mentionne : ''acide sulfurique, amiante, formaldéhyde, poussières textiles, poussières de charbon'' – le benzène n''est pas cité","Easy"
"Quelle est la définition de Mx dans la classification TNM ?","Pas de métastase","Métastase présente","Métastase non évaluable","Métastase ganglionnaire","3","Le document précise : ''Mx : métastase non évaluable''","Easy"
"Que signifie RCP dans le contexte du traitement ?","Recherche Clinique Protocolaire","Réunion de Concertation Pluridisciplinaire","Radiothérapie Conventionnelle Primaire","Résection Chirurgicale Programmé","2","Le document indique : ''Les indications sont prises lors d''une Réunion de Concertation Pluridisciplinaire (RCP)''","Easy"
"Quel est le type de respiration anormal associé à la dyspnée laryngée ?","Bradypnée inspiratoire","Tachypnée expiratoire","Bradypnée expiratoire","Tachypnée inspiratoire","1","Le document précise : ''dyspnée laryngée (bradypnée inspiratoire)''","Easy"
"Pourquoi faut-il rechercher une deuxième localisation cancéreuse au niveau des VADS ?","Car les muqueuses ORL ont la même structure et sont exposées aux mêmes facteurs de risque","Car les VADS sont des organes lymphoïdes","Car le cancer du larynx métastase toujours aux VADS","Car il s''agit d''un cancer génétique","1","Le document explique : ''Recherche d''une deuxième localisation au niveau des VADS (car muqueuses ORL : même structure et exposés aux mêmes facteurs de risque)''","Medium"
"Quel est le mécanisme expliquant la prédilection masculine du cancer du larynx ?","Facteurs hormonaux uniquement","Facteurs génétiques uniquement","Exposition plus importante au tabac et à l''alcool chez l''homme","Moindre immunité masculine","3","Le document associe le cancer à ''tabagisme et abus de boisson alcoolisé'' avec prédominance masculine – l''exposition différentielle est le mécanisme sous-jacent","Medium"
"Comment le reflux gastro-œsophagien participe-t-il à la cancérogenèse laryngée ?","Par destruction directe de l''ADN","Par irritation chronique de la muqueuse laryngée","Par activation d''oncogènes viraux","Par immunosuppression locale","2","Le RGO est listé comme facteur favorisant, impliquant une irritation chronique de la muqueuse","Medium"
"Pourquoi les cancers métachrones sont-ils fréquents dans le cancer du larynx ?","Par transmission métastatique","Par effet de champ sur les muqueuses exposées aux mêmes carcinogènes","Par mutation génétique commune","Par déficit immunitaire secondaire","2","Le document précise : ''Autres localisations cancéreuses développées sur les muqueuses ayant été soumises aux mêmes agressions'' – concept d''effet de champ","Medium"
"Quelle est la conséquence fonctionnelle de l''envahissement de l''espace para-glottique ?","Dysphagie uniquement","Fixation des plis vocaux","Anosmie","Hypoacousie","2","Le document pour T3 glotte : ''fixation des plis vocaux et/ou envahissant l''espace para-glottique''","Medium"
"Quel est le rapport entre l''atteinte de la commissure antérieure et la métastase ganglionnaire ?","Aucun rapport","Elle est associée à un ganglion prélaryngé","Elle donne des métastases aux aires II","Elle donne des métastases aux aires IV","2","Le document indique : ''Ganglion prélaryngé en cas d''atteinte de la commissure antérieure''","Medium"
"Pourquoi l''IRM n''est-elle pas systématique dans le bilan du cancer du larynx ?","Car elle irradie trop","Car le TDM est suffisant pour l''extension cartilagineuse","Car elle est trop coûteuse","Car elle nécessite une anesthésie","2","Le TDM est l''examen spécifique ; l''IRM est ''non systématique'' car utilisée pour les détails des tissus mous en complément","Medium"
"Comment le tabac et l''alcool agissent-ils dans la cancérogenèse laryngée ?","Effet additif ou synergique","Ils s''annulent mutuellement","L''alcool protège des effets du tabac","Le tabac protège des effets de l''alcool","1","Les deux facteurs sont listés ensemble comme principaux facteurs favorisants, impliquant un effet additif/synergique","Medium"
"Pourquoi le pronostic global à 5 ans est-il de 50% malgré les traitements ?","Car le diagnostic est toujours tardif","Car les métastases à distance sont précoces","Car les récidives et les cancers métachrones sont fréquents","Car le traitement est mal toléré","3","Le document mentionne cancers métachrones, récidives (TEP pour détection précoce), et extension viscérale","Medium"
"Quel est l''intérêt de la TEP dans le bilan du cancer du larynx ?","Détection des lésions cartilagineuses","Détection précoce des métastases ganglionnaires et des récidives","Évaluation de la mobilité vocale","Diagnostic histologique","2","Le document précise : ''Détection précoce des métastases ganglionnaires'' et ''Détection précoce des récidives après traitement''","Medium"
"Pourquoi les métastases pulmonaires sont-elles les plus fréquentes dans le cancer du larynx ?","Par continuité anatomique","Par drainage lymphatique commun","Par voie hématogène privilégiée par le débit sanguin pulmonaire","Par inhalation de cellules tumorales","3","La voie hématogène est mentionnée ; le poumon reçoit tout le débit cardiaque – raison mécanistique","Medium"
"Comment distingue-t-on T1a et T1b de la glotte ?","Selon la mobilité vocale","Selon l''atteinte d''un ou deux plis vocaux","Selon l''extension cartilagineuse","Selon la présence d''adénopathies","2","Le document précise : ''T1a : limité à un pli vocal / T1b : limitée aux 2 plis vocaux''","Medium"
"Pourquoi l''étage sous-glottique est-il concerné par les chaînes récurrentielles ?","Car le nerf récurrent chemine dans cette région","Car les récidives sont fréquentes","Car la vascularisation est particulière","Car c''est la zone la plus lymphatique","1","L''anatomie explique que les chaînes récurrentielles suivent le trajet du nerf récurrent dans la région sous-glottique","Medium"
"Quelle est la signification pronostique de la fixation glottique (T3) ?","Aucune signification","Extension limitée à la muqueuse","Envahissement du muscle vocal ou de l''espace para-glottique","Atteinte ganglionnaire obligatoire","3","La fixation glottique indique un envahissement en profondeur (muscle, espace para-glottique), limité au larynx mais plus sévère","Medium"
"Quelle est la particularité du carcinome à cellules fusiformes mentionnée dans le document ?","Il est toujours bénin","Il a un aspect polypoïde et un haut risque métastatique","Il ne touche que les femmes","Il régresse spontanément","2","Le document indique : ''Carcinome à cellule fusiforme : Tumeur d''aspect polypoïde et à haut risque métastatique''","Medium"
"Comment les facteurs génétiques (maladies autosomiques récessives) favorisent-ils le cancer du larynx ?","Par augmentation de la prolifération cellulaire","Par fragilité chromosomique","Par déficit immunitaire","Par production d''hormones","2","Le document précise : ''maladies autosomiques récessives avec fragilité chromosomique''","Medium"
"Pourquoi l''examen de la cavité orale et de l''oropharynx est-il systématique ?","Car ce sont des sites fréquents d''adénopathies","Car il peut exister une deuxième localisation cancéreuse synchrone","Car le cancer du larynx s''étend toujours vers le haut","Car ces zones sont faciles à examiner","2","Le document mentionne : ''Recherche d''une deuxième localisation au niveau des VADS'' – examen des muqueuses exposées","Medium"
"Quelle est la différence entre T3 et T4a pour la glotte ?","La taille de la tumeur","La mobilité vocale","L''atteinte du cartilage thyroïde (lyse interne vs envahissement complet)","Le nombre de plis vocaux atteints","3","Pour T3 : ''lyse minima du cartilage thyroïde (corticale interne)'' ; pour T4a : ''envahissant le cartilage thyroïde ou les tissus extra-laryngés''","Medium"
"Pourquoi l''étage sus-glottique a-t-il un risque métastatique ganglionnaire élevé ?","Car sa vascularisation est riche","Car son réseau lymphatique rejoint les chaînes jugulo-carotidiennes","Car il est exposé aux aliments","Car il est près de la trachée","2","Le document indique : ''Etage sus-glottique : Chaine jugulo-carotidienne, Aires sous-digastriques et sus-omohyoïdiens''","Medium"
"Quelle est la séquence diagnostique typique du cancer du larynx ?","IRM → biopsie → laryngoscopie","Biopsie → TDM → consultation","Laryngoscopie indirecte → nasofibrolaryngoscopie → LDS avec biopsie","TEP → LDS → biopsie","3","Le document présente les moyens diagnostiques dans cet ordre, la LDS avec biopsie étant l''étape confirmatoire","Medium"
"Quel traitement une tumeur T4b avec englobement de l''artère carotide reçoit-elle généralement ?","Chirurgie d''exérèse","Radiothérapie seule","Chimiothérapie palliative ou radio-chimiothérapie","Laryngectomie partielle","3","T4b est une tumeur très avancée non résécable car englobant l''artère carotide – approche palliative","Difficult"
"Un patient de 50 ans, tabagique et alcoolique, présente une dysphonie depuis 3 mois. La laryngoscopie montre une tumeur limitée à un pli vocal avec mobilité normale. Quel est le stade T ?","T1a glotte","T1b glotte","T2 glotte","Tis","1","La description correspond exactement à T1a : ''limitée à un pli vocal avec mobilité normale''","Difficult"
"Un patient a un ganglion cervical homolatéral de 4 cm sans autre adénopathie. Quel est son stade N ?","N1","N2a","N2b","N3","2","N2a : un seul ganglion > 3cm et ≤ 6 cm. N1 est ≤3cm. Ici 4cm donc N2a","Difficult"
"Un carcinome épidermoïde verruqueux du larynx est diagnostiqué. Quel élément pronostique est spécifique ?","Il métastase précocement","Il ne donne pas de métastases à distance mais est localement agressif","Il répond mal à la radiothérapie","Il touche exclusivement les non-fumeurs","2","Le document indique pour le carcinome verruqueux : ''localement agressif'' et ''ne donne pas de métastase à distance''","Difficult"
"Un patient a une tumeur sous-glottique T2 avec mobilité normale des plis vocaux. Quelle est l''extension de cette tumeur ?","Limitée au larynx sous-glottique seulement","Étendue aux plis vocaux sans fixation","Étendue au cartilage thyroïde","Avec fixation d''un pli vocal","2","T2 infra-glottique : ''tumeur étendue aux plis vocaux avec mobilité normale ou diminuée'' – pas de fixation","Difficult"
"Un patient présente des métastases ganglionnaires bilatérales, la plus grande mesurant 5 cm. Quel est le stade N ?","N2a","N2b","N2c","N3","3","N2c : ''métastases bilatérales ou controlatérales ≤ 6 cm''. Les lésions sont bilatérales et ≤6cm","Difficult"
"Un patient avec un antécédent de carcinome rénal présente une lésion laryngée. Quelle est la nature la plus probable ?","Carcinome épidermoïde primitif","Métastase du carcinome rénal","Carcinome verruqueux","Lymphome","2","Le document mentionne les tumeurs secondairement localisées au larynx : ''Adénocarcinome rénal'' en premier","Difficult"
"Un patient de 45 ans, non-fumeur, non-buveur, travaille dans l''industrie textile depuis 20 ans. Quel facteur de risque professionnel pourrait être incriminé ?","Amiante","Poussières textiles","Acide sulfurique","Formaldéhyde","2","Le document mentionne spécifiquement ''poussières textiles'' comme facteur professionnel","Difficult"
"Un syndrome de Li-Fraumeni est identifié chez un patient. Quelle est sa prédisposition ?","Facteur viral","Carence vitaminique","Facteur génétique avec fragilité chromosomique","Traumatisme vocal chronique","3","Le document liste les facteurs génétiques : ''Sd de Li-Fraumeni'' parmi les ''maladies autosomiques récessives avec fragilité chromosomique''","Difficult"
"Un patient a un cancer du larynx T3N0M0 de la glotte avec fixation vocale. Le cartilage thyroïde n''est pas envahi. Le traitement de référence est :","Laryngectomie totale","Radiothérapie exclusive","Chimiothérapie seule","Laryngectomie partielle","1","T3 glotte avec fixation vocale nécessite une laryngectomie totale car la fonction vocale est déjà perdue et la tumeur est localement avancée","Difficult"
