"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle voie d'accouchement est recommandée pour l'omphalocèle ?","Césarienne systématique","Voie naturelle","Voie naturelle ou césarienne indifféremment","Déclenchement systématique","2","Le document : ''Prise en charge obstétricale : Omphalocèle : voie naturelle''.","Easy"
"Quelle est la première mesure de prise en charge néonatale d'une omphalocèle ?","Mise en place d'une sonde orogastrique pour éviter la distension aérique des viscères herniés","Antibiothérapie d'emblée","Transfusion sanguine","Ventilation assistée","1","Le document : ''Omphalocèle : Mise en place d'une sonde orogastrique pour éviter la distension aérique des viscères herniés''.","Easy"
"Comment protège-t-on l'omphalocèle en période néonatale ?","En mettant la partie inférieure du corps du nouveau-né dans un sac plastique stérile","En appliquant un pansement sec","En immergeant dans un bain antiseptique","En recouvrant d'un linge humide","1","Le document : ''Protection de l'omphalocèle par la mise en place de la partie inférieure du corps du nouveau-né dans un sac plastique stérile''.","Easy"
"Quel est le principe de base de la chirurgie de l'omphalocèle ?","Résection de la membrane uniquement","Réintégrer le contenu hernié dans la paroi abdominale et réfection pariétale","Exérèse des viscères herniés","Colostomie de décharge","2","Le document : ''Principes de la chirurgie : Réintégrer le contenu hernié dans la paroi abdominale, Réfection pariétale''.","Easy"
"Quel risque faut-il éviter lors de la fermeture abdominale de l'omphalocèle ?","L'hyperpression intra-abdominale","L'hémorragie","L'infection","La nécrose cutanée","1","Le document : ''Eviter une hyperpression intra-abdominale (à vérifier car abdomen non habitué...)''.","Easy"
"Quels sont les deux risques majeurs en cas d'hyperpression intra-abdominale ?","Troubles ventilatoires et syndrome cave inférieur","Hémorragie digestive et occlusion","Insuffisance rénale et hépatique","Péritonite et septicémie","1","Le document : ''Risques en cas de fermeture abdominale : Troubles ventilatoires, Syndrome cave inférieur par compression de la veine cave inférieure''.","Easy"
"Quelle mesure de pression ventilatoire permet une fermeture primitive ?","15 cm H2O","20 cm H2O","30 cm H2O","40 cm H2O","3","Le document : ''Si 30 cm H2O : fermeture primitive''.","Easy"
"Quelle est la technique de fermeture progressive de l'omphalocèle la plus citée dans les pays développés ?","Technique de Grob","Silo de Schuster","Rectomyoplastie","Fermeture prothétique","2","Le document : ''Omphalocèle type II : Schuster+++ (pays développés)''.","Medium"
"Quelle est la technique utilisée à Madagascar pour l'omphalocèle selon le document ?","Silo de Schuster","Technique de Grob (tannage à l'éosine)","Rectomyoplastie","Fermeture primitive systématique","2","Le document : ''Technique de Grob +++ (à mada) OMPHALOCÈLE''.","Medium"
"Que fait-on lors de la technique de Grob ?","Epidermisation progressive du défect pariétal par application continue d'éosine aqueuse","Fermeture chirurgicale en urgence","Mise en place d'un silo","Greffe cutanée","1","Le document : ''Technique de Grob : Epidermisation progressive du défect pariétal, Utilisation d'Eosine aqueuse, Application continue d'éosine aqueuse au niveau de l'Omphalocèle, Cure d'éventration à distance''.","Medium"
"Quelles sont les deux trisomies les plus fréquemment associées à l'omphalocèle ?","Trisomie 13 et 18","Trisomie 18 et 21","Trisomie 21 et 13","Trisomie 9 et 22","2","Le document : ''Anomalies chromosomiques : trisomie 13-15, trisomie 16-18,21''. Les plus citées : trisomie 18 ou 21 (dans diagnostic anténatal).","Medium"
"Quel est le trajet d'insertion du cordon ombilical dans l'omphalocèle ?","Trajet rectiligne","Trajet hélicoïdal","Trajet latéral","Trajet vertical","2","Le document : ''Le cordon ombilical s'implante avec un trajet hélicoïdal''.","Medium"
"La rupture de la membrane de l'omphalocèle est-elle fréquente ?","Oui, très fréquente","Non, exceptionnelle","Survient dans 50% des cas","Uniquement lors de l'accouchement","2","Le document : ''La rupture de la membrane de l'omphalocèle est exceptionnelle''.","Medium"
"Quels viscères peut-on hernier dans l'omphalocèle de type 2 ?","Seulement l'intestin grêle","Seulement le côlon","Le foie et autres organes","Uniquement l'estomac","3","Le document : ''Type 2 : dimensions supérieures (où l'on retrouve les hernies du foie et autres organes)''.","Medium"
"Quel examen complémentaire est recommandé en anténatal devant une omphalocèle ?","Échocardiographie fœtale et caryotype","IRM cérébrale","Amniocentèse systématique","Radiographie du rachis","1","Le document : ''Echocardiographie foetale et une étude du caryotype''.","Medium"
"Quelle est la différence de prise en charge obstétricale entre omphalocèle et laparoschisis ?","Omphalocèle : voie naturelle ; Laparoschisis : discuter césarienne","Omphalocèle : césarienne ; Laparoschisis : voie naturelle","Même prise en charge pour les deux","Toujours césarienne pour les deux","1","Le document : ''Prise en charge obstétricale : Omphalocèle : voie naturelle ; Laparoschisis : discuter d'une opération césarienne''.","Medium"
"Que contient la gelée de Wharton dans l'omphalocèle ?","Elle est absente","Elle remplit les cavités entre viscères et membrane","Elle forme la membrane externe","Elle est uniquement dans le cordon","2","Le document : ''Entre les viscères et la membrane des cavités contenant la gelée de Wharton''.","Medium"
"Quel est l'intérêt de l'évacuation du méconium par lavement avant réintégration des anses dans le laparoschisis ?","Diminuer le volume des anses et mettre en évidence une éventuelle atrésie","Nettoyer le péritoine","Prévenir l'infection","Faciliter l'anesthésie","1","Le document : ''l'évacuation du méconium par un lavement à la gastrografine diluée à 50% (ou SSI chez nous) diminue le volume des anses intestinales et permet de mettre en évidence une éventuelle atrésie associée''.","Medium"
"Dans le laparoschisis, que faire si l'on découvre une perforation ou une atrésie intestinale ?","Résection-anastomose si possible, sinon stomie en amont","Colostomie définitive","Fermeture sans traitement","Surveillance simple","1","Le document : ''Traitement éventuel des complications avant réintégration : soit résection anastomose si la qualité de la paroi intestinale le permet, soit jéjuno ou iléostomie en amont de la perforation ou de l'atrésie''.","Medium"
"Comment se déroule la fermeture progressive du silo de Schuster ?","Fermeture tous les 2 jours par points en U","Fermeture quotidienne","Fermeture en une semaine","Fermeture en une seule fois","1","Le document : ''Fermeture progressive du silo tous les 2 jours : mise en place d'une série de points en U''.","Medium"
"Quel est le délai maximal pour obtenir l'affrontement des berges aponévrotiques avec un silo ?","7 jours","10 jours","15 jours","21 jours","3","Le document : ''On parvient ainsi à obtenir l'affrontement des berges aponévrotiques en une quinzaine de jours au maximum''.","Medium"
"Que réalise-t-on lors du recouvrement cutané selon Gross ?","Un large décollement cutané de chaque côté de l'incision","Une greffe de peau","Une fermeture prothétique","Un silo cutané","1","Le document : ''On réalise de chaque côté de l'incision un large décollement cutané, poursuivi le plus loin possible en avant des muscles larges de l'abdomen''.","Medium"
"Quel est l'inconvénient du recouvrement cutané selon Gross ?","Il nécessite une reprise chirurgicale car c'est une éviscération couverte","Il est définitif","Il est très douloureux","Il laisse une large cicatrice","1","Le document : ''Reprise chirurgicale nécessaire : car c'est une éviscération couverte (les anses ne sont protégés que par la peau)''.","Medium"
"Que permet la rectomyoplastie ?","La reposition médiane des muscles grands droits de l'abdomen","La fermeture de la peau","La création d'un silo","L'excision de la membrane","1","Le document : ''Rectomyoplastie : Permet la reposition médiane des muscles grands droits de l'abdomen''.","Medium"
"Quels éléments vasculo-nerveux faut-il respecter lors de la rectomyoplastie ?","Artère mammaire interne en haut, épigastrique en bas, terminaison des nerfs intercostaux","Artère mésentérique","Veine porte","Nerfs phréniques","1","Le document : ''Libérer en totalité... en respectant les éléments vasculo-nerveux (mammaire interne en haut, épigastrique en bas. L'innervation provient de la terminaison des nerfs intercostaux)''.","Medium"
"Dans quelle situation utilise-t-on une fermeture prothétique de la paroi abdominale ?","Devant un défect pariétal trop large pour une fermeture directe","Systématiquement","En cas d'infection","Pour les omphalocèles de type 1","1","Le document : ''Fermeture prothétique de la paroi abdominale : Principe : suturer aux berges du defect pariétal une plaque inerte recouverte par le plan cutané''.","Medium"
"Quelle est la technique de référence à Madagascar pour l'omphalocèle selon le document ?","Silo de Schuster","Technique de Grob","Rectomyoplastie","Fermeture primitive","2","Le document : ''Technique de Grob +++ (à mada) OMPHALOCÈLE''.","Medium"
"Un nouveau-né présente une omphalocèle avec macroglossie, hypoglycémie et viscéromégalie. Quel syndrome suspectez-vous ?","Syndrome de Cantrell","Syndrome de Wiedemann-Beckwith","Trisomie 18","Syndrome de VACTERL","2","Le document : ''Syndrome de Wiedemann-Beckwith associant : Omphalocèle, Hypoglycémie, Macroglossie, Viscéromégalie''.","Difficult"
"Quelle est l'association malformative de la pentalogie de Cantrell ?","Omphalocèle, hernie diaphragmatique antérieure, fente sternale, ectopie cardiaque avec cardiopathie","Omphalocèle, trisomie 21, cardiopathie, atrésie de l'œsophage","Omphalocèle, laparoschisis, atrésie intestinale, malrotation","Omphalocèle, hypoglycémie, macroglossie, viscéromégalie","1","Le document donne la définition complète.","Difficult"
"Lors du testing de fermeture pariétale, si la pression ventilatoire est >30 cm H2O, que doit-on faire ?","Fermeture primitive","Fermeture progressive (silo de Schuster ou autre)","Abandon de la chirurgie","Colostomie","2","Le document : ''Si 30 cm H2O : fermeture progressive''.","Difficult"
"Quel est l'intérêt de placer le nouveau-né en décubitus latéral droit dans la prise en charge du laparoschisis ?","Pour éviter la plicature de l'artère mésentérique supérieure","Pour faciliter la respiration","Pour éviter les vomissements","Pour améliorer le drainage veineux","1","Le document : ''Placer le nouveau-né en décubitus latéral droit (éviter la plicature de l'artère mésentérique supérieure)''.","Difficult"
"Pourquoi la perfusion hydrosodée doit-elle être supérieure à celle d'un nouveau-né normal dans le laparoschisis ?","80-60 ml/kg/jour x 1,5 pour compenser les pertes insensibles","Parce que l'enfant est déshydraté","Parce qu'il a une insuffisance rénale","Parce qu'il est polyurique","1","Le document : ''Perfusion avec des apports hydrosodés supérieur à ceux d'un nouveau-né normal (80-60ml/kg/jour x 1,5)''.","Difficult"
"Quelle est la particularité de la technique de Grob par rapport à la chirurgie classique ?","Elle est non chirurgicale dans un premier temps (tannage à l'éosine) et permet une épidermisation progressive","Elle nécessite une prothèse","Elle est réalisée en urgence","Elle donne de mauvais résultats","1","Le document : ''Epidermisation progressive du défect pariétal, Utilisation d'Eosine aqueuse, Application continue d'éosine aqueuse... Cure d'éventration à distance''.","Difficult"
"Dans le laparoschisis, pourquoi protège-t-on la partie inférieure du corps dans un sac en plastique stérile ?","Pour protéger de l'hypothermie, diminuer les pertes insensibles, diminuer le risque d'infection et éviter les lésions traumatiques","Uniquement pour l'infection","Uniquement pour l'hypothermie","Uniquement pour les pertes insensibles","1","Le document liste les 4 raisons.","Difficult"
"Quelles sont les deux artères ligaturées en bas lors de la fermeture primitive de l'omphalocèle ?","Les artères ombilicales","La veine ombilicale","Les artères iliaques","Les artères rénales","1","Le document : ''Ligature en bas des deux artères ombilicales et en haut de la veine ombilicale''.","Difficult"
"Pourquoi utilise-t-on un lavement à la gastrografine diluée à 50% dans le laparoschisis ?","Pour évacuer le méconium, diminuer le volume des anses et détecter une atrésie","Pour préparer le côlon","Pour traiter une occlusion","Pour l'opacification radiologique","1","Le document : ''l'évacuation du méconium par un lavement à la gastrografine diluée à 50% (ou SSI chez nous) diminue le volume des anses intestinales et permet de mettre en évidence une éventuelle atrésie associée''.","Difficult"
"Dans la technique du silo de Schuster, que fait-on après avoir obtenu l'affrontement des berges aponévrotiques (environ 15 jours) ?","On ôte les plaques et on referme la paroi abdominale","On laisse en place définitivement","On réalise une greffe","On applique de l'éosine","1","Le document : ''Le nouveau-né est alors reconduit en salle d'opération, les plaques sont ôtées et la paroi abdominale est refermée''.","Difficult"
