"question","answer","explanation","difficulty"
"Décrivez les étapes de la fermeture primitive de l'omphalocèle.","1. Incision circonscrivant la plaque avec sacrifice cutané minimal ; 2. Ligature des artères ombilicales en bas et de la veine ombilicale en haut ; 3. Résection de la plaque ; 4. Vérification des anomalies intestinales ; 5. Manœuvres de distension de la paroi ; 6. Fermeture pariétale en deux plans (musculo-aponévrotique et cutané).","Le document : Fermeture primitive.","Medium"
"Quels sont les risques de l'hyperpression intra-abdominale après fermeture d'omphalocèle ?","Les risques sont les troubles ventilatoires (par compression diaphragmatique) et le syndrome cave inférieur (compression de la veine cave inférieure).","Le document : Risques.","Medium"
"Comment prend-on en charge un laparoschisis à la naissance ?","Perfusion hydrosodée augmentée (80-60 ml/kg/j x 1,5), SNG pour éviter la distension aérique, antibiothérapie, protection de l'intestin extériorisé dans un sac plastique stérile, décubitus latéral droit pour éviter la plicature de l'artère mésentérique supérieure.","Le document : Prise en charge néonatale du laparoschisis.","Medium"
"Quel est l'intérêt du lavement à la gastrografine diluée à 50% dans le laparoschisis ?","Il permet d'évacuer le méconium, ce qui diminue le volume des anses intestinales et facilite leur réintégration. Il permet également de mettre en évidence une éventuelle atrésie intestinale associée.","Le document le confirme.","Medium"
"Expliquez la technique du recouvrement cutané selon Gross et son inconvénient.","On réalise un large décollement cutané de chaque côté de l'incision, puis on suture la peau en avant de l'éventration médiane. L'inconvénient est que c'est une éviscération couverte (les anses ne sont protégées que par la peau), ce qui nécessite une reprise chirurgicale secondaire.","Le document : Recouvrement cutané selon Gross.","Medium"
"Quelles sont les malformations associées les plus fréquentes à l'omphalocèle (pourcentages non donnés mais citer les types) ?","Malformations vertébro-médullaires, malformations urogénitales, anomalies chromosomiques (trisomie 13-15, 16-18, 21), syndrome de Wiedemann-Beckwith, pentalogie de Cantrell, malformations cardiaques.","Le document les liste.","Medium"
"Pourquoi utilise-t-on une perfusion hydrosodée augmentée dans le laparoschisis ?","Pour compenser les pertes insensibles accrues liées à l'extériorisation des anses intestinales, qui n'ont pas de couverture cutanée protectrice.","Le document : ''Perfusion avec des apports hydrosodés supérieur à ceux d'un nouveau-né normal (80-60ml/kg/jour x 1,5)''.","Medium"
"Un nouveau-né présente une omphalocèle avec macroglossie, hypoglycémie néonatale sévère et organomégalie. Quel diagnostic suspectez-vous et quelle anomalie génétique peut être associée ?","Diagnostic : syndrome de Wiedemann-Beckwith. L'anomalie génétique associée inconstamment est une translocation chromosomique 11p15.","Le document le confirme.","Difficult"
"Un enfant naît avec une omphalocèle de type 2 (gros sac contenant du foie). La fermeture primitive est tentée mais la pression ventilatoire monte à 35 cm H2O. Quelle technique proposez-vous et pourquoi ?","On propose une fermeture progressive par silo de Schuster. La pression >30 cm H2O contre-indique la fermeture primitive en raison des risques de troubles ventilatoires et de syndrome cave inférieur. Le silo permet une réduction progressive sur 15 jours.","Le document : Décisions peropératoires.","Difficult"
"Un patient a bénéficié d'une technique de Grob pour une omphalocèle. Décrivez le principe et le résultat attendu.","Le principe est l'épidermisation progressive par application continue d'éosine aqueuse, qui tanne la membrane et favorise la cicatrisation cutanée. Le résultat attendu est une couverture cutanée du défect, puis une cure d'éventration à distance. Le document mentionne ''bons résultats''.","Le document : Technique de Grob et conclusion.","Difficult"
"Quelles sont les étapes de la rectomyoplastie pour la réparation des grandes omphalocèles ?","1. Agrandir l'incision cutanée ; 2. Décoller la peau et le tissu cellulaire sous-cutané du plan aponévrotique ; 3. Inciser verticalement le feuillet antérieur de la gaine des droits le long du bord externe ; 4. Décoller ce feuillet du muscle et le retourner vers la ligne médiane ; 5. Libérer les muscles grands droits de leurs attaches aponévrotiques en respectant les éléments vasculo-nerveux (artère mammaire interne, épigastrique, nerfs intercostaux) ; 6. Rapprocher les deux muscles droits sur la ligne médiane sans tension.","Le document : Rectomyoplastie.","Difficult"
"Un nouveau-né a une omphalocèle avec une membrane intacte. Pourquoi est-il important de ne pas rompre cette membrane ?","Car elle protège les anses intestinales des infections, des traumatismes et des pertes hydriques. De plus, elle sera utilisée lors du traitement chirurgical (par exemple, comme plan de recouvrement ou comme support pour l'épidermisation dans la technique de Grob).","Le document : ''essayer de ne pas rompre la membrane à l'accouchement car elle protège les anses et va servir lors du traitement chirurgical (OC+++)''.","Difficult"
"Quelle est la différence fondamentale entre l'omphalocèle et le laparoschisis en termes de membrane et d'insertion du cordon ?","Dans l'omphalocèle, les viscères sont recouverts d'une membrane (péritoine, amnios, gelée de Wharton) et le cordon s'insère sur cette membrane. Dans le laparoschisis, il n'y a pas de membrane, les anses sont libres, et le cordon s'insère latéralement par rapport à l'orifice (non précisé ici mais différence classique). Le document mentionne la protection spécifique du laparoschisis sans membrane.","Basé sur le document : l'omphalocèle a une membrane, le laparoschisis non (impliqué par la protection directe).","Difficult"
"Un enfant avec omphalocèle type 2 a eu une fermeture progressive par silo. Après 15 jours, on obtient l'affrontement des berges. Que fait-on ensuite ?","On reconduit l'enfant en salle d'opération, on ôte les plaques de Silastic, et on referme la paroi abdominale (probablement par suture directe ou après rectomyoplastie).","Le document : ''le nouveau-né est alors reconduit en salle d'opération, les plaques sont ôtées et la paroi abdominale est refermée''.","Difficult"
"Quel est l'objectif de la mise en décubitus latéral droit dans le laparoschisis ?","Pour éviter la plicature (coudure) de l'artère mésentérique supérieure, ce qui pourrait compromettre la vascularisation intestinale.","Le document le confirme.","Difficult"
"Pourquoi la technique de Grob est-elle particulièrement adaptée aux pays aux ressources limitées comme Madagascar ?","Parce qu'elle ne nécessite pas de matériel chirurgical sophistiqué (ni silo, ni prothèse), seulement de l'éosine aqueuse, et permet une prise en charge progressive avec de bons résultats.","Le document : ''Technique de Grob +++ (à mada)'' et ''bons résultats''.","Difficult"
"Quelles sont les anomalies chromosomiques citées comme associées à l'omphalocèle ?","Trisomie 13-15, trisomie 16-18, trisomie 21.","Le document : ''Anomalies chromosomiques : trisomie 13-15, trisomie 16-18,21''.","Difficult"
"Un nouveau-né présente une omphalocèle, une fente sternale, une ectopie cardiaque. Quel diagnostic syndrome évoquez-vous ?","Pentalogie de Cantrell (omphalocèle, hernie diaphragmatique antérieure, fente sternale, ectopie cardiaque avec cardiopathie).","Le document le confirme.","Difficult"
