question, option1, option2, option3, option4, answer, explanation, difficulty
"Quel est le taux de hCG dans la grossesse molaire ?", "Normal", "Très élevé", "Bas", "Négatif", "2", "Le document : 'Taux plasmatiques d'hCG très élevés'", "Easy"
"Quel facteur de risque de GEU est cité ?", "Antécédent de césarienne", "Antécédents de stérilité, salpingite, chirurgie tubaire, GEU", "Âge maternel élevé", "Tabagisme", "2", "Le document : 'Antécédents de stérilité, salpingite, chirurgie tubaire, grossesse extra-utérine'", "Easy"
"Quel est le risque de la grossesse molaire en l'absence de décroissance du taux de hCG ?", "Grossesse évolutive normale", "Mole invasive ou choriocarcinome", "Avortement spontané", "GEU", "2", "Le document : 'En l'absence de décroissance voire de re-ascension, il faudra redouter une mole invasive ou un choriocarcinome'", "Medium"
"Quel traitement médical est proposé pour l'avortement spontané ?", "Méthotrexate", "Prostaglandines (Misoprostol)", "Antibiotiques", "Antifibrinolytiques", "2", "Le document : 'Traitement médical par prostaglandines si l'oeuf est de petite taille'", "Easy"
"Quel est le traitement chirurgical de l'avortement spontané ?", "Hystérectomie", "Dilatation du col et aspiration avec canule", "Curetage", "Césarienne", "2", "Le document : 'Sous anesthésie générale ou locale : dilatation du col, aspiration avec une canule (plus de curetage actuellement)'", "Easy"
"Quelle est la principale hantise devant un saignement du premier trimestre ?", "Fausse couche", "Grossesse molaire", "Grossesse extra-utérine (GEU)", "Hématome décidual", "3", "Le document : 'Hantise = GEU'", "Easy"
"Quel examen complémentaire est indispensable devant un saignement du premier trimestre ?", "IRM", "Scanner", "Dosage hCG et échographie pelvienne", "Hystéroscopie", "3", "Le document : 'Dosage plasmatique d'hCG, Echographie pelvienne'", "Easy"
"Quel signe échographique oriente vers une grossesse intra-utérine évolutive avec hématome ?", "Sac ovulaire intra-utérin d'aspect conforme, image liquidienne entre l'œuf et la paroi (hématome décidual)", "Utérus vide", "Masse latéro-utérine", "Œuf clair", "1", "Le document : 'image liquidienne entre les contours de l'œuf et la paroi utérine (décollement)'", "Medium"
"Quel est l'aspect de l'utérus dans la GEU ?", "Utérus plus gros que l'âge", "Utérus moins gros par rapport à l'âge de la grossesse", "Utérus normal", "Utérus rétroversé", "2", "Le document : 'Utérus moins gros par rapport à l'âge de la grossesse'", "Medium"
"Quel est l'aspect du col dans la GEU ?", "Col ramolli et ouvert", "Col tonique et ferme", "Col bleu", "Col ulcéré", "2", "Le document : 'col tonique et ferme'", "Medium"
"Quel examen est nécessaire après aspiration d'une môle hydatiforme ?", "Seulement échographie", "Examen anatomopathologique systématique", "Biopsie", "Hystéroscopie", "2", "Le document : 'nécessite une aspiration avec examen anatomopathologique systématique'", "Medium"
"Quelle est la conduite à tenir devant une ascension du taux de hCG après traitement d'une môle ?", "Surveillance simple", "Chimiothérapie après bilan d'extension", "Nouvelle aspiration", "Radiothérapie", "2", "Le document : 'une chimiothérapie est alors indiquée après bilan d'extension'", "Medium"
"Quel est le bilan d'extension avant chimiothérapie pour môle invasive ?", "Échographie hépatique et pelvienne, radiographie pulmonaire, examen vaginal", "IRM cérébrale systématique", "TEP-scanner", "Coloscopie", "1", "Le document : 'bilan d'extension préalable (échographie hépatique et pelvienne, radiographie pumonaire et examen vaginal)'", "Difficult"
"Où la grossesse molaire est-elle fréquente ?", "Europe", "Amérique du Nord", "Asie du Sud-Est et Afrique", "Océanie", "3", "Le document : 'Exceptionnelle en occident. Fréquente en Asie du Sud-Est et Afrique'", "Easy"
"Quel est l'aspect de l'échographie dans l'avortement spontané ?", "Sac ovulaire intra-utérin bien visible mais anormal : embryon sans activité cardiaque ou œuf clair", "Utérus vide", "Masse latéro-utérine", "Image en nid d'abeille", "1", "Le document : 'Sac ovulaire intra-utérin bien visible, Mais anormal : embryon sans activité cardiaque ou œuf clair'", "Medium"
"Quelle est la prévention systématique chez une femme Rh négatif ayant un saignement du premier trimestre ?", "Transfusion", "Prévention de l'iso-immunisation rhésus", "Anticorps anti-D", "Aucune", "2", "Le document : 'Prévention de l'iso-immunisation rhésus si la femme est rhésus négatif +++++'", "Easy"
"Quel signe échographique est caractéristique de la GEU ?", "Sac ovulaire intra-utérin", "Utérus vide, masse latéro-utérine, épanchement dans le Douglas", "Image en nid d'abeille", "Décollement", "2", "Le document : 'Utérus vide, Masse latéro-utérine, Epanchement dans le Douglas'", "Medium"
"Quel est le pourcentage de grossesses qui saignent au premier trimestre ?", "10%", "15%", "20%", "25%", "4", "Le document : '1/4 grossesse saigne au T1' (25%)", "Easy"
"Quel traitement est proposé pour la GEU ?", "Médical ou chirurgical conservateur/non conservateur", "Césarienne", "Aspiration", "Prostaglandines", "1", "Le document : 'Traitement médical ou traitement chirurgical : conservateur ou non conservateur'", "Easy"
"À quel âge gestationnel l'activité cardiaque embryonnaire est-elle visible ?", "4 SA", "5 SA", "Entre 5,5 et 6 SA", "7 SA", "3", "Le document : 'L'embryon et son activité cardiaque deviennent visibles entre 5,5 et 6 SA'", "Easy"
