"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le traitement de la crise migraineuse à base d'aspirine ?","Acide acétylsalicylique (15mg/kg/prise)","Aspirine 5 mg/kg","Aspirine 30 mg/kg","Non recommandé","1","Le document : 'Acide acétylsalicylique (15mg/kg/prise)'.","Easy"
"Quel examen est recommandé en urgence devant des signes d'HTIC ?","Imagerie cérébrale en urgence + FO","Scanner thoracique","IRM cardiaque","Électromyogramme","1","Le document : 'Imagerie cérébrale en urgence + FO'.","Medium"
"Quelles sont les trois caractéristiques des céphalées d'installation progressive évocatrices d'HTIC ?","Prédominance matinale ou réveils nocturnes, exagérées par l'effort ou position couchée, résistantes aux antalgiques","Céphalées brutales, sans facteur déclenchant, calmées par le repos","Céphalées horaires fixes, calmées par l'alimentation","Céphalées uniquement nocturnes","1","Le document liste ces trois caractéristiques.","Medium"
"Quels sont les trois types de céphalées selon le mode évolutif dans le document ?","Céphalées aiguës inhabituelles, d'installation progressive, récurrentes, prolongées","Céphalées matinales, nocturnes, post-prandiales","Céphalées frontales, occipitales, temporales","Céphalées infectieuses, traumatiques, tumorales","1","Le document distingue : Céphalées aiguës inhabituelles, d'installation progressive, récurrentes, prolongées.","Medium"
"Quelles sont les étiologies des céphalées aiguës inhabituelles en contexte fébrile ?","Infection neuroméningée, grippe, infection ORL","Tumeur cérébrale, abcès","Migraine, céphalées de tension","HTIC, hémorragie","1","Le document les cite.","Medium"
"Quelles sont les étiologies des céphalées aiguës inhabituelles en contexte apyrétique ?","TCE, hypoglycémie, hémorragie méningée, HTA paroxystique, intoxication au CO, première crise migraineuse","Infection ORL, sinusite, otite","Tumeur cérébrale, hydrocéphalie","Migraine, céphalées de tension","1","Le document les liste.","Medium"
"Quel est le tableau clinique de l'hémorragie méningée ?","Syndrome méningé intense d'apparition brutale (céphalée en casque en éclair) + altération de la conscience","Céphalée progressive, vomissements","Céphalée unilatérale pulsatile","Céphalée frontale sans signe associé","1","Le document le décrit.","Medium"
"Quels sont les signes d'accompagnement de l'HTIC ?","Vomissements matinaux, diplopie, éclipses visuelles, changement de comportement, diminution du rendement scolaire","Nausées, photophobie, phonophobie","Fièvre, raideur de nuque","Troubles du sommeil","1","Le document : '+ vomissements matinaux, Diplopie et des éclipses visuelles, Changement de comportement ou diminution du rendement scolaire'.","Medium"
"Quelles sont les trois étiologies possibles des céphalées d'installation progressive avec signes d'HTIC ?","Tumeur cérébrale (fosse postérieure), HTIC idiopathique, intoxications médicamenteuses/vascularites","Migraine, céphalées de tension, sinusite","Hémorragie méningée, TCE, hypoglycémie","Infection ORL, trouble de réfraction, malformation rachidienne","1","Le document les cite.","Medium"
"Quels sont les critères de l'International Head Society (IHS) utilisés pour ?","Diagnostic de la migraine","Diagnostic des céphalées de tension","Diagnostic des algies vasculaires","Diagnostic des tumeurs cérébrales","1","Le document : 'Diagnostic clinique facilité par les critères de L'International Head Society (IHS)'.","Medium"
"Quels sont les signes accompagnateurs de la migraine ?","Nausées, vomissements, frissons, phono-photophobie, arrêt des activités","Fièvre, raideur de nuque, trouble de conscience","Diarrhée, douleur abdominale","Toux, rhinorrhée","1","Le document les liste.","Medium"
"Quelle est la différence de comportement entre un enfant migraineux et un enfant avec céphalées de tension ?","Migraine : arrêt des activités, recherche d'obscurité ; Tension : peu de perturbation des activités","Tension : arrêt des activités ; Migraine : continue ses activités","Identique","Tension : besoin de sommeil","1","Le document : 'Migraine : Arrêt des activités' ; 'Céphalées de tension : Peu de perturbation des activités'.","Medium"
"Quel est le conseil donné aux parents d'un enfant migraineux après imagerie normale ?","Rassurer : un enfant migraineux ne sera pas nécessairement un adulte migraineux","Préparer à une évolution défavorable","Programmer une biopsie","Commencer un traitement de fond systématique","1","Le document le précise.","Medium"
"Quel est le message important concernant le traitement symptomatique de la crise migraineuse ?","À prendre dès le début des symptômes, car si retardé, parfois ça ne marche plus","À prendre uniquement après 2 heures","À prendre uniquement la nuit","À éviter chez l'enfant","1","Le document : 'Traitement symptomatique de la crise, dès le début des symptômes (car si retardé, des fois ça ne marche plus)'.","Medium"
"Quels sont les trois types de céphalées récurrentes citées ?","Migraine, céphalées de tension, algies vasculaires de la face","Céphalées aiguës, chroniques, progressives","Céphalées matinales, nocturnes, post-prandiales","Céphalées infectieuses, traumatiques, tumorales","1","Le document : 'Céphalées récurrentes : Migraine, Céphalées de type tension, Algés vasculaires de la face'.","Medium"
"Quelles sont les étiologies des céphalées prolongées (chroniques quotidiennes) ?","Sinusite, otite chronique, dysfonction temporo-mandibulaire, pathologie dentaire, malformation rachidienne","Tumeur cérébrale uniquement","Migraine uniquement","Céphalées de tension uniquement","1","Le document : 'Étiologies : Sinusite, otite chronique, Dysfonction temporo-mandibulaire, Pathologie dentaire, Malformation rachidienne'.","Medium"
"Quels sont les signes d'alerte nécessitant une imagerie cérébrale ?","Signes neurologiques focaux, signes méningés, signes visuels, HTA, douleur sinusienne","Céphalées après l'effort","Céphalées pendant les règles","Céphalées après la lecture","1","Le document les cite dans l'examen clinique.","Medium"
"Quel est le traitement des céphalées de tension selon le document ?","Prendre au sérieux, arrêter l'escalade médicale, psychothérapie ou relaxation","Triptans","Paracétamol quotidien","Anti-inflammatoires","1","Le document le précise.","Medium"
"Quelle est la particularité des céphalées projetées par hypermétropie ?","Localisation rétro-orbitaire, gêne oculaire majorée par la lecture prolongée","Céphalée occipitale","Céphalée en casque","Céphalée frontale","1","Le document le décrit.","Medium"
"Quel est le mode de survenir des céphalées de tension ?","Plusieurs jours de suite, toute la journée, depuis plusieurs années","Par crises brèves de 1 heure","Uniquement la nuit","Uniquement le matin","1","Le document : 'Plusieurs jours de suite, toute la journée, souvent depuis plusieurs années'.","Medium"
"Quel est le caractère de la douleur dans les céphalées de tension ?","Pulsatile","Frontale, sans caractère spécifique","Unilatérale","En coup de poignard","2","Le document : 'Douleur aiguë ou récurrente, frontale'.","Medium"
"Quelle est la différence entre les céphalées de tension et la migraine concernant le besoin de sommeil ?","Tension : pas de besoin de sommeil ; Migraine : besoin de sommeil","Tension : besoin de sommeil ; Migraine : pas de besoin","Identique","Non mentionné","1","Le document : 'Céphalées de tension : Pas de besoin de sommeil' vs 'Migraine : l'enfant se couche et s'endort'.","Medium"
"Un enfant se réveille la nuit avec des céphalées et vomit le matin. Quelle est la conduite ?","Imagerie cérébrale en urgence + fond d'œil","Prescrire du paracétamol","Rassurer les parents","Consultation ophtalmologique simple","1","Céphalées nocturnes + vomissements matinaux = signes d'HTIC. Le document : 'Imagerie cérébrale en urgence + FO'.","Difficult"
"Un enfant de 10 ans a des céphalées pulsatiles hémicrâniennes avec nausées, photophobie, et s'endort pendant les crises. Son père est migraineux. Quel diagnostic ?","Migraine","Céphalées de tension","Tumeur cérébrale","Sinusite","1","Arguments : hémicrâne pulsatile, nausées, photophobie, endormissement, antécédent familial (50%).","Difficult"
"Un enfant a des céphalées frontales quotidiennes depuis 6 mois, sans nausées, sans vomissements, sans interruption des activités. Il a des difficultés scolaires mais l'examen neurologique est normal. Quel diagnostic probable ?","Céphalées de tension","Migraine","Tumeur cérébrale","Sinusite","1","Arguments : frontales, quotidiennes, absence de signes accompagnateurs, pas d'arrêt des activités.","Difficult"
"Un enfant de 8 ans se plaint de céphalées rétro-orbitaires droites qui surviennent après 30 minutes de lecture. À l'examen, l'acuité visuelle est normale. Quel examen demander ?","Consultation ophtalmologique avec réfraction","IRM cérébrale","Scanner des sinus","Électroencéphalogramme","1","Évoque une hypermétropie non corrigée. Le document : 'céphalées projetées par troubles de la réfraction(hypermétropie) : localisation rétro-orbitaire avec une gêne oculaire majorée par la lecture prolongée'.","Difficult"
"Un enfant a une céphalée brutale en 'casque en éclair', avec vomissements et altération de la conscience. Quel diagnostic ?","Hémorragie méningée","Migraine avec aura","Crise d'épilepsie","Intoxication au CO","1","Le document : 'Hémorragie méningée : syndrome méningé intense d'apparition très brutale (céphalée aiguë en casque en éclair) + altération de la conscience'.","Difficult"
"Un enfant de 12 ans a des migraines 3 fois par mois. Quel traitement de fond peut être proposé ?","Riboflavine 200 mg/j","Paracétamol quotidien","Ibuprofène quotidien","Triptans quotidiens","1","Le document : 'Traitement de fond : si > 1 crise /mois. Ex : riboflavine : 200mg/j'.","Difficult"
"Un enfant se présente avec des céphalées matinales, des vomissements, une diplopie. L'examen montre un œdème papillaire. Quelle est l'urgence ?","Imagerie cérébrale en urgence","Prescription d'antalgiques","Consultation ORL","Kinésithérapie","1","Signes d'HTIC + œdème papillaire. Le document : 'Imagerie cérébrale en urgence + FO'.","Difficult"
"Un enfant de 6 ans a des céphalées péri-ombilicales avec pâleur et nausées, sans céphalées. Selon le document, cela pourrait être ?","Équivalent migraineux (non mentionné explicitement)","Céphalées de tension","Sinusite","Tumeur","1","Le document ne traite pas des équivalents migraineux.","Difficult"
"Un enfant migraineux a une crise sévère ne répondant pas au paracétamol et à l'ibuprofène. Que proposer selon le document ?","Triptans","Morphine","Corticoïdes","Hospitalisation","1","Le document mentionne 'Triptans' comme traitement symptomatique mais sans préciser la place.","Difficult"
"Quel est le risque de ne pas prendre au sérieux les céphalées de tension ?","Escalade médicale inutile","Aggravation en migraine","Tumeur sous-jacente","Hospitalisation","1","Le document : 'Arrêter l'escalade médicale' et 'Prendre au sérieux et prendre le temps !!'","Difficult"
