question, option1, option2, option3, option4, answer, explanation, difficulty
"Quel antipsychotique est cité comme cause médicamenteuse de galactorrhée ?", "Amisulpride", "Rispéridone (Risperdal*), olanzapine (Zyprexa)", "Clozapine", "Halopéridol non cité mais Haldol* mentionné", "2", "Le document : 'Antipsychotiques : rispéridone (Risperdal*), olanzapine (Zyprexa), clomipramine'", "Easy"
"Quelle endocrinopathie est associée à une hyperprolactinémie ?", "Hyperthyroïdie", "Hypothyroïdie", "Diabète", "Hyperparathyroïdie", "2", "Le document : 'Dysthyroïdie : Augmentation de la TRH qui stimule la prolactine' – hypothyroïdie surtout", "Easy"
"Quel anti-HTA peut induire une galactorrhée ?", "Amlodipine", "Aténolol (Tenormine), méthyldopa (Aldomet)", "Lisinopril", "Losartan", "2", "Le document : 'Anti-HTA : aténolol (Tenormine), méthyldopa(Aldomet), vérapamil (Isoptine)'", "Easy"
"La macroprolactinémie se caractérise par :", "Galactorrhée avec troubles du cycle sévères", "Galactorrhée isolée sans trouble de cycle", "Adénome hypophysaire", "Prolactinémie très élevée", "2", "Le document : 'Macroprolactinémie : Galactorrhée isolée sans trouble de cycle'", "Medium"
"Quels sont les deux principaux tests dynamiques utilisés pour explorer la galactorrhée ?", "Test à l'insuline et au glucagon", "Tests de stimulations à la TRH et aux antidopaminergiques (métoclopramide, dompéridone)", "Test à la corticolibérine", "Test à la somatolibérine", "2", "Le document : 'Les principaux tests utilisés : tests de stimulations à la TRH et aux antidopaminergiques'", "Easy"
"Quel est le principe des tests dynamiques dans la galactorrhée ?", "Diagnostiquer une tumeur maligne", "Une réponse normale rend peu vraisemblable une lésion hypothalamohypophysaire et évite une IRM", "Mesurer le volume tumoral", "Évaluer la fonction rénale", "2", "Le document : 'Réponse normale à la prolactine lors des tests rend peu vraisemblable l'existence d'une lésion hypothalamohypophysaire et permet d'éviter la réalisation d'une IRM'", "Medium"
"Quelle est la fréquence de la galactorrhée chez les nouveaux-nés dans les 2 premiers mois ?", "1,9%", "3,9%", "5,9%", "7,9%", "3", "Le document : '5,9% des nouveaux nés présentent une galactorrhée dans les 2 mois suivant la naissance'", "Easy"
"Quel est le traitement chirurgical des prolactinomes ?", "Réservé aux résistances ou intolérances aux agonistes dopaminergiques", "Traitement de première intention", "Systématique pour les macroprolactinomes", "Systématique pour les microprolactinomes", "1", "Le document : 'Chirurgie si résistance ou intolérance' pour micro et macroadénome", "Medium"
"La radiothérapie hypophysaire est indiquée dans quel cas ?", "Tout prolactinome", "Évolution tumorale ou prolactinome malin", "Microprolactinome", "Galactorrhée idiopathique", "2", "Le document : 'Radiothérapie hypophysaire si évolution tumorale ou prolactinome malin'", "Medium"
"Quels sont les signes sympathiques de grossesse associés à la galactorrhée ?", "Non précisés", "Mastodynie", "Céphalées", "Troubles visuels", "2", "Le document : 'Signes sympathiques de la grossesse, mastodynie'", "Easy"
"La galactorrhée du nouveau-né :", "Nécessite un traitement urgent", "Ne nécessite pas de traitement", "Est toujours pathologique", "Nécessite une IRM", "2", "Le document : 'Pas de traitement'", "Easy"
"Quelle est la particularité de l'acromégalie dans les galactorrhées ?", "Hyperprolactinémie constante", "Galactorrhée sans hyperprolactinémie", "Macroadénome constant", "Traitement chirurgical systématique", "2", "Le document : 'Galactorrhée sans hyperprolactinémie : Acromégalie'", "Medium"
"Quels sont les trois types étiologiques de galactorrhée ?", "Physiologique, avec hyperprolactinémie, sans hyperprolactinémie", "Primaire, secondaire, tertiaire", "Aiguë, subaiguë, chronique", "Bénigne, maligne, inflammatoire", "1", "Le document : 'Etiologies : Galactorrhée physiologique, Galactorrhée avec hyperprolactinémie, Galactorrhée sans hyperprolactinémie'", "Easy"
"Quel est le traitement d'une galactorrhée d'origine médicamenteuse si possible ?", "Augmentation des doses", "Arrêt du traitement ou changement de molécule", "Ajout d'un agoniste dopaminergique", "Aucun traitement", "2", "Le document : 'Arrêt du traitement si possible, ou changement de médicament'", "Easy"
"La galactorrhée doit être recherchée en quelle position ?", "Uniquement debout", "Position assise et allongée", "Uniquement allongée", "Uniquement penchée", "2", "Le document : 'L'écoulement doit être recherché en position assise et allongée'", "Easy"
"Quel est le bilan biologique complet devant une hyperprolactinémie élevée ?", "TSH, ionogramme, urée, créatinine, bilan hépatique, TP, FSH, LH, bêta-hCG", "NFS seule", "CRP seule", "Bilan martial", "1", "Le document : 'bilan biologique complet : TSH, ionogramme sanguin, urée, créatinine, bilan hépatique complet, TP, FSH, LH, bêta-hCG plasmatique'", "Difficult"
"Quelle est la particularité de la réponse normale aux tests dynamiques ?", "Élimine une lésion hypothalamohypophysaire", "Confirme un adénome", "Indique une macroprolactinémie", "Nécessite une biopsie", "1", "Le document : 'Réponse normale [...] rend peu vraisemblable l'existence d'une lésion hypothalamohypophysaire'", "Medium"
