"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est l'aspect des selles dans l'ictère cholestatique ?","Normales","Décolorées en mastic","Noires (méléna)","Rouges","2","Document.","Easy"
"Quel est l'aspect des urines dans l'ictère cholestatique ?","Claires","Foncées (brunes, noirâtres, mousseuses)","Rouges","Incolores","2","Document.","Easy"
"Quel est le prurit dans l'ictère cholestatique ?","Constant","Inconstant","Absent","Uniquement nocturne","2","Document : 'Prurit inconstant'.","Easy"
"Quelle est la consistance de l'hépatomégalie dans l'ictère cholestatique ?","Molle","Ferme, surface régulière, bord mousse","Dure, bosselée","Indolore","2","Document : 'Hépatomégalie : Ferme, Surface régulière, Bord inférieure mousse'.","Easy"
"Quelle est la forme de la grosse vésicule palpable ?","Ronde","Piriforme","Allongée","Irégulière","2","Document : 'Masse piriforme au niveau de l’hypochondre droit'.","Easy"
"Quel est le bilan biologique de la cholestase ?","Augmentation de la bilirubine conjuguée, PAL, GGT, cholestérol","Augmentation des transaminases","Diminution du TP","Augmentation des gammaglobulines","1","Document.","Medium"
"Quel est le bilan de cytolyse ?","PAL, GGT","Transaminases (ASAT, ALAT)","TP, facteur V","Bilirubine","2","Document.","Medium"
"Quel est le bilan d'insuffisance hépatocellulaire ?","Transaminases","PAL","TP, facteur V","Gamma-GT","3","Document.","Medium"
"À l'échographie, l'absence de dilatation des voies biliaires oriente vers quelle cause ?","Cholestase extra-hépatique","Cholestase intra-hépatique","Cancer du pancréas","Lithiase","2","Document : 'Pas de dilatation des voies biliaires : cholestase intra-hépatique'.","Medium"
"Quel examen de deuxième intention est indiqué en cas de cholestase extra-hépatique avec dilatation des voies biliaires ?","Ponction biopsie hépatique","Scanner abdominal","Bili-IRM","CPRE","2","Document : 'Scanner abdominal : Si cholestase extra-hépatique (dilatation des voies biliaires)'.","Medium"
"Quelles sont les trois techniques d'exploration des voies biliaires en deuxième intention ?","CPRE, CPTH, echo-endoscopie","Scanner, IRM, radiographie","Fibroscan, biopsie, laparoscopie","Cholangio-IRM, TDM, angiographie","1","Document.","Medium"
"Quelle est l'indication de la ponction biopsie hépatique dans l'ictère cholestatique ?","Suspicion de cholestase extra-hépatique","Suspicion de cholestase intra-hépatique","Bilan préopératoire","Recherche de métastases","2","Document : 'La Ponction Biopsie hépatique : Suspicion de cholestase intra-hépatique'.","Medium"
"Citez trois causes de faux ictère (coloration cutanée trompeuse).","Jaune cireux (hypothyroïdie), orangé (carotène), mélanodermie, anémie, patient anxieux, teint chinois.","Document.","Medium"
"Quelles sont les deux étiologies principales de cholestase extra-hépatique dans la pratique quotidienne ?","Lithiase cholédocienne et cancer de la tête du pancréas","Cirrhose et bilharziose","Hépatite virale et alcoolique","Cholangite et sarcoïdose","1","Document.","Medium"
"Quels sont les trois types d'obstacles extra-pariétaux du cholédoque cités ?","Cancer de la tête du pancréas, pancréatite chronique, adénopathies hiliaires, ampullome vatérien","Lithiase, ascaris, hémobilie","Sténose post-opératoire, cancer de Klatskin, cholangiocarcinome","Cholangite sclérosante","1","Document.","Medium"
"Quels sont les trois types d'obstacles pariétaux du cholédoque ?","Sténose post-opératoire, cancer de Klatskin, cholangiocarcinome, cholangite sclérosante","Cancer tête pancréas, pancréatite, adénopathies","Lithiase, ascaris, hémobilie","Dubin-Johnson, Rotor","1","Document.","Medium"
"Quels sont les trois types d'obstacles intraluminaux du cholédoque ?","Lithiase, ascaris, hémobilie","Cancer tête pancréas, pancréatite, adénopathies","Sténose post-opératoire, cancer Klatskin, cholangiocarcinome","Dubin-Johnson, Rotor, Gilbert","1","Document.","Medium"
"Quelles sont les trois étiologies de cholestase intra-hépatique sur foie d'aspect normal avec ictère récent ?","Hépatite alcoolique aiguë, hépatite médicamenteuse, hépatite virale, hépatite bactérienne","Cirrhose, métastases, CHC","Kyste hydatique, abcès, hémobilie","Cholangite biliaire primitive, granulomatose, sarcoïdose","1","Document.","Medium"
"Quelles sont les trois étiologies de cholestase intra-hépatique sur foie d'aspect normal avec ictère ancien (récurrent) ?","Cholangite biliaire primitive, granulomatose hépatique, sarcoïdose, vascularites, Hodgkin","Hépatite alcoolique, médicamenteuse, virale","Cirrhose, métastases, CHC","Kyste, abcès, hémobilie","1","Document.","Medium"
"Quelles sont les causes de granulomatose hépatique citées ?","Tuberculose, lèpre, candidose, ascaridiose, médicaments, sarcoïdose, vascularites, Hodgkin","Cirrhose, hépatite virale, alcool","Cancer du pancréas, lithiase","Maladie de Gilbert, Crigler-Najjar","1","Document.","Medium"
"Quelle est la particularité de la courbe BSP dans la maladie de Dubin-Johnson ?","Normal jusqu'à 30 min puis remontée à 50 min","Ralentie sans remontée","Normale","Plate","1","Document : 'Courbe normal jusqu’à la 30ème minute ; A la 50è minute : la courbe remonte'.","Medium"
"Quelle est la particularité de la courbe BSP dans la maladie de Rotor ?","Normale puis remontée","Ralentie sans remontée","Plate","Accélérée","2","Document : 'Courbe BSP ralentie et non suivie de remontée de la concentration sanguine du colorant'.","Medium"
"Un patient a un ictère, des urines foncées, des selles décolorées, une bilirubine conjuguée élevée. L'échographie montre des voies biliaires dilatées. Quel est le type de cholestase ?","Extra-hépatique","Intra-hépatique","Hémolytique","Génétique","1","Document.","Difficult"
"Un patient a un ictère, des urines foncées, des selles décolorées, une bilirubine conjuguée élevée. L'échographie montre des voies biliaires non dilatées. Le foie est homogène hyperéchogène. Quelle est la cause probable ?","Stéatose hépatique (éthylique ou NASH)","Cirrhose","Métastases","Kyste hydatique","1","Document.","Difficult"
"Un patient de 20 ans présente un ictère modéré à la fatigue, sans autre anomalie. Bilirubine libre élevée, bilan hépatique normal. Quel diagnostic ?","Maladie de Gilbert","Maladie de Crigler-Najjar","Maladie de Dubin-Johnson","Maladie de Rotor","1","Document.","Difficult"
"Un patient a un ictère avec bilirubine conjuguée élevée, des douleurs abdominales, une grosse vésicule palpable. L'échographie montre une dilatation des voies biliaires et une masse de la tête du pancréas. Quel diagnostic ?","Cancer de la tête du pancréas","Lithiase cholédocienne","Cholangite sclérosante","Ampullome vatérien","1","Document.","Difficult"
"Un patient a un ictère avec bilirubine conjuguée élevée, des douleurs, pas de fièvre. L'échographie montre une dilatation des voies biliaires et un calcul dans le cholédoque. Quel diagnostic ?","Lithiase cholédocienne","Cancer du pancréas","Cholangite","Hépatite","1","Document.","Difficult"
"Un patient de 50 ans présente un ictère cholestatique avec prurit, une cholestase biologique, des anticorps anti-mitochondrie M2 positifs. L'échographie montre un foie normal sans dilatation. Quel diagnostic ?","Cholangite biliaire primitive","Cirrhose biliaire secondaire","Hépatite auto-immune","Maladie de Wilson","1","Document.","Difficult"
"Un patient a un ictère à bilirubine libre, une anémie, un frottis sanguin avec des drépanocytes. Quel diagnostic ?","Drépanocytose (hémolyse constitutionnelle)","Maladie de Gilbert","Paludisme grave","Hépatite","1","Document.","Difficult"
"Un patient a un ictère, une bilirubine conjuguée élevée, des transaminases normales, une échographie normale, des antécédents de cholécystectomie. Quelle cause évoquer ?","Sténose post-opératoire du cholédoque","Lithiase résiduelle","Cancer du pancréas","Hépatite médicamenteuse","1","Document.","Difficult"
