"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quels sont les trois types de lipases actives chez le nouveau‑né pour la digestion des lipides ?","Lipase pancréatique, lipase hépatique, lipase intestinale","Lipase linguale, lipase gastrique, lipase pancréatique","Lipase linguale, lipase gastrique, lipase du lait maternel","Lipase pancréatique seule","3","Le document mentionne : 'Lipase pancréatique = 0, sels biliaires en très petite quantité. Lipases linguale, gastrique -> Triglycérides à chaîne moyenne (si allaitement maternel)'. La lipase du lait maternel est implicite pour les TCM.","Medium"
"Pour un prématuré de 1300 g, quelle quantité minimale trophique est recommandée à raison de 8 fois par jour ?","1 ml","2 ml","3 ml","5 ml","3","Le document donne : '1200g < PN < 1500g = 3ml x 8 pendant 3 à 5 jours'.","Medium"
"Quel est l'apport protéique recommandé pour un nouveau‑né de moins de 1000 g (très grand prématuré) ?","2,5‑3 g/kg/j","3‑4 g/kg/j","3‑4,5 g/kg/j","4‑5 g/kg/j","3","Le document précise : '(plus le bébé est petit, plus les besoins sont élevés. 3‑4,5 = <1000g)'.","Medium"
"Quelle est la conséquence d'un retard de l'apport entéral chez le prématuré ?","Augmentation de la lactasie","Atrophie villositaire","Hyperactivité motrice","Sécrétion biliaire excessive","2","Le document indique : 'Retard de l’apport entérale, souvent chez le prématuré -> atrophie villositaire (par absence des microbes de la flore qui devraient s’installer)'.","Medium"
"Chez un nouveau‑né prématuré de 28 SA, quelle modalité d'alimentation est préconisée initialement ?","Alimentation entérale exclusive","Alimentation parentérale par voie centrale","Lait maternel enrichi par sonde","Lait pré seul","2","Le document mentionne : 'Dans la grande prématurité et la très grande prématurité, l’alimentation peut être d’abord parentérale (voie centrale : P, L, G et oligoéléments).'","Medium"
"Quelle est la différence de dose de vitamine D entre un prématuré allaité et un prématuré recevant du lait pré ?","Aucune différence","Prématuré allaité : 1500‑1600 UI/j ; lait pré : 800‑1200 UI/j","Prématuré allaité : 800‑1200 UI/j ; lait pré : 1500‑1600 UI/j","Prématuré allaité : 1000‑1200 UI/j ; lait pré : 500‑800 UI/j","2","Le document donne : pour lait maternel ou lait de femme : '+ vitamine D 1500 à 1600 UI/j' ; pour lait pré : '+ vitamine D à doses réduites (800 à 1200 UI/j)'.","Medium"
"Un nouveau‑né à terme est nourri avec du lait 1er âge. Quelle est la supplémentation en vitamine D à associer ?","1000‑1200 UI/j","800 UI/j","400 UI/j","Aucune","2","Le document précise pour le lait 1er âge : '+ vitamine D à dose réduite 800 UI/j'.","Medium"
"Selon le document, que faut‑il faire en cas de retard de la montée laiteuse chez une mère qui souhaite allaiter ?","Arrêter définitivement l'allaitement","Nourrir provisoirement avec du lait 1er âge et continuer la stimulation","Donner uniquement du sérum glucosé","Passer directement au lait de femme du lactarium","2","Le document indique : 'En cas de retard de la montée laiteuse, nourrir provisoirement le nouveau‑né avec du lait 1er âge afin d’éviter une hypoglycémie. Ne pas arrêter la stimulation de l’allaitement maternel pendant cette période'.","Medium"
"Un prématuré de 34 SA, poids de naissance 1900 g, est nourri au lait maternel. Faut‑il enrichir son lait ?","Oui, car tout prématuré doit recevoir un enrichissement","Non, car son poids est supérieur à 1800 g","Oui, mais uniquement en fer","Non, car il a plus de 32 SA","2","Le document précise que l'enrichissement par ADDFMS est indiqué 'si PN < 1800g'. Ici PN=1900g, donc pas d'enrichissement nécessaire selon cette règle.","Difficult"
"Un nouveau‑né à terme de 2 jours, allaité, présente une glycémie à 0,35 g/l. La montée laiteuse n'est pas encore effective. Quelle conduite est recommandée par le document ?","Attendre la montée laiteuse sans rien faire","Donner du lait 1er âge en complément sans arrêter la stimulation","Hospitaliser pour perfusion de glucose","Donner de l'eau glucosée","2","Le document prévoit : 'En cas de retard de la montée laiteuse, nourrir provisoirement le nouveau‑né avec du lait 1er âge afin d’éviter une hypoglycémie. Ne pas arrêter la stimulation de l’allaitement maternel'. L'hypoglycémie est présente (0,35 < 0,4).","Difficult"
