"question","answer","explanation","difficulty"
"Qu'est-ce que la flore transitoire de la peau ?","Germes pathogènes présents sur peau lésée par contamination externe ou de contiguïté : staphylocoque doré, Pseudomonas, entérobactéries, Candida.","Document.","Medium"
"Quels sont les gîtes bactériens cutanés où le portage est marqué ?","Plis, périnée, mains, fosses nasales.","Document.","Easy"
"Quels sont les facteurs locaux et généraux favorisant les infections cutanées ?","Locaux : promiscuité, mauvaise hygiène, macération, altération cutanée, corticothérapie locale. Généraux : déficit immunitaire, diabète, corticothérapie générale, immunosuppresseurs.","Document.","Medium"
"Quelles sont les formes cliniques de l'impétigo ?","Impétigo simple, impétigo bulleux, ecthyma, impétiginisation.","Document.","Easy"
"Quelles sont les complications de l'impétigo ?","Glomérulonéphrite aiguë post-streptococcique, SSSS (épidermolyse staphylococcique), choc toxique staphylococcique, récidives.","Document.","Medium"
"Quel est le traitement d'un impétigo étendu ou d'un ecthyma ?","Antibiotiques topiques et généraux (pénicillines M, macrolides, synergistine) pendant 10 jours.","Document.","Medium"
"Quelle est la durée du traitement antibiotique général pour un furoncle à risque ?","8 à 10 jours par voie générale, associé à 7 jours de topique.","Document.","Medium"
"Quels sont les signes de l'érysipèle bulleux ?","Décollement bulleux superficiel sur le placard érythémateux.","Document.","Medium"
"Quelle est la différence entre érysipèle et phlébite ?","L'érysipèle donne une grosse jambe rouge fébrile avec bourrelet périphérique ; la phlébite donne un signe de Homans positif (douleur à la flexion dorsale du pied) et des facteurs de risque vasculaire.","Document.","Medium"
"Quels sont les signes de gravité de l'érysipèle ?","Formes purpuriques, ecchymotiques, pétéchiales, ou formes extensives, ou sur terrain immunodéprimé, ou complications (abcès, septicémie, GNA, érythème noueux).","Document.","Medium"
"Quel est le traitement des fasciites nécrosantes ?","Non détaillé dans le document, mais nécessite une prise en charge chirurgicale urgente en plus des antibiotiques. Le document mentionne 'Evolution nécrotique et extensive'.","Document.","Difficult"
"Citez les trois catégories d'infections cutanées bactériennes selon la profondeur.","Superficielles (épidermiques), folliculaires, dermo-hypodermiques.","Document 1.2","Easy"
"Quel est le pourcentage de staphylocoque doré dans l'impétigo ?","2/3 des cas.","Document.","Easy"
"Quelle est la toxine du SSSS ?","Exfoliantines A et B.","Document.","Easy"
"Quel est le diagnostic différentiel de l'impétigo bulleux du nouveau-né ?","Aucun dans le document, mais l'épidermolyse staphylococcique en est une forme.","Document.","Medium"
"Quel est le rôle des bactériocines ?","Compétition microbienne, inhibition des autres bactéries.","Document.","Medium"
"Quels sont les germes de la flore résidente ?","Staph coagulase négative, Staph epidermidis, streptocoques, corynébactéries, Propionibacterium acnes.","Document.","Medium"
"Quel est le traitement d'un furoncle isolé sans facteur de risque ?","Antiseptique, pansement, pas d'incision.","Document.","Easy"
"Quels sont les signes de l'érysipèle du visage ?","Placard unilatéral, œdème important.","Document.","Medium"
"Quelle est la durée de traitement des érysipèles récidivants ?","ATB systémique 15 jours.","Document.","Medium"
"Quel est le rôle de l'IL-17 induit par la flore commensale ?","Conduit à la production de peptides antimicrobiens par les kératinocytes.","Document.","Difficult"
"Quels sont les examens paracliniques recommandés dans l'impétigo compliqué ?","Prélèvement bactériologique, protéinurie de 24h à J21, bilan rénal, hépatique, ionogramme, imagerie selon clinique.","Document.","Medium"
"Quel est le traitement de l'impétigo localisé chez l'enfant ?","Antibiotique topique (acide fucidique ou mupirocine) pendant 10 jours, mesures hygiéniques.","Document.","Easy"
"Quelle est la particularité de l'anthrax par rapport au furoncle ?","C'est un agglomérat de furoncles, plus sévère, avec fièvre et adénopathies.","Document.","Medium"
"Quels sont les facteurs favorisants de la furonculose ?","Diabète, surmenage, déficit immunitaire, carence martiale, obésité, hypersudation, frottement, foyer staphylococcique (narines, oreilles, plis).","Document.","Medium"
"Quel est le traitement d'une furonculose familiale ?","Prélèvement et traitement des gîtes pour toute la famille.","Document.","Medium"
"Quel est le signe de Homans ?","Douleur à la flexion dorsale du pied, signe de phlébite.","Document.","Medium"
"Quel est le traitement de l'érysipèle sur insuffisance veineuse ?","Traitement de l'érysipèle + bas de contention, drainage lymphatique.","Document.","Medium"
"Quelle est la complication rénale de l'impétigo à streptocoque ?","Glomérulonéphrite aiguë post-streptococcique.","Document.","Easy"
"Quel est le germe responsable du furoncle ?","Staphylococcus aureus.","Document.","Easy"
"Quel est le traitement de la gangrène streptococcique ?","Non détaillé, mais nécessite une prise en charge chirurgicale et antibiotique intensive. Le document mentionne 'souche très virulente'.","Document.","Difficult"
"Quelle est la flore microbienne de la peau normale ?","10^14 bactéries, flore résidente commensale.","Document.","Easy"
"Quels sont les mécanismes de défense microbienne de la peau ?","Compétition, enzymes bactériolytiques, lipolyse en acides gras libres, antibiotiques, bactériocines, occupation du terrain.","Document.","Medium"
"Quels sont les signes de l'impétigo bulleux ?","Granules bulles, siège fesses, nouveau-né/nourrisson, staphylocoque.","Document.","Medium"
"Quel est le traitement de l'impétigo bulleux ?","Antibiotiques topiques et/ou généraux selon extension.","Document.","Medium"
"Quel est le risque de la manipulation d'un furoncle ?","Dissémination septique, thrombophlébite du sinus caverneux pour les furoncles centro-faciaux.","Document.","Medium"
"Quel est le traitement de la staphylococcie maligne de la face ?","Hospitalisation, antibiothérapie IV, pas d'incision.","Document (implicite).","Difficult"
"Quels sont les signes de l'érysipèle subaigu ?","Fièvre et hyperleucocytose modérées.","Document.","Medium"
"Quelle est la différence entre l'érysipèle et la fasciite nécrosante ?","L'érysipèle est non nécrosant, la fasciite est nécrosante et extensive.","Document.","Difficult"
"Quel est le traitement de l'érysipèle compliqué d'abcès ?","Antibiothérapie + drainage chirurgical éventuel (non détaillé).","Document.","Medium"
"Quelle est la prévention de l'érysipèle récidivant ?","Traitement de la porte d'entrée, hygiène, contention veineuse.","Document.","Medium"
"Quels sont les trois types d'infections cutanées bactériennes ?","Superficielles, folliculaires, dermo-hypodermiques.","Document.","Easy"
"Quel est le rôle des peptides antimicrobiens ?","Destruction des microbes.","Document.","Easy"
"Quelle est la localisation de l'érysipèle chez l'adulte ?","Membre inférieur le plus souvent, puis visage.","Document.","Easy"
"Quel est le traitement de l'érysipèle du visage ?","Identique à celui de la jambe, mais hospitalisation souvent recommandée.","Document (non précisé, mais logique).","Medium"
"Quels sont les signes d'orientation vers une origine staphylococcique de l'impétigo ?","Impétigo bulleux, SSSS.","Document.","Medium"
"Quel est le délai d'apparition de l'érysipèle après la porte d'entrée ?","Non précisé, mais début brutal.","Document.","Medium"
"Quelle est la mortalité des érysipèles ?","Non précisée.","Document.","Medium"
"Quel est le rôle des kératinocytes dans la défense antimicrobienne ?","Sécrétion de peptides antimicrobiens (cathélicidines, défensines, etc.).","Document.","Medium"
