"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le délai de réalimentation précoce recommandé après réhydratation ?","Immédiatement","Au bout de 4 heures","Au bout de 12 heures","Au bout de 24 heures","2","Le document : 'réalimentation précoce : au bout de 4 heures'.","Medium"
"Quel aliment est déconseillé en cas de diarrhée car il aggrave la perte d'eau ?","Carottes","Céréales","Aliments riches en fibres (zavatra maitso)","Riz","3","Le document : 'stopper toute alimentation riche en fibres (zavatra maitso) satria micapter rano dia miaggraver an’ilay diarrhée'.","Medium"
"Quel soluté de perfusion peut aggraver une acidose lactique ?","SSI 0,9%","Ringer Lactate","G5%","Bicarbonate","2","Le document : 'Ringer Lactate (peut aggraver un état d’acidose lactique)'.","Medium"
"Quel est l'effet du zinc sur le système immunitaire ?","Immunosuppresseur","Booster la fonction immunitaire (co-facteur des enzymes, développe et active les LT)","Sans effet","Diminue les lymphocytes","2","Le document : 'Effet “Booster” sur la fonction immunitaire : co-facteur des enzymes, développe et active les LT'.","Medium"
"Quelle est la conservation du zinc ?","À température ambiante","À l'abri du soleil, de l'humidité, T° < 30°C","Au réfrigérateur","Au congélateur","2","Le document le précise.","Medium"
"Un enfant de 8 mois a une diarrhée aqueuse depuis 2 jours, sans signes de déshydratation. Quel plan de réhydratation ?","Plan A","Plan B","Plan C","Hospitalisation","1","Le document : 'Plan A : déshydratation minime ou sans signe clinique'.","Medium"
"Un enfant de 2 ans a des selles glairo-sanglantes, fièvre, ténesmes. Quel est le syndrome ?","Cholériforme","Dysentérique","Osmotique","Sécrétoire","2","Le document : 'Syndrome dysentérique : selles glairo-sanglantes, fièvre, épreintes et ténesmes'.","Medium"
"Quelle est la fréquence des selles chez un nourrisson au lait artificiel ?","Après chaque tétée","2-3 selles pâteuses par jour","1 selle par semaine","Selles liquides","2","Le document : 'Au lait artificiel : 2-3 selles pâteuses tous les jours'.","Medium"
"Quel examen est inutile dans la diarrhée aiguë simple ?","Coproculture","Ionogramme sanguin","Radiographie abdominale","NFS","3","Le document ne mentionne pas la radiographie, mais dit que les examens sont souvent inutiles.","Medium"
"Un enfant de 5 mois a une déshydratation modérée. Quel est le volume de SRO selon le Plan B ?","50 ml/kg en 4h","75 ml/kg en 4h","100 ml/kg en 4h","125 ml/kg en 4h","2","Le document donne 75 ml/kg en 4h pour le Plan B, quel que soit l'âge.","Medium"
"Quelle est la durée de la diarrhée aiguë selon la définition OMS ?","Moins de 7 jours","Moins de 3 jours","Moins de 14 jours","Moins de 1 jour","2","Le document : 'depuis moins de 3 jours'.","Easy"
"Quel est le risque de la couleur noire des selles ?","Méléna ou traitement martial","Infection à salmonelle","Allergie","Déshydratation","1","Le document : 'couleur noire (attention : méléna, ou traitement martial)'.","Easy"
"Quel est le premier signe de déshydratation sévère selon les critères OMS ?","Léthargique ou inconscient","Yeux enfoncés","Incapable de boire","Pli cutané persistant","1","Le document donne 2 signes parmi une liste, mais le premier cité est 'Léthargique ou inconscient'.","Medium"
"Quel parasite est associé au déficit en IgA ?","Cryptosporidies","Giardia (lambliase)","Entamoeba histolytica","Schistosoma","2","Le document : 'Lambliase ou giardase (déficit en IgA)'.","Medium"
"Quel est le traitement antibiotique indiqué dans la diarrhée aiguë ?","Systématique","Seulement si syndrome dysentérique ou bactérienne","Jamais","En cas de fièvre","2","Le document : 'Antibiotiques : seulement si syndrome de diarrhée entéro-invasive ou bactérienne'.","Medium"
"Quel est l'effet des agents intraluminaux comme Smecta ?","Modifient l'aspect des selles sans action significative sur le débit","Diminuent la durée de la diarrhée","Diminuent le débit des selles","Antibactériens","1","Le document : 'Pas d’action significative sur le processus sécrétoire et donc le débit des selles'.","Medium"
"Quelle est la durée de la diarrhée même sans traitement ?","2 jours","6 jours","10 jours","14 jours","2","Le document : 'Ny zaza manao diarrhée : sitrana ho azy au bout de 6 jours même sans traitement, juste SRO'.","Medium"
"Un enfant de 4 mois a une diarrhée avec vomissements abondants et signes de déshydratation sévère. Quelle voie de réhydratation privilégier ?","SRO orale","SRO par sonde nasogastrique","Perfusion intraveineuse (IV)","Rien","3","Le document : 'Réhydratation IV : si déshydratation sévère ou vomissements +++ ou état de choc'.","Medium"
"Quel est le volume de SRO par sonde nasogastrique en cas d'impossibilité de voie IV ?","10 ml/kg/h pendant 6h","20 ml/kg/h pendant 6h","30 ml/kg/h pendant 6h","40 ml/kg/h pendant 6h","2","Le document : 'si IV impossible : SRO par SNG 20ml/kg/h pendant 6 heures'.","Medium"
"Quelle est la particularité du zinc concernant le fer ?","Ne pas prendre le fer au même moment","Peut être associé","Le fer augmente l'effet du zinc","Aucune interaction","1","Le document : 'Interaction : ne pas prendre le fer au même moment que le Zinc'.","Medium"
"Un enfant de 2 ans a une diarrhée aqueuse depuis 2 jours, boit avidement, yeux enfoncés, pli cutané persistant. Quelle classification ?","Pas de déshydratation","Déshydratation modérée","Déshydratation sévère","Choc","2","Le document : 'SIGNES EVIDENTS DE DESHYDRATATION (Déshydratation modérée) : Boit avidement, assoiffé ; Yeux enfoncés ; Pli cutané s’efface très lentement'.","Medium"
"Un enfant de 10 mois a une diarrhée, des vomissements, il est léthargique, yeux enfoncés, incapable de boire, pli cutané >3s. Quelle classification ?","Pas de déshydratation","Déshydratation modérée","Déshydratation sévère","Dénutrition","3","Le document : 'DESHYDRATATION SEVERE : 2 DES SIGNES SUIVANTS : Léthargique ou inconscient ; Yeux enfoncés ; Incapable de boire difficilement ; Pli cutané s’efface très lentement (persiste >3 secondes)'.","Difficult"
"Un enfant de 3 ans a une diarrhée glairo-sanglante avec fièvre. Quel antibiotique serait indiqué ?","Métronidazole","Ciprofloxacine","Non indiqué","Traitement symptomatique","Non précisé, mais le document dit antibiotiques seulement si entéro-invasive.","Difficult"
"Un enfant de 6 mois est sous zinc depuis 3 jours, la diarrhée s'est arrêtée. Doit-on arrêter le zinc ?","Oui","Non, continuer jusqu'au 10ème jour","Réduire la dose","Doubler la dose","2","Le document : 'Continuer le zinc jusqu’au 10ème jour, même si la diarrhée s’est arrêtée'.","Difficult"
"Un enfant a une diarrhée post-antibiotique. Quel est le mécanisme ?","Infection à Clostridium difficile","Allergie","Malabsorption","Toxine","Non détaillé dans le document","Le document mentionne 'Diarrhée post-antibiotique' comme autre cause.","Difficult"
"Un enfant de 4 ans a une diarrhée aiguë, le médecin prescrit du Smecta. Est-ce utile ?","Oui, diminue la durée","Non, effet purement symptomatique, inutile","Oui, antibiotique","Oui, anti-sécréteur","2","Le document : 'INUTILE' pour les agents intraluminaux.","Difficult"
"Quel est le risque des antiémétiques dans la diarrhée aiguë ?","Aucune efficacité démontrée","Toxicité cardiaque","Convulsions","Sédation","1","Le document : 'Antiémétiques : aucune efficacité démontrée sur les vomissements accompagnant les diarrhées aiguës'.","Difficult"
"Un enfant de 2 ans a une déshydratation sévère. La perfusion n'est pas possible. Quelle alternative ?","SRO par sonde nasogastrique 20 ml/kg/h pendant 6h","Transfusion","Antibiotiques","Attendre","1","Le document : 'si IV impossible : SRO par SNG 20ml/kg/h pendant 6 heures'.","Difficult"
"Quel est l'effet du zinc sur l'appétit ?","Diminue l'appétit","Stimule l’appétit","Sans effet","Nausées","2","Le document : 'Stimule l’appétit'.","Difficult"
"Quel est le mécanisme de la diarrhée sécrétoire ?","Entérotoxines -> AMPc/GMPc -> sortie Cl- augmentée, entrée NaCl diminuée","Lésion des villosités","Malabsorption du lactose","Inflammation","1","Le document le décrit.","Difficult"
