question, answer, explanation, difficulty
"Quelle est la conduite à tenir devant une rupture utérine diagnostiquée ?", "Laparotomie immédiate, hystérectomie ou hystéroraphie selon la parité", "Document : 'Rupture utérine : laparotomie (hystérectomie ou hystéroraphie: selon la parité)'", "Medium"
"Pourquoi la consultation prénatale diminue-t-elle la fréquence des PT pendant le travail ?", "Car elle permet de diagnostiquer la PT avant le travail et de programmer une VME ou une césarienne", "Document : 'La consultation prénatale diminue la PT pendant le travail'", "Medium"
"Quel est le risque de la VMI pour le deuxième jumeau en PT ?", "Rupture utérine, souffrance fœtale, dystocie", "Document : 'VMI : grande extraction' avec risque de rupture utérine", "Difficult"
"Pourquoi l'utérus des multipares atones favorise-t-il la PT ?", "Car l'utérus est vaste et hypotonique, ne maintenant pas le fœtus en position longitudinale", "Document : 'Utérus vaste, atone des multipares'", "Medium"
"Quels sont les signes cliniques permettant de diagnostiquer une PT pendant la grossesse ?", "Inspection : utérus transversal ; Palpation : pôles fœtaux latéraux, hauteur utérine diminuée ; Auscultation : BCF péri-ombilical ; TV : présentation haute", "Document énumère ces signes", "Medium"
"Quelle est l'attitude devant une PT du deuxième jumeau ?", "Version par manœuvre interne (VMI) avec extraction, sous conditions", "Document : 'PT du deuxième jumeau : VMI : grande extraction en respectant quelques conditions'", "Medium"
"Pourquoi l'hydramnios favorise-t-il la PT ?", "Car l'excès de liquide permet une mobilité excessive du fœtus, empêchant la stabilisation en longitudinale", "Document : 'Hydramnios' dans PT accidentelle", "Medium"
"Quels sont les repères palpables au toucher vaginal lors d'une PT avec membranes rompues ?", "Moignon de l'épaule, acromion, main, poignet, creux axillaire, gril costal", "Document : 'Moignon de l'épaule, l'acromion, la main, le poignet, le creux axillaire, le gril costal'", "Difficult"
"Quelle est la conduite à tenir devant une PT avec fœtus décédé ?", "Dépend de l'étiologie de la mort fœtale (césarienne, VME, etc.)", "Document : 'Foetus décédé : la conduite dépend de l'étiologie de la mort foetale'", "Medium"
"Quelle est la différence entre acromio-iliaque gauche antérieure et droite antérieure ?", "Position de l'acromion par rapport à l'iliaque maternelle (gauche vs droite)", "Document : 'Acromio-iliaque gauche antérieure, Acromio-iliaque droit antérieure'", "Easy"
"Pourquoi la rupture utérine est-elle redoutée en cas de PT ?", "Car elle engage le pronostic vital maternel et fœtal", "Document : 'Rupture utérine' comme complication grave", "Easy"
"Quels sont les deux types de rupture utérine selon le document ?", "Spontanée et provoquée (lors de VMI)", "Document les distingue", "Easy"
"Quel est le pronostic d'une PT négligée pour le fœtus ?", "Mort fœtale par compression, asphyxie ou traumatisme", "Document : 'Mort foetale (comprimé, asphyxié, traumatisé)'", "Medium"
"Pourquoi la PT est-elle plus grave chez la primipare que chez la multipare ?", "Car l'utérus primipare est plus tonique et le bassin moins compliant", "Document implicite", "Difficult"
"Quelle est l'importance de la radiographie dans le bilan d'une PT ?", "Détecter des anomalies du bassin maternel ou des structures osseuses fœtales", "Document : 'Radiographie : Anomalies du bassin maternel ou anomalie des structures osseuses fœtales'", "Medium"
"Quel est le risque de la VME sur utérus cicatriciel ?", "Rupture utérine", "Document : 'Ne pas pratiquer sur utérus malformé' – cicatriciel à risque", "Difficult"
"Quelle est la conduite à tenir devant une PT avec procidence du cordon ?", "Césarienne en urgence", "Document : 'Procidence du cordon ombilical +++'", "Easy"
"Pourquoi la paroi abdominale est-elle dépressible dans une PT ?", "Car le fœtus n'est pas en position longitudinale, créant des espaces vides", "Document : 'Paroi abdominale dépressible'", "Medium"
"Quel est le nom donné à la PT avec le dos en avant ?", "Dorso-antérieure (dos aty aloha)", "Document : 'Dorso-antérieures : plus fréquentes (dos aty aloha)'", "Easy"
"Quelle est la particularité de la PT dorso-supérieure sur le rachis fœtal ?", "Déformation rachidienne en hyperextension", "Document : 'déformation rachidienne en hyperextension'", "Difficult"
