"question","answer","explanation","difficulty"
"Quels sont les trois syndromes de la phase pré-ictérique de l'hépatite B ?","Syndrome digestif, syndrome infectieux (pseudo-grippal), triade de Caroli.","Document.","Medium"
"Quels sont les trois signes de la triade de Caroli ?","Céphalées, urticaire, arthralgies.","Document.","Easy"
"Quels sont les signes de la phase ictérique ?","Ictère cholestatique (ictère franc, urines foncées, selles décolorées), asthénie, anorexie.","Document.","Easy"
"Quels sont les trois types de perturbations biologiques dans la phase ictérique ?","Cytolyse (ALAT>ASAT), insuffisance hépatocellulaire (TP, facteur V), cholestase (PAL, bilirubine conjuguée).","Document.","Medium"
"Quel est le bilan de l'insuffisance hépatocellulaire ?","TP et facteur V diminués, bilirubine libre élevée, cholestérol total diminué.","Document.","Medium"
"Quel est le bilan de cholestase ?","PAL et bilirubine conjuguée augmentés, sels biliaires dans les urines.","Document.","Medium"
"Quelle est l'évolution favorable typique de l'hépatite B aiguë ?","Disparition de l'ictère en 3-4 semaines, normalisation du bilan, disparition de l'Ag HBs, apparition des Ac anti-HBs.","Document.","Medium"
"Quelle est la définition de l'hépatite B chronique ?","Persistance de l'Ag HBs dans le sang > 6 mois.","Document.","Easy"
"Quels sont les trois moyens d'évaluation de la fibrose hépatique ?","Ponction biopsie hépatique, fibroactitest, élastométrie (fibroscan).","Document.","Easy"
"Quels sont les critères de l'infection chronique par virus sauvage sans lésion ?","Ag HBs+, Ag HBe+, charge virale >10^7, ALAT normales, fibrose minime.","Document.","Difficult"
"Quels sont les critères de l'hépatite chronique par virus sauvage avec lésions ?","Ag HBs+, Ag HBe+, charge virale 10^4-10^7, ALAT élevées, fibrose modérée à sévère.","Document.","Difficult"
"Quels sont les critères de l'infection chronique par virus mutant sans lésion ?","Ag HBs+, Ag HBe-, Ac anti-HBe+, charge virale <2000, ALAT normales, pas de lésions.","Document.","Difficult"
"Quels sont les critères de l'hépatite chronique par virus mutant (Ag HBe négatif) ?","Ag HBs+, Ag HBe-, charge virale >2000, ALAT élevées, fibrose F2-F4.","Document.","Difficult"
"Quels sont les trois signes d'alarme de l'hépatite fulminante ?","Asthénie qui s'aggrave, encéphalopathie, syndrome hémorragique.","Document.","Easy"
"Quel est le signe paraclinique majeur de l'hépatite fulminante ?","Facteur V < 50% (ou TP diminué).","Document.","Easy"
"Quelles sont les quatre étiologies d'hépatite fulminante citées ?","Médicaments (paracétamol, AINS), autres hépatites virales (co-infection), toxiques (ecstasy, cocaïne), exacerbation de maladies chroniques (auto-immune, Wilson).","Document.","Medium"
"Quel est le pronostic de l'hépatite fulminante ?","Mortalité 90%.","Document.","Easy"
"Quelle est la forme clinique la plus fréquente de l'hépatite B ?","Forme asymptomatique (80-90%).","Document.","Easy"
"Qu'est-ce que la forme cholestatique de l'hépatite B ?","Ictère très prononcé, cholestase biologique importante, échographie normale.","Document.","Medium"
"Qu'est-ce que la forme prolongée de l'hépatite B ?","Persistance des anomalies biologiques > 4 semaines, guérison au 3-4ème mois.","Document.","Medium"
"Quel est le diagnostic différentiel d'un ictère cholestatique ?","Obstruction biliaire (à éliminer par échographie).","Document.","Easy"
"Quel est le diagnostic de l'hépatite A aiguë ?","IgM anti-VHA.","Document.","Easy"
"Quel est le diagnostic de l'hépatite E aiguë chez l'immunocompétent ?","IgM anti-VHE.","Document.","Easy"
"Quel est le diagnostic de l'hépatite C ?","Dépistage par Ac anti-VHC, confirmation par PCR ARN VHC.","Document.","Easy"
"Quel est le diagnostic de l'hépatite D ?","Ag VHD et/ou Ac anti-VHD, avec présence d'Ag HBs.","Document.","Medium"
"Quels sont les deux types d'anticorps anti-VHD ?","IgM anti-VHD (aiguë) et IgG (ancienne).","Document.","Medium"
"Quel est le risque de l'hépatite C chronique ?","Cirrhose, carcinome hépatocellulaire.","Non détaillé mais implicite.","Medium"
"Quel est le vaccin disponible contre l'hépatite B ?","Vaccin recombiné (non détaillé).","Easy"
"Existe-t-il un vaccin contre l'hépatite C ?","Non.","Non dit.","Easy"
"Quel est le traitement de l'hépatite B chronique ?","Antiviraux (non détaillés).","Difficult"
"Quel est le traitement de l'hépatite C chronique ?","Antiviraux à action directe (non détaillés).","Difficult"
"Un patient a un Ag HBs positif, Ac anti-HBc IgM positif, ALAT à 50N. Quel est le diagnostic ?","Hépatite B aiguë.","Document.","Easy"
"Un patient a un Ag HBs positif depuis 8 mois, Ac anti-HBc IgG positif, ALAT normales, Ag HBe négatif, Ac anti-HBe positif. Quel est le diagnostic ?","Portage chronique inactif (virus mutant).","Document.","Difficult"
"Un patient a un Ag HBs positif, Ag HBe positif, ALAT élevées, charge virale à 10^6. Quel est le diagnostic ?","Hépatite B chronique active (virus sauvage).","Document.","Medium"
"Un patient a des Ac anti-VHC positifs, ARN VHC négatif. Que conclure ?","Infection VHC ancienne guérie (ou faux positif).","Document.","Medium"
"Un patient a des Ac anti-VHC positifs, ARN VHC positif. Que conclure ?","Infection VHC chronique.","Document.","Easy"
"Un patient a un Ag HBs positif, des Ac anti-VHD positifs, des IgM anti-HBc positifs. Quelle situation ?","Co-infection VHB-VHD aiguë.","Document.","Difficult"
"Un patient est porteur chronique d'Ag HBs depuis 5 ans, et présente récemment des Ac anti-VHD positifs. Quelle situation ?","Surinfection par VHD.","Document.","Difficult"
"Un patient a une hépatite aiguë avec ictère, des IgM anti-VHA positifs. Quel diagnostic ?","Hépatite A aiguë.","Document.","Easy"
"Un patient voyageur en Asie présente une hépatite aiguë, IgM anti-VHE positifs. Quel diagnostic ?","Hépatite E aiguë (génotype 4).","Document.","Medium"
"Un patient immunodéprimé (transplanté) présente une hépatite chronique avec VHE détecté par PCR. Quel diagnostic ?","Hépatite E chronique.","Document.","Medium"
"Quel est le premier marqueur à apparaître dans le sang après une infection par VHB ?","Ag HBs.","Document.","Easy"
"Quel est le dernier marqueur à disparaître dans une hépatite B aiguë ?","Ac anti-HBc IgG (persiste à vie).","Document.","Medium"
"Quel marqueur permet de distinguer une hépatite B aiguë d'une exacerbation d'hépatite B chronique ?","IgM anti-HBc (positif dans l'aiguë, peut être positif aussi dans les poussées chroniques). Le document ne le précise pas, mais classiquement c'est le cas.","Difficult"
"Quel est le pourcentage de chronicité du VHB chez l'adulte ?","Non précisé dans le document.","Difficult"
"Quel est le pourcentage de chronicité du VHB chez le nouveau-né ?","Non précisé.","Difficult"
"Quel est le risque de carcinome hépatocellulaire dans l'hépatite B chronique ?","Non précisé.","Difficult"
"Quel est le risque de carcinome hépatocellulaire dans l'hépatite C chronique ?","Non précisé.","Difficult"
"Quel est le traitement de l'hépatite fulminante ?","Non détaillé.","Difficult"
"Quel est le rôle de la vaccination anti-VHB dans la prévention de l'hépatite D ?","Protège contre le VHB, donc indirectement contre le VHD.","Document.","Easy"
"Quel est le rôle de la vaccination anti-VHA ?","Prévention de l'hépatite A.","Document.","Easy"
"Quel est le rôle de l'hygiène dans la prévention du VHA ?","Essentiel (lavage des mains, eau potable).","Document.","Easy"
"Quel est le rôle de la cuisson des aliments dans la prévention du VHE ?","Éviter la viande de porc insuffisamment cuite.","Document.","Easy"
"Quel est le rôle du dépistage des donneurs de sang pour le VHB, VHC, VHE ?","Prévention de la transmission transfusionnelle.","Document.","Medium"
"Quel est le mode de transmission du VHB par les seringues ?","Toxicomanie intraveineuse, matériels non stérilisés.","Document.","Easy"
"Quel est le mode de transmission du VHC par les seringues ?","Toxicomanie IV (principal mode en Europe de l'Est).","Document.","Easy"
"Quel est le mode de transmission du VHD ?","Sang et sexe (comme VHB).","Document.","Easy"
"Quel est le réservoir animal du VHE génotype 3 et 4 ?","Porc.","Document.","Easy"
"Quel est le réservoir animal du VHE génotype 5 et 6 ?","Sanglier.","Document.","Easy"
"Quel est le réservoir animal du VHE génotype 7 et 8 ?","Chameau et dromadaire.","Document.","Easy"
"Quelle est la particularité de l'Ag HBe dans le virus mutant pré-C ?","Absent (non synthétisé).","Document.","Easy"
"Quelle est la particularité des Ac anti-HBe dans le virus mutant pré-C ?","Présents, mais n'indiquent pas une bonne évolution.","Document.","Medium"
"Quel est l'intérêt de la charge virale VHB ?","Évaluer la réplication et décider du traitement.","Document.","Medium"
"Quel est l'intérêt de la charge virale VHC ?","Confirmer la réplication et surveiller l'efficacité du traitement.","Document.","Medium"
"Quel est le stade de fibrose F4 ?","Cirrhose.","Document.","Easy"
"Quel est le nom du score de fibrose non invasif sanguin ?","Fibroactitest.","Document.","Easy"
"Quel est le nom de l'examen non invasif par ondes ?","Elastométrie (fibroscan).","Document.","Easy"
"Quelle est la valeur normale de la vitesse au fibroscan ?","Non précisée.","Difficult"
"Quelle est la différence entre ALAT et ASAT dans l'hépatite aiguë ?","ALAT > ASAT.","Document.","Easy"
"Quelle est la différence entre les transaminases dans l'hépatite alcoolique ?","ASAT > ALAT (non dit ici).","Difficult"
"Quel est le syndrome digestif de la phase pré-ictérique ?","Anorexie, nausées, vomissements, douleur épigastrique en barre.","Document.","Medium"
"Quel est le syndrome infectieux de la phase pré-ictérique ?","Asthénie intense, courbatures, fièvre modérée.","Document.","Medium"
"Quel est l'aspect des selles dans l'hépatite cholestatique ?","Décolorées (acholiques).","Document.","Easy"
"Quel est l'aspect des urines dans l'hépatite ?","Foncées (bilirubinurie).","Document.","Easy"
"Quel est le diagnostic différentiel de l'ictère cholestatique ?","Lithiase biliaire, tumeur (échographie).","Document.","Easy"
"Quel est le traitement de l'hépatite A ?","Symptomatique (non détaillé).","Easy"
"Quel est le traitement de l'hépatite E aiguë ?","Symptomatique.","Easy"
"Quel est le traitement de l'hépatite fulminante ?","Transplantation hépatique (non dit).","Difficult"
