"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le mécanisme de la diarrhée sécrétoire ?","Accélération du transit","Stimulation de la sécrétion et/ou malabsorption d'eau et d'électrolytes","Lésion de la muqueuse","Pullulation microbienne","2","Document : 'Mécanisme : Stimulation de la sécrétion et/ou de la malabsorption intestinale d’eau et d’électrolytes'.","Easy"
"Quel est le caractère des selles dans la diarrhée sécrétoire par rapport au jeûne ?","Disparaît au jeûne","Persiste à jeun","S'aggrave au jeûne","Sans modification","2","Document : 'Persistance à jeun' (pour la diarrhée sécrétoire).","Easy"
"Quel est le test biologique qui confirme une entéropathie exsudative ?","Augmentation de la calprotectine fécale","Augmentation de la clairance fécale de l'alpha-1-antitrypsine","Diminution de l'élastase fécale","Positivité des anticorps anti-transglutaminase","2","Document : 'Augmentation de la clairance fécale de l’alpha-1-anti-trypsine'.","Easy"
"Quelle est la maladie associée à une atrophie villositaire totale ou subtotale du grêle proximal ?","Maladie de Whipple","Maladie cœliaque de l'adulte","Maladie de Crohn","Pancréatite chronique","2","Document : 'Maladie cœliaque de l’adulte : Atrophie villositaire totale ou subtotale du grêle proximale'.","Easy"
"Quel est le germe responsable de la maladie de Whipple ?","Tropheryma whippleii","Mycobacterium tuberculosis","Escherichia coli","Giardia lamblia","1","Document : 'Infection systémique chronique due à une bactérie gram positif : Tropheryma whippleii'.","Easy"
"Quelle est la principale cause de malabsorption d'origine pré-entérocytaire (intra-luminale) ?","Insuffisance pancréatique exocrine","Atrophie villositaire","Lymphangiectasie","Maladie de Crohn","1","Document : 'Pré-entérocytaire : intra-luminale. Insuffisance pancréatique exocrine...'","Easy"
"Quel est le signe cutané de carence en vitamine A ?","Dermatite","Chéilite","Baisse de la vision nocturne","Alopécie","3","Document : 'Carence en vitamine A : baisse de la vision nocturne'.","Easy"
"Quel est le signe de carence en vitamine K1 ?","Ostéomalacie","Anémie","Manifestations hémorragiques","Polynévrite","3","Document : 'Carence en vitamine K1 : manifestations hémorragiques'.","Easy"
"Quel est le traitement de la maladie cœliaque ?","Régime sans gluten","Régime sans lactose","Antibiotiques","Corticoïdes","1","Document : 'Régression des signes sous-régime sans gluten (-> régime à base de riz)'.","Easy"
"Quelle est la valeur normale du D-xylose à 2 heures ?","> 15 g/l","> 25 g/l","> 30 g/l","> 40 g/l","2","Document : 'Dosage de xylosémie (N > 25g/l s’il n’y a pas de malabsorption)'.","Easy"
"Quelle est la valeur normale de la radioactivité urinaire après 48h au test de Schilling ?","5%","10%","15%","20%","2","Document : 'Normal : 10% de radioactivité dans les urines après 48h'.","Easy"
"Quel est le mécanisme de la fausse diarrhée des constipés ?","Prise de laxatifs","Selles liquides contournant un fécalome","Incontinence fécale","Pullulation microbienne","2","Document : 'Fausse diarrhée des constipés : Selles liquides + scybales (TR : diarrhée mais avec fécalome)'.","Easy"
"Quelle est la principale étiologie de diarrhée lésionnelle (exsudative) ?","Colopathie fonctionnelle","Dysenterie chronique (amibiase, bilharziose, colites inflammatoires, cancer)","Hyperthyroïdie","Maladie cœliaque","2","Document : 'Diarrhée lésionnelle : exsudative... Etiologies : Parasitaire, Infectieuses, Colites inflammatoires, Tumeur'.","Medium"
"Quel est le caractère de la diarrhée motrice par rapport au jeûne ?","Persiste à jeun","Supprimée par le jeûne","S'aggrave au jeûne","Inchangée","2","Document : 'Supprimée par le jeûne'.","Medium"
"Quels sont les trois tests dynamiques de malabsorption cités ?","Fécalogramme, D-xylose, Schilling","Calprotectine, élastase, clairance alpha-1","Tubages, coproculture, endoscopie","Test au carmin, test à la suxaméthonium","1","Document : '3 tests : Dosage de la graisse fécale, Test au D-xylose, Test de Schilling'.","Medium"
"Quel est le mécanisme de la diarrhée osmotique ?","Présence de substances hypertoniques peu absorbées appelant l'eau dans la lumière","Sécrétion active d'eau et d'électrolytes","Lésion de la muqueuse","Accélération du transit","1","Document : 'Ingestion / présence de substances hypertoniques peu absorbées... entraînant un appel osmotique d’eau'.","Medium"
"Quels sont les deux types de colite microscopique cités ?","Colite à collagène et colite lymphocytaire","Colite ischémique et colite radique","Colite infectieuse et colite médicamenteuse","Colite ulcéreuse et colite de Crohn","1","Document : 'Colites microscopiques : Colites à collagène, Colite lymphocytaire'.","Medium"
"Quelle est la principale cause de carence en vitamine B12 par malabsorption ?","Lésion du grêle proximal","Lésion de l'iléon terminal (maladie de Crohn, maladie cœliaque étendue, pullulation microbienne)","Insuffisance pancréatique","Atrophie gastrique","2","Document : 'Test de Schilling : Malabsorption de vitamine B12 : siège au niveau de l’iléon terminal. Diminution : Lésion pariétale (maladie de Crohn, maladie cœliaque étendue), Pullulation microbienne iléale'.","Medium"
"Quel est le rôle de la calprotectine fécale ?","Marqueur d'insuffisance pancréatique","Marqueur d'inflammation colique et iléale","Marqueur de malabsorption","Marqueur de pullulation microbienne","2","Document : 'Dosage de la calprotectine dans les selles : Augmentation : inflammation colique et iléale'.","Medium"
"Quelles sont les trois phases de l'absorption des nutriments ?","Luminale, entérocytaire, post-entérocytaire","Proximale, moyenne, distale","Digestive, absorbante, excrétrice","Enzymatique, transport, lymphatique","1","Document : '3 phases : Luminale, Entérocytaire, Post-entérocytaires'.","Medium"
"Quel est le tableau clinique évocateur d'une diarrhée avec malabsorption ? (3 éléments)","AEG, selles grasses (bouse de vache), syndrome carentiel","Douleurs abdominales, fièvre, rectorragies","Diarrhée nocturne, ténesme, glaires","Vomissements, déshydratation, choc","1","Document : 'Tableau clinico-biologique de syndrome de malabsorption : AEG, Caractères de la diarrhée (selles grasses), Syndrome carentiel'.","Medium"
"Quelle est la cause la plus fréquente d'atrophie villositaire chez l'adulte ?","Maladie cœliaque","Sprue tropicale","Lambliase","SIDA","1","Document : 'Maladie cœliaque de l’adulte : Atrophie villositaire totale ou subtotale'.","Medium"
"Quel est le mécanisme de la diarrhée dans la maladie de Waldmann (lymphangiectasie primitive) ?","Malabsorption par infiltrat sous-muqueux","Entéropathie exsudative par hyperpression lymphatique","Insuffisance pancréatique","Atrophie villositaire","2","Document : 'Entéropathies exsudatives : Hyperpression lymphatique : Lymphangiectasie primitive : maladie de Waldmann'.","Medium"
"Quel est le seuil de pullulation microbienne du grêle (tubage étagé) ?","> 10^3 UFC/mL","> 10^4 UFC/mL","> 10^5 UFC/mL","> 10^6 UFC/mL","3","Document : 'Présence dans l’intestin grêle de flore microbienne quantitativement et qualitativement anormale : > 10^5 (tubage étagé)'.","Medium"
"Quel est le temps de transit accéléré au test au rouge carmin ?","Premières selles rouges < 18h","Premières selles rouges < 12h","Premières selles rouges < 6-8h","Dernières selles rouges < 48h","3","Document : 'Si accélération : premières selles rouges dans les 6 ou 10 heures' (donc <6-10h).","Medium"
"Quel est le traitement de la maladie de Whipple ?","Régime sans gluten","Antibiotiques","Corticoïdes","Chirurgie","2","Document ne précise pas mais classiquement antibiothérapie.","Medium"
"Quelle est la principale étiologie de diarrhée sécrétoire d'origine tumorale ?","Tumeur à VIP (vasoactive intestinal peptide)","Cancer médullaire de la thyroïde","Syndrome de Zollinger Ellison","Tumeur carcinoïde","1","Document : 'Tumeurs endocrines : Tumeur à VIP (vasoactive intestinal peptide)...'","Medium"
"Quel examen biologique confirme une insuffisance pancréatique exocrine ?","Dosage de l'élastase fécale (effondrée)","Test au D-xylose","Test de Schilling","Calprotectine fécale","1","Document : 'Insuffisance pancréatique exocrine : dosage de l’élastase fécale (effondrée)'.","Medium"
"Quelle est la particularité de la diarrhée motrice par rapport aux ralentisseurs du transit ?","Très sensible aux ralentisseurs du transit (lopéramide)","Résistante","Aggravée","Sans effet","1","Document : 'Très sensible aux ralentisseurs du transit (lopéramide)'.","Medium"
"Quel est le mécanisme de la diarrhée dans l'hyperthyroïdie ?","Diarrhée motrice (accélération du transit)","Diarrhée sécrétoire","Diarrhée osmotique","Diarrhée lésionnelle","1","Document : 'Endocrinienne : Hyperthyroïdie' classée dans diarrhée motrice.","Medium"
"Quel est le signe biologique de la diarrhée sécrétoire ?","Hypokaliémie, acidose métabolique","Hyperkaliémie","Hypoglycémie","Hypercalcémie","1","Document : 'Hypokaliémie, voire acidose métabolique'.","Medium"
"Quel est le rôle de la biopsie étagée systématique lors de la coloscopie ?","Recherche de polypes","Diagnostic de colite microscopique","Recherche de tumeur","Évaluation de la fibrose","2","Document : 'Biopsie étagée systématique (colite microscopique)'.","Medium"
"Quel est le diagnostic différentiel de la fausse diarrhée ?","Incontinence fécale et pathomimie (prise de laxatifs)","Maladie cœliaque","Pancréatite chronique","Maladie de Crohn","1","Document : 'Diagnostic différentiel : Fausse diarrhée, Incontinence fécale, Pathomimie par prise de laxatif'.","Medium"
"Quel est l'aspect des selles dans la diarrhée de malabsorption (couleur) ?","Couleur claire, crème de noisette ; gris métallisé","Noir","Rouge","Vert","1","Document : 'Couleur : claire, crème de Noisette ; gris métallisé'.","Medium"
"Quel est le mécanisme de la diarrhée dans la carence en lactase ?","Diarrhée osmotique (lactose non absorbé)","Diarrhée sécrétoire","Diarrhée motrice","Diarrhée lésionnelle","1","Document : 'Carence primaire en lactase : Diarrhée après ingestion de lait' classée dans diarrhées osmotiques.","Medium"
"Quel est le test de confirmation d'une entéropathie exsudative ?","Clairance fécale de l'alpha-1-antitrypsine augmentée","Élastase fécale diminuée","Calprotectine élevée","D-xylose diminué","1","Document : 'Augmentation de la clairance fécale de l’alpha-1-anti-trypsine'.","Medium"
"Quelle est la principale cause de diarrhée chronique chez les patients VIH ?","Cryptococcose, microsporidies","Amibiase","Lambliase","Maladie cœliaque","1","Document : 'Parasitoses : cryptococcose, microsporidies (infections opportunistes du VIH)'.","Medium"
"Quel est le rôle de l'endoscopie digestive haute avec biopsies duodénales ?","Recherche d'atrophie villositaire (maladie cœliaque, VIH)","Diagnostic de cancer gastrique","Recherche d'Helicobacter pylori","Dosage du suc pancréatique","1","Document : 'Endoscopie digestive haute + biopsies duodénales (à la recherche d’atrophie villositaire : maladie cœliaque, VIH)'.","Medium"
"Quelle est la valeur normale du débit fécal ?","< 200g/j","< 300g/j","< 500g/j","< 1000g/j","1","Document : 'Débit fécal > 300g/j' définit la diarrhée, donc normal <300g/j.","Medium"
"Quel est le mécanisme de la diarrhée dans la résection du grêle (>1m) ?","Malabsorption par réduction de surface d'absorption","Diarrhée motrice","Diarrhée sécrétoire","Diarrhée osmotique","1","Document : 'Résection du grêle : > 1m' dans étiologies entérocytaires.","Medium"
"Quel est le nom du syndrome associé à une hyperpression lymphatique primitive ?","Maladie de Waldmann","Maladie de Whipple","Sprue tropicale","Syndrome de Zollinger-Ellison","1","Document : 'Lymphangiectasie primitive : maladie de Waldmann'.","Medium"
"Quelle est la cause de l'hyperphagie paradoxale dans la malabsorption ?","Mécanisme compensatoire de l'organisme","Document le cite comme fréquent et évocateur","Non expliqué","Lié à une carence","2","Document : 'Hyperphagie paradoxale : fréquente, évocatrice' mais sans explication.","Medium"
"Quel est l'effet du jeûne sur la diarrhée osmotique ?","Supprimée","Persiste","Aggravée","Inchangée","1","Document : 'Supprimé par le jeûne' (pour diarrhée osmotique).","Medium"
"Quelle est la principale étiologie de stéatorrhée chez l'adulte ?","Pancréatite chronique calcifiante","Maladie cœliaque","Maladie de Crohn","Insuffisance hépatique","1","Document : 'PRINCIPALES CAUSES : pancréatite chronique calcifiante et atrophie villositaire' (les deux sont fréquentes).","Medium"
"Quel est le rôle des tubages étagés ?","Recherche de pullulation microbienne du grêle","Dosage des enzymes pancréatiques","Biopsie duodénale","Mesure du pH","1","Document : 'Tubages étagés : gastrique, duodénal, iléale, à la recherche de pullulation microbienne'.","Medium"
"Quelle est la valeur de la stéatorrhée dans la diarrhée motrice ?","Discrète (<12g/24h)","Élevée (>20g)","Absente","Variable","1","Document : 'Stéatorrhée discrète (<12g/24h) (car accélération du transit sans vrai malabsorption)'.","Medium"
"Quel est le traitement de la maladie de Waldmann ?","Sous nutrition parentérale à vie","Régime sans gluten","Antibiotiques","Corticoïdes","1","Document : 'Lymphangiectasie primitive : maladie de Waldmann (sous nutrition parentérale à vie)'.","Medium"
"Quel est le signe de carence en vitamine D chez l'adulte ?","Ostéomalacie","Rachitisme","Tétanie","Caries","1","Document : 'Carence en vitamine D : Ostéomalacie (adulte), Rachitisme (enfant)'.","Medium"
"Quel est le rôle de la bile dans la digestion ?","Émulsion des graisses","Digestion des protéines","Absorption des glucides","Conjugaison des sels biliaires","1","Document : 'Bile : émulsion des graisses (digestion et absorption de graisse)'.","Medium"
"Quel est le lieu d'absorption des acides aminés et acides gras ?","Grêle proximal","Iléon","Côlon","Estomac","1","Document : 'Grêle proximale : Absorption : Acides aminés et acides gras'.","Medium"
"Quel est le mécanisme de l'anémie microcytaire hypochrome dans la malabsorption ?","Carence martiale (fer)","Carence en B12","Carence en folates","Hémolyse","1","Document : 'Anémie : Microcytaire hypochrome ferriprive (carence martial)'.","Medium"
"Quel est le mécanisme de l'anémie macrocytaire dans la malabsorption ?","Carence en folate ou vitamine B12","Carence en fer","Carence en vitamine K","Carence en cuivre","1","Document : 'Macrocytaire (carence en folate : vitamine B12)'.","Medium"
"Quel est le traitement de la sprue tropicale ?","Antibiotiques (microbienne)","Régime sans gluten","Supplémentation vitaminique","Corticoïdes","1","Document : 'Entéropathie d’origine microbienne' donc antibiothérapie.","Medium"
"Quel est le rôle de la rectoscopie ?","Exploration du rectum et du côlon gauche","Biopsie du grêle","Dosage des enzymes","Recherche de pullulation","1","Document non détaillé mais implicitement.","Medium"
"Quel est le signe articulaire associé aux MICI ?","Spondylarthrite ankylosante","Polyarthrite rhumatoïde","Arthrose","Goutte","1","Document : 'Affections digestifs... Rhumatismale (Spondylarthrite ankylosante pouvant être associé à RCH ou maladie de Crohn)'.","Medium"
"Quel est le test de confirmation de la maladie cœliaque ?","Biopsie duodénale + réponse au régime sans gluten","Test au D-xylose","Test de Schilling","Calprotectine","1","Document : 'Diagnostic : fibroscopie digestive avec biopsie duodénale systématique' et 'Régression des signes sous-régime sans gluten'.","Medium"
"Un patient présente une diarrhée chronique avec selles grasses, amaigrissement, et une élastase fécale effondrée. Quel diagnostic ?","Insuffisance pancréatique exocrine (pancréatite chronique)","Maladie cœliaque","Maladie de Crohn","Lymphangiectasie","1","Document : 'Insuffisance pancréatique exocrine : dosage de l’élastase fécale (effondrée)'.","Difficult"
"Un patient a une diarrhée chronique avec des antécédents de chirurgie de l'obésité. Quel test dynamique peut être perturbé ?","Test au D-xylose (par pullulation microbienne ou lésion du grêle)","Test de Schilling","Fécalogramme","Test au carmin","1","Document : 'Souvent : patients ayant fait chirurgie de l’obésité' pour le test au D-xylose (pullulation).","Difficult"
"Un patient a une diarrhée chronique, une endoscopie haute avec biopsies montre une atrophie villositaire. Quelle est la cause la plus probable ?","Maladie cœliaque","Sprue tropicale","Lambliase","SIDA","1","Document : 'Atrophie villositaire : +++ ... Maladie cœliaque de l’adulte'.","Difficult"
"Un patient a une diarrhée chronique avec des douleurs abdominales, un amaigrissement, et une coloscopie montrant des ulcérations aphtoïdes du grêle terminal. Quel diagnostic ?","Maladie de Crohn","RCH","Cancer colique","Tuberculose","1","Document : 'Maladie de Crohn' dans les colites inflammatoires.","Difficult"
"Un patient VIH+ présente une diarrhée chronique avec selles abondantes persistantes à jeun. Quel mécanisme ?","Diarrhée sécrétoire (cryptococcose, microsporidies)","Diarrhée osmotique","Diarrhée motrice","Diarrhée lésionnelle","1","Document : 'Parasitoses : cryptococcose, microsporidies (infections opportunistes du VIH)' classées dans diarrhées sécrétoires.","Difficult"
"Un patient a une diarrhée chronique avec une clairance fécale de l'alpha-1-antitrypsine à 25 ml/24h. Quel diagnostic ?","Entéropathie exsudative","Insuffisance pancréatique","Malabsorption par atrophie villositaire","Pullulation microbienne","1","Document : 'Clairance fécale de l’alpha-1-anti-trypsine (N : 12ml/24h) ; augmentation : entéropathies exsudatives'.","Difficult"
"Un patient a une diarrhée motrice résistante aux ralentisseurs du transit. Quelle cause faut-il rechercher ?","Endocrinienne (hyperthyroïdie, tumeur carcinoïde)","Colopathie fonctionnelle","Neuropathie diabétique","Vagotomie","1","Document : 'Très sensible aux ralentisseurs du transit (lopéramide)' ; si résistante, penser à une autre cause.","Difficult"
"Un patient a une diarrhée chronique avec des épisodes de flush, une tumeur du grêle. Quelle tumeur suspecter ?","Tumeur carcinoïde","Adénome villeux","Lymphome","GIST","1","Document : 'Tumeur carcinoïde (tumeurs neuroendocrines au niveau de l’intestin grêle)'.","Difficult"
"Quel est le risque de l'hyperphagie paradoxale dans la malabsorption ?","Aggravation de la diarrhée","Prise de poids paradoxale","Cachexie malgré l'appétit","Déshydratation","3","Document : 'Hyperphagie paradoxale : fréquente, évocatrice' mais aboutit à une cachexie.","Difficult"
"Un patient a une diarrhée chronique avec une hypokaliémie sévère, une acidose métabolique, et une coloscopie normale. Quelle est la cause probable ?","Diarrhée sécrétoire (adénome villeux, laxatifs, tumeur endocrine)","Maladie cœliaque","Maladie de Crohn","Pancréatite","1","Document : 'Diarrhées sécrétoires : Hypokaliémie, acidose métabolique ; coloscopie normale possible (colite microscopique, adénome villeux, etc.)'.","Difficult"
"Un patient a une diarrhée chronique avec un test de Schilling diminué, corrigé par l'adjonction de facteur intrinsèque. Quel diagnostic ?","Anémie de Biermer (carence en facteur intrinsèque)","Maladie de Crohn iléale","Pullulation microbienne","Maladie cœliaque","1","Document : Le test de Schilling permet de distinguer une cause gastrique (corrigée par FI) d'une cause iléale.","Difficult"
