"front","back","cognitive_level"
"Quelles sont les fréquences cardiaques limites supérieures selon l’âge ?","6 mois : 180 ; 3 ans : 150 ; 5 ans : 140 ; 12 ans : 130 ; 16 ans : 120.","Recall"
"Quelle est la classification ROSS de l’insuffisance cardiaque chez l’enfant ?","Classe I : asymptomatique. Classe II : tachypnée/diaphorèse légère aux repas (nourrisson) ou dyspnée modérée à l’effort (grand enfant). Classe III : tachypnée/diaphorèse marquée aux repas, difficulté alimentaire, cassure courbe (nourrisson) ou dyspnée au moindre effort. Classe IV : tachypnée, tirage, diaphorèse au repos.","Recall"
"Quelles sont les valeurs normales de l’ICT (indice cardiothoracique) selon l’âge ?","Nouveau-né : 0,60 ; nourrisson : 0,55 ; enfant : 0,5.","Recall"
"Quels sont les signes de gravité (état de choc cardiogénique) ?","TRC allongé, extrémités froides, marbrures cutanées ; TA effondrée ; troubles de la conscience.","Recall"
"Quels sont les diagnostics différentiels de l’IC (dyspnée et choc) ?","Dyspnée : infection, hypoglycémie chez le nouveau-né ; bronchiolite, staphylococcie pleuropulmonaire, asthme, corps étranger chez le nourrisson/enfant. Choc : choc septique.","Recall"
"Quelles sont les causes cardiaques d’IC chez le nouveau-né ?","Cardiopathies congénitales +++ ; arythmies (BAV, TSV) ; ischémies myocardiques (souffrance fœtale aiguë).","Recall"
"Quelles sont les causes extracardiaques d’IC chez le nouveau-né ?","Hématologique (anémie, polyglobulie) ; rénales (HTA, IRA) ; endocriniennes (hyperthyroïdie, insuffisance surrénale) ; métaboliques (hypocalcémie) ; pulmonaires (HTAP).","Recall"
"Quelles sont les causes cardiaques d’IC chez le nourrisson ?","Cardiopathies congénitales ; troubles du rythme (TSV) ; myocardiopathie, myocardite.","Recall"
"Quelles sont les causes cardiaques d’IC chez le grand enfant ?","Cardiopathies rhumatismales ; myocardiopathies ; péricardites, endocardites infectieuses ; troubles du rythme ; maladie de Kawasaki.","Recall"
"Quels sont les traitements non médicamenteux de l’IC ?","Hospitalisation avec monitoring ; repos, mobilisation à minima ; position demi-assise, oxygénothérapie ; restriction hydrique, régime hyposodé ; apport calorique suffisant.","Recall"
"Quel est le diurétique utilisé en phase congestive et sa posologie ?","Furosémide : 1-2 mg/kg/j IV (selon l’IC, jusqu’à 8 mg/kg/j). Spironolactone surtout quand l’enfant est stabilisé.","Recall"
"Quels sont les IEC utilisés et leurs posologies ?","Captopril : 0,1 – 3 mg/kg/j en 2-3 prises ; Enalapril : 0,05 – 0,75 mg/kg/j en 1 prise.","Recall"
"Un nourrisson de 4 mois présente une polypnée aux biberons avec sueurs, une hépatomégalie à 6 cm, une tachycardie à 170/min. Quelle est la classe ROSS ?","Classe III : tachypnée et diaphorèse marquée aux repas, difficulté de la prise alimentaire.","Application"
"Un nouveau-né a un TRC à 4 secondes, des marbrures, une TA basse et une oligurie. Quel est le diagnostic de gravité ?","État de choc cardiogénique avec atteinte multiviscérale.","Application"
