question, option1, option2, option3, option4, answer, explanation, difficulty
"Quel est le test positif dans la vaginose bactérienne ?", "Test à l'eau oxygénée", "Test à la potasse positif", "Test à la coloration de Gram", "Test au bleu de méthylène", "2", "Le document : 'Test à la potasse positif'", "Easy"
"Quel germe est responsable de la vaginose bactérienne ?", "Candida albicans", "Trichomonas vaginalis", "Gardnerella vaginalis", "Neisseria gonorrhoeae", "3", "Le document : 'Culture positive : Gardnerella vaginalis'", "Easy"
"Quel est le pourcentage de femmes en activité génitale présentant une infection mycosique ?", "5-10%", "10-15%", "20-25%", "30-35%", "2", "Le document : 'Incidence : 10 à 15% des femmes en activité génitale'", "Easy"
"Quelle est la flore vaginale normale dominante ?", "Escherichia coli", "Lactobacillus (crispatus, gasseri, jesenii, iners)", "Gardnerella vaginalis", "Candida albicans", "2", "Le document : 'Flore bactérienne de portage : Lactobacillus crispatus, gasseri, jesenii, iners'", "Easy"
"Quel est le terrain favorisant les vulvovaginites mycosiques ?", "Hypoestrogénie", "Diabète, grossesse, immunodépression, antibiothérapie", "Comportement sexuel à risque", "Âge avancé", "2", "Le document : 'Terrain : Diabète, grossesse, immunodépression, Traitement immunosuppresseur, antibiothérapie'", "Easy"
"Quel signe paraclinique oriente vers une vaginose bactérienne ?", "pH vaginal < 4,5", "pH vaginal > 4,5, présence de clue cells", "Leucocytes nombreux", "Diplocoques Gram négatifs", "2", "Le document : 'pH vaginal au-dessus de 4,5, Présence de clue cells'", "Medium"
"Quel est le germe responsable de la cervicite à gonocoque ?", "Chlamydia trachomatis", "Neisseria gonorrhoeae", "Gardnerella vaginalis", "Trichomonas vaginalis", "2", "Le document : 'Isolement du germe à la culture (Nesseria gonorrhoae)'", "Easy"
"Quel est le risque de la vaginose bactérienne chez la femme enceinte ?", "Prééclampsie", "Menace d'accouchement prématuré (MAP)", "Diabète gestationnel", "Anémie", "2", "Le document : 'Grossesse : risque de MAP'", "Medium"
"Quelle est la prévalence de la vaginose bactérienne chez la femme enceinte ?", "5-10%", "10-20%", "20-30%", "30-40%", "2", "Le document : 'Chez la femme enceinte : 10 à 20%'", "Medium"
"Quel est l'aspect de la cervicite à gonocoque ?", "Leucorrhée caillobotée", "Leucorrhée jaune verdâtre purulente, signes de skénite/bartholinite", "Leucorrhée fluide grisâtre", "Leucorrhée blanchâtre", "2", "Le document : 'Leucorrhées jaunes verdâtres, purulents, Signes de skénites et/ou Bartholinite'", "Medium"
"Quel est le syndrome de Hugh-Fits-Curtis ?", "Douleurs péri-hépatiques associées à une infection génitale haute", "Douleurs pelviennes", "Céphalées", "Douleurs lombaires", "1", "Le document : 'Douleurs péri-hépatiques : syndrome de Hugh-Fits-Curtis'", "Medium"
"Quelle est la particularité de la cervicite à Chlamydia chez la jeune femme ?", "Toujours symptomatique", "Parfois asymptomatique, douleurs hypogastriques, douleurs périhépatitiques", "Leucorrhée purulente abondante", "Fièvre élevée", "2", "Le document : 'Parfois asymptomatiques, Douleurs hypogastriques, Douleurs périhépatitiques spontanées'", "Medium"
"Quelle est l'étiologie de la vulvovaginite atrophique sénile ?", "Infection bactérienne", "Carence hormonale", "Mycose", "Trichomonase", "2", "Le document : 'Due à une carence hormonale'", "Easy"
"Quel test permet de diagnostiquer une oxyurose chez la petite fille ?", "Prélèvement vaginal", "Scotch test", "Coloration de Gram", "Test à la potasse", "2", "Le document : 'Scotch test : Oxyurose chez la petite fille'", "Easy"
"Quel est le pourcentage de femmes ayant une flore mycosique commensale ?", "5-10%", "10-15%", "20-25%", "30-35%", "3", "Le document : 'Flore commensale : 20 - 25 %'", "Medium"
"Quel germe de la flore oropharyngée peut coloniser le vagin ?", "Lactobacillus", "Haemophilus influenzae, Streptococcus pyogenes, Neisseria", "Gardnerella", "Bacteroides", "2", "Le document : 'Flore oropharyngée : Haemophilus influenzae et parainfluenzae, Streptococcus pyogenes, Pneumocoque, Méningocoque, Neisseria'", "Difficult"
"Quel est le risque fonctionnel des infections génitales hautes ?", "Cancers", "Stérilité (pronostic fonctionnel de reproduction)", "Dysménorrhée", "Ménopause précoce", "2", "Le document : 'Mise en jeu du pronostic fonctionnel (reproduction)' et 'Infection génitale haute : mise en jeu du pronostic fonctionnel de reproduction'", "Medium"
"Quel est le traitement de la vaginite réactionnelle ?", "Antifongiques", "Suppression de l'agent causal (crèmes spermicides, ovules)", "Antibiotiques", "Corticoïdes", "2", "Le document : 'Disparaît à la suppression de ce dernier'", "Medium"
"Quel examen est indiqué devant une lésion cervicale bourgeonnante ?", "Échographie", "Biopsie cervicale avec examen anatomo-pathologique", "IRM", "Scanner", "2", "Le document : 'Examen anatomo-pathologique d'une pièce biopsique (lésion bourgeonnante ou inflammatoire) : biopsie cervicale'", "Difficult"
