"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la durée du protocole Ponticelli selon le document ?","3 mois","6 mois","9 mois","12 mois","2","Le document indique : ''Protocole PONTICELLI (6 mois)''.","Easy"
"Quel est le pourcentage de rémission spontanée dans la GNEM ?","10%","20%","30%","40%","3","Le document précise : ''Rémission spontanée : 30%''.","Easy"
"Quelle est la particularité de l'aspect en microscopie optique de la GNEM concernant la prolifération cellulaire ?","Prolifération endocapillaire majeure","Prolifération extracapillaire","Pas de prolifération cellulaire","Prolifération mésangiale","3","Le document indique clairement : ''Pas de prolifération cellulaire''.","Easy"
"Quel est le traitement de première intention si protéinurie > 8g/j avec DFG normal selon le document ?","Traitement non spécifique seul","Traitement spécifique","Diurétiques seuls","Hémodialyse","2","Le document indique : ''Si Protéinurie > 8 g/j + DFG normal => Traitement spécifique''.","Easy"
"Quelle est la particularité de la GNEM concernant l'atteinte veineuse rénale ?","La thrombose veineuse rénale se manifeste par douleur abdominale et élévation de la créatininémie","Elle est asymptomatique dans tous les cas","Elle ne survient jamais","Elle se manifeste par une hématurie isolée","1","Le document décrit : ''Thrombose veineuse profonde (rénale) = particularité : douleur abdominale + élévation+++ de la créatininémie''.","Medium"
"Quelle est la différence de prise en charge entre une protéinurie à 7g/j pendant 10 mois et une protéinurie à 9g/j pendant 5 mois selon les seuils du document ?","7g/j/10 mois nécessite traitement spécifique, 9g/j/5 mois nécessite traitement spécifique également car >8g/j et >6 mois","Seule la 9g/j/5mois nécessite traitement spécifique","Aucune des deux","Seule la 7g/j/10mois nécessite traitement spécifique","1","Le document indique : ''Si Protéinurie > 8 g/j pendant 6 mois''. 9g/j/5mois ne remplit pas 6 mois ; 7g/j/10mois remplit 1 an (>4g/j pendant 1 an).","Medium"
"Quel examen est systématiquement recommandé dès que la créatininémie augmente dans la recherche de néoplasie ?","Scanner thoracique","Échographie abdomino-pelvienne","IRM cérébrale","PET-scan","2","Le document précise : ''demande d'échographie abdomino-pelvienne dès que la créatininémie augmente''.","Medium"
"Quelle est la composition du protocole Ponticelli au niveau des 3 premiers jours de chaque mois ?","Corticothérapie orale","Bolus de méthylprednisolone 1g/j IV pendant 3 jours","Cyclophosphamide oral","Immunoglobulines IV","2","Le document indique : ''Bolus 1g/j IV (3j) méthylprednisolone/28 jours''.","Medium"
"Quel traitement est proposé en cas d'échec du protocole Ponticelli avec un DFG < 50 ml/min ?","Cyclophosphamide à dose augmentée","Mycophenolate mofetil","Rituximab en première intention","Prednisone seule","2","Le document précise : ''Mycophenolate mofetil si échec Ponticelli et DFG < 50 ml/mn''.","Medium"
"Quel est le schéma d'administration des immunoglobulines IV dans le traitement spécifique ?","0,4g/kg/j (3j) en 4 cures toutes les 3 semaines, puis 1 jour toutes les 3 semaines pour 6 mois","1g/kg/j pendant 5 jours","0,5g/kg/j toutes les semaines","2g/kg en une seule perfusion","1","Le document détaille : ''Immunoglobuline IV : 0,4g/j (3j) en 4 cures toutes les 3 semaines. Puis 1 jour toutes les 3 semaines (Pour 6 mois)''.","Medium"
"Quelles sont les trois infections parasitaires citées comme causes de GNEM dans le document ?","Filariose, hydatidose, bilharziose","Paludisme, toxoplasmose, leishmaniose","Amibiase, giardiase, ascaridiose","Toxocarose, trichinose, ankylostomiase","1","Le document liste : ''Filariose, Hydatidose, Bilharziose''. La lèpre et le paludisme sont aussi cités mais sont bactériens/protozoaire.","Medium"
"Quelles sont les trois maladies systémiques les plus fréquemment associées à la GNEM selon le document ?","Lupus, connectivite mixte, polyarthrite rhumatoïde","Sclérodermie, myasthénie, maladie de Basedow","Périartérite noueuse, granulomatose, maladie de Behçet","Sarcoïdose, spondylarthrite, dermatomyosite","1","Le document liste en premier : ''Lupus, Connectivite mixte, Polyarthrite rhumatoïde''.","Medium"
"Quel est le pourcentage de rémission sous traitement à 10 ans selon le document ?","50%","70%","88%","95%","3","Le document indique : ''Rémission sous traitement : 88% (10 ans)''.","Medium"
"Quel est le traitement non spécifique recommandé pendant 6 mois pour la néphroprotection ?","Diurétiques seuls","IEC +/- ARA2","AINS","Corticoïdes oraux","2","Le document précise : ''IEC +/- ARA2 (6 mois) (néphroprotection ilay atao)''.","Medium"
"Quelle est l'évolution possible dans 50% des cas de GNEM sans traitement spécifique selon le document ?","Rétablissement complet","Persistance de la protéinurie sans insuffisance rénale","Aggravation rapide vers l'IRC","Thrombose massive","2","Le document indique : ''Persistance de la protéinurie sans IR : 50%''.","Medium"
"Quel élément du document explique la présence de ''spikes'' à l'imprégnation argentique ?","L'expansion perpendiculaire des fibres collagènes à la membrane basale entre les dépôts d'immunoglobulines","La prolifération cellulaire endocapillaire","La nécrose fibrinoïde","Le dépôt d'amyloïde","1","Le document explique que l'imprégnation argentique colorant les fibres collagènes crée une expansion perpendiculaire à la MB (SPIKE).","Difficult"
"Un patient a une GNEM avec protéinurie à 5g/j pendant 12 mois, DFG normal. Quelle indication de traitement spécifique selon les seuils du document ?","Traitement spécifique (car >4g/j pendant 1 an)","Traitement non spécifique uniquement","Hémodialyse","Surveillance sans traitement","1","Le document indique : ''Si Protéinurie > 4 g/j pendant 1 an'' comme indication de traitement spécifique.","Difficult"
"Quelle est la différence physiopathologique entre la GNEM et la glomérulonéphrite aiguë post-streptococcique au niveau des dépôts d'immunofluorescence ?","GNEM : dépôts d'IgG et C3 en granuleux ; GNA : dépôts prédominants de C3 avec rares IgG","Les deux sont identiques","GNA : dépôts d'IgA exclusifs","GNEM : dépôts linéaires, GNA : dépôts granuleux","1","Le document GNEM : ''anti-IgG et anti-C3 fixation granuleuse'' ; GNA document précédent : ''anti-C3 et rarement anti-IgG''.","Difficult"
"Un patient sous IEC depuis 6 mois a une protéinurie résiduelle à 0,8g/j. Quelle est l'attitude selon l'objectif du document ?","Objectif non atteint (<0,5g/j) : renforcer le traitement","Objectif atteint : poursuite","Arrêt des IEC","Ajout d'AINS","1","L'objectif est ''Protéinurie < 0,5 g/24h''. 0,8g/j ne l'atteint pas.","Difficult"
