"front","back","cognitive_level"
"Quels sont les signes de gravité d’une uvéite antérieure aiguë nécessitant hospitalisation ?","AV < 5/10, effet Tyndall 3+, hypopion ou fibrine pré-pupillaire, synéchie irido-cristallinienne, hypertension oculaire associée.","Recall"
"Quelles sont les complications d’une uvéite antérieure aiguë ?","Cataracte secondaire, glaucome secondaire, récidive (surtout si étiologie non retrouvée), cortico-dépendance (pouvant se compliquer par cataracte ou glaucome secondaire).","Recall"
"Quels sont les signes fonctionnels d’une uvéite postérieure ?","Œil blanc et indolore, BAV plus sévère (par hyalite ou localisation maculaire), myiodésopsies (trouble vitréen), scotome (en cas de foyer chorio-rétinite).","Recall"
"Quels sont les signes physiques d’une uvéite postérieure au fond d’œil ?","Trouble vitréen localisé ou diffus (hyalite) avec parfois condensations inférieures (œufs de fourmis, banquise), choriorétinite (foyer blanc jaunâtre mal limité), vascularites, papillite (œdème papille), cicatrices de foyers anciens.","Recall"
"Quelle est l’évolution d’un foyer de choriorétinite guéri ?","Cicatrice atrophique rétinienne. Grave si localisation maculaire (BAV +++).","Recall"
"Quels sont les diagnostics différentiels d’une UAA ?","GAFA (piège : UAA hypertensive), kératite aiguë superficielle ou ulcéreuse, sclérite (rougeur focalisée sans cercle péri-kératique), conjonctivite (hyperhémie sans BAV).","Recall"
"Quelle est la proportion d’uvéites sans cause identifiée malgré bilan ?","Environ 50 % (idiopathiques).","Recall"
"Quelles sont les causes locorégionales des uvéites (20 %) ?","Foyers infectieux ORL (sinusite maxillaire, amygdalite chronique), foyers infectieux dentaires (granulome ou kyste apical).","Recall"
"Quelles sont les causes infectieuses générales des uvéites (1/3 des cas) ?","Virales (herpès – uvéite hypertensive, zona ophtalmique, CMV), bactériennes (tuberculose, syphilis, brucellose), parasitaires (toxoplasmose +++, toxocarose), autres (candidose, histoplasmose, maladie de Lyme).","Recall"
"Quelles sont les causes rhumatologiques des uvéites (1/3) ?","Spondylarthrite ankylosante (HLA B27+), polyarthrite rhumatoïde, syndrome de Fiessinger-Leroy-Reiter (uréthrite, arthrite réactionnelle), maladie de Still (arthrite juvénile).","Recall"
"Quelles sont les maladies générales responsables d’uvéites ?","Sarcoïdose (ECA, radio pulmonaire), maladie de Behçet (aphtose bipolaire + uvéite antérieure à hypopion, HLA B5+), lymphome (uvéite postérieure du sujet âgé).","Recall"
"Quels examens complémentaires sont systématiques devant une tuberculose suspectée comme cause d’uvéite ?","IDR 10 Unités systématique, radiographie pulmonaire si doute.","Recall"
"Quel est le typage HLA recherché systématiquement devant une uvéite antérieure chez un homme jeune avec douleur lombaire ?","HLA B27 (spondylarthrite ankylosante).","Recall"
"Quel est le typage HLA associé à la maladie de Behçet ?","HLA B5+.","Recall"
"Quels sont les buts du traitement des uvéites ?","Traiter l’inflammation oculaire, traiter la cause si elle existe, limiter les complications.","Recall"
"Quel est le traitement symptomatique d’une uvéite antérieure aiguë ?","Double : corticothérapie locale + collyre mydriatique. Frapper fort, précocement, respecter la durée.","Recall"
"Quelle est la posologie initiale de la corticothérapie locale en collyre pour une UAA ?","1 goutte toutes les heures pendant 2 jours, puis diminution progressive sur 10 jours.","Recall"
"Quels sont les collyres mydriatiques utilisés dans l’UAA et leur fréquence ?","Mydriaticum 1×3/j, Néosynéphrine 1×3/j, Atropine collyre 1% 1×3/j.","Recall"
"Quel est l’objectif des collyres mydriatiques dans l’UAA ?","Éviter les synéchies postérieures (irido-cristalliniennes).","Recall"
"Quand utilise-t-on la corticothérapie générale dans les uvéites ?","Uvéites postérieures (après avoir éliminé une maladie infectieuse), ou formes graves d’UAA.","Recall"
"Quand utilise-t-on des immunosuppresseurs au long cours dans les uvéites ?","Cas graves : maladie de Behçet, maladie de Still, etc.","Recall"
"Pourquoi la recherche étiologique est-elle fondamentale avant de débuter une corticothérapie générale ?","Parce qu’une infection non traitée (tuberculose, herpès, toxoplasmose) serait aggravée par la corticothérapie. Il faut éliminer les causes infectieuses avant d’immunosupprimer le patient.","Understanding"
"Pourquoi l’effet Tyndall est-il pathognomonique d’une uvéite antérieure ?","L’effet Tyndall correspond à des protéines et cellules inflammatoires en suspension dans l’humeur aqueuse. Il n’existe pas dans les autres causes d’œil rouge (conjonctivite, kératite, GAFA, etc.).","Understanding"
"Un patient présente un œil rouge douloureux, une BAV à 4/10, une pupille en myosis, un effet Tyndall +++ et une PIO à 35 mmHg. Quel diagnostic suspectez-vous ?","Uvéite antérieure aiguë hypertensive (piège diagnostique à ne pas confondre avec un GAFA car la pupille est en myosis et non en semi-mydriase).","Application"
"Une femme de 30 ans avec aphtes buccaux et génitaux récurrents présente une uvéite antérieure avec hypopion. Quelle maladie suspectez-vous et quel typage HLA demandez-vous ?","Maladie de Behçet. Typage HLA B5+.","Application"
"Comparez les présentations cliniques d’une uvéite antérieure aiguë et d’une uvéite postérieure.","UAA : œil rouge douloureux, photophobie, myosis, PRD, Tyndall, FO normal. Uvéite postérieure : œil blanc indolore, BAV souvent plus sévère, myodésopsies, hyalite, choriorétinite, vascularite au FO.","Analysis"
