"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quels sont les gestes d'urgence généraux devant une détresse respiratoire ?","Table chauffante, désobstruction VAS, sonde gastrique, support respiratoire O2","Intubation immédiate, massage cardiaque, adrénaline","Remplissage vasculaire, bicarbonates","Corticothérapie, surfactant","1","Le document les liste.","Medium"
"Quel est le risque de ventiler sur un estomac plein ?","Pneumothorax","Inhalation","Distension abdominale, régurgitation","Hypoventilation","Non précisé explicitement","Le document : 'ne jamais ventiler sur un estomac plein !!!!' mais sans préciser le risque exact.","Medium"
"Quels sont les signes de gravité neurologique dans la détresse respiratoire ?","Refus de téter, somnolence, obnubilation, convulsions, coma","Agitation, pleurs, hypertonie","Régurgitations, météorisme","Tachycardie, polypnée","1","Le document les liste.","Medium"
"Quel est l'objectif de SpO2 chez le prématuré ?","88-92%","90-95%","92-98%","95-100%","3","Le document : 'objectifs SpO2 : 92 à 98%'.","Medium"
"Quelle est la particularité radiologique de l'infection materno-fœtale ?","Opacités alvéolaires hétérogènes, +/- localisées","Opacités en mottes","Bronchogramme aérien","Opacités diffuses bilatérales","1","Le document : 'RX : opacités alvéolaires hétérogènes, +/- localisées'.","Medium"
"Quel est le traitement d'urgence d'un pneumothorax compressif ?","Exsufflation à l'aiguille","Surfactant","Oxygénothérapie","Corticothérapie","1","Le document le donne.","Medium"
"Quel est le syndrome de Pierre Robin ?","Glossoptose, fente palatine, microrétrognatisme","Atrésie des choanes","Atrésie de l'œsophage","Maladie des membranes hyalines","1","Le document : 'Syndrome de Pierre Robin : glossoptose, fente palatine, microrétrognatisme'.","Medium"
"Quelle est l'évolution typique du retard de résorption (DR transitoire) ?","Aggravation en 48h","Bonne en 1 à 2 jours sous oxygénothérapie seule","Nécessite une ventilation mécanique","Surfactant nécessaire","2","Le document le précise.","Medium"
"Quel est le signe radiologique de la hernie diaphragmatique congénitale ?","Aérations digestives dans le thorax","Opacités en mottes","Bronchogramme aérien","Cœur en sabot","1","Le document : 'Rx : aérations digestives dans le thorax'.","Medium"
"Quels sont les pièges de la cyanose chez le nouveau-né ?","Nouveau-né polyglobulique, masquée par une anémie importante","Nouveau-né ictérique, prématuré","Cyanose des extrémités seulement","Cyanose périorale","1","Le document les cite.","Medium"
"Un nouveau-né à terme a une détresse respiratoire immédiate, un abdomen plat, une déviation des bruits du cœur vers la droite. Quel diagnostic suspecter ?","Pneumothorax","Hernie diaphragmatique congénitale","Inhalation méconiale","Cardiopathie","2","Le document : 'Abdomen plat + déviation des bruits du coeur vers la droite : hernie diaphragmatique'.","Difficult"
"Un prématuré de 30 SA a une détresse respiratoire sévère avec geignement expiratoire audible. La radiographie montre un bronchogramme aérien et une faible expansion thoracique. Quel diagnostic ?","Infection materno-fœtale","Maladie des membranes hyalines","Pneumothorax","Retard de résorption","2","Le document : 'DR immédiatement ou dans les heures suivant la naissance, geignement expiratoire audible à distance' et signes radiologiques.","Difficult"
"Un nouveau-né à terme a une détresse respiratoire, la radiographie montre des opacités bilatérales en mottes. Quel diagnostic ?","Maladie des membranes hyalines","Inhalation méconiale","Retard de résorption","Infection","2","Le document : 'Opacités bilatérales et diffuses, dites “en mottes”' pour inhalation méconiale.","Difficult"
"Un nouveau-né de 38 SA, né par césarienne, a une polypnée isolée sans signes de lutte. La radiographie montre des opacités alvéolaires et des images interstitielles hilifuges. Quel diagnostic ?","Maladie des membranes hyalines","Inhalation méconiale","Retard de résorption (DR transitoire)","Pneumothorax","3","Le document : 'Césarienne +++, DR immédiate, prédominance polypnée, Rx : opacités alvéolaires et images interstitielles hilifuges'.","Difficult"
"Un nouveau-né intubé pour détresse respiratoire a une SpO2 à 99% sous oxygène. Quelle conduite ?","Augmenter l'oxygène","Diminuer impérativement les apports en O2","Surveiller simplement","Changer le tube","2","Le document le précise.","Difficult"
"Un nouveau-né de 32 SA a une détresse respiratoire. La mère a reçu une corticothérapie anténatale. Quel est le diagnostic le moins probable ?","Maladie des membranes hyalines (prévention partielle)","Infection materno-fœtale","Pneumothorax","Cardiopathie","Non précisé","La corticothérapie réduit le risque de MMH mais ne l'élimine pas.","Difficult"
