"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel trouble métabolique est caractéristique d'une sténose du pylore ?","Acidocétose diabétique","Alcalose hypochlorémique","Hyperkaliémie","Hypernatrémie","2","Document: 'Gaz du sang : Alcalose hypochlorémique d'une sténose du pylore'","Medium"
"Quel bilan biologique permet d'évaluer la gravité de la déshydratation ?","NFS, CRP","Ionogramme sanguin","Gaz du sang","Bilan hépatique","2","Document: 'Ionogramme sanguin : Évalue la gravité de la déshydratation'","Easy"
"Quel examen est recommandé chez une adolescente avec vomissements ?","Test de grossesse (β-HCG)","Caryotype","Dosage des hormones thyroïdiennes","IRM cérébrale","1","Document: 'β-HCG chez une adolescente'","Easy"
"Quelle est une cause fréquente de vomissements aigus avec syndrome infectieux chez l'enfant ?","Gastroentérite virale ou bactérienne","Sténose du pylore","Hernie étranglée","Tumeur cérébrale","1","Document: 'Gastroentérite virale ou bactérienne'","Easy"
"Quelle infection ORL peut donner des vomissements ?","Otite, rhinopharyngite, angine, stomatite","Sinusite","Laryngite","Pharyngite","1","Document: 'Infections ORL : Otite, rhinopharyngite, angine, stomatite'","Easy"
"Quelle est une cause de vomissements sans syndrome infectieux chez le nouveau-né ?","Atrésie / sténose duodénale","Gastroentérite","Allergie alimentaire","RGO","1","Document: 'Causes mécaniques malformatives : Atrésie / sténose duodénale'","Medium"
"Quelle pathologie est spécifique du prématuré ?","Maladie de Hirschsprung","Entérocolite ulcéronécrosante","Sténose du pylore","Volvulus","2","Document: 'Chez le prématuré : Entérocolite ulcéronécrosante'","Medium"
"Quelle est une cause chirurgicale de vomissements chez le nourrisson et l'enfant ?","Invagination intestinale aiguë (IIA)","Gastroentérite","RGO","Allergie aux protéines de lait de vache","1","Document: 'Causes chirurgicales : Hernie étranglée, volvulus, IIA, appendicite, torsion d'annexe'","Medium"
"Quelle est une cause neurologique de vomissements ?","Traumatisme crânien, tumeur cérébrale","Infection urinaire","Sténose du pylore","Entérocolite","1","Document: 'Causes neurologiques (HTIC) : Traumatisme crânien, hématome sous/extradural, Tumeur cérébrale'","Medium"
"Quelle erreur diététique peut causer des vomissements chroniques ?","Reconstitution inadéquate du lait","Allergie au gluten","Intolérance au lactose","Mucoviscidose","1","Document: 'Erreurs diététiques : Reconstitution du lait inadéquate, Quantité excessive du biberon/repas, Forcing alimentaire'","Easy"
"Quelle est l'urgence diagnostique du nourrisson en matière de vomissements ?","Sténose du pylore","RGO","Allergie aux protéines de lait de vache","Gastroentérite","1","Document: 'Sténose du pylore : URGENCE DIAGNOSTIQUE DU NOURRISSON'","Medium"
"Quel est le mécanisme de la sténose du pylore ?","Hypertrophie des fibres musculaires du muscle pylorique","Atrésie du duodénum","Malformation artério-veineuse","Diverticule","1","Document: 'Hypertrophie des fibres musculaires du muscle pylorique'","Medium"
"Quelle maladie métabolique peut se révéler par des vomissements ?","Acidocétose diabétique","Hyperthyroïdie","Maladie de Cushing","Phéochromocytome","1","Document: 'Acidocétose diabétique'","Medium"
"Que sont les vomissements acétonémiques ?","Vomissements par accumulation de corps cétoniques favorisés par le jeûne","Vomissements liés à une cétose du diabète","Vomissements postopératoires","Vomissements psychogènes","1","Document: 'Vomissements acétonémiques (par accumulation de corps cétoniques dans le sang) ; Favorisés par le jeun'","Medium"
"Quel est le traitement d'un vomissement acétonémique ?","Prise de sucre","Antiémétiques","Repos digestif","Hospitalisation","1","Document: 'Cessent à la prise de sucre'","Medium"
"Quel antiémétique est contre-indiqué chez l'enfant ?","Métopimazine (Vogalène)","Métoclopramide (Primpéran)","Domperidone","Ondansétron","2","Document: 'NB : le métoclopramide (Primpéran*) est CONTRE-INDIQUÉ (effets secondaires neurologiques !!!!)'","Easy"
"Quelle est la posologie de la métopimazine (Vogalène) ?","0,33 mg/kg x3/j","0,5 mg/kg x2/j","0,1 mg/kg x4/j","1 mg/kg x3/j","1","Document: 'Métopimazine (Vogalène*) : 0,33mg/kg x3/j'","Easy"
"Quelle est la conduite à tenir en cas de vomissements bilieux ?","Hospitalisation d'urgence, bilan chirurgical","Traitement symptomatique à domicile","Antiémétiques per os","Surveillance simple","1","Document: 'Si Syndrome occlusif ou vomissement BILIEUX' - nécessite examens d'urgence","Medium"
"Quel signe abdominal évoque une invagination intestinale aiguë ?","Boudin d'invagination","Hépatomégalie","Splénomégalie","Météorisme","1","Document: 'boudin d'invagination'","Medium"
"Quel est le retentissement majeur des vomissements à évaluer en priorité ?","Déshydratation","Douleur","Fièvre","Anémie","1","Document: 'Toujours évaluer le retentissement : Déshydratation'","Easy"
"Quelle allergie alimentaire peut provoquer des vomissements chez le nourrisson ?","Allergie aux protéines du lait de vache (APLV)","Allergie au gluten","Allergie au soja","Allergie aux œufs","1","Document: 'Allergie aux protéines du lait de vache (Au moment de sevrage)'","Medium"
"Quel examen confirme une méningite chez un enfant vomissant ?","Ponction lombaire","Scanner cérébral","IRM","Électroencéphalogramme","1","Document: 'Méningite (syndrome méningé)' - diagnostic par PL","Medium"
"Quel est le risque de l'utilisation du métoclopramide chez l'enfant ?","Effets secondaires neurologiques","Déshydratation","Convulsions","Allergie","1","Document: 'effets secondaires neurologiques'","Easy"
"Quelle est la première étape de l'enquête étiologique devant des vomissements ?","Examen clinique complet avec anamnèse","Bilan biologique","Imagerie","Test de grossesse","1","Document: 'Enquête étiologique : Examen clinique'","Easy"
"Quel examen est indiqué en cas de traumatisme crânien avec vomissements ?","Scanner cérébral","IRM","Échographie transfontanellaire","Radiographie du crâne","1","Document: 'Imagerie neurologique (Scanner cérébral, IRM) : Sd d'HTIC, trouble de la conscience, traumatisme crânien'","Medium"
"Quelle est une cause de vomissements chez le nouveau-né sans syndrome infectieux ?","Maladie de Hirschsprung","Gastroentérite","Infection urinaire","RGO physiologique","1","Document: 'Causes mécaniques malformatives : ... Maladie de Hirschsprung'","Medium"
"Quel est le traitement des vomissements d'origine neurologique par HTIC ?","Traitement de la cause (neurochirurgie)","Antiémétiques","Repos digestif","Antibiotiques","1","Document: non détaillé mais évident","Medium"
"Quel est le risque de l'aspirine dans les vomissements (syndrome de Reye) ?","Non mentionné, mais à éviter en cas de fièvre","Non applicable","Non","Non","1","Document: non mentionné, mais à éviter","Easy"
"Un enfant vomit après chaque repas depuis la naissance, sans effort, avec bonne croissance. Quel diagnostic ?","RGO physiologique","Sténose du pylore","Allergie aux PLV","Mérycisme","1","Document: 'RGO : Dès les 1ers jours de vie, post-prandiaux'","Medium"
"Un nourrisson de 1 mois a des vomissements en jet, post-prandiaux, avec palpation d'une olive épigastrique. Quel diagnostic ?","Sténose du pylore","RGO","Atrésie duodénale","Entérocolite","1","Document: 'Sténose du pylore' et 'olive épigastrique' classique","Medium"
"Quel est le traitement d'une sténose du pylore ?","Chirurgical (pyloromyotomie)","Médical (antiémétiques)","Diététique","Antibiotiques","1","Document: non détaillé mais chirurgical","Medium"
"Un enfant a des vomissements, une diarrhée, une fièvre. Quelle est la cause la plus probable ?","Gastroentérite","Appendicite","Méningite","Diabète","1","Document: 'Gastroentérite virale ou bactérienne'","Easy"
"Quel examen permet de diagnostiquer une invagination intestinale aiguë ?","Échographie abdominale","ASP","Scanner","IRM","1","Document: 'Échographie abdominale'","Medium"
"Un enfant a des vomissements, des céphalées, une raideur de nuque. Quelle cause suspecter ?","Méningite","Gastroentérite","Sténose du pylore","RGO","1","Document: 'Méningite (syndrome méningé)'","Medium"
"Quel est le traitement symptomatique des vomissements sans cause chirurgicale ?","Repos digestif puis réintroduction progressive, antiémétiques si besoin","Remplissage vasculaire","Chirurgie","Antibiotiques","1","Document: 'Traitement symptomatique : Repos digestif (4h puis moins de 50 ml) ; Molécules antiémétiques'","Medium"
"Quel est le risque des vomissements prolongés chez l'enfant ?","Déshydratation, troubles hydroélectrolytiques","Anémie","Convulsions","Retard de croissance","1","Document: 'Signes de retentissement grave : Hypovolémie, déshydratation aiguë'","Easy"
"Un enfant vomit, a des douleurs abdominales, une défense, un boudin palpable. Quel diagnostic ?","Invagination intestinale aiguë","Appendicite","Sténose du pylore","Volvulus","1","Document: 'boudin d'invagination'","Medium"
"Un adolescent a des vomissements, une soif intense, une polyurie, une respiration de Kussmaul. Quel diagnostic ?","Acidocétose diabétique","Gastroentérite","Méningite","Appendicite","1","Document: 'Acidocétose diabétique'","Medium"
"Quel est le premier examen biologique devant des vomissements avec suspicion de déshydratation ?","Ionogramme sanguin","NFS","CRP","Gaz du sang","1","Document: 'Ionogramme sanguin : Évalue la gravité de la déshydratation'","Medium"
