"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel médicament est principalement impliqué dans le DRESS syndrome ?","Anticonvulsivants","Pénicillines","AINS","Paracétamol","1","'Les médicaments principalement impliquée dans le DRESS : Les anticonvulsivants'","Easy")
"Quel est le délai d'apparition de l'urticaire et de l'œdème de Quincke ?","Minutes et heures","4-14 jours","7-21 jours","2-6 semaines","1","Tableau : 'Urticaire, Quincke : Minute et heures'","Easy")
"Quel est le délai d'apparition de l'exanthème maculo-papuleux (EMP) ?","Minutes et heures","4-14 jours","7-21 jours","2-6 semaines","2","Tableau : 'EMP : 4 - 14 jours'","Easy")
"Quel est le délai d'apparition de la PEAG ?","< 4 jours","4-14 jours","7-21 jours","2-6 semaines","1","Tableau : 'PEAG : < 4 jours'","Easy")
"Quel est le délai d'apparition du SSJ et du syndrome de Lyell ?","< 4 jours","4-14 jours","7-21 jours","2-6 semaines","3","Tableau : 'SSJ, sd Lyell : 7 – 21 jours'","Easy")
"Quel est le délai d'apparition de l'érythème pigmenté fixe (EPF) ?","1-4 jours","4-14 jours","7-21 jours","2-6 semaines","1","Tableau : 'EPF : 1 – 4 jours'","Easy")
"Quel est le délai d'apparition du DRESS syndrome ?","1-4 jours","4-14 jours","7-21 jours","2-6 semaines","4","Tableau : 'DRESSE SD : 2- 6 semaines'","Easy")
"Quel antibiotique est fréquemment responsable d'EMP ?","Pénicillines","Sulfamides","Aminopénicilline","Macrolides","1","Tableau : 'EMP : Antibiotique : Pénicillines'","Easy")
"Quel médicament est fréquemment responsable de PEAG ?","Aminopénicilline","Sulfamides","Allopurinol","Anticonvulsivants","1","Tableau : 'PEAG : Aminopénicilline'","Easy")
"Quel médicament est fréquemment responsable de SSJ/Lyell ?","Sulfamides","Pénicillines","AINS","Paracétamol","1","Tableau : 'SJS, Lyell : Sulfamides'","Easy")
"Quel est un critère de gravité d'une toxidermie ?","Œdème du visage","Prurit modéré","Lésions localisées","Fièvre absente","1","'Critères de gravité : Œdème du visage'","Easy")
"Quel est un diagnostic différentiel de l'EMP chez l'enfant ?","Infection virale","Gale","Psoriasis","Dermatite atopique","1","'EMP : éliminer une infection virale de l’enfant'","Easy")
"Quel est un diagnostic différentiel de la photosensibilité ?","Lupus érythémateux","Psoriasis","Eczéma","Urticaire","1","'Photosensibilité « endogène » : Lupus érythémateux'","Easy")
"Quel est un diagnostic différentiel de la PEAG ?","Psoriasis pustuleux","Gale","Impétigo","Varicelle","1","'PEAG : Psoriasis pustuleuse se distingue'","Easy")
"Quel est un diagnostic différentiel du DRESS syndrome ?","Lymphome T cutané","Gale","Eczéma de contact","Psoriasis","1","'DRESS sd : Lymphomes T cutané (mycose fongoïde et sd de Sézary'","Easy")
"Quelle est la lésion caractéristique de l'érythème polymorphe majeur ?","Lésion en « cocarde » ou « cibles »","Macule","Papule","Vésicule","1","'Les SSJ : l’érythème polymorphe majeur : Lésion éruptive en « concordes » ou « cibles »'","Easy")
"Quel est le traitement non médicamenteux d'une toxidermie ?","Arrêt immédiat du médicament suspect","Antihistaminiques","Dermocorticoïdes","Antalgiques","1","'Arrêt immédiat du médicament suspect'","Easy")
"Quels médicaments sont utilisés dans le traitement symptomatique des toxidermies bénignes ?","Antihistaminiques et dermocorticoïdes","Corticoïdes généraux","Antibiotiques","Antifongiques","1","'EMP ! antihistaminique et dermocorticoïde'","Easy")
"Quel traitement est spécifique du DRESS syndrome ?","Corticoïdes IV","Antihistaminiques","Dermocorticoïdes","Antalgiques","1","'DRESS sd : corticoïde IV'","Easy")
"Quel est le risque de l'administration de corticoïdes dans le syndrome de Lyell ?","Non recommandé (augmentation du risque infectieux)","Efficace","Indifférent","Contre-indiqué","1","Document ne précise pas, mais généralement contre-indiqué. Je mets 'Non recommandé'","Difficult")
"Quelle est la particularité de l'érythème pigmenté fixe ?","Laisse des tâches pigmentaires brunes après disparition","Guérison sans séquelle","Prurit intense","Fièvre élevée","1","'Les lésions inflammatoires disparaissent en quelque jour en lassant des tâches pigmentes, brunes'","Medium")
"Quelles sont les localisations préférentielles de l'érythème pigmenté fixe ?","Organes génitaux, lèvres, face, tronc","Membres inférieurs","Paumes et plantes","Cuir chevelu","1","'Les organes génitaux ou les lèvres sont assez fréquente touchées, la face (autour des yeux), le tronc (dos)'","Medium")
"Quel est l'aspect histologique de la PEAG ?","Accumulation de polynucléaires neutrophiles dans la partie sous-cornéenne","Nécrose épidermique","Spongiose","Hyperkératose","1","'La biopsie cutanée : accumulation de polynucléaire neutrophile dans la partie sous-cornéenne'","Medium")
"Quel est l'aspect clinique du syndrome de Lyell-NET ?","Vastes lambeaux d'épiderme décollés, derme suintant rouge vif, aspect de linge mouillé","Bulles disséminées","Pustules","Macules","1","'Sd de Lyell-NET : de vastes lambeaux d’épiderme sont décollée mettant à nu le derme suintant rouge vif, « décollables », avec u aspect de linge « mouille, fripé »'","Medium")
"Quelle atteinte viscérale peut survenir dans le syndrome de Lyell ?","Nécrose de l'épithélium bronchique","Glomérulonéphrite","Hépatite","Myocardite","1","'Atteinte viscérale possible : nécrose de l’épithélium bronchique (polypnée avec hypoxémie) de pronostic très défavorable'","Medium")
"Quel est le pronostic de l'atteinte bronchique dans le syndrome de Lyell ?","Très défavorable","Favorable","Variable","Bénin","1","'pronostic très défavorable'","Medium")
"Quelles sont les séquelles fréquentes du syndrome de Lyell ?","Troubles de la pigmentation et cicatrices muqueuses (oculaires)","Alopécie définitive","Amputation","Cécité complète","1","'Des séquelles assez fréquente : trouble de la pigmentation et cicatrice muqueuse (particulier oculaire)'","Medium")
"Quel signe biologique peut être absent dans le DRESS syndrome ?","Hyperéosinophilie","Hyperleucocytose","Thrombopénie","Anémie","1","'Hyper éosinophilie (> 500 ; parfois absente'","Medium")
"Quel est le risque cardiaque dans le DRESS syndrome ?","Arrêt cardiaque subit par infiltration de lymphocytes","Infarctus","Péricardite","Endocardite","1","'Lymphocytes activé (hyper basophilie→ peut infiltrer dans le cœur et donne arrêt cardiaque subite)'","Medium")
"Quels sont les deux types d'imputabilité médicamenteuse ?","Chronologique et sémiologique","Clinique et paraclinique","Biologique et histologique","Thérapeutique et étiologique","1","'Le degré d’imputabilité de chaque médicament se base sur des critères chronologiques et sémiologiques'","Medium")
"Quels sont les anticonvulsivants impliqués dans le DRESS ?","Phénytoïne, carbamazépine","Valproate","Gabapentine","Topiramate","1","'Les anticonvulsivants' (liste non exhaustive)","Medium")
"Quel facteur favorisant est cité pour les toxidermies ?","VIH, EBV, VZV","Diabète","Grossesse","Âge","1","'L’identification de facteurs favorisant (VIH EBV, VZV)'","Medium")
"Quel est le diagnostic différentiel de la nécrose épidermique toxique (Lyell) chez le nourrisson ?","Épidermolyse staphylococcique","Brûlure","Dermatose bulleuse auto-immune","Psoriasis pustuleux","1","'Epidemolyse staphylococcique (nourrisson)'","Medium")
"Quel est le diagnostic différentiel des SSJ ?","Érythème polymorphe majeur","Pemphigus","Dermatite herpétiforme","Urticaire","1","'Les SSJ : l’érythème polymorphe majeur'","Medium")
"Quelle est la différence entre photo-allergie et photo-toxicité ?","Photo-allergie : eczéma des zones exposées ; photo-toxicité : coup de soleil exagéré","Photo-allergie : dose-dépendante ; photo-toxicité : immunologique","Photo-allergie : immédiate ; photo-toxicité : retardée","Aucune différence","1","'Photo-allergie : Lésion d’eczéma des zones exposées solaire minimes. Photo-toxicité : « super coup de soleil », bulles tendues'","Medium")
"Quel est le traitement des formes graves de toxidermie (SSJ, Lyell) ?","Soins locaux +++, hospitalisation, éviter les corticoïdes","Corticoïdes IV","Antihistaminiques","Antibiotiques","1","'Sd DSJ et Lyell : soins locaux ++++' (et hospitalisation)","Difficult")
"Pourquoi faut-il éviter la voie veineuse en cas de toxidermie grave ?","Risque de nécrose cutanée au point de ponction","Risque d'infection","Risque d'extravasation","Risque de thrombose","1","'*** éviter le voie veineuse en cas de toxidermie si possible***' (sous-entendu : fragilité cutanée)","Difficult")
"Quel est le diagnostic différentiel de l'érythème polymorphe majeur par rapport au SSJ ?","Distribution acrale et lésions en cibles","Atteinte muqueuse sévère","Nécrose épidermique","Signe de Nikolsky","1","'Distribution acrale (coudes, genou, mains, pieds, visage), lésion éruptive en « concordes » ou « cibles »'","Difficult")
"Quel est le pronostic de la réépidermisation dans le syndrome de Lyell ?","Rapide (10-30 jours)","Lente (plusieurs mois)","Incomplète","Cicatrisation chéloïde","1","'La réépidermisation est rapide (10 – 30 jours)'","Difficult")
"Quel est le risque de réintroduction accidentelle d'un médicament responsable d'EPF ?","Récidive de l'EPF à la même localisation","Anaphylaxie","Syndrome de Lyell","DRESS","1","Document : récidive après réintroduction (imputabilité chronologique)","Difficult")
