"question","option1","option2","option3","option4","answer","explanation","difficulty"
"L’apport de F75 en phase aiguë est de :","100 ml/kg/24h en 8 repas","130 ml/kg/24h en 8 repas","150 ml/kg/24h","80 ml/kg/24h","2","Le document : ''Apport nécessaire = 130ml/kg/24h en 8 repas''.","Easy"
"Le F100 en phase de transition apporte :","100 ml/kg/j correspondant à 130 kcal/kg/j","130 ml/kg/j","150 ml/kg/j","80 ml/kg/j","1","Le document : ''F100 : ... 100ml/kg/j Correspondant à 130 kCal/kg/j''.","Easy"
"Le gain de poids attendu en phase de transition est :","3 g/kg/j","6 g/kg/j","10 g/kg/j","15 g/kg/j","2","Le document : ''Gain de poids attendu :6g/kg/j''.","Easy"
"En phase II (réhabilitation), l’alimentation thérapeutique prêt à l’emploi (Plumpy nut) apporte par sachet de 92 g :","300 kcal","500 kcal","700 kcal","1000 kcal","2","Le document : ''Plumpy nut sachet de 92 g=500kCal''.","Easy"
"Le besoin calorique journalier en phase II est de :","130 kcal/kg/j","170 kcal/kg/j","200 kcal/kg/j","100 kcal/kg/j","2","Le document : ''Besoin journalier = 170 Kcal/kg/j''.","Easy"
"L’antibiotique de première intention pour les patients sans signe d’infection est :","Amoxicilline 100 mg/kg/j","Gentamicine","Ceftriaxone","Erythromycine","1","Le document : ''Amoxicilline 100mg/kg/j en 3 prises durant la phase 1 + 4 jours''.","Easy"
"En cas d’allergie à l’amoxicilline, on utilise :","Cloxacilline","Erythromycine 50 mg/kg/j","Ciprofloxacine","Tétracycline","2","Le document : ''Si allergie : érythromycine 50mg/kg/j en 2 prises''.","Easy"
"Pour le traitement de l’hypoglycémie chez un enfant conscient, on donne :","5-10 ml/kg d’eau sucrée ou F75 PO ou SNG","G10 IV systématique","Glucagon IM","Soluté salé","1","Le document : ''5 à 10ml/kg d'eau sucrée ou de F75 PO ou par SNG ou 5ml/kg de G10 si inconscient (bolus)''.","Easy"
"Devant une hypothermie, il faut toujours penser à :","Une hypoglycémie ou un choc septique","Une anémie","Une déshydratation","Un œdème cérébral","1","Le document : ''!!! TOUJOURS PENSER À UNE HYPOGLYCÉMIE OU À UN ÉTAT DE CHOC SEPTIQUE DEVANT TOUTE HYPOTHERMIE !!!''.","Easy"
"Le traitement antibiotique IV du choc septique dans le kwashiorkor associe :","C3G + Gentamycine +/- Cloxacilline","Amoxicilline seule","Erythromycine","Fluconazole","1","Le document : ''Antibiotiques IV : C3 G + Gentamycine +/- Cloxacilline (si suspicion Staphylocoque)''.","Medium"
"En cas de kwashiorkor, la transfusion doit être :","De sang total","De concentré globulaire (CGR)","De plasma","De plaquettes","2","Le document : ''Si KWASHIORKOR, transfuser CGR''.","Medium"
"En cas de marasme, la transfusion doit être :","De CGR","De sang total","De plasma","D’albumine","2","Le document : ''Si marasme, transfuser du sang total''.","Medium"
"Avant la transfusion, on peut administrer du furosémide à la dose de :","0,5 mg/kg","1 mg/kg","2 mg/kg","0,1 mg/kg","2","Le document : ''Furosémide 1mg/kg avant ou après la transfusion''.","Medium"
"En cas de défaillance cardiaque, la position recommandée est :","Décurbitus dorsal","Position demi-assise","Décurbitus latéral","Trendelenburg","2","Le document : ''Position demi-assise''.","Medium"
"En cas de défaillance cardiaque, le diurétique à utiliser est :","Spironolactone","Furosémide 1 mg/kg","Hydrochlorothiazide","Acétazolamide","2","Le document : ''Donner un diurétique : Furosémide : 1mg/kg''.","Medium"
"L’objectif de saturation en oxygène lors de l’oxygénothérapie est :","> 90%","> 92%","> 95%","> 98%","2","Le document : ''but : Sa>92%''.","Medium"
"En cas de déshydratation, le poids cible est :","Poids actuel + 3% (max 6%)","Poids actuel + 5%","Poids actuel + 10%","Poids initial avant la diarrhée + 10%","1","Le document : ''Ou poids cible = poids actuel + 3%, max 6%''.","Medium"
"La solution de réhydratation recommandée pour les malnutris est :","Le sérum glucosé","Le résomal","Le sérum salé isotonique","Le Ringer lactate","2","Le document : ''Privilégier la voie orale ou par SNG de résomal (solution de réhydratation pour les malnutris)''.","Medium"
"Chez le nourrisson de mère malnutrie, on peut utiliser du F100 dilué avec :","1 sachet + 1,5 L d’eau","1 sachet + 2,7 L d’eau","1 sachet + 2 L d’eau","1 sachet + 3 L d’eau","2","Le document : ''Supplémentation avec du F100 dilué : 1 sachet + 2,7l d'eau''.","Medium"
"L’apport calorique recommandé pour la mère allaitante malnutrie est de :","2000 kcal/j","2500 kcal/j","3000 kcal/j","3500 kcal/j","2","Le document : ''2500 kcals/jour (on peut lui donner du Plumpy-nut)''.","Medium"
"Les critères de passage de la phase aiguë à la phase de transition sont :","Retour à l’appétit ET début de fonte des œdèmes ET amélioration clinique","Gain de poids >10 g/kg/j","Disparition complète des œdèmes","Appétit normal seul","1","Le document : ''Retour à l'appétit ET début de fonte des oedèmes ET Amélioration clinique''.","Medium"
"En phase de transition, l’enfant ne doit pas être resservi même s’il le réclame.","Vrai","Faux","","","1","Le document : ''L’enfant ne doit pas être resservi même s'il le réclame''.","Medium"
"Un gain de poids de plus de 10 g/kg/j en phase de transition est :","Normal","Un critère de retour à la phase aiguë","Un bon pronostic","Un signe de guérison","2","Le document : ''Critères de retour de la phase de transition à la phase aiguë : Gain de poids de plus de 10g/kg/j''.","Medium"
"La diarrhée de renutrition avec perte de poids impose :","Le passage à la phase II","Le retour à la phase aiguë","L’arrêt du F100","L’ajout d’antibiotiques","2","Le document le cite parmi les critères de retour à la phase aiguë.","Medium"
"Le traitement de 3ème intention pour les infections fongiques est :","Amoxicilline","Nystatine ou fluconazole","Gentamicine","Erythromycine","2","Le document : ''Traitement de 3ème intention : nystatine ou fluconazole''.","Difficult"
"En cas d’hypoglycémie avec inconscience, le bolus de G10 est de :","2 ml/kg","5 ml/kg","10 ml/kg","15 ml/kg","2","Le document : ''5ml/kg de G10 si inconscient (bolus)''.","Difficult"
"Lors de la transfusion chez le kwashiorkor, la surveillance doit être :","Toutes les heures","Toutes les 15 minutes la première heure","Une fois par jour","Toutes les 30 minutes","2","Le document : ''1h : toutes les 15 minutes : paramètres vitaux, état de conscience, FRISSON ?''.","Difficult"
"En cas de défaillance cardiaque, les médicaments à base de sels de sodium doivent être :","Augmentés","Réduits ou arrêtés","Maintenus","Doublés","2","Le document : ''Réduire ou stopper les médicaments à base de sels de sodium''.","Difficult"
"Le kwashiorkor est souvent associé à une immunodépression favorisant :","Les allergies","Les infections (digestives, respiratoires, tuberculose, HIV)","Les maladies auto-immunes","Les cancers","2","Le document : ''Terrain fragile car immunodéprimé. Infections fréquentes : digestives, respiratoires, tuberculose, penser au HIV''.","Difficult"
