question, answer, explanation, difficulty
"Expliquez l'insuffisance lutéale de la péri-ménopause.", "Corps jaune de mauvaise qualité, sécrétant moins de progestérone malgré une stimulation gonadotrope normale", "Le document : 'altération de la qualité du corps jaune -> insuffisance lutéale'", "Difficult"
"Pourquoi l'athérosclérose coronarienne est-elle un risque de la ménopause ?", "Les œstrogènes ont un effet cardioprotecteur (vasodilatation, profil lipidique favorable) ; leur carence lève cette protection", "Le document : 'Athérosclérose coronarienne'", "Difficult"
"Quelle est la conséquence de l'atrophie vulvaire sur les petites lèvres ?", "Disparition du repli des petites lèvres", "Le document : 'le repli des petites lèvres pouvant disparaître totalement'", "Medium"
"Quels sont les trois signes cardinaux du syndrome climatérique ?", "Bouffées de chaleur, sueurs nocturnes, sécheresse vaginale", "Le document : 'Bouffées de chaleur, crise de sueurs nocturnes, sécheresse vaginale'", "Easy"
"Pourquoi la carence oestrogénique affecte-t-elle le sommeil ?", "Bouffées de chaleur nocturnes et sueurs réveillent la patiente", "Le document : 'sueurs profuses, nocturnes +++, participant à l'insomnie'", "Medium"
"Quelle est l'anomalie des gonadotrophines à la ménopause ?", "FSH élevée, LH élevée", "Le document : 'Elévation des gonadotrophines, surtout FSH'", "Easy"
"Pourquoi la ménopause est-elle un diagnostic clinique avant tout ?", "Car les signes cliniques sont typiques et les dosages hormonaux ne sont utiles qu'en cas de doute", "Le document : 'Diagnostic avant tout clinique'", "Medium"
"Quelle est la conséquence de l'atrophie vaginale sur le toucher vaginal ?", "Saignement facile au contact", "Le document : 'saignant facilement au contact'", "Easy"
"Quels sont les deux risques majeurs cités de la ménopause ?", "Ostéoporose post-ménopausique et athérosclérose coronarienne", "Le document : 'Ostéoporose post-ménopausique, Athérosclérose coronarienne'", "Easy"
"Pourquoi la voix peut-elle se modifier à la ménopause ?", "Hyperandrogénie relative modifiant les cordes vocales", "Le document : 'Modifications de la libido et de la voix'", "Difficult"
