"front","back","cognitive_level"
"Quel est le pourcentage d'eau et de lactose dans le lait maternel ?","87% d'eau, 7% de lactose. Le lactose est le deuxième constituant le plus important après l'eau.","Recall"
"Quel est le rôle des oligosaccharides du lait maternel ?","Les oligosaccharides participent à l'élaboration des bifidobactéries (rôle protecteur antibactérien). Ils contribuent à l'élaboration du microbiote, préviennent les infections et les allergies. Ils ne sont pas encore produits artificiellement, ce qui rend unique le lait maternel.","Understanding"
"Pourquoi ne faut-il pas changer rapidement de sein pendant la tétée ?","Au début de la tétée, le lait contient surtout de l'eau. À la fin de la tétée (quand le sein est presque vide), il est riche en acides gras essentiels. Il faut terminer totalement le premier sein avant de proposer le second pour que le bébé bénéficie des acides gras essentiels.","Application"
"Quelles sont les deux principales fractions protéiques du lait maternel et leurs caractéristiques ?","Caséine et lactosérum (caillé et petit lait). La caséine du lait maternel est facilement digérée contrairement à celle du lait de vache qui donne des micelles plus épais. Le lactosérum contient des acides aminés, enzymes (lipase, lactase), IgA, α-lactalbumine, lysozyme, lactoferrine, et peu de β-lactoglobuline.","Understanding"
"Quelles vitamines doivent être supplémentées chez le nouveau-né allaité et pourquoi ?","Vitamine K (car la synthèse par la flore digestive est pratiquement nulle à la naissance) et vitamine D (ne passe pas bien dans le lait maternel, supplémentation jusqu'à 18 mois).","Recall"
"Quels sont les principaux composants cellulaires et immunocompétents du lait maternel ?","Composants cellulaires : macrophages (phagocytose, production de C3/C4, lysozyme, lactoferrine), leucocytes PNN, lymphocytes B et T. Composants immunocompétents : lactobacillus (effet probiotique), IgA+++ (80% des Ac du lait, 10x plus dans le colostrum), lactoferrine (anti-inflammatoire), oligosaccharides, lysozyme, caséine, lipides, cytokines (TNFα, IL1,6,8,10, interféron).","Recall"
"Comment varie la composition du lait maternel au cours d'une tétée ?","La concentration en lipides augmente au cours de la tétée. Plus la tétée est longue ou rapprochée, plus la concentration en lipides est importante.","Recall"
"Quelles sont les caractéristiques du colostrum par rapport au lait mature ?","Colostrum : coloration orangée (β-carotène), plus riche en protéines, minéraux, immunoglobulines (10 fois plus d'Ig), moins riche en lactose et lipides. Valeur énergétique : 58 kcal/dl vs 70 kcal/dl pour le lait mature. Surnommé « 1er vaccin ».","Recall"
"Selon le sexe de l'enfant, comment le lait maternel diffère-t-il ?","Pour un garçon : lait plus riche en graisse et en protéines. Pour une fille : plus grande quantité de lait.","Recall"
"Quand doit commencer la première tétée selon le document ?","« Peau à peau » immédiat (30 minutes après la naissance) au sein. La première tétée se fait en salle de naissance lorsque le bébé est prêt.","Recall"
"Quelle est la fréquence minimale recommandée des tétées par 24 heures ?","8 à 12 tétées par 24 heures minimum, à la demande.","Recall"
"Citez les règles de positionnement pour un allaitement efficace (au moins 5).","- Visage de l'enfant face au sein
- Mamelon en regard de sa lèvre supérieure
- Menton collé au sein
- Ventre contre ventre
- Pas d'obstacle
- Alignement du corps","Recall"
"Décrivez la technique d'expression manuelle du lait selon le document.","1. Lavage des mains (pas de vernis)
2. Massage doux des 4 quadrants des 2 seins
3. Pulpes de l'index et du pouce en vis-à-vis (12h et 6h de part et d'autre de l'aréole, environ 2,5 à 3,5 cm de la base du mamelon)
4. Appui de la main en direction de la cage thoracique puis pression des doigts de bas en haut sans glisser
5. Changer l'emplacement des doigts autour de l'aréole","Application"
"Quelles sont les durées de conservation du lait maternel selon les recommandations AFSSA ?","- Température ambiante (25°C) : 4 heures
- Réfrigérateur (4°C) : 48 heures
- Congélateur (-18°C) : 4 mois","Recall"
"Citez quatre effets bénéfiques de l'allaitement pour la santé du bébé.","- Croissance optimale
- Diminution des infections (VAS, septicémie, entérocolite ulcéro-nécrosante)
- Meilleure réponse aux vaccinations
- Diminution des risques d'allergies alimentaires, maladies auto-immunes, maladies inflammatoires de l'intestin (entérocolite, Crohn, maladie cœliaque)","Recall"
"Quels sont les effets bénéfiques de l'allaitement pour la santé de la mère ?","- Diminution du risque d'hémorragie du post-partum (ocytocine)
- Diminution du risque de cancer ovarien et du sein
- Protection contre l'ostéoporose
- Effet contraceptif (méthode MAMA) : 98% d'efficacité sous 3 conditions (bébé <6 mois, aménorrhée, allaitement exclusif – consensus de Bellagio)
- Effet protecteur contre la dépression du post-partum et la violence conjugale
- Facilite le lien mère-enfant","Recall"
"Quelles sont les trois conditions pour que l'allaitement ait un effet contraceptif efficace (méthode MAMA) selon le consensus de Bellagio ?","1. Bébé âgé de moins de 6 mois
2. Aménorrhée (absence de règles)
3. Allaitement exclusif","Recall"
"Citez cinq contre-indications générales à l'allaitement maternel selon le document.","1. Toxiques (alcool : déficit moteur ; tabac >3 paquets/j : apnée)
2. Drogues et substitutifs
3. Virus : VHB, VHC, VIH
4. Galactosémie congénitale
5. Certains médicaments","Recall"
"Citez quatre contre-indications locales à l'allaitement.","1. Lésions cutanées (herpès, syphilis, varicelle)
2. Galactophorite et abcès collecté du sein
3. Macro-adénome à prolactine
4. Implant mammaire, cancer du sein (chimiothérapie en cours)","Recall"
"Quelles sont les complications de l'allaitement mentionnées comme « petits tracas et gros soucis » ?","- Insuffisance de lait
- Lésions du mamelon (érosions, gerçures, crevasses)
- Engorgement (douleurs mammaires intenses, fièvre à 38°C, frissons, gêne à l'écoulement)
- Mastites
- Abcès du sein","Recall"
"Quels sont les signes d'efficacité de l'allaitement chez le bébé à surveiller ?","- Efficacité du transfert de lait
- Satiété
- Satisfaction du besoin de succion (un enfant rassasié ne reste pas plus de 30 mn au sein ; nouveau-né tête 5-8 mn)
- Aspect général : éveil, tonus
- 5-6 couches mouillées/jour
- Selles molles et abondantes (autant de selles que de tétées)
- Prise de poids régulière et harmonieuse","Application"
"Selon Fanello et Branger, quelles sont les raisons du choix de l'allaitement maternel par les femmes ?","1. Poursuite de la relation mère-enfant
2. Caractère adapté du lait maternel
3. « C'est naturel »
4. Gratuit
5. Effet protecteur +++","Recall"
