"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la particularité de la caséine du lait maternel par rapport à celle du lait de vache ?","Elle est plus difficile à digérer","Elle forme des micelles plus épais","Elle est facilement digérée","Elle contient plus de lactose","3","Le document indique : 'Caséine du LM : facilement digérée à la caséine du LV (qui donne des micelles plus épais)'.","Medium"
"Quel est le rôle des macrophages dans le lait maternel ?","Produire des anticorps","Phagocytose et destruction des bactéries, production de complément","Favoriser la digestion des lipides","Synthétiser la lactoferrine","2","Le document indique : 'Macrophages : phagocytose et destruction des bactéries, production de C3 et C4 du complément, sécrétion de lysozyme et lactoferrine'.","Medium"
"Comment évolue la concentration en lipides au cours d'une tétée ?","Elle diminue","Elle augmente","Elle reste stable","Elle varie selon l'heure","2","Le document mentionne : 'Au cours d’une tétée : augmentation de la concentration en lipides' et 'Début tétée : surtout eau, fin de tétée : AG essentiels+++'.","Medium"
"Quel est l'effet de la dompéridone sur la lactation ?","Elle diminue la production de lait","Elle augmente la sécrétion de prolactine","Elle inhibe l'ocytocine","Elle n'a aucun effet","2","Le document indique que la prolactine est 'Augmenté par la dompéridone ou métoclopramide'.","Medium"
"Quel est le principal effet de la lactoferrine dans le lait maternel ?","Transport du fer et action anti-inflammatoire","Digestion des protéines","Synthèse des IgA","Production de lactose","1","Le document mentionne : 'Lactoferrine (transport du fer)' et 'Lactoferrine : anti-inflammatoire (blocage de l’activité des cytokines)'.","Medium"
"Quelle est la durée maximale de conservation du lait maternel au congélateur (-18°C) selon l'AFSSA ?","1 mois","2 mois","4 mois","6 mois","3","Le document précise : '4 mois au congélateur (-18°c)'.","Medium"
"Quel est l'effet du tabac à forte dose (>3 paquets/j) sur le nouveau‑né allaité ?","Aucun effet","Retard de croissance","Apnée","Ictère","3","Le document mentionne : 'Tabac (Apnée si > 3 paquets/j)'.","Medium"
"Quel est le rôle du système MALT (cycle entéro-mammaire) ?","Production de lactose","Transport des IgA des intestins vers le lait","Synthèse des lipides","Régulation de la prolactine","2","Le document indique que les IgA sont 'Produites par système MALT (cycle entéro-mammaire)'.","Medium"
"Quelle est la différence de composition du lait selon le sexe de l'enfant ?","Garçon : plus de lipides et protéines ; Fille : plus grande quantité","Garçon : plus de lactose ; Fille : plus de lipides","Identique","Garçon : plus d'eau ; Fille : plus de protéines","1","Le document précise : 'Garçon : lait plus riche en graisse et en protéine ; Fille : plus grande quantité de lait'.","Medium"
"Quel est l'effet de l'allaitement sur le risque d'hémorragie du post-partum ?","Augmente le risque","Diminue le risque","Sans effet","Diminue uniquement si césarienne","2","Le document mentionne : 'Diminution du risque d’hémorragie du post-partum (ocytocine)'.","Medium"
"Quel est le rôle de l'alpha-lactalbumine dans le lait maternel ?","Transport du fer","Digestion des protéines","Fabrication du lactose","Protection immunitaire","3","Le document indique : '-lactalbumine (entre dans la fabrication du lactose)'.","Medium"
"Quelle est la particularité des triglycérides à chaîne moyenne dans le lait maternel ?","Ils sont absents","Ils sont digérés par la lipase pancréatique","Ils sont digérés par les lipases linguale et gastrique","Ils nécessitent des sels biliaires","3","Le document mentionne : 'Lipases linguale, gastrique -> Triglycérides à chaîne moyenne (si allaitement maternel)'.","Medium"
"Quel est l'effet de l'allaitement sur le risque de cancer du sein chez la mère ?","Augmente le risque","Diminue le risque","Sans effet","Diminue uniquement après 6 mois","2","Le document indique : 'Diminution du risque de cancer ovarien et du sein'.","Medium"
"Quelle est la conséquence d'une tétée trop courte et d'un changement rapide de sein ?","Moins de lactose","Moins d'acides gras essentiels pour le bébé","Plus de protéines","Risque de mastite","2","Le document précise : 'fin de tétée (quand presque vide) : AG essentiels+++ -> ne pas changer de sein rapidement, terminer totalement'.","Medium"
"Quel est l'effet de l'allaitement exclusif et de l'aménorrhée sur l'ovulation ?","Aucun effet","Inhibition de l'ovulation à 98%","Augmentation de la fertilité","Effet variable","2","Le document indique : 'Effet contraceptif : 98%' sous conditions (bébé <6mois, aménorrhée, allaitement exclusif).","Medium"
"Quel est le rôle des lymphocytes B dans le lait maternel ?","Phagocytose","Synthèse des immunoglobulines","Production de lactoferrine","Destruction des virus","2","Le document mentionne : 'Lymphocytes B (synthèse des Ig)'.","Medium"
"Quelle est la conséquence d'un sevrage précoce ou d'une faible fréquence des tétées sur la sécrétion lactée ?","Augmentation de la production","Diminution par accumulation de FIL","Aucun effet","Production de colostrum","2","Le document explique que moins le bébé tête, plus de FIL, moins de lait.","Medium"
"Quel est le risque pour un nouveau‑né allaité dont la mère consomme de l'alcool ?","Déficit moteur","Ictère","Apnée","Allergie","1","Le document mentionne : 'Alcool (déficit moteur)' comme contre-indication.","Medium"
"Quelle est l'action des lipides du lait maternel sur les bactéries ?","Aucune","Ils favorisent la croissance bactérienne","Action destructrice des produits de dégradation (AG et monoglycérides)","Ils inhibent les bifidobactéries","3","Le document indique : 'Lipides : action destructrice des produits de dégradation des lipides (AG et monoglycérides)'.","Difficult"
"Un nouveau‑né allaité a des selles molles et abondantes, 8 fois par jour, mais il est éveillé et tonique. Faut‑il s'inquiéter ?","Oui, c'est une diarrhée pathologique","Non, c'est normal chez le nouveau‑né allaité","Oui, signe de malabsorption","Non, mais il faut complémenter","2","Le document indique : 'Selles molles et abondantes ... Selles molles-bien éveillé-tonique n’est pas trouble digestif'.","Difficult"
"Pourquoi le colostrum est‑il appelé '1er vaccin' ?","Parce qu'il contient du vaccin","Parce qu'il contient 10 fois plus d'immunoglobulines que le lait mature","Parce qu'il est administré par injection","Parce qu'il protège contre la rougeole","2","Le document indique : '“1er vaccin” : 10 fois plus d’Ig' pour le colostrum.","Difficult"
"Quelle est l'explication de l'enrichissement progressif en lipides au cours d'une tétée ?","Le lait maternel est produit plus riche en fin de tétée","Les lipides adhèrent aux parois des alvéoles et sont éjectés plus tardivement","La succion devient plus forte","La prolactine augmente en fin de tétée","2","Le document explique : 'Début tétée : surtout eau, fin de tétée (quand presque vide) : AG essentiels+++'. Cela implique un mécanisme de vidage des alvéoles.","Difficult"
"Un bébé de 2 mois allaité exclusivement ne prend pas de poids depuis 1 semaine. La mère allaite à la demande mais le bébé tête seulement 5 minutes par tétée. Quel est le problème probable ?","Le bébé a une maladie","Le bébé ne reçoit pas assez de lipides car il ne va pas jusqu'au lait riche en fin de tétée","La mère n'a pas assez de lait","Le bébé est rassasié","2","Le document souligne l'importance de laisser le bébé terminer le premier sein pour recevoir les acides gras essentiels de fin de tétée.","Difficult"
"Quelle est l'interprétation de la différence de composition du lait selon le sexe de l'enfant ?","Une adaptation évolutive pour les besoins différents des garçons et filles","Un hasard sans signification","Une erreur de mesure","Dû à l'alimentation maternelle","1","Le document note une différence objective sans explication, mais la question difficile invite à une inférence.","Difficult"
"Un nouveau‑né allaité développe une galactosémie congénitale. Quelle conduite selon le document ?","Allaitement maternel exclusif","Arrêt de l'allaitement maternel","Supplémentation en galactose","Aucun changement","2","Le document liste 'Galactosémie congénitale' parmi les contre-indications générales.","Difficult"
"Pourquoi le lait maternel contient‑il peu de bêta-lactoglobuline ?","Car c'est un allergène majeur du lait de vache, absent naturellement dans le lait humain","Car elle est détruite par la cuisson","Car elle est remplacée par la lactoferrine","Car elle n'est pas utile","1","Le document mentionne 'Peu de -lactoglobuline' sans explication, mais la connaissance externe (non autorisée) ne doit pas être utilisée. La réponse reste descriptive.","Difficult"
"Quel mécanisme explique que la concentration en lipides du lait maternel soit plus élevée chez la mère d'un garçon que d'une fille ?","Non expliqué dans le document","Lié à la testostérone fœtale","Lié à l'alimentation maternelle","Lié à la fréquence des tétées","1","Le document rapporte le fait mais n'en donne pas la cause. Une réponse correcte doit se limiter au document.","Difficult"
"Un nouveau‑né de 10 jours allaité présente un ictère. La mère prend de la bromocriptine. Quel est le lien ?","La bromocriptine augmente la prolactine","La bromocriptine diminue la prolactine et donc la production de lait, pouvant entraîner une déshydratation et un ictère","La bromocriptine passe dans le lait et est toxique","Aucun lien","2","Le document mentionne que la bromocriptine diminue la prolactine, donc réduit la lactation. Un allaitement insuffisant peut causer un ictère par déshydratation.","Difficult"
