"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le réservoir principal de Mycobacterium leprae ?","Homme malade","Animal","Sol","Eau","1","'Réservoir : Homme malade'","Easy)
"Par quelle voie se fait la transmission principale de la lèpre ?","Voie respiratoire","Voie cutanée","Voie digestive","Voie sexuelle","1","'la voie de pénétration est la voie respiratoire qui joue un rôle prépondérant'","Easy"
"Depuis quelle année le traitement de la lèpre est-il gratuit selon l'OMS ?","1995","1985","2000","1990","1","'Depuis 1995, il s’est mis gratuitement à la disposition de tous les lépreux par l’OMS'","Easy)
"Quels sont les trois médicaments du traitement de la lèpre (polychimiothérapie) ?","Rifampicine, sulfones, clofazimine","Isoniazide, rifampicine, pyrazinamide","Streptomycine, dapsone, clofazimine","Rifampicine, éthambutol, clofazimine","1","'Rifampicine (RMP), Sulfones, Clofazimine'","Easy")
"Quelle est la durée du traitement de la lèpre multi bacillaire selon l'OMS ?","12 mois","6 mois","18 mois","24 mois","1","'Trithérapie systématique... 12 mois'","Easy"
"Quelle est la durée du traitement de la lèpre pauci bacillaire ?","6 mois","12 mois","3 mois","9 mois","1","'Duré 6 mois'","Easy"
"Quelle lésion cutanée est décrite comme 'blanche, cuivrée' dans la forme lépromateuse ?","Macule","Léprome","Papule","Nodule","1","'macule blanche, cuivré'","Easy"
"Quel aspect des mains est caractéristique des séquelles neurologiques de la lèpre ?","Mains en griffe (griffe cubitale, main de singe)","Mains boudinées","Mains en lorgnette","Mains creuses","1","'aspect de mains (doigts) en griffe (griffe cubitale, main de singe)'","Easy"
"Quel trouble de la marche peut survenir dans la lèpre ?","Steppage","Claudication","Boiterie","Ataxie","1","'steppage au niveau du pied'","Easy")
"Quel est le nom de l'ulcération chronique indolore du pied dans la lèpre avancée ?","Mal perforant","Ulcère de Martorell","Pied diabétique","Pied bot","1","'mal perforant : ulcération chronique sans cicatrisation et le patient ne sent pas'","Easy"
"Quelle atteinte muqueuse est fréquente dans la lèpre lépromateuse ?","Rhinite","Stomatite","Gingivite","Pharyngite","1","'rhinite (atteint muqueuse)'","Easy")
"Quelle atteinte oculaire est décrite ?","Conjonctivite (œil rouge)","Kératite","Uvéite","Cataracte","1","'conjonctivite (œil rouge)'","Easy")
"Dans la forme borderline borderline, quelle est la taille des lésions cutanées annulaires ?","5-10 cm","1-2 cm",">10 cm","<5 cm","1","'lésion cutanée annulaire, 5 -10 cm'","Easy")
"Quelle est la particularité sensitive de la forme borderline lépromateuse ?","Normoesthésique","Hypoesthésique","Anesthésique","Hyperesthésique","1","'normoésthésique avec atteinte de nerfs'","Medium")
"Quelle est l'anomalie neurologique précoce dans la forme lépromateuse ?","Hypertrophie nerveuse (tuméfaction)","Amyotrophie","Paralysie","Mal perforant","1","'hypertrophie nerveuse (tuméfaction)'","Medium")
"Quel type de douleur nerveuse est décrit à la palpation ?","Décharge électrique","Brûlure","Crampe","Pesanteur","1","'douleur nerveuse à type de décharge électrique à la palpation'","Medium")
"Quels sont les deux paramètres évalués par la coloration de Ziehl Nelsen ?","Index bactériologique (IB) et index morphologique (IM)","Nombre de lésions et taille","Sensibilité et spécificité","Densité et localisation","1","'index bactériologique (IB) et index morphologique (IM)'","Medium")
"L'absence de cellule de Virchow à l'anatomopathologie exclut-elle la lèpre ?","Non","Oui","Parfois","Selon le stade","1","'son absence n’exclut pas la lèpre'","Medium")
"Quel est le diagnostic différentiel d'une lésion hypochromique chez l'enfant atopique ?","Eczématide achromiante","Vitiligo","Dermatite séborrhéique","Cicatrice hypochromique","1","'Eczématide achromiante (lésion blanchâtre sur le visage de l’enfant, bien limité, non prurigineuse et sensible), sujet atopique +++'","Medium")
"Quel diagnostic différentiel des lésions papulo-nodulaires est cité ?","Acné","Psoriasis","Lichen plan","Gale","1","'Acné'","Medium")
"Quelle est la particularité de la lèpre chez l'enfant ?","Forme intermédiaire (borderline)","Forme lépromateuse","Forme tuberculoïde","Forme nerveuse pure","1","'Forme intermédiaire (borderline)'","Medium")
"Quel traitement est proposé aux autres enfants de la famille d'un enfant lépreux ?","Prise unique de streptomycine","Polychimiothérapie 6 mois","Vaccin BCG","Aucun traitement","1","'Traiter les autres enfants de la famille (prise unique de streptomycine)'","Medium")
"Quelles sont les conséquences chez le nouveau-né de mère lépreuse ?","Faible poids, retard de croissance, prématurité","Malformations congénitales","Lèpre néonatale","Ictère","1","'Chez le bébé : Faible poids à la naissance, Retard de croissance in utéro, Prématurité'","Medium")
"Quel type de réaction lépreuse peut survenir pendant la grossesse ?","Les deux types (type 1 et type 2)","Uniquement type 1","Uniquement type 2","Aucune","1","'une grossesse peut aggraver la lèpre et peut entrainer une réaction lépreuse' (non spécifié)","Medium")
"Quelle manifestation articulaire peut survenir lors d'une réaction de type 1 ?","Arthrite, tendinite, ténosynovite","Polyarthrite rhumatoïde","Goutte","Lupus articulaire","1","'arthrite, tendinite, ténosynovite'","Difficult")
"Quelles manifestations viscérales peuvent compliquer la réaction de type 2 ?","Glomérulonéphrite, amylose secondaire","Hépatite","Pancréatite","Myocardite","1","'réaction inflammatoire viscérale : glomérulonéphrite, amylose secondaire : évolution vers insuffisance rénale'","Difficult")
"Quelle est la particularité de la réaction de type 2 concernant le risque sensitivo-moteur ?","Rarement de déficit sensitivo-moteur","Toujours un déficit","Déficit fréquent","Déficit définitif","1","'Rarement de déficit sensitivo-moteur'","Difficult")
"Quelle est la conduite à tenir devant une réaction de type 2 ?","Hospitalisation obligatoire","Traitement ambulatoire","Arrêt du traitement anti-lépreux","Antibiothérapie seule","1","'Patient doit être hospitalisé (obligatoire)'","Difficult")
"Quelle est la posologie de la prednisolone dans la réaction lépreuse ?","1 mg/kg/j","0,5 mg/kg/j","2 mg/kg/j","10 mg/j","1","'prednisolone 1 mg/kg/j'","Easy")
