"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la complication fréquente après l''intervention de Kasai ?","Hémorragie digestive","Cholangites","Insuffisance rénale","Pancréatite","2","Le document liste : ""Complications : Cholangites (ascendant ou récidivant)"".","Easy"
"Quel type anatomique d''atrésie des voies biliaires est le plus fréquent (72%) ?","Type 1 : atrésie limitée au cholédoque","Type 2 : kyste hilaire","Type 3 : atrésie respectant vésicule et cholédoque","Type 4 : atrésie complète des voies biliaires intra et extra-hépatique","4","Le document précise : ""Type 4 (72%): atrésie complète des voies biliaires intra et extra-hépatique"".","Easy"
"Quel est le but du traitement de l''atrésie des voies biliaires ?","Supprimer la rate","Restaurer un flux biliaire normal vers l''intestin","Transplanter le foie d''emblée","Traiter par antibiotiques seuls","2","Le document : ""BUT : Restaurer un flux biliaire normal vers l''intestin"".","Easy"
"Quelle anomalie est associée au syndrome de polysplénie dans l''AVB syndromique ?","Polysplénie, hétérotaxie, malformations vasculaires et cardiaques","Méga-œsophage","Polydactylie","Fente palatine","1","Le document cite : ""Syndrome de polysplénie : prédominance féminine, Polysplénie, Hétérotaxie, Malformation veineuse, Cardiopathie"".","Easy"
"Quel est le pourcentage de cas d''AVB isolé par rapport aux AVB syndromiques ?","90% AVB isolé, 10% syndromique","50% chacun","70% isolé, 30% syndromique","95% isolé, 5% syndromique","1","Le document : ""AVB isolé (90%) ; AVB syndromique (10%)"".","Easy"
"Pourquoi l''intervention de Kasai est-elle idéale avant 1 mois de vie ?","Parce que la cytolyse hépatique conduit à un mauvais résultat après","Parce que le nouveau-né supporte mieux l''anesthésie","Parce que les voies biliaires sont plus larges","Parce que le risque infectieux est moindre","1","Le document explique : ""Idéale avant 1 mois de vie à cause de la cytolyse hépatique conduisant à un mauvais résultat, le foie étant détruit"".","Medium"
"Quel est le mécanisme physiopathologique principal conduisant à l''oblitération des voies biliaires ?","Compression extrinsèque par une tumeur","Inflammation des voies biliaires","Calculs biliaires congénitaux","Anomalie de sécrétion du bile","2","Le document : ""Entrainant une inflammation des voies biliaires qui va provoquer une oblitération"".","Medium"
"Quelle est la conséquence de l''hypovitaminose K dans l''atrésie des voies biliaires ?","Anomalies osseuses","Syndrome hémorragique","Troubles neurologiques","Anémie ferriprive","2","Le document précise : ""Hypovitaminose K (baisse des cofacteurs de la coagulation II et VII + X) ... d''où sd hémorragique"".","Medium"
"Pourquoi une échographie abdominale normale n''élimine-t-elle pas le diagnostic d''atrésie des voies biliaires ?","Parce que l''AVB peut ne pas montrer de dilatation des voies biliaires","Parce que l''échographie n''est pas fiable chez le nouveau-né","Parce que l''AVB est toujours extra-hépatique","Parce que la vésicule est toujours visible","1","Le document indique : ""Pas de dilatation des voies biliaires ou vésicule biliaire non visible (80%)"", puis ""Une échographie normale n''élimine pas une atrésie des voies biliaires"".","Medium"
"Quel examen permet d''éliminer formellement le diagnostic d''atrésie des voies biliaires ?","Biopsie hépatique","Cholangiographie","IRM biliaire","Scanner","2","Le document : ""Cholangiographie : la visualisation de tout l''arbre biliaire élimine le diagnostic"".","Medium"
"Quelle est la différence entre l''AVB isolé et l''AVB syndromique ?","L''AVB syndromique associe des anomalies intra-abdominales comme la polysplénie","L''AVB isolé touche uniquement les garçons","L''AVB syndromique est plus fréquent","L''AVB isolé nécessite une transplantation d''emblée","1","Le document : ""AVB syndromique (10%) : Origine génétique à évoquer, Association d''anomalie intra-abdominale, Syndrome de polysplénie"".","Medium"
"Quels sont les signes biologiques du syndrome de cholestase hépatique dans l''AVB ?","Hyperbilirubinémie conjuguée, augmentation des PAL, transaminases et gGT","Hyperbilirubinémie libre, augmentation des ASAT seules","Hypoglycémie, hyperammoniémie","Hyperleucocytose, CRP élevée","1","Le document : ""Hyperbilirubinémie conjuguée, augmentation des phosphatases alcalines, transaminase et gGT"".","Medium"
"Quelle est la première indication de transplantation hépatique chez l''enfant ?","Hépatite fulminante","Atrésie des voies biliaires","Maladie de Wilson","Cirrhose biliaire primitive","2","Le document : ""Transplantation hépatique : Première indication de transplantation hépatique chez l''enfant"".","Medium"
"Quelle est la conséquence d''une intervention de Kasai trop tardive ?","Meilleure recoloration des selles","Syndrome d''hypertension portale (HTP)","Disparition de la cholestase","Absence de complications","2","Le document : ""Syndrome d''HTP (intervention trop tardive : cirrhose installée)"".","Medium"
"Quelle est la survie à 10 ans avec le foie natif ?","32%","27%","90%","50%","2","Le document : ""27% à 10 ans"".","Medium"
"Un nouveau-né présente un ictère persistant, des selles décolorées et une hépatomégalie. Quel diagnostic doit être suspecté en urgence ?","Hépatite néonatale","Atrésie des voies biliaires","Maladie de贮存病","Déficit en alpha-1-antitrypsine","2","Le document : ""Triade clinique +++ ... Ictère cutanéo-muqueux persistant au-delà de 2 semaines, Selles décolorées, Hépatomégalie"" et ""Urgence diagnostique"".","Difficult"
"Lors d''une cholangiographie peropératoire, on visualise tout l''arbre biliaire. Que peut-on conclure ?","Le diagnostic d''AVB est confirmé","Le diagnostic d''AVB est éliminé","Une biopsie hépatique est nécessaire d''urgence","Une transplantation est indiquée","2","Le document : ""Cholangiographie : la visualisation de tout l''arbre biliaire élimine le diagnostic"".","Difficult"
"Un enfant opéré par Kasai développe des cavités biliaires intrahépatiques (bilomes). Quelle complication est à redouter ?","Hémorragie méningée","Surinfection de la cavité ou compression de la veine porte","Anasarque","Encéphalopathie hépatique","2","Le document : ""Cavités biliaires intrahépatiques (""bilomes"") : après l''intervention de Kasai, surinfection de la cavité ou compression de la veine porte"".","Difficult"
"Quel est le pronostic à long terme si le traitement est précoce et la transplantation hépatique réalisée ?","50% de survie à 5 ans","90% de vie normale","27% de survie à 10 ans","Décès avant 3 ans","2","Le document : ""Si Traitement précoce et transplantation hépatique : 90% vie normale"".","Difficult"
"Un nourrisson présente une polysplénie, une absence de VCI rétro-hépatique et une cardiopathie (tétralogie de Fallot). Quelle forme d''AVB doit être évoquée ?","AVB isolé","AVB syndromique","AVB type 1","AVB type 3","2","Le document : ""AVB syndromique : Syndrome de polysplénie ... absence de VCI retro hépatique ... Cardiopathie (Tétralogie de Fallot)"".","Difficult"
