"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le grade C de la classification de Los Angeles ?","Pertes <5 mm","Pertes >5 mm","Perte de substance s'étendant entre 2 plis muqueux, non circonférentielle","Perte circonférentielle","3","Document : 'Grade C : Perte de substance s’étendant entre 2 plis muqueux, mais non circonférentielles'.","Easy"
"Quel est le grade D de la classification de Los Angeles ?","Pertes <5 mm","Pertes >5 mm","Entre 2 plis","Perte de substance circonférentielle","4","Document : 'Grade D : Perte de substance circonférentielle'.","Easy"
"Quelle est la technique de la pH-métrie classique ?","Électrode par voie orale","Électrode par voie nasale placée à 5 cm au-dessus du SIO","Sonde rectale","Électrode cutanée","2","Document : 'Électrode souple par voie nasale placée à 5 cm au-dessus du SIO'.","Easy"
"Quelle est la durée standard d'une pH-métrie ?","3 heures","12 heures","24 heures","48 heures","3","Document : 'Classiquement : on fait une pH-métrie de 24 h'.","Easy"
"Quel examen permet de détecter les reflux peu acides (pH>4) ?","pH-métrie classique","Ph-impédancemétrie","Scintigraphie","Manométrie","2","Document : 'Ph-impédancemétrie : Détection de reflux peu acide (pH> 4)'.","Easy"
"Quel examen utilise du Technétium 99 marqué ?","pH-métrie","Scintigraphie œsophagienne","Manométrie","Endoscopie","2","Document : 'Scintigraphie œsophagienne : Ingestion de substance non absorbable marquée au Technétium 99'.","Easy"
"Quel examen explore le péristaltisme œsophagien et la pression du SIO ?","Endoscopie","pH-métrie","Manométrie œsophagienne","Scintigraphie","3","Document : 'Manométrie œsophagienne : Mesure au niveau du SIO ; Permet de suivre le péristaltisme œsophagien'.","Easy"
"Quelle est la complication correspondant au remplacement de la muqueuse malpighienne par une muqueuse cylindrique ?","Œsophagite peptique","Endobrachyoesophage (EBO)","Sténose peptique","Ulcère œsophagien","2","Document : 'Endobrachyoesophage : (EBO) : œsophagite de Barett ; Remplacement de la muqueuse malpighienne du bas œsophage par une muqueuse cylindrique'.","Easy"
"Quel est le risque de l'endobrachyoesophage non traité ?","Cirrhose","Adénocarcinome","Pancréatite","Hépatite","2","Document : 'Adénocarcinome sur EBO' et 'dysplasie -> dysplasie de haut grade = cancer in situ'.","Easy"
"Quels sont les deux facteurs diminuant la pression du sphincter inférieur de l'œsophage (SIO) ?","Inhibiteurs calciques, dérivés nitrés","Cholinomimétiques, innervation vagale","Angle de His, anneau diaphragmatique","Ligament gastro-phrénique","1","Document : 'Facteurs diminuant sa pression : Inhibiteurs calciques (amlodipine), dérivés nitrés, chocolat, alcool'.","Easy"
"Quel élément anatomique ne fait pas partie de la barrière anti-reflux ?","Sphincter inférieur de l'œsophage","Angle de His","Anneau diaphragmatique","Canal de Wirsung","4","Document : les éléments sont le SIO, l'angle de His, l'anneau diaphragmatique, le ligament gastro-phrénique, la pars condensa du petit épiploon.","Easy"
"Quelle est la conséquence de l'altération du péristaltisme œsophagien dans le RGO ?","Augmentation de la sécrétion acide","Diminution de la vidange œsophagienne et persistance de l'acidité","Dilatation de l'œsophage","Spasmes œsophagiens","2","Document : 'Malade RGO : altération du péristaltisme' et 'acidité restante non neutralisée'.","Medium"
"Quel est le mécanisme de neutralisation de l'acidité résiduelle dans l'œsophage normal ?","Par la salive riche en bicarbonates","Par le mucus gastrique","Par les sels biliaires","Par la pepsine","1","Document : 'Acidité restante ... normalement neutralisée par la salive (riche en bicarbonates)'.","Medium"
"Quels sont les trois facteurs de la barrière anti-reflux cités ?","Angle de His, anneau diaphragmatique, ligament gastro-phrénique","Pylore, canal cholédoque, papille","Fundus, corps gastrique, antre","Œsophage thoracique, cardia, diaphragme","1","Document.","Medium"
"Quelle est la valeur normale de la pH-métrie quantifiée ?","Nombre de reflux à pH < 4 (document ne donne pas de valeur seuil)","Non précisé","Document ne donne pas de valeur chiffrée.","Medium"
"Quel est l'intérêt de la pH-métrie sans fil ?","Non détaillé","Difficult"
"Quels sont les trois symptômes atypiques extra-digestifs du RGO ?","Toux nocturne, dysphonie, douleur pseudo-angineuse","Pyrosis, régurgitations, syndrome postural","Nausées, vomissements, diarrhée","Céphalées, vertiges, syncopes","1","Document : 'Signes respiratoires : Toux nocturne spasmodique... ORL : dysphonie... Cardiaque : douleur pseudo-angineuse'.","Medium"
"Quelle est la complication de l'œsophagite peptique érosive évoluée ?","Sténose peptique","Pancréatite","Cholécystite","Hépatite","1","Document : 'Sténose peptique (diminution de diamètre -> dysphagie)'.","Medium"
"Quel examen confirme le diagnostic d'endobrachyoesophage ?","Endoscopie avec biopsies multiples","pH-métrie","Manométrie","TOGD","1","Document : 'Endoscopie : muqueuse rouge orangé... Confirmation : Biopsie'.","Medium"
"Quel est le risque évolutif de l'endobrachyoesophage ?","Dysplasie puis adénocarcinome","Fibrose","Perforation","Diverticule","1","Document : 'Si non traité -> dysplasie -> dysplasie de haut grade = cancer in situ'.","Medium"
"Quelle est la classification endoscopique des œsophagites peptiques citée (deux noms) ?","Savary-Miller et Los Angeles","Child-Pugh et Ranson","Forrest et Rutgeerts","MELD et Maddrey","1","Document : 'Classification de Savary Miller... Classification de Los Angeles'.","Medium"
"Quel est le traitement de la sténose peptique ?","Dilatation endoscopique","IPP à vie","Chirurgie","Antiacides","1","Document : 'Traitement : endoscopique par dilatation mais récidive ou mise en place de prothèse'.","Medium"
"Quels sont les trois diagnostics différentiels d'une douleur rétrosternale ?","Angor, troubles moteurs œsophagiens, œsophagite infectieuse","Ulcère, pancréatite, cholécystite","Péricardite, embolie pulmonaire, pneumothorax","Pyrosis, régurgitations, hernie hiatale","1","Document : 'Douleur rétrosternale : Angor (coronaropathie -> ECG) ; Troubles moteurs œsophagiens (-> manométrie) ; Œsophagite infectieuse, radique, caustique'.","Medium"
"Quel est le diagnostic différentiel des régurgitations ?","Vomissements","Pyrosis","Dysphagie","Odynophagie","1","Document : 'Régurgitation : vomissement (tsy miôka)'.","Medium"
"Quel examen est utile avant une chirurgie anti-reflux ?","pH-métrie","Manométrie œsophagienne","Endoscopie","Scintigraphie","2","Document : 'Examen : avant chirurgie ; ou pour éliminer d’éventuelles troubles moteurs'.","Medium"
"Quelle est la cause la plus fréquente d'œsophagite infectieuse chez l'immunodéprimé ?","Herpès simplex virus (HSV)","Candida","Cytomégalovirus","VIH","1","Document : 'Œsophagite : infectieuse (HSV chez les immunodéprimés)'.","Medium"
"Quel est le syndrome de Mallory-Weiss ?","Fissuration de l'œsophage suite à un effort de vomissement","Rupture de varices œsophagiennes","Ulcère œsophagien","Déchirure diaphragmatique","1","Document : 'Syndrome de Mallory-Weiss : Fissuration suite à une effort de vomissement'.","Medium"
"Un patient de 30 ans a des brûlures rétrosternales post-prandiales, aggravées par l'antéflexion, calmées par les antiacides. Pas de signes d'alarme. Quel diagnostic ?","RGO typique non compliqué","Œsophagite sévère","Endobrachyoesophage","Cancer","1","Document : 'RGO évident : pas d’examen complémentaire' devant triade.","Easy"
"Un patient de 60 ans a un RGO depuis 20 ans, avec dysphagie aux solides progressive et amaigrissement. Quelle complication suspecter ?","Sténose peptique ou cancer","Endobrachyoesophage","Œsophagite grade A","Ulcère","1","Document : 'Sténose peptique : dysphagie... amaigrissement' et 'cancer'.","Medium"
"Un patient a une endoscopie montrant une muqueuse rouge orangé dans le bas œsophage sur 3 cm. Biopsies : muqueuse intestinale. Quel diagnostic ?","Endobrachyoesophage (Barrett)","Œsophagite grade D","Candidose","Hernie hiatale","1","Document.","Easy"
"Quel est le traitement de l'endobrachyoesophage ?","Non détaillé, mais surveillance endoscopique","Difficult"
"Quel est le pourcentage de fibroscopies normales dans le RGO ?","10-20%","30-40%","50-70%","80-90%","3","Document : 'normale dans 50-70% des cas ; une fibroscopie normale n’élimine pas le diagnostic'.","Medium"
"Quel est l'effet du chocolat sur le SIO ?","Augmente sa pression","Diminue sa pression","Sans effet","Neutralise l'acidité","2","Document : 'Facteurs diminuant sa pression : ... chocolat'.","Easy"
"Quel est l'effet de l'alcool sur le SIO ?","Augmente sa pression","Diminue sa pression","Sans effet","Protecteur","2","Document : 'Facteurs diminuant sa pression : ... alcool'.","Easy"
"Quel est l'effet des dérivés nitrés sur le SIO ?","Augmentent la pression","Diminuent la pression","Sans effet","Provoquent des spasmes","2","Document.","Easy"
"Quel est l'effet des inhibiteurs calciques sur le SIO ?","Augmentent la pression","Diminuent la pression","Sans effet","Provoquent des reflux","2","Document.","Easy"
"Quel est le rôle de la salive dans la défense œsophagienne ?","Neutralisation acide par bicarbonates","Lubrification","Protection mécanique","Digestion","1","Document.","Medium"
"Quel est le rôle du mucus œsophagien ?","Barrière défense, riche en bicarbonates","Sécrétion acide","Absorption","Motricité","1","Document : 'Couche mucus : tapisse la muqueuse, riche en bicarbonates ; Origine : salive - glandes sous-muqueuses'.","Medium"
"Quelle est la transformation histologique de l'endobrachyoesophage ?","Métaplasie intestinale","Dysplasie épidermoïde","Atrophie glandulaire","Hyperplasie","1","Document : 'métaplasie intestinale (la muqueuse malpighienne ... va se transformer en muqueuse de type intestinale)'.","Medium"
"Quel est le risque de l'endobrachyoesophage en l'absence de dysplasie ?","Surveillance endoscopique","Traitement immédiat","Chirurgie","Ablation","1","Document non détaillé.","Difficult"
"Un patient a une toux nocturne spasmodique, sans pyrosis, avec une pH-métrie montrant des reflux acides. Quel diagnostic ?","RGO avec symptôme atypique respiratoire","Asthme","BPCO","Insuffisance cardiaque","1","Document : 'Signes respiratoires : Toux nocturne spasmodique... micro-inhalation'.","Medium"
"Quel examen confirme une inhalation de matériel de reflux ?","Scintigraphie œsophagienne","pH-métrie","Manométrie","Endoscopie","1","Document : 'Scintigraphie œsophagienne : Eventuelle inhalation'.","Medium"
"Quelle est la classification de Savary-Miller ?","Grades I à IV","Grades A à D","Stades 1 à 5","Types 1 à 3","1","Document : 'Classification de Savary Miller (1977) : grade I II III IV'.","Medium"
"Quelle est la particularité de la pH-métrie de 3 heures ?","Utilisée pour les essais cliniques","Diagnostic standard","Chez l'enfant","Post-opératoire","1","Document : 'pH-métrie de 3 h : surtout pour les études scientifiques et les essais cliniques'.","Medium"
"Quel est le rôle de la manométrie dans le bilan préopératoire du RGO ?","Évaluer le péristaltisme et la pression du SIO","Détecter les reflux acides","Visualiser l'endobrachyoesophage","Mesurer le pH","1","Document : 'Examen : avant chirurgie ; ou pour éliminer d’éventuelles troubles moteurs'.","Medium"
"Un patient avec RGO connu a une dysphagie progressive, une endoscopie montre une sténèse œsophagienne. Quel traitement ?","Dilatation endoscopique","IPP à vie","Chirurgie","Antiacides","1","Document.","Medium"
"Quelle est la cause la plus fréquente de sténose œsophagienne bénigne chez l'adulte ?","RGO (sténose peptique)","Cancer","Caustique","Radique","1","Document non dit mais implicite.","Difficult"
"Un patient a une douleur rétrosternale, un ECG normal, une manométrie montrant des contractions non propagées. Quel diagnostic ?","Trouble moteur œsophagien (diagnostic différentiel)","Angor","RGO","Achalasie","1","Document.","Medium"
"Quel est le signe du lacet ?","Aggravation du pyrosis par l'antéflexion","Douleur à la déglutition","Régurgitation acide","Dysphagie","1","Document : 'signe du lacet' = antéflexion.","Easy"
