"question","answer","explanation","difficulty"
"Quels sont les deux types de pH-métrie ?","Classique (filaire, 24h) et sans fil (capsule).","Document.","Medium"
"Quelle est l'utilité de la scintigraphie œsophagienne ?","Détection de micro-inhalation, quantification du volume de reflux, recherche de reflux alcalin.","Document.","Medium"
"Quels sont les trois éléments du syndrome postural ?","Pyrosis et régurgitations favorisés par l'antéflexion (signe du lacet) et le décubitus.","Document.","Medium"
"Quel est le traitement médical de première intention du RGO ?","Non détaillé dans le document (IPP).","Difficult"
"Quand faut-il suspecter un endobrachyoesophage ?","Devant un RGO ancien (>5-10 ans), surtout chez l'homme de plus de 50 ans, ou à l'endoscopie devant une muqueuse rouge orangé.","Document.","Medium"
"Quel est l'aspect endoscopique de l'endobrachyoesophage ?","Muqueuse rouge orangé (type gastrique) empiétant sur la muqueuse malpighienne pâle, en langue ou circonférentielle.","Document.","Medium"
"Quel est le diagnostic histologique de l'endobrachyoesophage ?","Biopsie montrant une métaplasie intestinale (cellules caliciformes).","Document.","Medium"
"Quel est le risque de cancer sur endobrachyoesophage sans dysplasie ?","Faible mais réel, nécessite une surveillance endoscopique.","Document non détaillé.","Difficult"
"Un patient de 45 ans a des brûlures rétrosternales post-prandiales, pas de signes d'alarme. Quelle conduite ?","Traitement symptomatique (IPP) sans endoscopie.","Document.","Medium"
"Un patient de 65 ans a un RGO ancien, une dysphagie progressive. Quel examen prioritaire ?","Endoscopie digestive haute.","Document.","Easy"
"Un patient a une endoscopie normale mais des symptômes typiques. Quel examen confirme le RGO ?","pH-métrie.","Document.","Easy"
"Un patient a une toux nocturne, une pH-métrie montrant des reflux acides. Quel diagnostic ?","RGO avec manifestation respiratoire atypique.","Document.","Medium"
"Un patient a une douleur rétrosternale, un ECG normal, une manométrie normale. Quel examen suivant ?","pH-métrie ou endoscopie.","Document.","Medium"
"Quel est le rôle de l'endoscopie dans le RGO ?","Apprécier les lésions muqueuses (œsophagite, endobrachyoesophage, sténose), rechercher une hernie hiatale.","Document.","Easy"
"Quel est le seuil de la pH-métrie pour définir un reflux acide ?","pH < 4.","Document.","Easy"
"Quel est l'intérêt de la pH-métrie de 3 heures ?","Essais cliniques et études scientifiques.","Document.","Medium"
"Quel est le principal facteur de risque de l'endobrachyoesophage ?","RGO chronique non traité.","Document.","Easy"
"Quelle est la complication de l'endobrachyoesophage en cas de dysplasie de haut grade ?","Cancer in situ (adénocarcinome).","Document.","Easy"
"Quel est le traitement de l'endobrachyoesophage dysplasique ?","Non détaillé (résection endoscopique, radiofréquence).","Difficult"
"Quel est le diagnostic différentiel d'une régurgitation ?","Vomissement.","Document.","Easy"
"Quel examen différencie un RGO d'un trouble moteur œsophagien ?","Manométrie.","Document.","Easy"
"Quel est le traitement de l'œsophagite peptique sévère ?","IPP (non détaillé).","Difficult"
"Quelle est la classification de Savary-Miller ?","Grades I (érythème), II (érosions non confluentes), III (érosions confluentes), IV (ulcère, sténose, endobrachyoesophage).","Document non détaillé mais implicite.","Difficult"
"Quel est le pourcentage de fibroscopies normales dans le RGO ?","50-70%.","Document.","Medium"
"Quel est le rôle de la chirurgie anti-reflux ?","Renforcer la barrière anti-reflux (fundoplicature).","Document non détaillé.","Difficult"
"Quel est le signe du lacet ?","Voir question 3.","Easy"
"Quel est le traitement de la sténose peptique récidivante ?","Dilatations répétées ou prothèse.","Document.","Medium"
"Quel est le rôle de la pepsine dans l'agression muqueuse ?","Digestion protéique activée par l'acidité.","Document.","Medium"
"Quel est le rôle des sels biliaires ?","Diminuer la résistance muqueuse.","Document.","Medium"
"Quel est le mécanisme de l'endobrachyoesophage ?","Métaplasie intestinale de l'épithélium malpighien sous l'effet de l'agression acido-peptique chronique.","Document.","Medium"
"Quel est le risque de l'œsophagite érosive non traitée ?","Sténose, endobrachyoesophage, ulcère, hémorragie.","Document.","Medium"
"Quel est le pronostic du RGO sous traitement ?","Favorable, mais récidives à l'arrêt.","Document.","Easy"
"Quel est le rôle de la hernie hiatale dans le RGO ?","Favorise l'incompétence du SIO et le reflux.","Document.","Medium"
"Quel est le diagnostic différentiel d'une dysphagie organique ?","Cancer, sténose peptique, achalasie.","Document.","Medium"
