"question","answer","explanation","difficulty"
"Un enfant de 8 mois a des régurgitations avec des stries de sang, des pleurs après les repas. Quelle exploration ?","Fibroscopie œsogastrique pour rechercher une œsophagite.","Document: 'Fibroscopie œsogastrique : Suspicion d'œsophagite ou hématémèse'","Medium"
"Un nourrisson a des épisodes de cyanose et de bradycardie lors des tétées. Quelle est la conduite à tenir ?","Exploration par pH-métrie de 24h, recherche de RGO pathologique, traitement adapté (IPP si œsophagite, mesures hygiéno-diététiques).","Document: 'Malaise... pH-métrie indiquée'","Difficult"
"Quel est le risque de ne pas traiter un RGO pathologique avec manifestations ORL ?","Dyspnée laryngée chronique, laryngite, stridor, risque de détresse respiratoire.","Document: 'Dyspnée laryngée, stridor'","Medium"
"Pourquoi le rot après la tétée est-il important ?","Car l'air gonfle l'estomac ; en position couchée, l'air pousse le lait vers l'œsophage, favorisant le reflux.","Document: 'Attendre que l'enfant rotte (mettre bien verticalement) car l'air va gonfler l'estomac ; sinon, quand l'enfant est en position couchée : l'air va pousser le lait'","Medium"
"Quel est l'intérêt de la position proclive ?","Empêcher le lait de stagner dans la partie basse de l'estomac, réduire le reflux.","Document: 'Position proclive ; jamais plat le lait va rester en bas'","Medium"
"Quels sont les terrains à risque de RGO compliqué justifiant une prise en charge plus agressive ?","Encéphalopathie, atrésie de l'œsophage, hernie diaphragmatique, bronchopathie chronique.","Document: 'Terrains à risque de RGO compliqué : encéphalopathe, bronchopathe chronique, atrésie de l'œsophage, hernie diaphragmatique'","Difficult"
"Comment différencier cliniquement un RGO physiologique d'un RGO pathologique ?","Physiologique : rejets non sanglants, appétit normal, croissance normale, pas de signes extra-digestifs. Pathologique : présence d'œsophagite, malaise, ORL ou pulmonaire.","Document: Tableau comparatif","Medium"
"Un enfant de 10 mois a une pneumopathie récurrente du lobe moyen. Quel lien avec le RGO ?","Possible RGO pathologique avec fausses routes ou irritation bronchique. Indication d'une pH-métrie.","Document: 'Bronchite ou pneumopathie à répétition du lobe moyen'","Difficult"
"Quelle est la place des examens biologiques dans le bilan du RGO ?","Jamais indiqués.","Document: 'Examens biologiques : JAMAIS'","Easy"
"Quel est le rôle du Gumilk ?","Épaississant pour le lait maternel.","Document: 'Ajout d'un épaississant dans le lait maternel : Gumilk'","Medium"
"Quelle est la dose d'oméprazole recommandée ?","1 mg/kg/jour.","Document: 'Oméprazole ... à la dose de 1mg/kg/jour'","Easy"
"Un nourrisson a un RGO avec retard staturo-pondéral. Que faut-il rechercher ?","Un syndrome de malabsorption associé (car le retard staturo-pondéral est exceptionnel dans le RGO simple).","Document: 'Retard staturo-pondéral (exceptionnel) : Doit faire rechercher un Syndrome de malabsorption'","Difficult"
"Quel est le pronostic du RGO physiologique ?","Excellent, disparaît avant 12 mois.","Document: 'RGO physiologique (manilana), disparaît <12 mois'","Easy"
