"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle intervention chirurgicale est exceptionnellement indiquée pour le RGO compliqué ?","Gastrectomie","Fundoplicature de Nissen","Anneau magnétique","Pyloroplastie","2","Document: 'Opération : fundoplicature de Nissen ; indication exceptionnelle'","Medium"
"Quel terrain particulier peut justifier une fundoplicature de Nissen ?","Encéphalopathie","Fentes labio-palatines","Maladie cœliaque","Drépanocytose","1","Document: 'RGO non contrôlé chez un terrain particulier : Encéphalopathie, Atrésie de l'œsophage, Hernie diaphragmatique, Bronchopathie chronique'","Medium"
"Quelle est la raison de la guérison spontanée du RGO vers l'âge de 1 an ?","Diversification alimentaire (aliments non lactés plus lourds) et amélioration du tonus du SIO","Fermeture de la hernie hiatale","Diminution de la production d'acide","Croissance de l'œsophage","1","Document: 'Car vers 6 mois : diversification... Quand l'enfant avoisine les 1 an, le SIO est plus tonique'","Medium"
"Quel signe clinique digestif associé au RGO doit faire rechercher un syndrome de malabsorption ?","Hématémèse","Retard staturo-pondéral (exceptionnel)","Dysphagie","Brûlure rétro-sternale","2","Document: 'Retard staturo-pondéral (exceptionnel) : Doit faire rechercher un Syndrome de malabsorption'","Medium"
"Quel malaise du nourrisson peut survenir lors d'un RGO ?","Perte de contact, pâleur, cyanose brutale, hypotonie, bradycardie","Convulsions hyperthermiques","Pleur puis reprise","Crise d'apnée unique","1","Document: 'Malaise du nourrisson au moment où il est mis à téter ou lors du RGO : Perte de contact, Pâleur, Cyanose brutale, Hypotonie, Bradycardie'","Medium"
"Quelle exploration est indiquée pour les formes compliquées de RGO et en bilan préopératoire ?","pH-métrie","Fibroscopie","Transit oeso-gastro-duodénal (TOGD)","Échographie endoscopique","3","Document: 'Transit oeso-gastro-duodénale TOGD : Indiqué pour les formes compliquées et en bilan préopératoire'","Medium"
"Quelle mesure hygiéno-diététique est importante après la tétée ?","Mettre l'enfant en position proclive et attendre qu'il rotte","Le coucher immédiatement sur le dos","Lui donner un biberon d'eau","Le faire marcher","1","Document: 'Attendre que l'enfant rotte (mettre bien verticalement)... Position proclive'","Medium"
"Quel épaississant peut être ajouté au lait maternel ?","Gumilk","Caroube","Amidon","Farine de riz","1","Document: 'Ajout d'un épaississant dans le lait maternel : Gumilk'","Medium"
"Quel est le rôle de la réduction du volume du biberon ?","Fractionnement alimentaire : réduire le volume mais donner plus fréquemment","Diminuer l'apport calorique","Éviter la diarrhée","Prévenir l'obésité","1","Document: 'Réduction du volume du biberon (fractionnement alimentaire : réduire le volume mais donner plus fréquemment)'","Medium"
"Quel est le principal diagnostic différentiel d'un malaise du nourrisson avec cyanose et hypotonie ?","RGO pathologique","Convulsion","Infection sévère","Cardiopathie","1","Document: 'Malaise du nourrisson au moment où il est mis à téter ou lors du RGO'","Difficult"
"Un nourrisson de 4 mois présente des régurgitations postprandiales, un bon état général, une courbe de poids normale, pas de signes de souffrance. Quel est le diagnostic et la conduite à tenir ?","RGO physiologique : mesures hygiéno-diététiques seules","RGO pathologique : fibroscopie","Œsophagite : IPP","Malformation : TOGD","1","Document: 'RGO physiologique : tous critères (rejets non sanglants, appétit normal, croissance normale, RGO isolé) ; mesures hygiéno-diététiques suffisantes'","Difficult"
"Un enfant de 9 mois a un RGO avec des épisodes de stridor et de dyspnée laryngée récurrents. Quelle exploration est indiquée en priorité ?","pH-métrie de 24h","Fibroscopie","TOGD","Scanner thoracique","1","Document: 'pH-métrie de 24 heures : Indiquée dans les formes extra-digestives : malaise, ORL'","Difficult"
"Quelle complication pulmonaire spécifique du RGO est mentionnée ?","Bronchite ou pneumopathie à répétition du lobe moyen","Asthme allergique","Fibrose kystique","Dilatation des bronches","1","Document: 'Bronchite ou pneumopathie à répétition du lobe moyen'","Difficult"
