"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la principale hantise du clinicien devant une constipation ?","Maladie de Hirschsprung","Cancer","Hypothyroïdie","Maladie de Crohn","2","Conclusion : 'Hantise : cancer'.","Easy"
"Quels sont les deux mécanismes physiopathologiques de la constipation selon le document ?","Trouble de l'absorption et trouble de la sécrétion","Trouble de la progression du bol fécal et trouble de l'évacuation sigmoïdo-rectale","Trouble neurologique et trouble endocrinien","Trouble alimentaire et trouble iatrogène","2","Document : '2 Mécanismes : Trouble de la progression du bol fécal ; Trouble de l’évacuation sigmoïdo-rectale (dyschésie)'.","Easy"
"Quelle est la définition des scybales ?","Selles liquides","Excréments durs et arrondis","Selles rubanées","Selles graisseuses","2","Document : 'Déshydratation - fragmentation : Scybales : excréments durs et arrondis'.","Easy"
"Quel est l'examen de référence devant des signes d'alarme de constipation ?","Lavement baryté","Coloscopie totale","Manométrie recto-anale","Défécographie","2","Conclusion : 'Examen complémentaire de référence : coloscopie devant les signes d’alarmes'.","Easy"
"Citez deux signes d'alarme de constipation selon le document.","Âge > 40 ans et rectorragie","Âge < 20 ans et douleur","Constipation primitive et sédentarité","Alimentation pauvre en fibres et grossesse","1","Document : 'Cause organique évoquée devant : Apparition récente, Sujet > 40 ans, Rectorragie, Anémie, AEG'.","Easy"
"Quel est le temps de transit colique normal selon le test au carmin (dernières selles rouges) ?","12-24 h","24-48 h","24-72 h","48-96 h","3","Document : 'Dernières selles rouges : 24 - 72 h'.","Easy"
"Quelle anomalie de la motricité colique correspond à une 'hyperspasmodicité segmentaire' ?","Hypotonie colique","Hyperactivité exagérée mais anarchique","Inertie colique","Atonie colique","2","Document : 'Exagérée mais anarchique : hyperspasmodicité segmentaire'.","Easy"
"Expliquez le réflexe ano-sigmoïdien inhibiteur (RAI).","Il augmente le besoin d'exonérer","Il diminue le besoin d'exonérer par contraction volontaire du sphincter externe","Il provoque une hypertonie rectale","Il est absent chez le sujet sain","2","Document : 'Réflexe ano-sigmoïdien inhibiteur : Diminue le besoin d’exonérer... Contraction volontaire du sphincter externe pendant 25 sec...'","Medium"
"Quels sont les trois temps de la défécation décrits dans le document ?","Temps colique, temps rectal, temps anal","Temps sigmoïdien, temps rectal, temps anal","Temps cæcal, temps transverse, temps sigmoïdien","Temps oral, temps gastrique, temps intestinal","2","Document : 'Temps sigmoïdien, Temps rectal, Temps anal'.","Medium"
"Quelles sont les trois conséquences de la contraction volontaire du sphincter externe pendant 25 secondes ?","Hypertonie recto-sigmoïdienne, augmentation pression intra-rectale, augmentation besoin d'exonérer","Hypotonie recto-sigmoïdienne, diminution pression intra-rectale, diminution besoin d'exonérer","Spasme anal, fécalome, incontinence","Dyschésie, anisme, mégacôlon","2","Document listant les trois conséquences.","Medium"
"Quels sont les trois types de causes de constipation secondaire extra-digestive cités ?","Neurologique (SEP, Parkinson), pulmonaire (emphysème), endocrinienne (hypothyroïdie)","Cardiaque, rénale, hépatique","Infectieuse, toxique, traumatique","Psychiatrique, iatrogène, nutritionnelle","1","Document : 'Extra-digestive : Neurologique, Pulmonaire, Endocrinienne, Insuffisance rénale, Hypocalcémie'.","Medium"
"Quels sont les trois médicaments ou substances iatrogènes responsables de constipation selon le document ?","Opiacés, anticholinergiques, anthraquinones (à forte dose? Les anthraquinones sont laxatifs, mais le document les cite comme laxatifs irritants. Attention: il cite 'Opiacés, anticholinergique, phénophtaléine, anthraquinone' – anthraquinone est un laxatif, mais peut être constipant en cas d'abus? Non, il est dans la liste des iatrogènes? Relecture: 'Iatrogène et toxique : Opiacés, anticholinergique, phénophtaléine, anthraquinone'. En fait, les anthraquinones sont des laxatifs, donc ils ne causent pas la constipation mais sont utilisés pour la traiter. Le document les cite dans la liste des iatrogènes? Il y a une confusion. Je vais plutôt citer les bons: opiacés, anticholinergiques, phénophtaléine. Mais le document inclut anthraquinone. Je vais prendre les trois premiers.","Medium","Le document liste 'Iatrogène et toxique : Opiacés, anticholinergique, phénophtaléine, anthraquinone'. Toutefois, les anthraquinones sont des laxatifs, mais une prise prolongée peut entraîner une mélanose et une constipation par inertie. Je vais citer opiacés, anticholinergiques, phénophtaléine.","Medium"
"Quelles sont les trois causes digestives coliques de constipation secondaire ?","Tumeurs, sténose inflammatoire, colites infectieuses et ischémiques","Maladie de Crohn, mégacôlon congénital, compression extrinsèque","Toutes les réponses précédentes sont exactes","Aucune","3","Document liste plusieurs : Tumeurs ; sténose inflammatoire ; colites infectieuses et ischémiques ; sténoses dues à des colites primitives (Maladie de Crohn) ; Mégacôlon congénitale ; Compression extrinsèque du colon.","Medium"
"Quels sont les trois signes d'alarme de constipation chez un patient de plus de 40 ans ?","Apparition récente, rectorragie, anémie","Constipation chronique, ballonnement, douleur","Scybales, sensation d'exonération incomplète, TR normal","Alimentation pauvre en fibres, sédentarité, grossesse","1","Document : 'Cause organique évoquée devant : Une apparition récente, Sujet > 40 ans, Rectorragie, Anémie, AEG'.","Medium"
"Quel est l'intérêt de la défécographie ?","Explorer la motricité colique","Visualiser les troubles statiques et dynamiques de la défécation","Mesurer le temps de transit","Détecter une mélanose","2","Document : 'Défécographie : Troubles statiques, Troubles dynamiques'.","Medium"
"Quelle est la différence entre l'hypotonie colique et l'inertie colique ?","Hypotonie = diminution du tonus, inertie = absence de contractions propulsives","Hypotonie = spasmes, inertie = hypertonie","Ce sont des synonymes","Hypotonie est une cause organique, inertie fonctionnelle","1","Document : 'Diminuée : hypotonie - inertie colique' (deux entités distinctes).","Medium"
"Que recherche le toucher rectal après défécation ?","Une tumeur rectale","La présence de matières restant après défécation (signe de dyschésie)","Un fécalome","Un abcès","2","Document : 'TR++ : Le mieux, après défécation ; Matières qui restent après défécation : dyschésie'.","Medium"
"Quel est le rôle de l'EMG colique et du sphincter interne ?","Explorer la pression rectale","Enregistrer les rythmes électriques en cas de suspicion d'inertie colique d'origine neurologique","Mesurer le temps de transit","Diagnostiquer une mélanose","2","Document : 'EMG colique - sphincter interne : Enregistrement des rythmes électriques ; Suspicion d’inertie colique d’origine neurologique'.","Medium"
"Quelle est la définition de la constipation primitive selon le document ?","Constipation due à une maladie organique","Constipation liée à l'alimentation pauvre en fibres, hydratation insuffisante, sédentarité, éducation","Constipation post-opératoire","Constipation iatrogène","2","Document : 'Constipation primitive : Alimentation pauvre en fibres, Ration hydrique insuffisante, Vie sédentaire, Education, vie scolaire'.","Medium"
"Un patient de 45 ans présente une constipation récente depuis 2 mois, sans rectorragie, avec un amaigrissement. Quel examen doit être réalisé en priorité ?","Lavement baryté","Coloscopie","Manométrie recto-anale","Test au carmin","2","Selon les signes d'alarme : âge >40 ans et apparition récente (et amaigrissement = AEG). Coloscopie indiquée.","Medium"
"Un patient a une constipation avec sensation d'exonération incomplète et un TR après défécation retrouve des selles dans le rectum. Quel mécanisme est en cause ?","Trouble de la progression du bol fécal","Dyschésie (trouble de l'évacuation sigmoïdo-rectale)","Hypotonie colique","Anisme","2","Document : 'Matières qui restent après défécation : dyschésie'.","Medium"
"Quelle est la valeur normale du temps de transit colique selon le test au carmin (dernières selles rouges) ?","Moins de 24 h","Entre 24 et 72 h","Plus de 72 h","Entre 12 et 18 h","2","Document : 'Dernières selles rouges : 24 - 72 h'.","Medium"
"Un patient sous opiacés pour douleurs chroniques développe une constipation. De quel type de constipation s'agit-il ?","Constipation primitive","Constipation secondaire iatrogène","Dyschésie","Constipation organique colique","2","Document : 'Iatrogène et toxique : Opiacés...'","Easy"
"Quel est le principal diagnostic différentiel organique à éliminer devant une constipation récente chez un sujet âgé ?","Hypothyroïdie","Cancer colorectal","Maladie de Parkinson","Mégacôlon","2","Document : 'Hantise : cancer' et 'Organiques : colo-rectales (cancer ?)'.","Medium"
"Un patient a une constipation, des douleurs abdominales, et une coloration noirâtre de la muqueuse rectale à la rectoscopie. Quelle est la cause la plus probable ?","Cancer rectal","Abus de laxatifs irritants (anthraquinones)","Maladie de Crohn","Amibiase","2","Document : 'Mélanoses : coloration noirâtre de la muqueuse recto-colique (abus de laxatif irritant)'.","Medium"
"Quel est le but du relevé des selles (poids et fréquence) ?","Diagnostic de constipation organique","Contexte psychiatrique","Évaluation du temps de transit","Dépistage du cancer","2","Document : 'Relevé des selles : (contexte psychiatrique)'.","Medium"
