"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la classification de l’œdème maculaire selon le document ?","Minime, modéré, sévère selon la position par rapport au centre de la macula","Stade I à IV","Non proliférant et proliférant","Avec ou sans exsudats","1","Le document indique : « L’œdème maculaire est classifié minime, modéré ou sévère selon la position par rapport au centre de la macula ».","Medium"
"Quel traitement est indiqué dans la rétinopathie non proliférante sévère et la rétinopathie proliférante ?","Surveillance seule","Photocoagulation au LASER et anti-VEGF","Vitrectomie seule","Anti-VEGF seuls","2","Le document précise : « Rétinopathie non proliférante sévère et rétinopathie proliférante -> Photocoagulation au LASER et anti-VEGF ».","Medium"
"Quel est le traitement chirurgical de la rétinopathie proliférante compliquée ?","Laser seul","Vitrectomie et LASER","Injections d’anti-VEGF","Corticothérapie","2","Le document indique : « Rétinopathie proliférante compliquée -> Vitrectomie et LASER ».","Medium"
"Quelle est la surveillance recommandée pour une RDNP sévère (FO +/- angiographie) ?","Tous les ans","Tous les 6 mois à 1 an","Tous les 4 à 6 mois","Tous les 2 à 4 mois","3","Le document précise : « RDNP sévère : FO +/- Angiographie tous les 4 à 6 mois ».","Medium"
"Quelle est la surveillance recommandée pour une RD proliférante après traitement ?","Tous les ans","Tous les 6 mois","Tous les 2 à 4 mois","Tous les 4 à 6 mois","3","Le document indique : « RD proliférants : FO +/- angiographie 2 à 4 mois après la fin du traitement ».","Medium"
"Quelles sont les deux situations particulières justifiant une surveillance ophtalmologique rapprochée ?","Adolescence/puberté et femme enceinte","Homme de plus de 50 ans et obésité","Antécédents familiaux et tabagisme","Myopie forte et HTA","1","Le document cite : « Adolescence et puberté, Femme enceinte ».","Medium"
"Pourquoi une équilibration rapide de la glycémie peut-elle aggraver la rétinopathie diabétique ?","Par augmentation de l’hypoxie rétinienne (patients en pré-coma)","Par hyperosmolarité","Par hypoglycémie","Par hypertension artérielle","1","Le document précise : « Equilibration rapide de la glycémie -> aggravation de l’hypoxie rétinienne (patients en pré-coma) ».","Medium"
"Quel est l’aspect angiographique des néovaisseaux ?","Hypofluorescence","Hyperfluorescence homogène","Hyperfluorescence précoce","Hypofluorescence tardive","2","Le document indique : « Néovascularisation -> Hyperfluorescence homogène ».","Medium"
"Quelle est l’indication de l’échographie oculaire Mode B dans la rétinopathie diabétique ?","Dépistage de la rétinopathie","Diagnostic de l’œdème maculaire","Exploration en cas d’opacité des milieux (cataracte obturante, hémorragie intravitréenne) pour rechercher un décollement de rétine","Mesure de l’épaisseur maculaire","3","Le document précise : « Opacité des milieux transparents – Cataracte obturante – Hémorragie intravitréenne -> recherche de décollement de rétine ».","Medium"
"Quel est l’aspect des hémorragies intra-rétiniennes à l’angiographie ?","Hyperfluorescence","Hypofluorescence","Hyperfluorescence tardive","Aucun changement","2","Le document indique : « Hémorragie intra-rétinienne -> Hypofluorescence ».","Medium"
"Qu’est-ce que les anomalies microvasculaires intra-rétiniennes (AMIR) ?","Microanévrysmes","Anomalies des capillaires visibles à l’angiographie, avec diffusion de la fluorescéine","Hémorragies","Exsudats","2","Le document définit : « AMIR -> Diffusion de la fluorescéine ».","Medium"
"Pourquoi la rétinopathie diabétique est-elle longtemps asymptomatique ?","Parce qu’elle touche la périphérie rétinienne avant la macula","Parce qu’elle est indolore","Parce que l’acuité visuelle n’est pas affectée tant que la macula n’est pas atteinte","Parce que les patients ne consultent pas","3","Document : l’acuité visuelle est normale longtemps, altérée au stade avancé.","Medium"
"Un patient diabétique de type 2, connu depuis 10 ans, sans antécédent ophtalmologique, consulte pour baisse progressive de la vision. Le fond d’œil montre des microanévrysmes, des hémorragies punctiformes et quelques exsudats secs. Quel est le stade de rétinopathie ?","RDNP minime","RDNP modérée","RDNP sévère","RDP","2","Document : RDNP modérée = microanévrysmes, exsudats secs, hémorragies punctiformes.","Difficult"
"Un patient diabétique présente une hémorragie intravitréenne massive. Le fond d’œil n’est pas visible. Quel examen permet de rechercher un décollement de rétine associé ?","OCT maculaire","Angiographie à la fluorescéine","Échographie oculaire Mode B","IRM orbitaire","3","Document : échographie Mode B si opacité des milieux.","Difficult"
"Pourquoi la néovascularisation rétinienne est-elle une complication grave de la rétinopathie diabétique ?","Parce qu’elle est douloureuse","Parce que les néovaisseaux sont fragiles (hémorragies), fibreux (décollement tractionnel), et peuvent proliférer dans l’iris et l’angle (glaucome néovasculaire)","Parce qu’elle est irréversible","Parce qu’elle entraîne une cataracte","2","Document : hémorragie, DR tractionnel, rubéose, glaucome néovasculaire.","Difficult"
"Quel est le risque d’une hyperglycémie chronique mal équilibrée sur l’endothélium capillaire rétinien ?","Prolifération endothéliale","Épaississement de la membrane basale et dégénérescence des péricytes","Nécrose endothéliale","Vasodilatation","2","Document : lésions initiales.","Difficult"
"Un patient diabétique a une rétinopathie non proliférante sévère. Quel traitement préventif doit être proposé pour éviter l’évolution vers la proliférance ?","Surveillance simple","Laser panrétinien + anti-VEGF","Vitrectomie préventive","Corticothérapie","2","Document : RDNP sévère et RDP -> photocoagulation laser et anti-VEGF.","Difficult"
"Chez une femme enceinte diabétique, pourquoi la surveillance ophtalmologique doit-elle être renforcée ?","La grossesse peut aggraver la rétinopathie diabétique sous l’effet des changements hormonaux et hémodynamiques","La grossesse protège de la rétinopathie","Le diabète gestationnel n’entraîne pas de rétinopathie","Seul le type 1 est concerné","1","Document : surveillance particulière chez la femme enceinte.","Difficult"
"Quelle est la différence fondamentale entre un microanévrysme diabétique et une hémorragie intra-rétinienne à l’angiographie ?","Le microanévrysme est hyperfluorescent précoce, l’hémorragie est hypofluorescente","Le microanévrysme est hypofluorescent, l’hémorragie est hyperfluorescente","Les deux sont hyperfluorescents","Les deux sont hypofluorescents","1","Document : microanévrysmes -> hyperfluorescence précoce ; hémorragie -> hypofluorescence.","Difficult"
"Pourquoi la destruction laser des zones d’hypoxie rétinienne est-elle bénéfique dans la rétinopathie diabétique proliférante ?","Elle réduit la production de VEGF par la rétine ischémique, diminuant ainsi la stimulation de la néovascularisation","Elle améliore directement l’acuité visuelle","Elle remplace la chirurgie","Elle diminue l’œdème maculaire","1","Document : destruction des zones d’hypoxie -> réduction du VEGF.","Difficult"
