"Quelle est la particularité de la douleur abdominale dans la colopathie fonctionnelle concernant le repos ?","Souvent absente au repos (fonctionnelle)","Document : 'Souvent absente au repos (fonctionnelle)'.","Medium"
"Quel est le type de diarrhée observé dans la colopathie fonctionnelle ?","Diarrhées matinales, post-prandiales voire motrice (débris alimentaires)","Document dans 'Troubles du transit'.","Medium"
"Quel est le seuil de fréquence des douleurs abdominales selon les critères de ROME IV ?","Au moins 3 jours par mois pendant au moins 3 mois au cours des 6 derniers mois","Document : 'au moins 3 jours par mois pendant au moins 3 mois au cours des 6 derniers mois'.","Medium"
"Chez les patients de moins de 40 ans, quelle pathologie organique faut-il particulièrement éliminer ?","Maladie cœliaque (malabsorption)","Document : 'Attention chez les < 40 ans : maladie cœliaque (malabsorption)'.","Medium"
"Quelle est la particularité de l'examen clinique dans la colopathie fonctionnelle ?","Normal, pas d'AEG, pas de lésion à la palpation","Document : 'Examen physique avec TR : normal ; Pas d'AEG'.","Easy"
"Un patient de 35 ans se plaint de douleurs abdominales post-prandiales, de ballonnements, et d'alternance diarrhée-constipation évoluant depuis 5 ans, sans AEG. La coloscopie est normale. Quel diagnostic retenez-vous selon le document ?","Colopathie fonctionnelle (TFI)","La triade clinique, l'évolution chronique, l'absence d'AEG et la coloscopie normale sont les critères.","Medium"
"Un patient de 45 ans, sans antécédent familial de cancer colorectal, consulte pour des douleurs abdominales et une constipation. Faut-il lui prescrire une coloscopie ?","Oui, au moindre doute, et surtout car >40 ans avec signes d'alarme? Le document dit : '<40 ans au moindre doute ; >40 ans et antécédents familiaux systématiquement' mais pour >40 ans sans antécédents, l'indication est large.","Le document indique 'Indication large (ne pas hésiter)' et 'Signes d'alarmes : systématiquement' mais ne précise pas l'âge seuil sans antécédents. Toutefois, >40 ans est un facteur de risque.","Difficult"
"Selon les critères de ROME IV, quelles sont les trois modifications associées aux douleurs abdominales pour le diagnostic de TFI ?","Amélioration après défécation, modification de la fréquence des selles, modification de la consistance des selles.","Document.","Medium"
"Quelle est la différence entre les critères de MANNING et ROME IV ?","Le document ne détaille pas MANNING mais cite les deux. ROME IV est plus récent avec des critères temporels et des associations spécifiques.","Document les mentionne sans les détailler.","Difficult"
"Un patient présente des douleurs abdominales sus-ombilicales. Quels diagnostics différentiels de cause organique devez-vous évoquer ?","Biliaires, gastro-duodénales, pancréatique.","Document.","Medium"
"Un patient a une diarrhée chronique avec débris alimentaires, sans signe d'alarme. Quel bilan biologique spécifique est recommandé selon le document ?","TSH-T4 (recherche d'une hyperthyroïdie).","Document : 'TSH-T4(surtout si diarrhée)'.","Medium"
"Pourquoi la colopathie fonctionnelle est-elle considérée comme un diagnostic d'élimination ?","Parce qu'il faut exclure toute pathologie organique (cancer, maladie inflammatoire, endocrinienne, etc.) avant de retenir ce diagnostic.","Document : 'TFI : doit rester un diagnostic d'élimination'.","Medium"
"Quel est le rôle du stress dans la physiopathologie de la colopathie fonctionnelle ?","Facteur déclenchant ou aggravant, cité parmi les troubles psychologiques et les facteurs de poussée.","Document : 'Stress' dans troubles psychologiques et 'Poussée : surmenage, stress'.","Easy"
"Quel est le pourcentage de patients atteints de colopathie fonctionnelle ayant une hypersensibilité au test au ballonnet ?","95% (car simple gêne chez 5% des sujets sains)","Document : 'la distension recto-sigmoïdienne même minime fait apparaître une douleur (TFI). Simple gêne : 5% (sujets sains)' donc 95% des TFI ont douleur.","Difficult"
"Un patient de 38 ans, sans antécédent, consulte pour des douleurs abdominales et une constipation. La coloscopie est normale. Quel diagnostic probable ?","Colopathie fonctionnelle (forme constipation).","Document : diagnostic positif après coloscopie normale.","Easy"
"Quel est l'intérêt de la classification de Bristol dans le diagnostic de TFI ?","Elle permet de décrire la consistance des selles, un des trois critères d'association de ROME IV.","Document : 'Modification de la consistance des selles (Classification de BRISTOL)'.","Medium"
"Quels sont les trois examens biologiques de base recommandés dans le bilan d'une colopathie fonctionnelle ?","Bilan inflammatoire, hémogramme, TSH-T4.","Document.","Easy"
"Selon le document, quel est le risque principal chez un patient de plus de 40 ans présentant des symptômes évocateurs de TFI ?","Cancer colorectal.","Document : 'Eliminer une étiologie organique : surtout patient > 40 ans (cancer ?)'.","Medium"
"Un patient a une douleur abdominale soulagée par l'émission de selles, un ballonnement post-prandial, et une alternance diarrhée-constipation sans AEG. La coloscopie est normale. Quel est le diagnostic ?","Colopathie fonctionnelle (syndrome de l'intestin irritable).","Document : triade clinique + absence lésion.","Easy"
"Quel est le rôle de la libération excessive de 5HT3 dans la douleur du TFI ?","Elle augmente la transmission de la douleur au niveau digestif.","Document : 'Libération excessive de 5HT3 (neurotransmetteur de la douleur)'.","Medium"
"Quels sont les quatre diagnostics différentiels des douleurs sous-ombilicales cités ?","Colique néphrétique, pathologie gynécologique, sigmoïdite, appendicite.","Document.","Medium"
"Selon le document, quelle est la proportion de consultations en gastro-entérologie due à la colopathie fonctionnelle ?","Plus de 50% (la moitié).","Conclusion : 'Très fréquente (> 50% consultation gastro)'.","Easy"
"Quel est le type de douleur abdominale décrit comme 'spasme, torsion, brûlure' ?","Douleur de la colopathie fonctionnelle.","Document dans 'La douleur abdominale : Type : spasme, torsion, brûlure'.","Easy"
"Quel est le facteur déclenchant des poussées lié à l'alimentation ?","Écart de régime ou repas copieux.","Document : 'Poussée : surmenage, stress, écart de régime' et 'Aggravée par repas copieux'.","Easy"
"Un patient de 50 ans avec antécédent familial de cancer colorectal (père) consulte pour des troubles du transit. Quel examen est systématique ?","Coloscopie.","Document : '> 40 ans et antécédents familiaux de cancer recto-colique (1er degré) : systématiquement'.","Easy"
"Quelle est la particularité de la dysenterie dans le TFI ?","Rare, survenant lors des poussées.","Document : 'Rare : dysenterie lors des poussées'.","Medium"
"Quel est le résultat de l'examen coprologique dans le TFI ?","Pas de parasitoses.","Document : 'Examen coprologique : Pas de parasitoses'.","Medium"
"Quel est l'effet des repas copieux sur la douleur abdominale du TFI ?","Aggravation.","Document : 'Aggravée par : Repas copieux'.","Easy"
"Quelle est la différence entre les formes complètes et incomplètes de TFI ?","Forme complète = triade complète ; formes incomplètes = douleur associée à un seul trouble du transit (ou sans).","Document dans 'Formes cliniques'.","Medium"
"Selon le document, quel est le premier élément du diagnostic positif de TFI ?","Clinique.","Document : 'Diagnostic positif : Clinique' en premier.","Easy"
"Quel est le rôle de l'atteinte centrale dans la physiopathologie du TFI ?","Trouble de l'intégration des messages sensitifs digestifs.","Document : 'Atteinte centrale : trouble de l'intégration des messages sensitifs digestifs'.","Medium"
"Un patient de 25 ans présente des douleurs abdominales, des ballonnements, et une diarrhée chronique. La coloscopie est normale. Quel diagnostic différentiel organique doit être évoqué avant de conclure à un TFI ?","Maladie cœliaque.","Document : 'Attention chez les < 40 ans : maladie cœliaque (malabsorption)'.","Medium"
"Quelle est la particularité de la douleur abdominale du TFI concernant sa présence au repos ?","Elle est souvent absente au repos (fonctionnelle).","Document.","Easy"
"Quel est le pourcentage de la population générale touchée par le TFI ?","20-30%","Document.","Easy"
"Quel est le sex-ratio (homme/femme) dans le TFI ?","1 homme pour 3 femmes.","Document.","Easy"
"Quel est le pic d'âge du TFI ?","30-40 ans.","Document.","Easy"
"Quelle est la nature bénigne ou maligne du TFI ?","Bénigne.","Document.","Easy"
"Quel est le principal examen d'imagerie pour éliminer une cause organique ?","Coloscopie.","Document.","Easy"
"Quel est le résultat de l'examen physique dans le TFI ?","Normal.","Document.","Easy"
"Quelle est la prévalence de la colopathie fonctionnelle dans la population générale ?","5-10%","10-15%","20-30%","30-40%","3","Le document indique : 'Très fréquente : 20 - 30 % de la population'.","Easy"
"Quel est le sexe le plus touché par la colopathie fonctionnelle ?","Hommes","Femmes","Égal","Enfants","2","Le document précise : 'Prédominance féminine : 1 homme/3 femmes'.","Easy"
"Quel est le pic de fréquence de la colopathie fonctionnelle ?","20-30 ans","30-40 ans","40-50 ans","50-60 ans","2","Le document indique : 'Pic de fréquence : 30 à 40 ans'.","Easy"
"Quelle proportion des consultations en gastro-entérologie est due à la colopathie fonctionnelle ?","Un quart","La moitié","Les trois quarts","Un dixième","2","Le document mentionne : 'Moitié des motifs de consultation en GE'.","Easy"
"Quels sont les trois éléments de la triade clinique évocatrice ?","Nausées, vomissements, diarrhée","Douleur abdominale, trouble du transit, ballonnement","Fièvre, douleur, constipation","Hémorragie, douleur, anémie","2","Le document liste : 'Douleur abdominale, Trouble du transit, Ballonnement abdominal'.","Easy"
"Quel pourcentage de patients présentent une douleur abdominale ?","70%","80%","90%","95%","3","Document : 'Douleur abdominale : 90%'.","Easy"
"Quel facteur soulage la douleur abdominale ?","Le repos","L'émission de gaz et de selles","La prise d'anti-inflammatoires","Le jeûne","2","Document : 'Soulagée par l'émission de gaz et de selles'.","Easy"
"Quel examen est le plus souvent indiqué pour éliminer une cause organique ?","Lavement baryté","Coloscopie","Scanner abdominal","IRM","2","Document : 'Coloscopie : Indication large' et 'examens complémentaires : +++ coloscopie'.","Easy"
"À partir de quel âge et avec antécédent familial de cancer colorectal (1er degré) la coloscopie est systématique ?",">30 ans",">40 ans",">50 ans","Quel que soit l'âge","2","Document : '> 40 ans et antécédents familiaux de cancer recto-colique (1er degré) : systématiquement'.","Easy"
"Quel est le résultat typique de la coloscopie dans la colopathie fonctionnelle ?","Normal","Polypes","Inflammation","Tumeur","1","Document : '--> Résultat normal'.","Easy"
"Quel neurotransmetteur est libéré en excès dans l'hypersensibilité digestive ?","Dopamine","Acétylcholine","5HT3","Noradrénaline","3","Document : 'Libération excessive de 5HT3 (neurotransmetteur de la douleur)'.","Easy"
"Quel pourcentage de gastroentérites évolue vers un TFI ?","10%","15%","20%","25%","3","Document : 'Gastroentérite -> TFI (20%)'.","Easy"
"Quels sont les trois diagnostics différentiels des douleurs sus-ombilicales ?","Colique néphrétique, gynécologique, appendicite","Biliaires, gastro-duodénales, pancréatique","Cancer, colite, hypothyroïdie","Médicamenteuse, endocrinienne, tumeur villeuse","2","Document : 'Sus-ombilicales : Biliaires, Gastro-duodénales, Pancréatique'.","Easy"
"Quelle est la nature de la colopathie fonctionnelle ?","Maladie dégénérative","Pathologie bénigne","Maladie inflammatoire","Tumeur maligne","2","Document : 'Pathologie bénigne'.","Easy"
"Quel est l'effet de l'expulsion de gaz et de selles sur le ballonnement ?","Aggravation","Amélioration","Pas de changement","Douleur accrue","2","Document : 'Expulsion : amélioration du ballonnement et de la douleur'.","Easy"
"Quel bilan biologique est demandé surtout en cas de diarrhée ?","Bilan inflammatoire","Hémogramme","TSH-T4","Ferritinémie","3","Document : 'TSH-T4(surtout si diarrhée)'.","Easy"
"Expliquez le mécanisme de l'hyperactivité des contractions segmentaires recto-sigmoïdiennes.","Elle entraîne une constipation de type terminal appelée dyschésie.","Document : 'Hyperactivité des contractions segmentaires recto-sigmoïdiennes (-> constipation de type terminal : dyschésie)'.","Medium"
"Quels sont les trois mécanismes de l'hypersensibilité digestive ?","Augmentation sensibilité récepteurs, libération excessive 5HT3, atteinte centrale.","Document dans 'Explications'.","Medium"
"Quels sont les trois facteurs aggravant la douleur abdominale ?","Repas copieux, stress, fatigue.","Document.","Medium"
"Quels sont les trois facteurs déclenchants des poussées ?","Surmenage, stress, écart de régime.","Document.","Medium"
"Quels sont les trois critères d'association des douleurs selon ROME IV ?","Amélioration après défécation, modification fréquence selles, modification consistance (Bristol).","Document.","Medium"
"Quelles sont les quatre formes cliniques incomplètes ?","Douleur sans trouble transit, douleur+diarrhée, douleur+constipation, douleur+alternance.","Document.","Medium"
"Quels sont les trois diagnostics différentiels de la constipation ?","Cancer, colite inflammatoire, hypothyroïdie.","Document.","Medium"
"Quels sont les trois diagnostics différentiels de la diarrhée chronique ?","Médicamenteuse, endocrinienne, pathologie organique (cancer, tumeur villeuse).","Document.","Medium"
"Quel est le résultat du test au ballonnet chez les sujets sains ?","Simple gêne dans 5% des cas.","Document : 'Simple gêne : 5% (sujets sains)'.","Medium"
"Quels sont les quatre diagnostics différentiels des douleurs sous-ombilicales ?","Colique néphrétique, pathologie gynécologique, sigmoïdite, appendicite.","Document.","Medium"
"Quels sont les facteurs psychologiques associés au TFI ? (Citez trois)","Stress, abus sexuels, dépression/anxiété.","Document.","Medium"
"Quels sont les facteurs sociologiques associés ?","Femme > homme, citadin > campagnard, intellectuels > manuels.","Document.","Medium"
"Quelle est la particularité de la douleur abdominale concernant le repos ?","Souvent absente au repos (fonctionnelle).","Document.","Medium"
"Quel est le type de diarrhée dans le TFI ?","Diarrhées matinales, post-prandiales, parfois motrice (débris alimentaires).","Document.","Medium"
"Quelle est la particularité de la dysenterie dans le TFI ?","Rare, survenant lors des poussées.","Document.","Medium"
"Quel est le rôle de l'atteinte centrale dans la physiopathologie ?","Trouble de l'intégration des messages sensitifs digestifs.","Document.","Medium"
"Quel est le pourcentage de patients ayant une douleur abdominale ?","90%","Document.","Easy"
"Quel est le seuil d'âge pour une coloscopie systématique en cas d'antécédent familial ?",">40 ans","Document.","Easy"
"Quel est l'effet des repas copieux sur la douleur ?","Aggravation","Document.","Easy"
"Quel est l'effet du stress sur les poussées ?","Déclenchement","Document.","Easy"
"Quel est le résultat de l'examen coprologique ?","Pas de parasitoses","Document.","Easy"
"Quel est le résultat du bilan inflammatoire ?","Normal","Document.","Easy"
"Un patient de 35 ans avec douleurs et constipation sans AEG : faut-il une coloscopie ?","Oui, au moindre doute (<40 ans).","Document : '< 40 ans : au moindre doute'.","Medium"
"Un patient de 50 ans avec antécédent familial de cancer colorectal : quel examen ?","Coloscopie systématique.","Document.","Easy"
