"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel effet secondaire est spécifique des INTI ?","Troubles digestifs","Allergie","Troubles hématologiques","Dysfonction mitochondriale","3","Document: 'Troubles hématologiques : INTI'","Medium"
"La dysfonction mitochondriale est un effet secondaire de :","Tous les ARV","Surtout les IP","Surtout les INTI","Les inhibiteurs d'intégrase","3","Document: 'Dysfonction mitochondriale' après 'Troubles hématologiques : INTI' (donc associée)","Medium"
"Quelle est la posologie du Bactrim en prophylaxie ?","25 mg/kg/jour","25 mg/kg 3 fois par semaine","50 mg/kg/jour","50 mg/kg 3 fois par semaine","2","Document: 'Bactrim 25mg/kg 3 fois par semaine'","Medium"
"Quel est le problème spécifique au passage à l'âge adulte des enfants infectés par le VIH ?","Difficultés d'observance","Résistance aux ARV","Augmentation des infections opportunistes","Détérioration immunologique","1","Document: 'Problèmes de passage à l'âge adulte : Difficultés d'observance'","Medium"
"Pourquoi l'allaitement au sein est-il un mode de contamination ?","Par passage transplacentaire","Par contact direct avec les sécrétions infectées","Par ingestion de lait contaminé","Le document ne le précise pas","2","Document: 'Allaitement au sein' comme mode de contamination, mécanisme implicite","Medium"
"La classification CDC 1994 associe :","Une catégorie clinique et un stade immunologique","Un taux de CD4 seul","Une charge virale seule","Un score clinique","1","Document: 'Classification clinique + biologique'","Medium"
"Quel est le risque de la transmission maternelle lors de l'accouchement ?","Rupture des membranes","Effraction muqueuse du nouveau-né","Prématurité","Souffrance fœtale","2","Document: 'éviter les gestes invasifs pour éviter une effraction muqueuse'","Medium"
"Chez l'enfant asymptomatique, l'indication du traitement ARV est basée sur :","L'âge et le taux de CD4","La charge virale seule","La clinique uniquement","L'âge uniquement","1","Document: 'Enfants asymptomatiques : selon CD4 (pdf)' mais aussi âge","Medium"
"Quel est l'effet indésirable métabolique des ARV à long terme cité ?","Augmentation du HDL","Augmentation de l'insulino-résistance","Diminution des triglycérides","Diminution du LDL","2","Document: 'Augmentation de l'insulino-résistance'","Difficult"
"Quel est le principe de la PTME concernant l'allaitement ?","Allaitement exclusif","Allaitement maternel sécurisé par ARV","Allaitement artificiel systématique","Sevrage précoce","2","Document: 'Sécuriser l'allaitement maternel par les ARV : T3 de la mère, traitement de l'enfant, prophylaxie post-exposition'","Difficult"
