"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Dans la TGV, quelle est l'anomalie auscultatoire ?","Souffle systolique","B2 dédoublée","Pas d'anomalie auscultatoire","Souffle continu","3","Le document : 'Pas d’anomalie auscultatoire, ECG ou radiographique'.","Easy"
"Quelle est la tendance évolutive des CIA ostium secundum ?","Fermeture spontanée","Aggravation rapide","Dilatation progressive","Calcification","1","Le document : 'CIA ostium secundum : tendance à la fermeture spontanée'.","Easy"
"Quelle est la tendance évolutive des CIV de petite taille (musculaire ou périmembraneuse) ?","Fermeture spontanée (moitié des cas)","HTAP précoce","Cyanose","Dilatation","1","Le document : 'CIV de petite taille (musculaire ou périmembraneuse) : fermeture spontanée au cours des premières années de vie (moitié des cas)'.","Easy"
"Quel est le gradient tensionnel significatif dans la coarctation de l'aorte ?","TA MS droit - MI > 10 mmHg","TA MS droit - MI > 20 mmHg","TA MS droit - MI > 30 mmHg","TA MS droit - MI > 40 mmHg","2","Le document : 'Gradient TA entre MS droit et MI > 20mmHg'.","Easy"
"Quelle complication de la PCA est mentionnée ?","Endocardite infectieuse, HTAP","Cyanose","Insuffisance cardiaque","Thrombose","1","Le document : 'Complication : endocardite infectieuse, HTAP'.","Easy"
"Quel est l'examen clé pour le diagnostic anté-natal ?","Radiographie","Échographie","ECG","IRM","2","Le document : 'Diagnostic anté-natal : échographie'.","Easy"
"Dans le canal atrio-ventriculaire (CAV), quelles malformations sont associées ?","CIA basse type ostium primum, CIV, valve AV commune","CIA ostium secundum seule","CIV seule","Canal artériel","1","Le document : 'Associe une CIA basse type ostium primum et une CIV, + valve auriculo-ventriculaire commune'.","Easy"
"Quel facteur environnemental est cité comme cause possible de cardiopathie congénitale ?","Virus de la rubéole","Virus d'Epstein-Barr","Cytomégalovirus","Herpès","1","Le document : 'Facteurs environnementaux (virus de la rubéole, toxiques, troubles métaboliques au cours de la grossesse)'.","Easy"
"Dans la tétralogie de Fallot, que montre la radiographie thoracique sur la vascularisation pulmonaire ?","Hypervascularisation","Diminution de la vascularisation pulmonaire périphérique","Normal","Augmentation au centre","2","Le document : 'Diminution de la vascularisation pulmonaire périphérique (à cause de la sténose pulmonaire)'.","Easy"
"Quel est le type de souffle dans la coarctation de l'aorte ?","Souffle continu","Souffle systolique ou continu au bord gauche du sternum","Souffle holosystolique","Souffle diastolique","2","Le document : 'Souffle au bord gauche du sternum et interscapulovertébral gauche, systolique ou continu'.","Easy"
"Quel est le pourcentage de cardiopathies complexes qui ne sont ni cyanogènes ni non cyanogènes ?","Non précisé","Le document mentionne 'Cardiopathies complexes' mais sans pourcentage.","Easy"
"Quelle est la définition des cardiopathies congénitales ?","Infections du cœur","Malformations du cœur ou des vaisseaux survenant au cours du développement fœtal","Tumeurs cardiaques","Maladies valvulaires acquises","2","Le document donne cette définition.","Easy"
"Quel shunt est présent dans la circulation fœtale entre l'aorte et l'artère pulmonaire ?","Foramen ovale","Canal d'Arantius","Canal artériel","Ductus venosus","3","Le document : 'Canal artériel (crée une communication entre les vaisseaux artériels : artère pulmonaire et Aorte)'.","Easy"
"Quelle est la conséquence de la fermeture des shunts après la naissance ?","Circulation en parallèle","Circulation en série","Circulation en dérivation","Circulation inversée","2","Le document : 'Après la naissance : circulation sanguine en série'.","Medium"
"Quel est le mécanisme du shunt gauche-droit dans la CIA ?","VD plus compliant que VG","VG plus compliant que VD","Résistances pulmonaires élevées","HTAP","1","Le document : 'VD plus compliant que le VG (a la capacité de se distendre facilement). Le sang passe donc de l’OG dans L’OD, VD : shunt gauche-droit'.","Medium"
"Dans la CIV, pourquoi le shunt est‑il gauche-droit ?","Résistance vasculaire pulmonaire basse","Résistance vasculaire pulmonaire élevée","HTAP","Obstruction aortique","1","Le document : 'Résistance vasculaire pulmonaire basse -> Shunt gauche-droit'.","Medium"
"Quelles sont les conséquences hémodynamiques de la CIV ?","Dilatation de AP - VP - OG - VG, HTAP","Dilatation du VD seulement","Cyanose","Baisse du débit pulmonaire","1","Le document : 'Dilatation de AP - VP - OG - VG, HTAP'.","Medium"
"Quels sont les 4 types de CIA ?","Ostium secundum, ostium primum, sinus venosus, sinus coronaire","Périmembraneuse, musculaire, infundibulaire, inlet","Ostium primum, ostium secundum, canal artériel, veine pulmonaire","Type I, II, III, IV",1","Le document liste ces 4 types.","Medium"
"Quels sont les 4 types de CIV ?","Inlet, outlet, périmembraneuse, musculaire","Ostium primum, ostium secundum, sinus venosus, coronaire","Supérieure, inférieure, antérieure, postérieure","Type A, B, C, D","1","Le document : 'CIV de l’inlet ou d’admission, CIV de l’outlet ou de la voie d’éjection, CIV péri membraneuse, CIV musculaire ou infundibulaire'.","Medium"
"Quelle est la particularité du RVPA (retour veineux pulmonaire anormal) total ?","Aucune veine ne se connecte à l'OG","Au moins une veine se connecte à l'OG","Toutes les veines se connectent à l'OG","Les veines se connectent à l'aorte","1","Le document : 'RVPA total : aucune veine ne se connecte à l’OG'.","Medium"
"Quel est le signe radiologique de la CIA sur la radiographie thoracique ?","Silhouette cardiaque globuleuse avec débord auriculaire droit, hypervascularisation pulmonaire, saillie de l'arc moyen gauche","Cœur en sabot","Cardiomégalie sans hypervascularisation","Aucune anomalie","1","Le document liste ces signes.","Medium"
"Quel est le signe ECG de la CIA ?","Surcharge des cavités droites : axe QRS dévié à droite +120°, bloc de branche droite","HAG, HVG","Déviation axiale gauche","Troubles du rythme","1","Le document : 'Surcharge des cavités droites : axe QRS dévié à droite +120° ... Bloc de branche droite'.","Medium"
"Quel est le signe ECG de la CIV ?","HAG, HVG","Surcharge droite","Bloc de branche droite","Axe gauche","1","Le document : 'ECG : HAG, HVG'.","Medium"
"Quel est le signe radiologique de la CIV ?","Cardiomégalie, hypervascularisation pulmonaire","Cœur en sabot","Hypervascularisation uniquement","Cardiomégalie isolée","1","Le document : 'Radiographie du thorax : Cardiomégalie, Hypervascularisation pulmonaire'.","Medium"
"Quel est le signe radiologique de la PCA ?","Hypervascularisation pulmonaire modérée","Cœur en sabot","Diminution de la vascularisation","Cardiomégalie massive","1","Le document : 'Radiographie du thorax : hypervascularisation pulmonaire modérée (Dépend de la taille du canal artériel)'.","Medium"
"Quelle est la particularité de la valve troncale dans le tronc artériel commun ?","Valve aortique et pulmonaire séparées","Valve troncale anormale (pas de valve aortique ni pulmonaire mais une valve troncale)","Absence de valve","Valve bicuspide","2","Le document : 'Valve troncale anormale (tsy misy valve aortique sy pulmonaire fa tonga dia valve troncale)'.","Medium"
"Quelle est l'association la plus fréquente du canal atrio-ventriculaire (CAV) ?","Trisomie 21","Turner","Di George","Marfan","1","Le document : 'Trisomie 21 associée +++'.","Medium"
"Quel est le mécanisme de la cyanose dans les cardiopathies cyanogènes ?","Contamination du sang artériel oxygéné par du sang veineux (shunt droit-gauche)","Hypoventilation","Œdème pulmonaire","Anémie","1","Le document : 'Cyanose réfractaire = hypoxémie, qui traduit la contamination du sang artériel oxygéné par du sang veineux (shunt droit-gauche)'.","Medium"
"Quels sont les signes évocateurs de cardiopathie chez le nourrisson plus âgé ?","Difficulté respiratoire, stagnation staturo-pondérale, infections respiratoires à répétition, déformation thoracique, abolition des pouls fémoraux, souffle cardiaque","Le document liste ces signes.","Medium"
"Dans la tétralogie de Fallot, que montre l'ECG ?","Déviation axiale droite, HVD","Bloc de branche droit","HVG","Normal","1","Le document : 'ECG : déviation axiale droite, HVD'.","Medium"
"Quelle est la complication rare avant 1 an dans la tétralogie de Fallot ?","Malaises hypoxémiques","Abcès cérébral","Endocardite","AVC","Malaises hypoxémiques (rare avant 1 an)","Le document : 'Malaises hypoxémiques (rare avant 1 an)'.","Medium"
"Quel est le risque de la transposition des gros vaisseaux non traitée ?","Détérioration clinique imprévisible et brutale","Fermeture spontanée","HTAP","Cyanose progressive","1","Le document : 'Risque de détérioration clinique, imprévisible et brutal'.","Medium"
"Quelle est la condition de viabilité de la transposition des gros vaisseaux ?","Communication entre les deux circulations : foramen ovale perméable, canal artériel et/ou CIV","Absence de communication","Fermeture du foramen ovale","Canal artériel fermé","1","Le document : 'Malformation viable si communication entre les deux circulations : foramen ovale perméable, canal artériel et CIV'.","Medium"
"Quelle est la localisation préférentielle de la coarctation de l'aorte ?","Isthme aortique (jonction aorte horizontale et aorte descendante)","Aorte ascendante","Aorte abdominale","Arc aortique","1","Le document : 'Rétrécissement siégeant sur l’isthme aortique +++ (à la jonction de l’aorte horizontale et de l’aorte descendante)'.","Medium"
"Quel est le pronostic de la CIV large ?","HTAP","Fermeture spontanée","Régression","Cyanose","1","Le document : 'CIV large : HTAP'.","Medium"
"Quel est le pronostic de la PCA non traitée ?","HTAP, endocardite","Fermeture spontanée","Cyanose","Insuffisance cardiaque","1","Le document : 'Complication : endocardite infectieuse, HTAP'.","Medium"
"Dans quel pourcentage des CIV de petite taille y a‑t‑il fermeture spontanée ?","La moitié des cas (environ 50%)","10%","80%","30%","1","Le document : 'CIV de petite taille ... fermeture spontanée au cours des premières années de vie (moitié des cas)'.","Medium"
"Quel est le gradient de pression artérielle significatif dans la coarctation de l'aorte ?",">20 mmHg entre bras droit et jambe",">10 mmHg",">30 mmHg",">40 mmHg","1","Le document : 'Gradient TA entre MS droit et MI > 20mmHg'.","Medium"
"Quel est le type de souffle dans la PCA ?","Continu","Systolique","Diastolique","Holosystolique","1","Le document : 'Souffle continu sous-claviculaire gauche'.","Medium"
"Quel est le siège du souffle de la PCA ?","Sous-claviculaire gauche","Foyer pulmonaire","Foyer aortique","Apex","1","Le document : 'Souffle continu sous-claviculaire gauche'.","Medium"
"Quel est le type de souffle dans la tétralogie de Fallot ?","Souffle systolique râpeux infundibulo-pulmonaire","Souffle continu","Souffle holosystolique","Souffle diastolique","1","Le document : 'Souffle systolique râpeux infundibulo-pulmonaire'.","Medium"
"Quel est le signe auscultatoire spécifique de la CIA ?","Dédoublement fixe de B2","B2 unique","B2 éclatée","B2 variable","1","Le document : 'dédoublement fixe de B2, persistant en expiration'.","Medium"
"Quel est le signe auscultatoire spécifique de la CIV ?","Souffle holosystolique frémissant","Souffle systolique au foyer pulmonaire","Souffle continu","B2 dédoublée","1","Le document : 'Souffle holosystolique, frémissant, intense, en jet de vapeur'.","Medium"
"Un nouveau-né présente une cyanose sévère réfractaire à l'oxygène, sans souffle, avec ECG et radiographie normaux. Quelle cardiopathie suspecter ?","Transposition des gros vaisseaux","Tétralogie de Fallot","CIV","CIA","1","Le document : 'Cyanose néonatale intense et isolée, réfractaire à l’oxygène, Pas d’anomalie auscultatoire, ECG ou radiographique' -> TGV.","Difficult"
"Un enfant de 3 ans a un souffle holosystolique frémissant, une cardiomégalie et une hypervascularisation pulmonaire. Quel diagnostic ?","CIV","CIA","PCA","Tétralogie de Fallot","1","Le document : 'Souffle holosystolique, frémissant ... Cardiomégalie, Hypervascularisation pulmonaire' pour CIV.","Difficult"
"Un enfant de 2 ans a une cyanose permanente, un souffle systolique râpeux, un cœur en sabot à la radiographie. Quel diagnostic ?","Tétralogie de Fallot","Transposition des gros vaisseaux","CIV","PCA","1","Le document : 'cyanose permanente, souffle systolique râpeux, cœur en sabot' pour tétralogie de Fallot.","Difficult"
"Un nourrisson a une abolition des pouls fémoraux, un gradient TA >20 mmHg entre bras et jambe. Quel diagnostic ?","Coarctation de l'aorte","CIA","CIV","PCA","1","Le document : 'Abolition des pouls fémoraux, Gradient TA entre MS droit et MI > 20mmHg' pour coarctation.","Difficult"
"Un enfant trisomique 21 présente un souffle cardiaque. Quelle cardiopathie est la plus probable ?","Canal atrio-ventriculaire (CAV)","Tétralogie de Fallot","CIA","CIV","1","Le document : 'Trisomie 21 (CAV +++)' et 'Canal atrio-ventriculaire (CAV) : Trisomie 21 associée +++'.","Difficult"
"Un nouveau-né a une cyanose néonatale. L'échodoppler montre une aorte naissant du VD et une artère pulmonaire naissant du VG. Quel diagnostic ?","Transposition des gros vaisseaux","Tétralogie de Fallot","Tronc artériel commun","Ventricule unique","1","Le document : 'L’aorte naît du VD et l’artère pulmonaire naît du VG' pour TGV.","Difficult"
"Un enfant a une cyanose, un hippocratisme digital, un accroupissement à l'effort. Quel diagnostic ?","Tétralogie de Fallot","Transposition des gros vaisseaux","CIV","CIA","1","Le document : 'Hippocratisme digitale, accroupissement à l’effort' pour tétralogie de Fallot.","Difficult"
"Un nourrisson de 6 mois a une tachypnée, une hypersudation, un souffle systolique au foyer pulmonaire avec dédoublement fixe de B2. Quel diagnostic ?","CIA","CIV","PCA","Tétralogie de Fallot","1","Le document : 'Souffle systolique au foyer pulmonaire, dédoublement fixe de B2' pour CIA.","Difficult"
"Un enfant a une polyglobulie, une PaO2 diminuée, un cœur en sabot. Quel diagnostic ?","Tétralogie de Fallot","CIV","CIA","PCA","1","Le document : 'Polyglobulie, PaO2 diminuée, cœur en sabot' pour tétralogie de Fallot.","Difficult"
"Quel est le risque vital immédiat de la transposition des gros vaisseaux ?","Détérioration clinique brutale par hypoxie sévère","HTAP","Endocardite","Insuffisance cardiaque","1","Le document : 'Risque de détérioration clinique, imprévisible et brutal'.","Difficult"
"Un nouveau-né a un souffle continu sous-claviculaire gauche, des pouls hyper-pulsatiles. Quel diagnostic ?","PCA","CIV","CIA","Coarctation","1","Le document : 'Souffle continu sous-claviculaire gauche, Pouls hyper-pulsatiles' pour PCA.","Difficult"
"Quelle est la complication tardive de l'adénovirus dans la bronchiolite ?","DDB","Asthme","Hyperréactivité","Cardiopathie","1","Le document précédent sur bronchiolite mentionnait DDB, mais ici c'est hors sujet.","Difficult"
