"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Dans la forme typique de l’adulte jeune, où siège la douleur ?","Hypochondre droit","Épigastre","Fosse iliaque droite (FID)","Région lombaire","3","Le document : 'tableau douloureux fébrile de la FID'","Easy"
"Quelle est la température typique dans l’appendicite aiguë non compliquée ?","39-40°C","37°8-38°C rarement >38°5","38°5-39°C","Normale","2","Le document : 'Température discrètement élevée 37°8 -38° rarement supérieure à 38°5C'","Easy"
"Où se situe le point de Mac Burney ?","Union du 1/3 interne et 2/3 externes de la ligne EIAS-Ombilic","Union du 1/3 externe et des 2/3 internes","Au milieu de la ligne","À l’ombilic","2","Le document : 'point de Mac Burney (union du 1/3 externe et des 2/3 internes de la ligne EIAS-Ombilic)'","Easy"
"Qu’est-ce que le signe de Blumberg ?","Douleur à la décompression de la FID","Douleur à la compression de la FIG","Douleur à la palpation du point de Mac Burney","Douleur au toucher pelvien","2","Le document : 'Signe de Blumberg : douleur ressentie à la compression de la FIG'","Easy"
"Quelle est l’hyperleucocytose typique de l’appendicite aiguë non compliquée ?","> 5.000 GB","> 10.000 GB","> 20.000 GB","< 4.000 GB","2","Le document : 'Hyperleucocytose supérieure à 10.000 GB'","Easy"
"Quel examen peut être à la fois diagnostique et thérapeutique d’emblée ?","Radiographie ASP","Échographie","Laparoscopie ou coelioscopie","Scanner","3","Le document : 'Laparoscopie ou coelioscopie : geste diagnostique et thérapeutique d’emblée'","Easy"
"Quelle forme d’appendicite est la seule à ne pas être opérée d’emblée ?","Appendicite gangréneuse","Appendicite purulente","Plastron appendiculaire","Appendicite pelvienne","3","Le document : 'PLASTRON : seule appendicite à ne pas opérer d’emblée'","Easy"
"Quel est le traitement du plastron appendiculaire ?","Appendicectomie immédiate","Traitement médical puis chirurgie à 2-3 mois","Antibiothérapie seule","Drainage percutané","2","Le document : 'traitement médical d’abord' puis 'opérer dans un délai de 2 à 3 mois'","Easy"
"Quel signe radiographique est pathognomonique du plastron appendiculaire ?","Pneumopéritoine","Hyperclarté gazeuse extra-digestive au sein d’une opacité liquidienne","Niveau hydro-aérique","Calcification","2","Le document : 'ASP : hyperclarté gazeuse extra-digestive au sein d’une opacité liquidienne : signe pathognomonique du Plastron'","Easy"
"Dans l’abcès appendiculaire, à quel jour s’installe-t-il généralement ?","1er-2ème jour","4ème-5ème jour","7ème-8ème jour","10ème jour","2","Le document : 'Complication qui s’installe vers le 4ème -5ème jour'","Easy"
"Quel est le traitement de l’abcès appendiculaire ?","Appendicectomie immédiate","Évacuation drainage de la collection, appendicectomie différée à 4-6 mois","Antibiothérapie seule","Colostomie","2","Le document : 'Évacuation drainage de la collection ; Ne pas chercher à tout prix à enlever l’appendice, ce sera fait après 4 à 6 mois'","Easy"
"Dans la péritonite appendiculaire, quel est le signe physique dominant ?","Défense localisée","Contracture généralisée de l’abdomen","Masse palpable","Ictère","2","Le document : 'Contracture généralisée de l’abdomen'","Easy"
"Quel est l’aspect radiologique de la péritonite appendiculaire ?","Pneumopéritoine","Pas de pneumopéritoine","Niveaux hydro-aériques","Iléus généralisé","2","Le document : 'ASP : pas de pneumopéritoine'","Easy"
"Quelle est la mortalité de l’appendicite du nourrisson avant 6 mois ?","10%","25%","50%","75%","3","Le document : 'Très grave, 50% de mortalité avant 6 mois'","Easy"
"Quelle est l’appendicite de la femme enceinte ?","Diagnostic facile","La grossesse peut modifier les signes","Toujours asymptomatique","Nécessite une césarienne","2","Le document : 'La grossesse peut modifier les signes de l’appendicite'","Easy"
"Quel est le diagnostic différentiel principal de l’appendicite de la femme enceinte ?","Pyélonéphrite aiguë","Colique néphrétique","Salpingite","Kyste ovarien","1","Le document : 'Le diagnostic différentiel est celui de la pyélonéphrite aiguë'","Easy"
"Quelle est l’attitude devant une appendicite sur hernie (hernie d’Amyand) ?","Traitement médical","Chirurgie de la hernie uniquement","Appendicectomie + cure de hernie","Abstention","3","Le document cite 'Appendicite et hernie (hernie de LITTRE) ou hernie d’AMYAND' sans préciser le traitement, mais logiquement on opère.","Medium"
"Quelle est la complication post-opératoire précoce spécifiquement nommée ?","Occlusion","Éventration","Syndrome du 5ème jour","Fistule","3","Le document : 'Syndrome du 5ème jour'","Medium"
"Quelle est la voie d’abord classique de l’appendicectomie ?","Laparotomie médiane","Voie de Mac Burney","Laparoscopie sous-ombilicale","Incision de Pfannenstiel","2","Le document : 'Abord par voie de Mac Burney'","Medium"
"Que doit-on vérifier systématiquement lors d’une appendicectomie chez la femme ?","Les trompes","Les annexes","L’utérus","Le col","2","Le document : 'Vérification des annexes chez la femme'","Medium"
"Quelle anse grêle doit être vérifiée lors d’une appendicectomie ?","Le duodénum","La dernière anse grêle (Crohn) et les 70 derniers cm (diverticule de Meckel)","Le jéjunum","L’iléon terminal seulement","2","Le document : 'Vérification de la dernière anse grêle (Crohn) et des 70 derniers cm du grêle (Meckel)'","Medium"
"Quel est le régime post-opératoire après appendicectomie ?","Régime normal immédiat","Régime sans résidu pendant 15 jours","Jeûne prolongé","Alimentation parentérale","2","Le document : 'Régime sans résidu pendant 15 jours'","Medium"
"Quelle est l’attitude pour l’appendicite chez la femme enceinte ?","Abord iliaque large, évacuation des collections, ablation prudente, drainage","Appendicectomie sous coelioscopie","Traitement médical exclusif","Césarienne en premier","1","Le document : 'Femme enceinte : Abord iliaque large ; Evacuation des collections... Ablation ; Drainage'","Medium"
"Quelle est la complication tardive post-opératoire citée ?","Abcès de paroi","Occlusion par brides","Syndrome du 5ème jour","Péritonite","2","Le document : 'Tardives : Occlusion par brides ; Éventration'","Medium"
"Quel est l’avantage de l’appendicectomie sous coelioscopie chez les obèses ?","Moins de douleur","Meilleur résultat cosmétique","C’est un avantage cité","Réduction des infections","3","Le document : 'Avantages : Chez les obèses'","Medium"
"Quel diagnostic différentiel pré-opératoire est évoqué par échographie ?","Cancer du colon","Salpingite, kyste ovarien, GEU","Sigmoïdite","Parasitose","2","Le document : 'Affection gynécologique : Salpingite, Kyste ovarien, GEU. Echographie va donner le diagnostic positif'","Medium"
"Quelle lésion du carrefour iléo-caecal peut être découverte pendant l’intervention ?","Iléite de Crohn","Cancer du caecum","Diverticule de Meckel","Tuberculose","1","Le document : 'Lésion du carrefour iléo-caecal : Iléite de CROHN'","Medium"
"Quelle est la définition de l’appendicite toxique de Dieulafoy ?","Forme avec prostration, faciès altéré, pouls accéléré, syndrome hémorragique","Forme avec douleur atypique","Forme du nourrisson","Forme avec occlusion","1","Le document : 'Appendicite toxique de Dieulafoy : prostration, fascies altéré, pouls accéléré, syndrome hémorragique'","Medium"
"Quel est le traitement de la péritonite généralisée appendiculaire ?","Abord large (médiane), toilette péritonéale, appendicectomie, drainage","Laparoscopie seule","Antibiothérapie seule","Drainage percutané","1","Le document : 'Péritonite généralisée : Abord large ou abord par voie médiane ; Toilette péritonéale ; Éradication du foyer ; Drainage'","Medium"
"Quel signe radiologique de l’ASP peut être observé dans l’appendicite non compliquée ?","Niveau hydro-aérique","Discret iléus à droite","Pneumopéritoine","Image de grêle","2","Le document : 'Radiographie ASP : Discret iléus à droite'","Medium"
"Que montre l’ASP en cas de plastron appendiculaire ?","Hyperclarté gazeuse extra-digestive au sein d’une opacité liquidienne","Pneumopéritoine","Calcifications multiples","Niveaux multiples","1","Le document : 'signe pathognomonique du Plastron'","Medium"
"Quelle est l’attitude devant une appendicite aiguë simple (non compliquée) ?","Appendicectomie en urgence","Traitement médical","Surveillance","Antibiothérapie seule","1","Le document : 'Appendicite aiguë : APPENDICECTOMIE en URGENCE'","Medium"
"Quel est le délai de reprise alimentaire après appendicectomie ?","24h ou dès reprise du transit","48h","1 semaine","Jusqu’à cicatrisation","1","Le document : 'Reprise alimentaire progressive à 24h ou dès reprise du transit'","Medium"
"Quelle est la particularité de l’appendicite du vieillard ?","Température et GB souvent normaux","Fièvre élevée","Hyperleucocytose majeure","Douleur intense","1","Le document : 'Appendicite du vieillard : grave ; T° et GB souvent normaux'","Medium"
"Quel est le diagnostic différentiel de l’appendicite pelvienne ?","Signes urinaires +++ ou ténesme","Signes respiratoires","Signes hépatiques","Signes cardiaques","1","Le document : 'Appendicite pelvienne -> signes urinaires +++ ou signes digestifs type ténesme'","Medium"
"Quelle est la particularité de l’appendicite rétro-caecale ?","Fréquente, difficile à enlever","Indolore","Saignante","Très rare","1","Le document : 'appendicite rétro-caecale (fréquent, difficile à enlever)'","Medium"
"Quel est le traitement d’un abcès du Douglas d’origine appendiculaire ?","Drainage","Appendicectomie immédiate","Colostomie","Antibiothérapie","1","Le document : dans le traitement de l’abcès appendiculaire, on évacue la collection.","Medium"
"Quelle complication est à évoquer devant un abcès sous-phrénique ?","Perforation duodénale en péritoine cloisonné","Appendicite sous-hépatique","Pancréatite","Cholécystite","1","Le document : 'Devant un abcès sous-phrénique -> éliminer une perforation duodénale en péritoine cloisonné'","Difficult"
"Quel est le pourcentage de mortalité de l’appendicite du nourrisson avant 6 mois ?","50%","30%","70%","10%","1","Le document : '50% de mortalité avant 6 mois'","Easy"
"Quelle est la définition de l’appendicite toxique de Dieulafoy ?","Prostration, faciès altéré, tachycardie, syndrome hémorragique","Fièvre élevée, convulsions","Douleur intense, vomissements","Occlusion","1","Le document donne la définition.","Medium"
"Quel est le geste à ne pas faire lors d’un abcès appendiculaire ?","Drainage","Chercher à tout prix à enlever l’appendice","Antibiothérapie","Laparoscopie","2","Le document : 'Ne pas chercher à tout prix à enlever l’appendice'","Medium"
"Quel est le diagnostic différentiel d’une masse de la FID chez l’adulte ?","Cancer du colon droit","Iléite de Crohn, kyste de l’ovaire","Tous","Tous","4","Le document : 'Diagnostic différentiel : Masse de la FID : Éliminer le cancer du colon droit, Iléite de Crohn, Kyste de l’ovaire'","Medium"
"Quel signe clinique caractérise l’appendicite de l’enfant ?","Attitude caractéristique en psoïtis (demi-flexion de la cuisse)","Contracture abdominale","Signe de Murphy","Ictère","1","Le document : 'Appendicite de l’enfant : attitude caractéristique en psoïtis'","Medium"
"Quel est l’aspect endoscopique de l’appendicite catarrhale ?","Rouge et hyperhémié","Noirâtre","Turgescent","Normal","1","Le document : 'Appendice catarrhal : rouge et hyperhémié'","Easy"
"Qu’est-ce que l’appendicite mésocoeliaque ?","Appendice dirigé vers l’ombilic","Appendice pelvien","Appendice sous-hépatique","Appendice rétro-caecal","1","Le document : 'Appendice mésocoeliaque (l’appendice se dirige en direction de l’ombilic)'","Medium"
"Quel est le toucher rectal évocateur d’une appendicite mésocoeliaque ?","Douleur pré-rectale","Douleur postérieure","Masse palpable","Saignement","1","Le document : 'appendicite mésocoeliaque = TR : douleur pré-rectale'","Medium"
"Quelle est l’attitude devant une appendicite aiguë chez une femme enceinte ?","Traitement chirurgical","Traitement médical","Attendre l’accouchement","Césarienne","1","Le document ne dit pas explicitement mais le traitement chirurgical est indiqué (appendicectomie).","Medium"
"Quel est le risque de l’appendicite négligée ou méconnue de l’adulte ?","Péritonite plastique localisée et abcès appendiculaire","Péritonite généralisée d’emblée","Occlusion","Fistule","1","Le document : 'Péritonite plastique localisée et abcès appendiculaire : Caractère sub-aigu de l’infection, mode évolutif habituel de l’appendicite négligée ou méconnue de l’adulte'","Difficult"
"Quel germe est responsable de l’appendicite à Yersinia ?","Yersinia enterocolitica","E. coli","Bacteroides","Streptocoque","1","Le document : 'Yerseniose -> anapath donnera le diagnostic'","Difficult"
"Qu’est-ce que le flirt appendiculo-ovarien ?","Ovaire malade entraînant une inflammation de l’appendice","Appendice malade entraînant une ovarite","Maladie inflammatoire pelvienne","Tumeur ovarienne","1","Le document : 'Lésion appendiculaire de contiguité (flirt appendiculo-ovarien : ovaire malade, entraîne également une maladie chez l’appendice)'","Difficult"
"Quelle tumeur de l’appendice peut être découverte à l’histologie post-opératoire ?","Carcinoïde","Adénocarcinome","Lymphome","Sarcome","1","Le document : 'Après examen histologique... Carcinoïde'","Medium"
"Qu’est-ce qu’une hernie de Littré ?","Hernie contenant un diverticule de Meckel","Hernie contenant l’appendice","Hernie étranglée","Hernie inguinale","2","Le document : 'Appendicite et hernie (hernie de LITTRE)' (l’appendice dans le sac herniaire)","Difficult"
"Quelle est l’agénésie de l’appendice ?","Absence congénitale de l’appendice","Appendice double","Appendice court","Appendice atrophique","1","Le document : 'Agénésie de l’appendice'","Difficult"
