"front","back","cognitive_level"
"Quelle est l’évolution de la filtration glomérulaire et du débit sanguin rénal pendant la grossesse ?","DSR augmenté de 25-30 %, filtration glomérulaire augmentée de 30-50 %. Débit urinaire inchangé (réabsorption tubulaire augmentée).","Recall"
"Quelle est la protéinurie physiologique maximale pendant la grossesse ?","< 300 mg/24h.","Recall"
"Quelle est l’évolution de la créatinine, de l’acide urique et de l’urée pendant la grossesse ?","Tous diminuent.","Recall"
"Quelles sont les trois causes des nausées et vomissements du 1er trimestre ?","Hyper-imprégnation hormonale (β-hCG).","Recall"
"Quelles modifications de la cavité buccale surviennent pendant la grossesse ?","Œdèmes et hypervascularisation gingivale, ptyalisme (hypersialorrhée).","Recall"
"Quelles sont les deux causes du reflux gastro-œsophagien pendant la grossesse ?","1) Diminution du transit gastrique et baisse du tonus du cardia (action myorelaxante progestérone). 2) Refoulement du diaphragme par l’utérus gravide.","Recall"
"Quelles sont les deux causes de la constipation pendant la grossesse ?","1) Effet myorelaxant de la progestérone. 2) Compression du rectum par l’utérus gravide.","Recall"
"Quel est le poids total moyen pris pendant la grossesse et sa répartition mensuelle ?","Environ 12 kg au total, soit 500-1500 g/mois.","Recall"
"Quelles sont les trois causes de la prise de poids pendant la grossesse ?","1) Poids du fœtus, placenta, liquide amniotique. 2) Eau extracellulaire (œdèmes). 3) Accumulation de graisses.","Recall"
"Quelles sont les trois conséquences musculo-squelettiques de l’hyperlaxité ligamentaire pendant la grossesse ?","1) Lombalgie. 2) Douleur pelvienne. 3) Lordose physiologique. 4) Syndrome de Lacomme (relâchement articulations symphysaires → douleur en position debout).","Recall"
"Qu’est-ce que le syndrome de Lacomme ?","Relâchement des articulations symphysaires (inter-pubiennes) pendant la grossesse, entraînant une douleur +++ en position debout.","Recall"
"Quand le colostrum apparaît-il dans les seins ?","À la fin du 1er trimestre de la grossesse.","Recall"
"Qu’est-ce que le masque de grossesse et quelle est son évolution ?","Hyperpigmentation au niveau du nez et des joues, en forme de papillon (tâche brune). Réversible spontanément mais progressivement.","Recall"
"Quels sont les trois types de causes des modifications physiologiques de la grossesse ?","1) Hormonales (β-hCG et progestérone). 2) Mécaniques (utérus gravide, ascension du diaphragme).","Recall"
