question, option1, option2, option3, option4, answer, explanation, difficulty
"Quel est le diagnostic différentiel d'une métrorragie d'origine vaginale ?", "Grossesse extra-utérine", "Plaies vaginales, vaginites infectieuses, vaginites séniles, tumeurs vaginales", "Fibrome utérin", "Salpingite", "2", "Le document : 'Hémorragies vulvo-vaginales : Plaies vaginales, Vaginites infectieuses, Vaginites séniles, Tumeurs du col utérin, Cervicites, Tumeurs vaginales'", "Medium"
"Quelle est la particularité du polype utérin ?", "Saignement uniquement entre les règles", "Excroissance pédiculée pouvant parfois s'accoucher par le col", "Toujours malin", "Touche uniquement la femme ménopausée", "2", "Le document : 'Polype utérin : Excroissance pédiculée muqueuse et/ou fibreuse de l'endomètre, Quelque fois accouchée par le col'", "Medium"
"Quelle pathologie annexielle peut donner des métrorragies ?", "Kyste fonctionnel", "Salpingites +++, kystes et cancer de l'ovaire", "Endométriose", "Hydrosalpinx", "2", "Le document : 'Pathologies annexielles : Salpingites +++, Kystes et cancer de l'ovaire'", "Medium"
"Quel examen permet de diagnostiquer une hyperplasie de l'endomètre ?", "IRM", "Échographie pelvienne montrant un épaississement de l'endomètre", "Scanner", "Hystérographie", "2", "Le document : 'Echographie pelvienne : épaississement de l'endomètre' pour hyperplasie", "Medium"
"Quel est l'aspect échographique du cancer de l'endomètre ?", "Endomètre fin et régulier", "Endomètre épais et hétérogène", "Utérus globuleux", "Masse latéro-utérine", "2", "Le document : 'Echographie pelvienne : endomètre épais et hétérogène'", "Easy"
"Quel examen permet le diagnostic histologique du cancer de l'endomètre ?", "Biopsie cervicale", "Curetage biopsique", "Prélèvement vaginal", "Frottis cervico-vaginal", "2", "Le document : 'Diagnostic histologique par curetage biopsique'", "Easy"
"Quel est le risque principal des métrorragies fonctionnelles ?", "Anémie", "Stérilité", "Passer à côté d'une pathologie néoplasique", "Dysménorrhée", "3", "Le document : 'Danger : Passer à côté d'une pathologie néoplasique devant un diagnostic trop évident'", "Medium"
"Quel bilan biologique est réalisé devant une métrorragie ?", "NFS, plaquettes, Hb, CRP, bilan de coagulation (TP, TCA, fibrine)", "Ionogramme", "Bilan hépatique", "Bilan thyroïdien", "1", "Le document : 'NFS - plaquettes - Taux d'Hb - CRP, Bilan de coagulation : TP, TCA, fibrine'", "Medium"
"Quel est le traitement d'une métrorragie sur DIU ?", "Antibiotiques", "Retrait du DIU", "Antifibrinolytiques", "Curetage", "2", "Le document : 'Abondantes : DIU' – implique retrait", "Medium"
"Quelle est l'étiologie fonctionnelle des métrorragies en période d'activité génitale ?", "Hyperplasie de l'endomètre", "Dysfonctionnement hormonal (insuffisance en progestérone)", "Fibrome", "Polype", "2", "Le document : 'Métrorragies fonctionnelles : Dysfonctionnement hormonal (insuffisance en progestérone)'", "Medium"
"Quelle est la cause de métrorragie la plus fréquente en période d'activité génitale avec b-HCG positif ?", "Fibrome", "Grossesse extra-utérine ou complications du 1er trimestre", "Cancer du col", "Salpingite", "2", "Le document : 'b-HCG plasmatique positif : Grossesse extra-utérine, Complications du T1 : Menace de FCP, Fausse couche en cours, Rétention trophoblastique, Maladies gestationnelles trophoblastiques'", "Difficult"
"Quel examen est indispensable pour le diagnostic des métrorragies en période ménopausique ?", "Échographie simple", "Hystéroscopie et curetage biopsique", "IRM", "Scanner", "2", "Le document : 'Diagnostic : Curetage biopsique, hystéroscopie (OBLIGATOIRE)'", "Easy"
"Quelle est la conséquence d'une salpingite négligée ?", "Fibrome", "Stérilité par séquelles tubaires", "Cancer de l'endomètre", "Ménopause précoce", "2", "Le document : 'Salpingites +++' comme pathologie annexielle à risque", "Medium"
"Quel est l'examen de première intention devant une métrorragie ?", "IRM", "Échographie pelvienne ou abdomino-pelvienne", "Hystéroscopie", "Scanner", "2", "Le document : 'Echographie pelvienne ou abdomino-pelvienne'", "Easy"
"Quel est le rôle de la colposcopie dans le bilan des métrorragies ?", "Diagnostiquer les fibromes", "Visualiser les lésions du col utérin", "Étudier l'endomètre", "Diagnostiquer les kystes ovariens", "2", "Le document : 'Colposcopie, hystéroscopie' – la colposcopie étudie le col", "Medium"
"Quel est le diagnostic différentiel urinaire d'une métrorragie ?", "Cystite", "Hématurie (urètre, vessie)", "Urétrite", "Pyélonéphrite", "2", "Le document : 'Saignements Urinaire : urètre, vessie'", "Easy"
"Quel est le diagnostic différentiel digestif d'une métrorragie ?", "Diarrhée", "Rectorragie", "Méléna", "Constipation", "2", "Le document : 'Digestive : rectorragie'", "Easy"
"Quel est le danger principal de la prise d'œstrogènes en période ménopausique ?", "Thrombose", "Métrorragie par hyperoestrogénie", "Cancer du sein", "Ostéoporose", "2", "Le document : 'Iatrogènes : Prise d'œstrogène : THS, produits de beauté – Hyperoestrogénémie : obésité, tumeur sécrétante'", "Medium"
