question, answer, explanation, difficulty
"Expliquez le mécanisme des métrorragies iatrogènes sous contraception progestative.", "Progestatif seul amincit l'endomètre, pouvant entraîner des saignements irréguliers par fragilité", "Document : 'Peu abondante (spotting) : contraceptif progestatif'", "Difficult"
"Quelle est l'attitude devant une métrorragie chez une femme ménopausée sous THS ?", "Ne pas l'attribuer systématiquement au THS, faire une hystéroscopie pour éliminer un cancer", "Document : 'Prise d'œstrogène : THS' mais hystéroscopie obligatoire", "Difficult"
"Quels sont les deux diagnostics à évoquer devant une métrorragie en période ménopausique ?", "Hyperplasie de l'endomètre et cancer de l'endomètre", "Document : 'Lésion de l'endomètre : Hyperplasie de l'endomètre, Cancer de l'endomètre'", "Easy"
"Pourquoi les métrorragies fonctionnelles sont-elles un diagnostic d'élimination ?", "Car il faut d'abord exclure toute lésion organique (fibrome, polype, cancer, infection)", "Document : 'Métrorragies fonctionnelles : diagnostic élimination'", "Medium"
"Quel est l'intérêt du score de Higham (PCBACS) ?", "Objectiver l'abondance des saignements pour décider d'un traitement", "Document : 'Evaluation objective des pertes sanguines'", "Medium"
"Quels sont les quatre examens complémentaires de première intention devant une métrorragie ?", "b-HCG, NFS, bilan coagulation, échographie pelvienne", "Document les cite", "Easy"
"Expliquez le mécanisme de l'hyperplasie de l'endomètre.", "Hyperoestrogénie relative ou absolue, sans opposition progestative, stimulant la prolifération endométriale", "Document : 'Hyperplasie de l'endomètre : Par hyper imprégnation hormonale (œstrogène)'", "Difficult"
"Quel est le risque des métrorragies négligées en période ménopausique ?", "Cancer de l'endomètre diagnostiqué tardivement", "Document : 'Danger : Passer à côté d'une pathologie néoplasique'", "Medium"
"Pourquoi une cervicite peut-elle donner des métrorragies ?", "Par inflammation de l'épithélium cervical, le rendant friable et hémorragique au contact", "Document : 'Cervicite' dans étiologies cervicales", "Medium"
"Quelles sont les complications du premier trimestre de grossesse responsables de métrorragies ?", "Menace de FCP, fausse couche en cours, rétention trophoblastique, maladies trophoblastiques", "Document les énumère", "Medium"
"Quel est l'intérêt de l'échographie pelvienne devant une métrorragie ?", "Visualiser l'endomètre (épaisseur, aspect), les fibromes, les polypes, les annexes", "Document le détaille", "Medium"
"Quelle est la conduite devant une lésion cervicale visible au spéculum ?", "Biopsie pour examen anatomo-pathologique", "Document : 'Biopsie si lésion visible (spéculum)'", "Easy"
"Pourquoi la femme ménopausée obèse est-elle à risque de cancer de l'endomètre ?", "Car le tissu adipeux aromatise les androgènes en œstrogènes, entraînant une hyperoestrogénie", "Document : 'Hyperoestrogénie : obésité'", "Difficult"
"Quels sont les deux types de contraception iatrogènes responsables de métrorragies ?", "DIU (abondantes) et progestatifs (spotting)", "Document les oppose", "Easy"
"Quel est le risque d'attribuer trop rapidement une métrorragie à une étiologie bénigne ?", "Méconnaître un cancer sous-jacent", "Document : 'Passer à côté d'une pathologie néoplasique devant un diagnostic trop évident'", "Medium"
"Quelles sont les trois causes de métrorragie chez la petite fille ?", "Prise d'œstrogènes accidentelle, traumatisme, troubles fonctionnels (immaturité axe), tumeur, puberté précoce, trouble coagulation", "Document énumère ces causes", "Difficult"
