"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel examen est recommandé pour rechercher un prolongement intra-canalaire des tumeurs très postérieures ?","TDM","ASP","IRM","Échographie","3","Le document : ''Pour les tumeurs très postérieures : rapports avec les trous de conjugaison et éventuellement un prolongement intra-canalaire, qui peut nécessiter une IRM''.","Medium"
"Quel est l'intérêt pronostique de l'amplification du proto-oncogène N-myc ?","Aucun intérêt","Pronostic favorable","Intérêt pronostique","Marqueur diagnostique","3","Le document : ''Intérêt pronostique de l'amplification de Proto oncogène N-myc''.","Medium"
"Quels sont les trois objectifs de la chirurgie dans le neuroblastome ?","Exérèse complète, éviter mutilation, bilan rigoureux","Radiothérapie, chimiothérapie, hormonothérapie","Réduction tumorale, biopsie, drainage","Laminectomie, thoracotomie, laparotomie","1","Le document : ''La chirurgie, a trois objectifs : 1. Exérèse complète... 2. Eviter une mutilation 3. Bilan rigoureux''.","Medium"
"Quelle voie d'abord est utilisée pour la chirurgie des neuroblastomes ?","Lombaire","Transversale, pouvant être agrandie en thoracophrénolaparotomie","Médiane","Sous-costale","2","Le document : ''Voie d'abord : transversale, pouvant être agrandie en thoracophrénolaparotomie''.","Medium"
"Quelle intervention est nécessaire pour une tumeur en sablier ?","Thoracotomie","Laminectomie","Laparotomie","Craniectomie","2","Le document : ''Si tumeur en sablier : la laminectomie (on ouvre la colonne vertébrale)''.","Medium"
"Quels marqueurs biologiques sont élevés dans le neuroblastome ?","Férritine, NSE, LDH","ACE, CA19-9","Alpha-foetoprotéine, HCG","CRP, procalcitonine","1","Le document : ''Férritinémie, NSE, LDH (aug)''.","Medium"
"Pourquoi la radiothérapie est-elle moins utilisée actuellement dans le neuroblastome ?","Manque d'efficacité","Séquelles : destruction des cartilages de conjugaison","Coût élevé","Radiorésistance","2","Le document : ''La radiothérapie (moins utilisé actuellement car entraîne des séquelles : destruction des cartilages de conjugaison)''.","Medium"
"Quelle est la prise en charge des tumeurs non métastatiques ?","Chirurgie d'emblée discutée - chimiothérapie","Chimiothérapie puis chirurgie","Radiothérapie exclusive","Surveillance simple","1","Le document : ''Les tumeurs non métastatiques : chirurgie d'emblée discutée- chimiothérapie''.","Difficult"
"Quelle est la prise en charge des tumeurs métastatiques ?","Chirurgie d'emblée","Chimiothérapie puis chirurgie secondaire","Radiothérapie puis chirurgie","Chirurgie puis radiothérapie","2","Le document : ''Tumeurs métastatiques : Chimiothérapie puis chirurgie secondaire''.","Difficult"
"Quel est le pronostic général des neuroblastomes selon le document ?","Excellent","Bon","Réservé, encore grave","Guérison constante","3","Le document : ''Pronostic : réservé, encore grave''.","Difficult"
"Un neuroblastome fœtal peut métastaser in utero sur quels organes ?","Cœur et poumons","Foie et placenta","Cerveau et reins","Os et moelle","2","Le document : ''Ces neuroblastomes foetaux peuvent métastaser in utérus, sur le foie et le placenta''.","Difficult"
"Quel examen donne le diagnostic dans la majorité des cas ?","Imagerie seule","Marqueurs tumoraux seuls","Imagerie + marqueurs tumoraux","Biopsie systématique","3","Le document : ''L'imagerie + marqueurs tumoraux : donnent le diagnostic dans la majorité des cas''.","Difficult"
"Quelle est l'attitude en cas de négativité de l'imagerie et des marqueurs tumoraux ?","Ponction biopsie à l'aiguille fine","Chirurgie exploratrice","Surveillance","Traitement d'épreuve","1","Le document : ''Si tout est négatif : ponction biopsie à l'aiguille fine''.","Difficult"
"Quel est le siège de la tumeur dans les neuroblastomes à l'imagerie ?","Siège antérieur","Siège postérieur","Siège latéral","Siège médian","2","Le document : ''est de siège postérieur''.","Difficult"
