"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le principal argument diagnostique des oreillons avant l'examen clinique ?","Fièvre élevée","Contage récent et/ou absence de vaccination","Douleur testiculaire","Vomissements","2","Document: 'Elément essentiel du diagnostic : Contage récent et/ou absence de vaccination ou vaccination incomplète'","Medium"
"Un enfant de 3 ans non vacciné présente une tuméfaction parotidienne bilatérale avec fièvre modérée. Quel diagnostic ?","Parotidite bactérienne","Oreillons","VIH","Syndrome de Mikulicz","2","Document: tableau clinique typique d'oreillons","Easy"
"Quel est le pourcentage de cas de parotidite ourlienne parmi les infections ourliennes ?","70%","50%","90%","30%","1","Document: 'Phase d'état : parotidite ourlienne (70% des cas)'","Easy"
"Quelle est la durée de la phase d'invasion des oreillons ?","24-48 heures","3-5 jours","7 jours","12 heures","1","Document: 'Invasion : brève, 24-48H'","Easy"
"Quel traitement spécifique est recommandé pour la méningite ourlienne ?","Acyclovir","Corticothérapie","Antiviral (ribavirine)","Aucun, évolution favorable sans antiviral","4","Document: 'Evolution favorable sans séquelle, pas d'indication d'antiviral'","Difficult"
"Un adolescent présente une orchite droite 6 jours après une parotidite. Le testicule est douloureux, œdémateux. Le signe de Prehn est négatif. Quel diagnostic différentiel principal ?","Torsion testiculaire","Épididymite bactérienne","Hernie inguinale","Hydrocèle","1","Document: 'différentiel : torsion testiculaire' et 'Signe de Prehn (-)'","Difficult"
"Un patient vacciné par ROR présente une parotidite unilatérale récidivante. Quel examen paraclinique est indiqué ?","RT-PCR ourlienne","Recherche d'une infection à VIH","Sérologie ourlienne","Échographie parotidienne","2","Document: 'atteinte unilatérale, récidivante (VIH)' dans indications des examens paracliniques","Difficult"
"Un enfant a une méningite lymphocytaire avec hypoglycorachie. Quelles étiologies sont possibles selon le document ?","Listériose, tuberculose, oreillons","Entérovirus, herpès","Pneumocoque, méningocoque","Mycoses","1","Document: 'Méningite lymphocytaire : comme listériose, tuberculose'","Difficult"
"Quel est le risque de stérilité après orchite ourlienne bilatérale ?","Fréquent","Rare","Constant","50%","2","Document: 'stérilité rare' même après atrophie","Difficult"
"Un enfant de 10 ans non vacciné a une parotidite ourlienne. Un frère cadet de 6 ans non vacciné est asymptomatique. Quelle est la conduite ?","Vaccination immédiate du frère","Isolement du patient pendant 5 jours après début de la parotidite, pas de vaccination du frère car incubation longue","Antibiothérapie du frère","Aucune mesure","2","Document: 'Isolement des patients infectés pendant 5 jours après l'apparition de la parotidite'","Difficult"
"Quel est le mécanisme de la pancréatite ourlienne ?","Auto-immun","Inflammation virale directe","Obstruction canalaire","Toxique","2","Document: 'Pancréatite ourlienne' liée au tropisme du virus","Medium"
"Quelle est la particularité du syndrome de Mikulicz ?","Augmentation chronique indolore des parotides et glandes lacrymales","Parotidite aiguë fébrile","Hypertrophie parotidienne médicamenteuse","Tumeur maligne","1","Document: 'Syndrome de Mikulicz (augmentation chronique du volume des parotides et des glandes lacrymales, indolore)'","Medium"
