"question","option1","option2","option3","option4","answer","explanation","difficulty"
"L’hyperbilirubinémie chez le prématuré expose au risque de :","Ictère nucléaire","Cirrhose","Hépatite","Cholestase","1","Le document : ''Ictère : très sujets à l’ictère nucléaire ++++''.","Medium"
"Le diagnostic différentiel de la prématurité est :","Nouveau-né à terme eutrophique","Nouveau-né à terme hypotrophe","Nouveau-né prématuré hypotrophique","Nouveau-né dysmature","2","Le document : ''Nouveau-né à terme hypotrophe''.","Medium"
"L’âge échographique pour la datation se fait à :","8-10 SA","12-14 SA","16-18 SA","20-22 SA","2","Le document : ''Age échographie : 12 - 14 SA''.","Medium"
"La béance cervico-isthmique est une cause :","Maternelle","Ovulaire","Fœtale","Placentaire","1","Document : causes maternelles – anomalies utérines.","Medium"
"Le score d’Apgar n’est pas détaillé mais la prématurité avec mauvaise adaptation à la naissance est un critère de gravité.","Vrai","Faux","","","1","Le document : ''Prématurité avec mauvaise adaptation à la naissance'' dans diagnostic de gravité.","Medium"
"La chorioamniotite est une cause :","Maternelle","Ovulaire","Médicale","Placentaire","2","Document : causes ovulaires.","Medium"
"L’hydramnios est une cause ovulaire de prématurité.","Vrai","Faux","","","1","Document.","Medium"
"L’âge gestationnel de l’extrême prématuré (avec soins palliatifs) est :","22-24 SA","22-27 SA 6j","24-27 SA 6j","<22 SA","1","Document : ''22 - 24 : déclare juste le NN, soins palliatifs, sans réanimation''.","Difficult"
"Le score de Dubowitz est un score :","Morphologique","Neurologique","Échographique","Clinique","2","Document : score de BALLARD ou Dubowitz pour l’âge neurologique.","Difficult"
"La courbe de Leroy et Lefort permet de définir l’hypotrophie si poids < :","3ème percentile","5ème percentile","10ème percentile","15ème percentile","3","Document : ''< 10ème percentile''.","Difficult"
"La toxicité médicamenteuse chez le prématuré est due à :","Une immaturité rénale et hépatique","Un surdosage volontaire","Une allergie","Une voie d’administration","1","Document : ''Toxicité médicamenteuse (/ immaturité rénale et hépatique)''.","Difficult"
"La méthode Kangourou est indiquée quel que soit :","Le niveau de soin","L’âge gestationnel","Le poids","Le sexe","1","Document : ''Possible quel que soit le niveau de soin''.","Difficult"
"Le pronostic neurologique du prématuré est grevé par :","Les hémorragies intra-ventriculaires et leucomalacie périventriculaire","L’hypothermie","L’hypoglycémie","L’hyperbilirubinémie","1","Document : HIV et LPV → retard développement, épilepsie.","Difficult"
"La prise en charge du prématuré en salle de travail inclut :","Lange stérile chauffé, sac plastique, table chauffante","Antibiothérapie systématique","Surfactant en systématique","Caféine","1","Document : ''Lange stérile chauffé, sac en plastique et table chauffante (contre hypothermie)''.","Difficult"
"Le premier niveau de prévention de la prématurité comporte au moins :","4 CPN","6 CPN","8 CPN","10 CPN","3","Document : ''IEC mère à bien suivre toutes les CPN (au moins 8)''.","Difficult"
"L’incidence de la prématurité modérée (>32 SA) est d’environ :","5%","1-1,5%","0,5%","2%","1","Document : ''Prématurité : 5%'' (globale, modérée incluse).","Difficult"
