"question","answer","explanation","difficulty"
"Quels sont les facteurs de risque de la rétinopathie du prématuré ?","Extrême prématurité, oxygénodépendance prolongée.","Document.","Medium"
"Pourquoi le prématuré est-il à risque d’entérocolite ulcéro-nécrosante ?","Par immaturité de la barrière intestinale, ischémie, colonisation bactérienne, alimentation entérale précoce.","Non explicite.","Medium"
"Quelle est l’importance du monitoring cardio-respiratoire en néonatologie ?","Surveillance des constantes vitales pour détecter apnées, bradycardies, désaturations.","Document.","Medium"
"Quels sont les éléments de la prise en charge en salle de travail ?","Réanimation si besoin, lange stérile chauffé, sac plastique, table chauffante, incubateur portatif pour transport.","Document.","Medium"
"Citez deux complications cardiovasculaires du prématuré.","Persistance du canal artériel, hyperréflectivité vagale, HTAP, hypotension.","Document.","Medium"
"Quelle est la définition de la dysplasie broncho-pulmonaire ?","Complication respiratoire chez le prématuré oxygéno-dépendant à plus de 28 jours.","Document.","Medium"
"Quelle est la conduite à tenir devant une prématurité inexpliquée ?","Considérer comme une infection bactérienne précoce jusqu’à preuve du contraire.","Document.","Medium"
"Pourquoi le pronostic est-il plus mauvais en cas d’association prématurité + hypotrophie ?","Cumul d’immaturité et de malnutrition, majorant les risques de complications.","Document.","Medium"
"Quels sont les risques liés à la présence de prothèses chez le prématuré ?","Risque accru d’infections localisées et de septicémie.","Document.","Medium"
"Quel est l’apport nutritionnel recommandé pour prévenir l’hypoglycémie ?","Alimentation précoce et adaptée, apports nutritionnels optimaux, méthode Kangourou.","Document.","Medium"
"Quel est le traitement de l’hypocalcémie chez le prématuré ?","Apport de calcium et vitamine D.","Document.","Medium"
"Quelles sont les séquelles possibles des hémorragies intra-ventriculaires ?","Retard de développement psychomoteur, épilepsie secondaire.","Document.","Medium"
"Quels examens électrophysiologiques peuvent aider à déterminer l’âge gestationnel ?","EEG (électroencéphalogramme) ou PEA (potentiels évoqués auditifs).","Document.","Difficult"
"Expliquez le score de Ballard.","Score neurologique évaluant la maturité neuromusculaire et physique pour estimer l’âge gestationnel.","Document.","Difficult"
"Pourquoi la courbe de Leroy et Lefort est-elle utilisée ?","Pour rapporter le poids à l’âge gestationnel et définir l’hypotrophie (<10ème percentile) et le type de RCIU.","Document.","Difficult"
"Quelle est la différence entre prématurité hypotrophique et eutrophique ?","Hypotrophique : poids <10ème percentile ; eutrophique : poids normal pour l’âge.","Document.","Difficult"
"Quels sont les risques de l’hyperbilirubinémie chez le prématuré ?","Ictère nucléaire, atteinte neurologique irréversible.","Document.","Difficult"
"Quels sont les trois objectifs de la prévention de la prématurité ?","1. Prévenir la survenue ; 2. Prendre en charge la MAP ; 3. Prévenir le décès.","Document.","Difficult"
"Pourquoi la méthode Kangourou est-elle indiquée même dans les centres sans incubateur ?","Car elle ne nécessite aucun matériel coûteux, uniquement le contact peau à peau.","Document.","Difficult"
"Quels sont les signes de mauvaise adaptation à la naissance (score d’Apgar) ?","Non détaillé, mais critère de gravité.","Document.","Difficult"
"Quels sont les éléments du diagnostic de gravité ?","Âge <28 SA, mauvaise adaptation à la naissance, prématurité + hypotrophie, prématurité inexpliquée = infection, complications.","Document.","Difficult"
"Quelles sont les causes ovulaires de prématurité ?","Grossesses multiples, chorioamniotite, hydramnios.","Document.","Difficult"
"Quel est le rôle de la corticothérapie dans la prévention de la prématurité ?","Accélération de la maturation pulmonaire fœtale (2e niveau de prévention – MAP).","Document.","Difficult"
"Quel est l’objectif de la tocolyse dans la MAP ?","Ralentir ou arrêter les contractions utérines pour retarder l’accouchement.","Document.","Difficult"
"Quels sont les risques de l’hypoxie intra-utérine sévère sur le prématuré ?","Lésions cérébrales, retard de croissance, souffrance fœtale.","Document.","Difficult"
"Pourquoi un suivi rigoureux jusqu’à l’âge adulte est-il nécessaire ?","En raison des séquelles neurologiques possibles et des complications à long terme.","Conclusion.","Difficult"
