"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Un patient sous IEC et AINS depuis 10 jours présente une oligurie, une créatinine à 300 µmol/l (basale 80). Quel est le mécanisme le plus probable ?","IRA fonctionnelle par hypoperfusion rénale (AINS ferme l'AA, IEC ouvre l'AE)","NTA","Néphrite interstitielle","Glomérulonéphrite","1","L'association AINS+IEC majore le risque d'IRA fonctionnelle.","Difficult"
"Un patient sous aminosides depuis 5 jours présente une oligurie anurie. Quel est le diagnostic le plus probable et quel monitorage aurait dû être fait ?","NTA toxique dose-dépendante. Monitorage : dosage sérique après 2 injections avant la 3ème.","Néphrite interstitielle immuno-allergique","IRA fonctionnelle","Glomérulonéphrite","1","Le document le précise.","Difficult"
"Un patient sous pénicilline présente une IR aiguë avec protéinurie à 0,8g/24h, leucocyturie stérile, éosinophilie sanguine et éosinophilurie. Quel diagnostic et quel traitement ?","Néphrite interstitielle aiguë immuno-allergique. Traitement : arrêt de la pénicilline + corticothérapie.","NTA toxique","IRA fonctionnelle","Glomérulonéphrite","1","Le document décrit ce tableau.","Difficult"
"Un patient sous lithium depuis 10 ans présente une polyurie polydipsie sans hyperglycémie. Quel est le diagnostic et quel est le risque évolutif ?","Diabète insipide néphrogénique. Risque d'évolution vers l'IRC.","Diabète sucré","Polydipsie psychogène","Syndrome de Fanconi","1","Le document le précise.","Difficult"
"Un patient sous AINS depuis 6 mois développe un syndrome néphrotique. La biopsie montre une LGM. Quelle est la conduite et l'évolution ?","Arrêt des AINS. Evolution : disparition de la protéinurie en quelques jours à quelques semaines.","Corticothérapie","Immunosuppresseurs","Hémodialyse","1","Le document le précise.","Difficult"
"Un patient sous D-pénicillamine développe une protéinurie néphrotique. La biopsie montre une GEM. Quelle est la conduite et l'évolution ?","Arrêt de la D-pénicillamine. Evolution : baisse lente de la protéinurie.","Corticothérapie d'emblée","Immunosuppresseurs","Aucun traitement","1","Le document le précise.","Difficult"
"Un patient aux antécédents de migraine traité par dérivés de l'ergot de seigle depuis plusieurs années présente une insuffisance rénale chronique progressive. L'échographie montre une urétéro-hydronéphrose bilatérale. Quel diagnostic ?","Fibrose rétropéritonéale","Lithiase bilatérale","Tumeur pelvienne","Néphropathie des analgésiques","1","Le document associe dérivés de l'ergot à la fibrose rétropéritonéale.","Difficult"
"Quel est le principe de la prévention des néphropathies médicamenteuses selon le document ?","Principe de Galien : primum non nocere","Traitement systématique","Hydratation systématique","Arrêt des médicaments","1","Le document le mentionne.","Easy"
"Quels sont les 5 médicaments cités comme cause de néphropathie immuno-allergique tubulo-interstitielle parmi les antiacides ?","IPP (oméprazole, lansoprazole)","AINS","Bêta-lactamines","Diurétiques","1","Le document liste les IPP.","Medium"
"Quelle est la particularité des AINS concernant l'atteinte glomérulaire et le délai de réversibilité ?","Atteinte glomérulaire (LGM) avec disparition de la protéinurie en quelques jours à quelques semaines après arrêt","Atteinte irréversible","Atteinte avec séquelles permanentes","Atteinte glomérulaire lentement réversible","1","Le document le précise.","Medium"
"Quel est le risque de l'association AINS + IEC/ARA2 sur le plan hémodynamique rénal ?","AINS ferme l'artère afférente (AA) et IEC/ARA2 ouvrent l'artère efférente (AE) -> chute du DFG","Les deux ferment l'AA","Les deux ouvrent l'AE","Pas d'interaction","1","Le document explique : ''AINS ferme AA, IEC et ARA ouvrent l'AE''.","Medium"
"Quel est le délai d'évolution vers l'IRT d'une néphropathie interstitielle aiguë immuno-allergique non traitée par corticoïdes selon le document ?","3 mois","1 mois","6 mois","1 an","1","Le document précise : ''IRT en quelques mois (3 mois)''.","Medium"
"Quel est le mécanisme de la toxicité tubulaire indirecte des fibrates et statines ?","Par rhabdomyolyse","Par hémolyse","Par cristallurie","Par immuno-allergie","1","Le document classe les fibrates et statines dans ''Par rhabdomyolyse''.","Medium"
"Quel est le mécanisme de la toxicité tubulaire indirecte de la quinine et de la rifampicine ?","Par hémolyse","Par rhabdomyolyse","Par cristallurie","Par immuno-allergie","1","Le document classe quinine et rifampicine dans ''Par hémolyse''.","Medium"
"Quels sont les deux types d'atteinte glomérulaire médicamenteuse cités dans le document ?","LGM et GEM","HSF et GNA","GEM et GNMP","LGM et HSF","1","Le document mentionne : ''Syndrome néphrotique avec LGM'' et ''SN avec Glomérulonéphrite extra-membraneuse''.","Medium"
"Quel est le médicament cité comme cause de lithiases par effet métabolique (calciurie) ?","Vitamine D","Vitamine C","Allopurinol","Aciclovir","1","Le document indique : ''Effet métabolique : vitamine D (calciurie), vitamine C (oxalurie)''.","Medium"
"Quelle est la conduite à tenir devant une IRA médicamenteuse avec signes extra-rénaux (rash, éosinophilie) ?","Arrêt + corticothérapie","Arrêt seul","Réhydratation seule","Diurétiques","1","Le document préconise corticothérapie pour les NIA immuno-allergiques.","Medium"
"Quel est le principe de l'adaptation posologique des médicaments à élimination rénale chez l'insuffisant rénal ?","Adapter la dose et l'intervalle de prise","Adapter uniquement la dose","Adapter uniquement l'intervalle","Ne pas adapter","1","Le document précise : ''Adapter la posologie à la fonction rénale (dose et intervalle de prise)''.","Easy"
"Quelle est la CI des AINS en fonction de la clairance de la créatinine selon le document ?","Clairance < 20 ml/mn","Clairance < 30 ml/mn","Clairance < 40 ml/mn","Clairance < 10 ml/mn","1","Le document indique : ''IRC < 20 ml/mn : contre-indication''.","Medium"
"Quel est le mécanisme de l'action néphrotoxique des aminosides ?","Toxicité tubulaire directe (dose-dépendante, réversible à l'arrêt)","Toxicité glomérulaire","Toxicité immuno-allergique","Toxicité vasculaire","1","Le document précise : ''Aminosides : très néphrotoxique, mécanisme toxique (réversible à l'arrêt)''.","Medium"
"Quel est le médicament cité comme cause de néphropathie des analgésiques avec nécrose papillaire ?","Tout analgésique, dose cumulée ou en association","Aspirine uniquement","Paracétamol uniquement","AINS uniquement","1","Le document précise : ''Tout analgésique, dose cumulée (longueur de temps de prise, années ou mois) ou en association''.","Difficult"
"Quelle est la particularité des corticoïdes dans le traitement des néphropathies interstitielles aiguës immuno-allergiques ?","Non codifié : selon le cas","Systématique","Jamais indiqué","Toujours à forte dose","1","Le document précise : ''Non codifié : selon le cas''.","Difficult"
