"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est l'aspect TDM typique du carcinome hépato-cellulaire après injection de produit de contraste ?","Hyperdense persistant","Hypodense au temps portal (wash-out)","Hyperdense au temps portal","Isodense","2","Le document décrit : 'TDM abdominale : lésions de CHC : Lavage, = wash-out... Temps portal surtout tardif : plus rien, lésion hypodense'.","Easy"
"Quelle est la complication la plus fréquente de la cirrhose selon le document ?","Hémorragie digestive","Encéphalopathie hépatique","Ascite","Carcinome","3","Le document indique : 'Ascite : Complication la plus fréquente'.","Easy"
"Quel est le premier motif de décès dans la cirrhose ?","Hémorragie digestive","Encéphalopathie hépatique","Syndrome hépato-rénal","Infection","2","Le document précise : 'Encéphalopathie hépatique : premier motif de décès'.","Easy"
"Selon le document, quel stade de l'encéphalopathie de West Haven associe un coma calme avec des signes pyramidaux ?","Stade 1","Stade 2","Stade 3","Stade 4","3","Le document indique : 'Stade 3 : Coma calme avec des signes pyramidaux'.","Easy"
"À partir de quelle valeur de créatininémie parle-t-on de syndrome hépato-rénal selon les critères du document ?","> 100 µmol/l","> 130 µmol/l","> 150 µmol/l","> 200 µmol/l","2","Le document mentionne : 'Créatininémie > 130 µmol/l ou clearance < 40ml/min'.","Easy"
"Quel est l'aspect du foie à l'échographie dans la cirrhose ?","Homogène, contours réguliers","Hétérogène, contours irréguliers (bosselé)","Hyperéchogène diffus","Atrophie sans irrégularités","2","Le document indique : 'Echographie : Foie hétérogène ; Contours irréguliers (bosselé)'.","Easy"
"Quelle est la contre-indication à la ponction biopsie hépatique transpariétale ?","TP > 60%","TP < 50%","Plaquettes > 150.000","Absence d'ascite","2","Le document précise : 'Trans jugulaire : si contre-indication de la biopsie transpariétale : TP < 50%, Plaquettes < 100.000, Ascite'.","Easy"
"Quel est le mode de transmission de l'hémochromatose selon le document ?","Acquise","Congénitale (mutation du C282Y)","Virale","Toxique","2","Le document indique : 'Hémochromatose : Maladie congénitale (mutation du C282Y) ; rarement acquise'.","Easy"
"Quel médicament antiarythmique peut induire une hépatite médicamenteuse chronique ?","Amiodarone","Digoxine","Aténolol","Furosémide","1","Le document mentionne : 'Cardiologiques : Amiodarone (antiarythmique)'.","Easy"
"Dans la cirrhose cardiaque, quel signe clinique disparaît ?","Hépatomégalie","Reflux hépato-jugulaire (RHJ)","Ascite","Ictère","2","Le document indique : 'Et il n'y a plus de RHJ'.","Easy"
"Quelle est la première cause de mortalité parmi les complications de la cirrhose citée dans la conclusion ?","Ascite","Hémorragie digestive","Encéphalopathie hépatique","Syndrome hépato-rénal","3","La conclusion indique : 'Encéphalopathie hépatique : 1ère cause de mortalité'.","Easy"
"Selon le document, quelle est la définition des nodules de régénération dans la cirrhose ?","Amas d'hépatocytes fonctionnels","Amas d'hépatocytes non fonctionnelles à cause d'une perte de connexion vasculaire et biliaire","Prolifération de cellules biliaires","Zones de nécrose","2","L'introduction précise : 'Nodule de régénération : amas d'hépatocytes non fonctionnelles à cause d'une perte de connexion vasculaire et biliaire'.","Easy"
"Quelles sont les trois complications redoutables de la cirrhose citées dans l'introduction ?","Ascite, ictère, douleur","Hémorragies digestives, infection, cancer du foie","Varices, encéphalopathie, anémie","Hypersplénisme, thrombopénie, leucopénie","2","Le document mentionne : 'Gravité : ... complications redoutables : 1. Hémorragies digestives 2. Infection 3. Cancer du foie'.","Easy"
"Au stade compensé, que montre le bilan hépatique ?","Cytolyse élevée","Normal","Cholestase sévère","Insuffisance hépatocellulaire","2","Le document indique : 'Bilan hépatique : Normal ; Pas d'insuffisance hépatocellulaire ni cytolyse ni cholestase'.","Easy"
"Quel est le nom de l'évaluation non invasive qui mesure l'élasticité hépatique par onde ?","Fibroactitest","Elastométrie (fibroscan)","Fibrotest","Actitest","2","Le document décrit : 'Elastométrie : fibroscan (envoi d'onde... vitesse de propagation)'.","Easy"
"Dans la classification de West Haven, que retrouve-t-on au stade 1 ?","Confusion","Astérixis et désorganisation du cycle nycthéméral","Coma calme","Coma sans focalisation","2","Le document indique : 'Stade 1 : Astérixis ; Désorganisation du cycle nycthéméral'.","Easy"
"Quel est le taux normal de vitesse d'onde au fibroscan selon le document ?","2,5 Kpa","5 Kpa","7,9 Kpa","10 Kpa","2","Le document précise : 'N : 5 Kpa'.","Easy"
"Quel est le mécanisme de l'ictère dans la cirrhose décompensée ?","Hémolyse","Incapacité du foie à transformer la bilirubine libre (BL) en bilirubine conjuguée (BC) et compression des voies biliaires par les nodules","Obstruction des canaux biliaires extra-hépatiques","Destruction des hépatocytes","2","Le document indique : 'Ictère (à cause de l'incapacité du foie à transformer BL en BC; et aussi à cause des nodules de régénération qui compriment les voies biliaires)'.","Medium"
"Expliquez pourquoi le taux de prothrombine (TP) est diminué dans l'insuffisance hépatocellulaire.","Par déficit en facteurs de coagulation synthétisés par le foie. Le document précise que si l'ictère est important, on évalue le facteur V.","Le document mentionne 'TP diminuée' comme signe d'IHC.","Medium"
"Quelle est la particularité de la thrombopénie dans la cirrhose ?","Elle est due à une destruction périphérique","Elle est expliquée par l'hypersplénisme","Elle est d'origine médullaire","Elle est auto-immune","2","Le document indique : 'Thrombopénie expliqué par l'hypersplénisme'.","Medium"
"Quels sont les deux bilans étiologiques systématiquement demandés devant une cirrhose ?","Ferritinémie et céruléoplasmine","Ag HBs et sérologie VHC (Ac anti-VHC)","Ac anti-nucléaires et anti-mitochondrie","Alpha-1-antitrypsine et cuprémie","2","Le document précise : 'Demandés systématiquement : Ag HBs ; Sérologie du VHC (Ac anti-VHC)'.","Medium"
"Quelle est la différence entre l'infection spontanée du liquide d'ascite et la tuberculose péritonéale sur le plan biochimique ?","Protides < 25 g/l vs > 30 g/l ; PNN vs lymphocytes","Protides > 30 g/l vs < 25 g/l","Cytologie riche en PNN vs riche en polynucléaires","Glucose bas vs normal","1","Le document indique : Infection : transsudat protides<25, PNN>250 ; Tuberculose : exsudatif protides>30, lymphocytes+++.","Medium"
"Quels sont les trois signes d'appel de l'infection du liquide d'ascite selon le document ?","Fièvre, douleur abdominale, diarrhée","Ictère, ascite, encéphalopathie","Hématémèse, mélæna, confusion","Dyspnée, toux, expectorations","1","Le document cite : 'Signes : ILA à rechercher : Douleur abdominale, Fièvre, Diarrhée'.","Medium"
"Quel est le mécanisme de l'hyponatrémie chez le cirrhotique décompensé ?","Déshydratation extracellulaire","Hyperhydratation extracellulaire avec hyperhydratation intracellulaire (globale)","Perte de sodium urinaire","Excès d'aldostérone","2","Le document explique : 'Si hyponatrémie : hyperhydratation extracellulaire(œdème) avec une hyperhydratation intracellulaire = globale' et 'Attention à l'hyponatrémie : extrêmement grave'.","Medium"
"Quelles sont les trois circonstances de déclenchement de l'encéphalopathie hépatique citées dans le document ? (Donnez-en trois)","Hémorragie digestive, hépatite alcoolique, prise de benzodiazépines (ou infection, constipation, hyponatrémie, traumatisme chirurgical, barbituriques)","Le document en liste 8.","Medium"
"Quel est l'aspect du liquide d'ascite dans la tuberculose péritonéale ?","Transsudatif, PNN > 250","Exsudatif (protides > 30 g/l), lymphocytes +++","Hémorragique, polynucléaires","Chyleux","2","Le document indique : 'Protides > 30g/l (exsudatif) ; Cytologie : riche en cellules : lymphocytes+++'.","Medium"
"Quelle est la valeur de l'ADA dans le diagnostic de la tuberculose péritonéale ?","Augmentation de l'adénosine déaminase","Diminution","Normale","Non précisée","1","Le document mentionne : 'ADA : adénosine déamine (augmentation = infection tuberculeuse du liquide d'ascite)'.","Medium"
"Quel est le nom de la technique de biopsie hépatique utilisée en cas de troubles sévères de l'hémostase ou d'ascite ?","Biopsie transpariétale","Biopsie transjugulaire","Biopsie laparoscopique","Biopsie échoguidée","2","Le document précise : 'Trans jugulaire : si contre-indication de la biopsie transpariétale : TP < 50%, Plaquettes < 100.000, Ascite'.","Medium"
"Quels sont les quatre critères du syndrome hépato-rénal selon le document ?","Créatininémie >130 µmol/l, absence d'autre cause, pas d'anomalie du sédiment urinaire, pas d'amélioration après expansion volémique","Créatininémie >150, protéinurie >0,5 g/24h, hématurie, amélioration après diurétiques","Natrémie <130, kaliémie >5,5, diurèse <500 ml/24h","TFG <30 ml/min, hypertension artérielle, œdèmes, protéinurie","1","Le document liste les 4 critères.","Medium"
"Quel est l'aspect du foie dans la cirrhose cardiaque ?","Foie petit, dur, indolore","Foie ferme, douloureux au départ, puis bord inférieur tranchant, disparition du RHJ","Foie augmenté de volume, régulier, pulsatile","Foie atrophique, nodulaire","2","Le document indique : 'IC droite prolongée ; Foie ferme, douloureux au départ -> foie à bord inférieur tranchant ; Et il n'y a plus de RHJ'.","Medium"
"Quel syndrome métabolique définit la NASH (stéato-hépatite non alcoolique) ?","3 critères parmi : obésité abdominale, HTA, hypertriglycéridémie, diabète, HDL bas","Obésité, diabète, hypercholestérolémie","Syndrome de Cushing","Hyperuricémie, dyslipidémie, HTA","1","Le document liste les 5 critères du syndrome métabolique.","Medium"
"Quelle est la particularité de l'alpha-foeto-protéine dans le carcinome hépato-cellulaire ?","Toujours normale","Élevée (>400 ng/ml) dans environ 10% des cas","Élevée dans la majorité des cas, seuil >400","Spécifique mais peu sensible","3","Le document donne le seuil à 400 ng/ml.","Medium"
"Quel est le mode de confirmation du diagnostic de carcinome hépato-cellulaire selon le document ?","TDM","IRM","Ponction biopsie hépatique (PBH)","Échographie","3","Le document indique : 'Confirmation : PBH'.","Medium"
"Quelle est la différence entre les angiomes stellaires et les érythroses palmaires ?","Siège : thorax/dos vs paumes ; même mécanisme","Les angiomes sont douloureux, pas les érythroses","Les érythroses sont des lésions vasculaires, les angiomes non","Aucune différence","1","Le document décrit les angiomes au thorax/dos, les érythroses aux paumes.","Medium"
"Quel est l'effet de la vitropression sur les angiomes stellaires et les érythroses palmaires ?","Ils persistent","Ils s'effacent","Ils deviennent plus rouges","Ils deviennent bleus","2","Le document précise pour les deux : 's'effaçant à la vitropression'.","Medium"
"Quel est le signe endocrinien chez l'homme cirrhotique ?","Hirsutisme","Diminution de la pilosité, finesse des téguments, gynécomastie","Virilisation","Hypertrophie testiculaire","2","Le document liste : 'Homme : Diminution de la pilosité, Finesse des téguments, Gynécomastie'.","Medium"
"Quel est le signe endocrinien chez la femme cirrhotique ?","Ménorragies","Aménorrhée et stérilité","Galactorrhée","Hirsutisme","2","Le document indique : 'Femme : Aménorrhée, Stérilité'.","Medium"
"Quelle est la définition de l'hippocratisme digital ?","Déformation des ongles en verre de montre","Coloration rouge des paumes","Angiomes en étoile","Ictère","1","Le document cite 'Hippocratisme digital' sans le définir mais comme signe d'IHC.","Medium"
"Quel est le bilan biologique de l'insuffisance hépatocellulaire (IHC) selon le document ?","TP diminuée, facteur V diminué, albumine abaissée, cholestérolémie abaissée, bilirubine libre augmentée","ASAT/ALAT élevées, PAL élevées","Hyperbilirubinémie conjuguée, GGT élevée","Hyperferritinémie","1","Le document liste ces 5 éléments.","Medium"
"Quelle est l'utilité du dosage de l'alpha-foeto-protéine dans le suivi des cirrhotiques ?","Dépister une ascite","Dépister un carcinome hépato-cellulaire","Évaluer la fonction hépatique","Diagnostiquer une hépatite virale","2","Le document indique : 'Marqueur de carcinome hépato-cellulaire'.","Medium"
"Quels sont les trois stades de gravité de la cirrhose selon le score de Child-Pugh ?","A (5-6), B (7-9), C (10-15)","I (compensé), II (décompensé), III (terminal)","Mild, moderate, severe","1,2,3","1","Le document donne les stades avec les points.","Medium"
"Quelle est la survie à 3 mois pour un score MELD > 20 ?","90%","60%","30%","10%","2","Le document indique : 'MELD > 20 : Survie à 3 mois : 60 %' (et <20 : 90%).","Medium"
"Quelle est l'étiologie de la cirrhose la plus fréquente dans le monde selon le document ? (Pourcentage)","Alcoolique 50-90%","Virale","NASH","Biliaire","1","Le document mentionne 'Alcoolique : 50 - 90%' comme première cause.","Medium"
"Quelle est la biologie typique de la cirrhose alcoolique ?","Macrocytose, IgA augmenté, ASAT>ALAT, GGT élevée","Microcytose, IgM augmenté, ALAT>ASAT","Anémie hémolytique, IgG augmenté","Thrombocytose, IgD","1","Le document liste ces éléments.","Medium"
"Quel est le rôle de la céruléoplasmine dans la maladie de Wilson ?","Protéine porteuse de cuivre, déficitaire","Protéine de transport du fer","Enzyme hépatique","Facteur de coagulation","1","Le document indique : 'Céruléoplasmine (protéine porteuse de cuivre dans l'organisme)' et baisse dans Wilson.","Medium"
"Quel est l'aspect ophtalmologique de la maladie de Wilson ?","Cerne de Kayser-Fleischer (tâche verdâtre)","Xanthélasmas","Anneau cornéen","Cataracte","1","Le document mentionne 'yeux : cerne de? (Tâche verdâtre)' évoquant l'anneau de Kayser-Fleischer.","Medium"
"Quel est le médicament antihypertenseur pouvant donner une hépatite médicamenteuse chronique ?","Amiodarone","Alpha-méthyl dopa","Méthotrexate","Propranolol","2","Le document cite : 'Alpha-méthyl dopa : antihypertenseur'.","Medium"
"Quel est le principal facteur de décompensation de la cirrhose selon le document ?","Infection, traumatisme, poursuite de l'intoxication éthylique, évolution naturelle","Seule l'alcool","Les hémorragies","Les médicaments","1","Le document liste les facteurs de décompensation.","Medium"
"Quelle est la différence entre le fibroactitest et l'élastométrie ?","Le premier est sanguin (marqueurs), le second est physique (onde)","Le premier est une biopsie, le second une échographie","Ils sont identiques","Le premier mesure la fibrose, le second l'inflammation","1","Le document décrit le fibroactitest (prélèvement sanguin) et l'élastométrie (fibroscan).","Medium"
"Quelle est la valeur normale de la vitesse de propagation au fibroscan ?","5 Kpa","7,9 Kpa","2,5 Kpa","10 Kpa","1","Le document indique 'N : 5 Kpa'.","Medium"
"Quel est le pourcentage de cirrhotiques ayant un carcinome hépato-cellulaire ?","Environ 10%","Environ 5%","Environ 20%","Environ 30%","1","Le document précise 'Touche ~ 10% des cirrhotiques'.","Medium"
"Quelle est la principale cause d'ascite chez le cirrhotique ?","Hyperaldostéronisme secondaire","Hypoalbuminémie et hypertension portale","Insuffisance cardiaque","Infection","2","Le document associe l'ascite aux signes d'HTP et d'IHC.","Medium"
"Quel est le signe échographique d'hypertension portale le plus précoce ?","Dilatation du tronc porte (>12 mm)","Perméabilisation de la veine ombilicale","Ascite","Splénomégalie","1","Le document mentionne 'Dilatation du tronc porte (N < 12 mm)' comme signe d'HTP.","Medium"
"Quel est le risque de décès à court terme d'une hyponatrémie chez le cirrhotique ?","Extrêmement grave (hyperhydratation globale)","Bénin","Nécessite uniquement une restriction hydrique","Sans gravité","1","Le document insiste : 'Attention à l'hyponatrémie : extrêmement grave chez un patient cirrhotique (hyperhydratation globale)'.","Medium"
"Quelle est la triade du syndrome hépato-pulmonaire ?","Affection hépatique, hypoxie artérielle, dilatation vasculaire intra-pulmonaire","Ascite, dyspnée, hippocratisme digital","Hypertension portale, hypoxie, cyanose","Cirrhose, épanchement pleural, hypertension pulmonaire","1","Le document définit : '1. Affection hépatique (cirrhose) 2. Hypoxie artérielle 3. Dilatation vasculaire intra-pulmonaire'.","Medium"
"Quelle est la différence entre l'ascite de cirrhose et l'ascite tuberculeuse sur le plan cytologique ?","Pauvre en cellules vs riche en lymphocytes","Riche en PNN vs riche en lymphocytes","Riche en cellules vs pauvre","Présence de cellules mésothéliales vs absence","1","Le document : ascite cirrhotique 'pauvre en cellules' ; tuberculose 'riche en cellules : lymphocytes+++'.","Medium"
"Quel est le facteur V dans l'insuffisance hépatocellulaire ?","Un facteur de coagulation synthétisé par le foie, diminué","Un facteur de la coagulation extra-hépatique","Une protéine de l'inflammation","Un marqueur de cholestase","1","Le document le cite dans l'IHC.","Medium"
"Quelle est l'importance de la numération des angiomes stellaires ?","Permet d'apprécier la gravité de la cirrhose","Permet de suivre la fibrose","Diagnostic de la cause","Prédit le risque de cancer","1","Le document indique : 'Les compter car permet d'apprécier la gravité'.","Medium"
"Quel est le traitement de l'hyponatrémie chez le cirrhotique selon le document ?","Non précisé, mais attention extrême","Apport de sel","Restriction hydrique","Diurétiques","1","Le document n'en parle pas mais signale la gravité.","Medium"
"Quelle est la particularité de la cirrhose d'origine biliaire primitive ?","Ac anti-mitochondrie M2, femme d'âge moyen","Prédomine chez l'homme","Associée à une hépatite alcoolique","Marqueurs viraux positifs","1","Le document : 'Femmes d'âge moyen (30-50 ans) ; Ac anti-mitochondrie de type M2'.","Medium"
"Quel est le risque de la prise de benzodiazépines chez un cirrhotique ?","Déclenchement d'une encéphalopathie hépatique","Aggravation de l'ascite","Hémorragie digestive","Insuffisance rénale","1","Le document liste 'Prise de benzodiazépines' parmi les facteurs déclenchants de l'encéphalopathie.","Medium"
"Quel est le rôle de l'endoscopie digestive haute dans le bilan de la cirrhose ?","Recherche de varices œsophagiennes et gastriques, gastropathie congestive","Diagnostic de la cause","Évaluation de la fibrose","Traitement de l'ascite","1","Le document : 'Endoscopie : Signes d'HTP ; Varices œsophagiennes et gastriques ; Gastropathie congestive'.","Medium"
"Quelle est la valeur pronostique du syndrome hépato-rénal de type 2 ?","Survie médiane 6 mois","Survie médiane 15 jours","Survie à 1 an 90%","Récupération complète","1","Le document : 'médiane de survie 15j(pour le type 1) - 6 mois (pour le type 2)'.","Medium"
"Quel est l'aspect du foie dans la cirrhose compensée à l'échographie ?","Hétérogène, contours irréguliers, signes d'HTP possibles","Normal","Homogène, contours réguliers","Atrophie pure","1","Le document le décrit ainsi.","Medium"
"Quelle est la différence entre la cirrhose compensée et décompensée sur le plan biologique ?","Bilan hépatique normal vs IHC fréquente","Cytolyse vs cholestase","Hyperbilirubinémie vs normale","Albumine normale vs élevée","1","Le document : stade compensé bilan normal ; décompensé IHC fréquente.","Medium"
"Expliquez la cascade physiopathologique menant de la fibrose extensive à l'insuffisance hépatocellulaire dans la cirrhose.","La fibrose extensive perturbe l'architecture lobulaire, les nodules de régénération sont mal connectés aux vaisseaux et voies biliaires, entraînant une diminution de la fonction hépatique (synthèse d'albumine, facteurs de coagulation, élimination de la bilirubine, etc.).","Synthèse des concepts du document.","Difficult"
"Un patient cirrhotique Child-Pugh C présente une ascite abondante, une créatininémie à 150 µmol/l sans antécédent rénal, une protéinurie nulle, et aucune amélioration après remplissage vasculaire. Quel diagnostic retenez-vous et quel est le pronostic à court terme ?","Syndrome hépato-rénal de type 1 (critères réunis : créatinine >130, absence d'autre cause, sédiment normal, pas d'amélioration). Pronostic : médiane de survie 15 jours.","Basé sur les critères du syndrome hépato-rénal et les survies.","Difficult"
"Un patient alcoolique chronique, cirrhotique connu, est hospitalisé pour hématémèse. Après ligature des varices, il devient confus, désorienté, avec un asterixis. Quel est le diagnostic ? Quel stade de West Haven ? Quel facteur a déclenché cette complication ?","Encéphalopathie hépatique stade 2 (confusion, désorientation, ralentissement psychomoteur). Facteur déclenchant : hémorragie digestive.","Document : stade 2 'Confusion, désorientation', facteurs déclenchants : hémorragie digestive.","Difficult"
"Un patient cirrhotique a un TP à 45%, des plaquettes à 80 000/mm3, et une ascite de grande abondance. Vous devez réaliser une biopsie hépatique pour confirmer une hépatite auto-immune. Quelle voie d'abord choisir et pourquoi ?","Voie transjugulaire, car contre-indications à la voie transpariétale : TP < 50%, plaquettes < 100 000, ascite.","Document : 'Trans jugulaire : si contre-indication : TP < 50%, Plaquettes < 100.000, Ascite'.","Difficult"
"Un patient cirrhotique présente une hyponatrémie à 125 mEq/l avec des œdèmes généralisés. Expliquez le mécanisme de cette hyponatrémie et pourquoi elle est grave.","Hyperhydratation globale : hyperhydratation extracellulaire (œdèmes) associée à une hyperhydratation intracellulaire. Elle est grave car elle reflète une rétention d'eau libre, souvent liée à une sécrétion inappropriée d'ADH, et peut précipiter une encéphalopathie.","Document : 'Si hyponatrémie : hyperhydratation extracellulaire(œdème) avec une hyperhydratation intracellulaire = globale ; extrêmement grave'.","Difficult"
"Un patient cirrhotique éthylique sevré depuis 2 ans a un score MELD à 25. Quelle est sa probabilité de survie à 3 mois ? Quelles sont les deux étiologies à rechercher en priorité à Madagascar ?","Survie à 3 mois : 60% (MELD >20). Étiologies à rechercher : alcool (déjà connu) et virales VHB/VHC.","Document : MELD >20 survie 60% ; étiologies fréquentes à Madagascar : alcool >50%, puis VHB/VHC.","Difficult"
"Un patient cirrhotique se présente avec une fièvre, des douleurs abdominales, une diarrhée. La ponction d'ascite ramène un liquide trouble avec 500 PNN/mm3, protides à 20 g/l. Quel est le diagnostic ? Quel germe est le plus probable ? Quel traitement doit être instauré ?","Infection spontanée du liquide d'ascite (PNN >250, protides <25). Germe le plus fréquent : E. Coli. Traitement : antibiothérapie probabiliste.","Document : 'Infection du liquide d'ascite... PNN >250, protides <25, germe E. Coli +++'.","Difficult"
"Un patient de 45 ans, sans alcool, a une cirrhose découverte. Bilan : Ag HBs négatif, Ac anti-VHC négatif. Femme, 40 ans, Ac anti-mitochondrie M2 positifs. Quelle est l'étiologie ? Quel autre bilan doit être fait ?","Cholangite biliaire primitive (anciennement cirrhose biliaire primitive). Autre bilan : échographie, bilan de cholestase, recherche d'autres maladies auto-immunes.","Document : 'Femmes d'âge moyen (30-50 ans) ; Ac anti-mitochondrie de type M2' pour cholangite biliaire primitive.","Difficult"
"Un patient cirrhotique a une AFP à 500 ng/ml. L'échographie montre un nodule de 3 cm du lobe droit. Quel est le diagnostic le plus probable ? Quel examen confirme ? Quel aspect TDM caractéristique attend-on ?","Carcinome hépato-cellulaire (CHC). Confirmation par ponction biopsie hépatique. TDM : aspect de wash-out (lésion hypodense au temps portal).","Document : 'Alpha-foeto-protéine > 400ng/ml ; TDM : lavage (wash-out) ; confirmation PBH'.","Difficult"
"Un patient cirrhotique Child-Pugh B, sous propranolol, présente une dyspnée, une hypoxie artérielle, et une radiographie thoracique normale. L'échocardiographie montre des dilatations vasculaires intrapulmonaires. Quel est le diagnostic ?","Syndrome hépato-pulmonaire (triade : affection hépatique, hypoxie artérielle, dilatation vasculaire intra-pulmonaire).","Document : 'Syndrome hépato-pulmonaire : 1. Affection hépatique 2. Hypoxie artérielle 3. Dilatation vasculaire intra-pulmonaire'.","Difficult"
"Un patient cirrhotique présente une macrocytose, une IgA élevée, ASAT 100 U/L, ALAT 60 U/L, GGT 300 U/L. Quelle étiologie suspectez-vous ? Quel autre paramètre biologique est typique ?","Cirrhose alcoolique. Autre paramètre : VGM élevé (macrocytose), ASAT>ALAT, GGT élevée.","Document : 'Macrocytose (VGM élevé), IgA augmenté, ASAT>ALAT, Elévation de gamma GT'.","Difficult"
