"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le traitement prophylactique de première intention autour d'un cas ?","Ceftriaxone dose unique","Rifampicine pendant 2 jours","Spiramycine 5 jours","Ciprofloxacine","2","Document: 'Rifampicine pendant 2 jours'","Easy"
"Quelle est la posologie de la rifampicine chez l'enfant pour la chimioprophylaxie ?","5 mg/kg x2/j","10 mg/kg x2/j","15 mg/kg x2/j","20 mg/kg x2/j","2","Document: '10mg/kg x2/j si enfant'","Easy"
"Quelle est la posologie de la rifampicine chez le nouveau-né ?","5 mg/kg x2/j","10 mg/kg x2/j","15 mg/kg x2/j","2,5 mg/kg x2/j","1","Document: '5 mg/kg x2/j si nouveau-né'","Easy"
"Quel est le pourcentage des survivants du purpura fulminans nécessitant une amputation ou une chirurgie plastique ?","Moins de 1%","Plus de 6%","Environ 15%","25%","2","Document: 'Plus de 6% des survivants nécessitent une amputation ou un geste de chirurgie plastique et reconstructrice'","Easy"
"Quel est le sérotype de méningocoque le plus fréquent dans le purpura fulminans ?","A","B","C","W135","2","Document: 'sérotype B (55%)'","Easy"
"Quel signe clinique indique un retard de traitement important ?","Fièvre élevée","Purpura nécrotique","Hypotension artérielle","Tachycardie","3","Document: 'Dès hypotension : =traitement très en retard'","Medium"
"Quels sont les trois examens biologiques de première intention ?","NFS, CRP, Procalcitonine","Hémoculture, PL, bilan hémostase","Ionogramme, créatinine, glycémie","Bilirubine, ASAT, ALAT","1","Document: 'NFS, CRP, Procalcitonine' (bilan inflammatoire)","Medium"
"Quel est le traitement de la CIVD dans le purpura fulminans (non conventionnel) ?","Antithrombine, protéine C, rTPA, échanges plasmatiques","Héparine standard","Aspirine","Clopidogrel","1","Document: 'Traiter les anomalies de l'hémostase : antithrombine, protéine C, activateur du plasminogène (rTPA), TFPI, échanges plasmatiques, sangsues (Hirudine)'","Medium"
"Quel est le traitement de la vasodilatation dans les traitements non conventionnels ?","Prostacycline, nitroprussiate, nitroglycérine","Atropine","Dopamine","Noradrénaline","1","Document: 'Induire une vasodilatation : prostacycline, nitroprussiate de sodium, bloc sympathique, nitroglycérine crème'","Medium"
"Quelle est la posologie de la ceftriaxone après la première dose en curatif ?","50 mg/kg/j","100 mg/kg/j","75 mg/kg/j","25 mg/kg/j","1","Document: 'Ceftriaxone 50 mg/kg/j après la 1ère dose'","Medium"
"Quelle est la posologie du céfotaxime en curatif (sans méningite associée) ?","100 mg/kg/j en 3-4 fois","200 mg/kg/j","50 mg/kg/j","150 mg/kg/j","1","Document: 'Céfotaxime 100mg/kg/j en 3-4 fois (200mg/kg/j si méningite associée)'","Medium"
"Quels sont les facteurs de risque d'infection invasive à méningocoque cités ?","Asplénie, déficit en properdine, traitement par Eculizimab","Drépanocytose homozygote, VIH, diabète","Âge < 1 an, prématurité","Immunodépression sévère","1","Document: 'Facteurs de risque de PF ou Infection Invasive à Méningocoque : Asplénie, Déficit en properdine, complément, protéine C, Traitement par Eculizimab, Facteurs génétiques'","Medium"
"Quels sont les deux diagnostics différentiels néonatals du purpura fulminans ?","Déficit congénital homozygote en protéine C et S, et thrombose vasculaire par déficit acquis en protéine S","Hémophilie, maladie de Willebrand","Purpura thrombopénique immunologique, leucémie","Maladie de Kawasaki, syndrome de Stevens-Johnson","1","Document: 'Purpura lié à un déficit congénital homozygote en protéine C et S (période néonatale ou 1er mois de vie) ; Purpura compliqué d'une thrombose vasculaire par déficit acquis en protéine S'","Medium"
"Quelle est la conduite à tenir en cas d'infections invasives à méningocoque répétées dans la communauté ?","Rifampicine prolongée","Ceftriaxone ou ciprofloxacine dose unique","Vaccination uniquement","Isolement strict","2","Document: 'Si IIM répétées dans la communauté (Rifampicine depuis plus de 10 j et 5 mois) : Ceftri ou Cipro dose unique'","Medium"
"Quel est le traitement de la spiramycine en prophylaxie chez l'enfant ?","750.000 UI/kg x2/j pendant 5 jours","1 MUI/kg/j","500.000 UI/kg x2/j","1,5 MUI/kg/j","1","Document: 'Spiramycine : 750.000 UI/Kg x2/j si enfant (5 jours)'","Medium"
"Un enfant de 6 ans présente un purpura nécrotique extensif, une fièvre à 40°C, une hypotension artérielle. Quel est le diagnostic et quel est le pronostic ?","Purpura fulminans, mortalité 20-25%","Purpura rhumatoïde, bon pronostic","Purpura thrombopénique, mortalité <5%","Méningite isolée","1","Document: 'Purpura fulminans ; Mortalité jusqu'à 20-25%'","Difficult"
"Un patient a un purpura fulminans. La PL est-elle indiquée ? Justifiez.","Oui, pour recherche de méningite","Non, contre-indiquée en cas de choc ou CIVD","Oui, après remplissage","Non, seulement si fièvre","2","Document: 'ponction lombaire: contre-indiquée en cas d'état de choc, CIVD'","Difficult"
"Quel est l'objectif du traitement curatif du purpura fulminans ?","Maintenir un bon état hémodynamique et une homéostasie correcte, traiter la cause","Éradiquer le germe uniquement","Réduire la fièvre","Amputer les zones nécrosées","1","Document: 'Buts: Maintenir un bon état hémodynamique et une homéostasie correcte ; Traiter la cause : antibiotique'","Difficult"
"Quel est le traitement non conventionnel pour combattre la cascade inflammatoire ?","Immunothérapie, hémofiltration","Corticoïdes","Anti-TNF","Immunoglobulines","1","Document: 'Combattre la cascade inflammatoire : immunothérapie, hémofiltration'","Difficult"
"Un nouveau-né de 15 jours présente un purpura extensif sans fièvre. Quel diagnostic différentiel évoquer ?","Déficit congénital homozygote en protéine C et S","Méningite néonatale","Purpura fulminans à méningocoque","Herpès néonatal","1","Document: 'Purpura lié à un déficit congénital homozygote en protéine C et S (période néonatale ou 1er mois de vie)'","Difficult"
