"question","option1","option2","option3","option4","answer","explanation","difficulty"
"L’albumine est perfusée en cas d’hypoalbuminémie < :","20 g/l","25 g/l","30 g/l","35 g/l","3","Le document : ''Albumine si hypoalbuminémie < 30g/l “préma” ou BNL> 0,8 µmol/l''.","Medium"
"Un ictère précoce (<24h) est évocateur de :","Ictère physiologique","Hémolyse ou infection materno-fœtale","Ictère au lait maternel","Atrésie des voies biliaires","2","Le document : ''Si précoce : hémolyse ou infection materno-foetale''.","Medium"
"Dans l’ictère à bilirubine libre sans hémolyse, une cause fréquente est :","Le lait maternel","La galactosémie","La mucoviscidose","Le déficit en alpha-1 antitrypsine","1","Le document : ''Ictère sans hémolyse – LM: Lait maternel''.","Medium"
"La bilirubine non liée (BNL) est toxique au-delà de :","0,5 µmol/l","0,8 µmol/l","1,0 µmol/l","1,5 µmol/l","2","Le document : ''BNL > 0,8µmol/l'' dans diagnostic de gravité.","Medium"
"L’exsanguinotransfusion est indiquée si BNL > :","0,8 µmol/l","1,0 µmol/l","1,5 µmol/l","2,0 µmol/l","3","Le document : ''Exsanguino-transfusion – Si BNL 1,5 µmol/l''.","Medium"
"La photothérapie doit être réalisée avant :","7 jours de vie","10 jours de vie","14 jours de vie","21 jours de vie","1","Le document : ''doit être fait <7jours de vie''.","Medium"
"L’ictère au lait maternel est un diagnostic :","De certitude","D’élimination","Biologique","Radiologique","2","Le document : ''Ictère au LM (lait maternel) et surtout physiologiques = diagnostic d’élimination''.","Medium"
"La CRP et la procalcitonine sont demandées en cas de suspicion :","D’hémolyse","D’infection","D’atrésie des voies biliaires","De déficit enzymatique","2","Le document : ''CRP et/ou procalcitonine élevée (suspicion infection)''.","Medium"
"L’anasarque fœto-placentaire est une complication de :","L’ictère au lait maternel","L’immunisation fœto-maternelle","L’atrésie des voies biliaires","La galactosémie","2","Le document : ''Immunisation fœto-maternelle – Clinique – Anasarque foeto-placentaire''.","Medium"
"La bilirubine conjuguée est augmentée dans :","L’ictère nucléaire","Le syndrome cholestatique","L’ictère physiologique","L’ictère par hémolyse","2","Le document : ''Ictère à bilirubine conjuguée – Syndrome cholestatique – bilirubine conjuguée +++''.","Medium"
"L’hypothermie, l’acidose métabolique et le jeûne augmentent :","La bilirubine conjuguée","La bilirubine non liée","La bilirubine totale","L’albumine","2","Le document : ''Hypoxie, hypothermie, acidose métabolique, jeûne, hypoalbuminémie -> augmentation de la Bilirubine non liée''.","Medium"
"L’entérocolite ulcéro-nécrosante n’est pas une complication de l’ictère. Cette affirmation est :","Vraie","Fausse","","","1","Non mentionnée dans le document.","Medium"
"L’arrêt transitoire de l’allaitement maternel permet de :","Prévenir l’ictère nucléaire","Confirmer le diagnostic d’ictère au lait maternel","Traiter l’atrésie des voies biliaires","Diminuer la bilirubine conjuguée","2","Le document : ''Arrêt transitoire de l’allaitement maternel si ictère au lait maternel (arrêt : pour confirmer le diagnostic si l’ictère est dû au LM)''.","Medium"
"L’exsanguinotransfusion est indiquée dès J1 si BT > :","170 µmol/l","200 µmol/l","250 µmol/l","300 µmol/l","1","Le document : ''Exsanguino-transfusion – Si J1 BT >170 µmol/l''.","Medium"
"La cholestase bénigne peut être liée à :","L’alimentation parentérale","Le lait maternel","La sphérocytose","Le déficit en G6PD","1","Le document : ''Cholestase bénigne <- alimentation parentérale''.","Medium"
"La tyrosinémie est une cause d’ictère à bilirubine :","Libre","Conjuguée","Mixte","Hémolytique","2","Le document : ''Mucoviscidose, galactosémie, tyrosinémie, diminution de l’α1 anti-trypsine'' dans ictère à bilirubine conjuguée.","Difficult"
"La bilirubine intra-érythrocytaire (BIE) est pathologique au-delà de :","10 µmol/l","15 µmol/l","20 µmol/l","25 µmol/l","2","Le document : ''BIE > 15µmol/l (bilirubine intra-érythrocytaire)''.","Difficult"
"Le déficit en pyruvate kinase (PK) est une cause :","D’ictère conjugué","D’hémolyse constitutionnelle","D’atrésie des voies biliaires","De cholestase","2","Le document : ''Hémolyses constitutionnelles : déficit en G6PD, PK (pyruvate kinase)''.","Difficult"
"L’opisthotonos est un signe de :","Cirrhose","Ictère nucléaire","Atrésie des voies biliaires","Galactosémie","2","Le document : ''attitude en opisthotonos'' dans l’ictère nucléaire.","Difficult"
"La photothérapie conventionnelle se fait :","En uniface","En tunnel","En bain","En perfusion","1","Le document : ''Trois traitements : Photothérapie conventionnelle (en uniface), Photothérapie intensive (en tunnel), Exsanguinotransfusion''.","Difficult"
"L’ictère prolongé fait rechercher :","Une hémolyse","Une anomalie des voies biliaires, métabolique ou endocrinienne","Une infection urinaire","Un déficit en G6PD","2","Le document : ''Si prolongé : anomalies des VB ou métaboliques ou endocriniennes''.","Difficult"
