"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est l'aspect de la vulvo-vaginite herpétique ?","Sèche et atrophique","Œdémateuse et érosive","Purpurique","Nodulaire","2","'Vulvo-vaginite aigue œdémateuse et érosive'","Easy"
"Quelle est la complication urologique possible de l'herpès génital chez la femme ?","Incontinence","Dysurie avec rétention urinaire","Pyélonéphrite","Lithiase","2","'Complication urologique : dysurie rétention urinaire'","Easy"
"Quel est le délai de cicatrisation de l'herpès génital primitif chez la femme ?","1 semaine","2-3 semaines","1 mois","6 semaines","2","'Cicatrisation en 2 – 3 semaines'","Easy"
"Quels sont les signes généraux de l'herpès génital primitif chez l'homme ?","Fièvre élevée","Adénopathies","Absence de signes généraux","Prurit généralisé","3","'Chez l’homme : ... Sans signes généraux'","Easy"
"Quel est le prodrome de la récurrence herpétique ?","Douleur thoracique","Sensation de brûlure ou cuisson","Céphalées","Nausées","2","'Prodrome : sensation de brûlure de la cuisson à l’endroit de la poussée'","Easy"
"Dans quel délai apparaissent les vésicules après le prodrome ?","Quelques heures","24-48 heures","3-5 jours","1 semaine","2","'En 24 48 h : placards érythémateux, œdémateux puis vésicule en bouquets'","Easy"
"Quelle est la durée de guérison spontanée d'une récurrence herpétique ?","3 jours","7 jours","10 jours","15 jours","2","'Guérison spontané en 7 jours'","Easy"
"Quel est le risque majeur de l'herpès oculaire ?","Cécité","Glaucom","Cataracte","Détachement rétinien","1","'risque de cécité'","Easy"
"Quelle est la mortalité de l'herpès disséminé sans traitement ?","20%","50%","80%","95%","3","'mortalité à 80% si absence de traitement'","Easy"
"Quel pourcentage des sujets VIH+ présentent un herpès atypique ?","22%","35%","50%","70%","1","'Chez 22% des sujets VIH+'","Easy"
"Quel est le risque de l'herpès avant la 20ème semaine d'aménorrhée ?","Prématurité","Avortement ou mort in utéro","Herpès néonatal","Aucun","2","'Si avant le 20ème SA, avortement, mort in utéro'","Easy"
"Dans quel pourcentage des cas l'herpès néonatal est-il dû à HSV2 ?","50%","70%","90%","99%","3","'HSV2 dans 90%'","Easy"
"Quel est le syndrome de Kaposi-Juliusberg ?","Surinfection herpétique d'une dermatite atopique","Herpès disséminé","Zona ophtalmique","Molluscum géant","1","'Sd de Kaposi-Julisuberg : Surinfection virale d’une dermatite atopique'","Easy"
"Quel examen cytologique permet de diagnostiquer l'herpès ?","Frottis de Tzank","Biopsie","PCR","Sérologie","1","'Cytodiagnostic de Tzank'","Easy"
"Quel est l'effet cytopathogénique de l'herpès au frottis de Tzank ?","Cellules ballonisantes de Unna","Cellules géantes","Corps de Lewy","Inclusions intranucléaires","1","'Dégénérescent gallonisante de Unna'","Easy"
"Quel est le diagnostic différentiel de la primo-infection herpétique orale ?","Stomatite aphteuse, herpangine, érythème polymorphe","Varicelle, zona, impétigo","Gale, candidose, syphilis","Psoriasis, lichen","1","'Stomatite aphteuse, Herpangine, Erythème polymorphe'","Easy"
"Quel est le diagnostic différentiel de l'herpès digital ?","Panaris bactérien","Onyxis","Péri-onyxis","Furoncle","1","'Herpes digitale : panaris bactérien'","Easy"
"Quel est le diagnostic différentiel de l'herpès génital ?","Chancre syphilitique, chancre mou, candidose, lésion traumatique, érythème pigmenté fixe","Varicelle, zona, impétigo","Psoriasis inversé","Lichen plan","1","'Lésion traumatique, Candidose, Chancre syphilitique, Erythème pigmenté fixe, Chancre mou, Erosions gonococciques'","Easy"
"Quel est le réservoir du virus herpès simplex ?","Strictement humain","Animal","Environnement","Sol","1","'Réserver strictement humais'","Easy"
"Quel est le tropisme du virus herpès ?","Dermotrope et neurotrope","Hépatotrope","Pneumotrope","Cardiotrope","1","'Virus dermotropes et neurotropes'","Easy"
"Où le virus herpès reste-t-il latent après la primo-infection ?","Ganglions lymphatiques","Ganglions rachidiens sensitifs","Moelle osseuse","Foie","2","'le virus reste latent dans les ganglions rachidiens sensitifs'","Easy"
"Quel facteur favorise la récurrence herpétique ?","Immunodépression","Alimentation","Sommeil","Vaccination","1","'Immunodépression (VIH, traitements immunosuppresseurs)'","Easy"
"Quel est le traitement antiviral de première intention de l'herpès ?","Aciclovir","Amoxicilline","Clotrimazole","Ibuprofène","1","'Antiviraux systématiques (aciclovir, valacicloivr…)'","Easy"
"Quel antalgique est contre-indiqué dans l'herpès ?","Paracétamol","AINS","Codéine","Tramadol","2","'jamais des AINS, ou d’antiinflammatoire'","Easy"
"Quelle est la posologie de l'aciclovir par voie orale chez l'adulte pour primo-infection oro-faciale ?","200 mg x 5/jour pendant 5-10 jours","400 mg x 2/jour","500 mg x 2/jour","800 mg x 3/jour","1","'200 mg* 5 / jour 5 à 10 jours'","Easy"
"Quelle est la posologie de l'aciclovir IV chez l'enfant de moins de 3 mois ?","5 mg/kg/8h","250 mg/m2/8h","10 mg/kg/8h","500 mg/m2/8h","2","'250 mg/m2 de surface corporelle/8 heures /jour'","Easy"
"Quelle est l'indication du traitement préventif de l'herpès orofacial récurrent ?","Plus de 6 récurrences par an","Toute récurrence","Primo-infection","Herpès néonatal","1","'Utilisée si plus de 6 récurrence par an'","Easy"
"Quel est le traitement de la primo-infection herpétique génitale ?","Aciclovir 200 mg x 5/j 5-10 jours","Aciclovir topique","Valaciclovir 1g x 2/j","Famciclovir","1","'Aciclovir Voie orale : 200mg * 5/jours 5 – 10 jours'","Easy"
"Quel est l'intérêt du traitement curatif de la récurrence herpétique génitale ?","Diminution de la douleur","Diminution de l'excrétion virale et de la contagion","Guérison plus rapide","Prévention des récidives","2","'diminuent la durée de l’excrétion virale et donc le risque de contagion'","Easy"
"Quel virus cause la varicelle et le zona ?","VZV (Varicelle Zona Virus)","HSV1","HSV2","EBV","1","'Deux V2V : Varicelle Zona Virus'","Easy"
"La varicelle est la primo-infection et le zona la réactivation.","True","'Varicelle : primo-infection... Zona : réactivation du virus latent'","Easy"
"Quelle est la tranche d'âge typique de la varicelle ?","2-10 ans","Nourrisson","Adulte","Personne âgée","1","'Enfant de 2 – 10 ans ++++'","Easy"
"Quelle est la voie de transmission de la varicelle ?","Voie aérienne","Contact direct","Sang","Alimentaire","1","'Contamination par voie aériennes'","Easy"
"Quelle est la durée d'incubation de la varicelle ?","14 jours (10-20 j)","3-6 jours","7 jours","21 jours","1","'Incubation : 14 jours (de 10 – 20 jours)'","Easy"
"Quelle est la durée de la phase d'invasion de la varicelle ?","24-36 heures","24-36 jours","3-5 jours","1 semaine","2","'Phase d’invasion : 24 – 36 jours' (probablement heures? Le document dit jours mais c'est une erreur, je prends le texte)","Easy"
"Quel est le prurit dans la varicelle ?","Absent","Modéré","Intense +++","Douloureux","3","'prurit +++'","Easy"
"Quel est l'aspect des croûtes de varicelle ?","Jaunâtres","Brunâtres","Noirâtres","Blanchâtres","2","'Croûte brunâtres'","Easy"
"Combien de poussées successives sont typiques de la varicelle ?","1","2-3","4-5","6","2","'2 à 3 poussées successives'","Easy"
"Quel signe est caractéristique de la varicelle ?","Coexistence d'éléments d'âge différent","Vésicules en bouquet","Bourrelet périphérique","Croûtes mélliceriques","1","'coexistence d’éléments d’âge différent'","Easy"
"Où débutent les lésions de varicelle ?","Mains et pieds","Cuir chevelu, face, tronc","Visage uniquement","Muqueuses","2","'Débute au cuir chevelu, face, tronc'","Easy"
"Quelle est la forme de varicelle chez l'adulte ?","Forme fruste","Tableau bruyant (fièvre, AEG, éruption profuse, pneumopathie)","Asymptomatique","Uniquement cutanée","2","'Chez l’adultes : tableau très bruyant (fièvre, AEG, éruption profuse, pneumopathie)'","Easy"
"Quelle est la complication nerveuse de la varicelle chez l'enfant ?","Méningite","Ataxie cérébelleuse","Paralysie faciale","Encéphalite","2","'Complication nerveuse : ataxie cérébelleuse, entre 2 et 4 ans'","Easy"
"Quel est le zona ?","Ganglioradiculite postérieure aiguë","Infection généralisée","Méningo-encéphalite","Uvéite","1","'Ganglioradiculite postérieur aigue'","Easy"
"Quelle est la topographie de l'éruption du zona ?","Unilatérale en hémi-ceinture","Bilatérale","Généralisée","Centrifuge","1","'Eruption de topographie unilatérale en hémi-ceinture'","Easy"
"Quel âge est le plus touché par le zona ?","Enfant","Adulte après 50 ans","Adolescent","Nourrisson","2","'Adule après 50 ans +++'","Easy"
"Un zona peut-il transmettre la varicelle ?","Oui, à un sujet non immunisé","Non","Seulement le zona","Uniquement par contact","1","'Un zona peut transmettre une varicelle à un sujet contact non immunisé'","Easy"
"Quel est le prodrome du zona ?","Douleur type brûlure, hyperesthésie","Prurit","Céphalées","Fièvre","1","'Prodrome : Douleur à type de brulure, Hyperesthésie cutanée'","Easy"
"Quelle est la durée du prodrome du zona ?","24h","3-4 jours","1 semaine","10 jours","2","'Prodrome : 3 – 4 jours'","Easy"
"Quelle est la forme topographique du zona qui est une urgence ?","Zona intercostal","Zona ophtalmique (V1)","Zona géniculé","Zona cervico-brachial","2","'Zona ophtalmique (V1) : complication oculaires ++ → URGENCE'","Easy"
"Quel syndrome associe zona géniculé et paralysie faciale ?","Syndrome de Ramsay Hunt","Syndrome de Guillain-Barré","Syndrome de Melkersson-Rosenthal","Syndrome de Frey","1","'Zona géniculé (VII bis) : éruption dans le zone de Ramsay Hunt, paralysie faciale périphérique'","Easy"
"Qu'est-ce que l'algie post-zostérienne ?","Douleur persistant plus d'un mois après l'éruption","Douleur pendant le prodrome","Douleur uniquement à la phase aiguë","Céphalée post-herpétique","1","'Algie post-zostérienne : douleur pus d’un mois après l’éruption'","Easy"
"Quel est le diagnostic différentiel du zona ?","Infection à HSV","Dermatite atopique","Psoriasis","Gale","1","'Diagnostic différentiel : Infection à HSV'","Easy"
"Quelles sont les verrues cutanées dues à ?","HPV","HSV","VZV","Poxvirus","1","'Infection cutanées à HPV (huma papillomavirus)'","Easy"
"Quels sont les HPV responsables des verrues plantaires ?","HPV 1,2,63","HPV 3,10","HPV 6,11","HPV 16,18","1","'Verrues plantaire : HPV 1, 2, 63'","Easy"
"Quels sont les HPV responsables des verrues planes ?","HPV 3,10","HPV 1,2","HPV 6,11","HPV 16,18","1","'Verrue planes : HPV 3, 10'","Easy"
"Quel est l'aspect des verrues vulgaires ?","Papules hyperkératosiques, surface crevassée","Papules planes","Papules ombiliquées","Papules nacrées","1","'Papules... Hyorkératosique, surface crevassées'","Easy"
"Quelle est la localisation des verrues vulgaires ?","Mains, doigts, genoux","Plantes","Visage","Tronc","1","'Zone de traumatisme : mais, doigts, genoux'","Easy"
"Quel est l'aspect des verrues plantaires ?","Plaque rugueuse avec points marron-noirs, douleur","Papules nacrées","Vésicules","Croûtes","1","'Plaque à surface rugueuse hypertonique : points marron–noirs, Douleur +++'","Easy"
"Qu'est-ce que la verrue mosaïque ?","Confluence de plusieurs verrues plantaires","Verrues planes multiples","Verrues vulgaires en mosaïque","Epidermodysplasie","1","'Confluence de plusieurs verrues : verrues mosaïque'","Easy"
"Quel virus cause le molluscum contagiosum ?","Poxvirus MCV","HPV","HSV","VZV","1","'due à un poxvirus MCV'","Easy"
"Quelle est la population la plus touchée par le molluscum contagiosum ?","Enfants","Adultes jeunes","Personnes âgées","Nourrissons","1","'Enfants +++'","Easy"
"Quelle est la durée spontanée des lésions de molluscum ?","6 mois","1 mois","1 an","2 ans","1","'Durée des lésions : 6 mois, puis disparition spontané'","Easy"
"Quel est l'aspect des papules de molluscum contagiosum ?","Blanc nacré, ombiliquées","Rouges, planes","Bruns, kératosiques","Jaunâtres, végétantes","1","'Blanc nacré couleur peau normale... ombiliquées'","Easy"
"Quelle est la taille des papules de molluscum ?","1-2 mm, nodules 5-10 mm","5-10 mm uniquement","<1 mm",">2 cm","1","'Papules 1 – 2 mm, nodules 5 – 10 mm'","Easy"
"Quel est l'agent des condylomes acuminés ?","HPV 6,11,30,42-45","HSV2","VZV","Poxvirus","1","'HPV 6,11, 30, 42, 43, 44, 45'","Easy"
"Quel est l'aspect des condylomes acuminés ?","Crêtes de coq, végétants","Papules ombiliquées","Vésicules","Macules","1","'Condylome acuminée ano-génitaux = crêtes de coq'","Easy"
"Quel est le mode de transmission des condylomes ?","Sexuelle","Aérienne","Contact indirect","Alimentaire","1","'MST, transmission sexuelle'","Easy"
"Quels HPV sont à risque de transformation cancéreuse ?","HPV 16,18,31,33","HPV 6,11","HPV 1,2","HPV 3,10","1","'Transformation en cancer spinocellulaire (HPV 16,18, 31,33)'","Easy"
"Quelles sont les lésions cervicales associées aux HPV à risque ?","Condylomes plans cervicaux avec koïlocytes","Condylomes acuminés","Molluscum","Verrues","1","'Condylomes plan cervicaux : koïlocytes, Rôles de l’HPV dans la carcinogenèse cervicale'","Easy"
"Quel est le facteur favorisant la récurrence herpétique lié au cycle menstruel ?","Herpès cataménial","Herpès gestationis","Herpès néonatal","Herpès hormonal","1","'Menstruation (herpès cataménial)'","Medium"
"Quelle est la complication de l'herpès chez le sujet immunodéprimé ?","Ulcération chronique, extensive, localisation inhabituelle","Guérison rapide","Forme asymptomatique","Récidive moins fréquente","1","'Atypique, chronique, extensive, localisation inhabituel... ulcération profonde'","Medium"
"Quelle est la conséquence de l'herpès au troisième trimestre de grossesse ?","Prématurité et herpès néonatal","Avortement","Malformations","Aucune","1","'Si au 3ème trimestre : prématurité, herpès néonatale'","Medium"
"Quels sont les deux types de formes de l'herpès néonatal ?","Cutanéomuqueuse et généralisée","Oculaire et neurologique","Digestive et pulmonaire","Hépatique et rénale","1","'Formes cutanéomuqueuses... Formes généralisé'","Medium"
"Quel est le diagnostic différentiel de l'herpès généralisé ?","Varicelle, infection VZV disséminée, surinfection de plaie","Impétigo, eczéma","Psoriasis, lichen","Gale, candidose","1","'Varicelle, Infection VZV disséminée, Surinfection de la plaie'","Medium"
"Quels sont les facteurs de risque d'infection à HSV2 ?","Genre féminin, précocité sexuelle, multiplicité des partenaires, antécédents d'IST, VIH, bas niveau socio-économique","Âge, tabac, alcool","Hérédité, groupe sanguin","Vaccination","1","'Le genre féminin, Précocité du premier rapport sexuel, Le nombre de partenaire sexuel, Les antécédents d’IST, Infection VIH, Ba niveau socio-économique'","Medium"
"Quels sont les facteurs favorisants la récurrence herpétique ?","Immunodépression, infections, soleil/froid, menstruations, traumatisme, stress, fatigue","Alimentation, sommeil, sport","Grossesse, allaitement","Âge, sexe","1","'Immunodépression, Infection bactériennes et virales, Exposition solaire ou au froid, Menstruation, Traumatisme physique, stress, fatigue'","Medium"
"Quelle est la posologie de l'aciclovir en traitement préventif de l'herpès génital récurrent ?","400 mg x 2/jour","200 mg x 5/jour","500 mg x 2/jour","800 mg x 3/jour","1","'Aciclovir (400mg* 2 / jours AMM)'","Medium"
"Quel est le délai de contagiosité de la varicelle ?","3 jours avant l'éruption jusqu'à la croûte","Uniquement pendant l'éruption vésiculeuse","Après la croûte seulement","Pendant l'incubation","1","'Très contagieuse : débute 3 j avant l’éruption et persiste tant qu’i y a des croûtes'","Medium"
"Quelle est la particularité de la varicelle chez l'immunodéprimé ?","Varicelle grave hémorragique, atteinte viscérale","Forme fruste","Absence de fièvre","Guérison rapide","1","'Immunodéprimé : varicelle grave hémorragique : ... atteinte viscérale (pneumopathie, ataxie cérébelleuse)'","Medium"
"Quelle est la fréquence de la pneumopathie varicelleuse chez l'adulte ?","1-4%","5-10%","15-20%","25-30%","1","'Pneumopathie varicelleuse : grave, adulte, 1 – 4 %'","Medium"
"Quels sont les facteurs favorisants du zona ?","Age > 50 ans, immunodépression, néoplasies, pathologie rachidienne, stress, traumatisme","Age < 10 ans, grossesse, diabète","Tabac, alcool, obésité","Sport intense","1","'Age > 50 ans, Immunodépression +++ (VIH, hémopathie), Néoplasies, Pathologie neurologique rachidiennes, Stress, fatigue, Traumatisme local rachidien'","Medium"
"Quelle est la durée de l'éruption du zona jusqu'à la croûte ?","5ème au 15e jour","1-3 jours","3-5 jours","2-3 semaines","1","'Vésicule claire, évoluant vers de croutes : 5ème au 15e jour'","Medium"
"Quelle est la complication oculaire du zona ophtalmique ?","Kératite, uvéite, névrite optique","Cataracte","Glaucome","Détachement rétinien","1","'complication oculaires ++ (uvéite, kératite) ... Kératite et névrite optique'","Medium"
"Quelle est la séquelle fréquente du zona chez le sujet âgé ?","Algie post-zostérienne","Paralysie définitive","Cicatrice chéloïde","Récidive","1","'Sujet âgées : risque importante des algies poste-zostériennes'","Medium"
"Quel est le diagnostic différentiel du zona ?","Dermatite phyto-allergique, dermatite de contact allergique, impétigo bulleux, fasciite nécrosante","Psoriasis, eczéma, gale","Lichen plan, lupus","Molluscum, verrue","1","'Dermatite phyto-allergique, Dermatite de contact allergique, Impétigo bulleux, Fasciite nécrosante'","Medium"
"Comment se transmet le molluscum contagiosum ?","Contact peau à peau","Voie aérienne","Sang","Alimentaire","1","'Transmission : contact peau à peau'","Medium"
"Quelle est la particularité des verrues plantaires au niveau des dermatoglyphes ?","Interruption des dermatoglyphes","Hyperplasie des dermatoglyphes","Aucune modification","Effacement complet","1","'Interruption des dermatoglyphes'","Medium"
"Quelle est la différence entre le zona et l'herpès thoracique en bande ?","Le zona est dû à VZV, l'herpès thoracique est dû à HSV","Ils sont identiques","Le zona est unilatéral, l'herpès bilatéral","L'herpès thoracique est plus douloureux","1","'Herpes thoracique : en bande, simule en zona' (mais l'étiologie est différente)","Medium"
"Quel est le traitement de l'herpès néonatal ?","Aciclovir IV (posologie adaptée)","Aciclovir oral","Antibiotiques","Antifongiques","1","Le document donne des posologies pour enfant de moins de 3 mois : '250 mg/m2/8h' par IV","Medium"
"Quelle est la différence entre la varicelle et l'herpès généralisé ?","La varicelle touche l'enfant, l'herpès généralisé touche l'immunodéprimé, mais cliniquement proche","Aucune différence","La varicelle a des vésicules en bouquet","L'herpès a des croûtes jaunâtres","1","Le document les distingue dans les diagnostics différentiels.","Difficult"
"Quel est le mécanisme de la réactivation herpétique ?","Sortie du virus des ganglions rachidiens, cheminement le long des voies nerveuses sensitives","Multiplication locale dans la peau","Réinfection exogène","Mutation virale","1","'sorite des virus de leur gîte, cheminement le long des vois verveuse sensitives → récurrence'","Difficult"
"Quelle est l'explication de la coexistence d'éléments d'âge différent dans la varicelle ?","Poussées successives de vésicules sur plusieurs jours","Réactivation du virus","Surinfection bactérienne","Auto-inoculation","1","'2 à 3 poussées successives → coexistence d’éléments d’âge différent'","Difficult"
"Pourquoi le zona ophtalmique est-il une urgence ?","Risque de kératite, uvéite, névrite optique pouvant entraîner la cécité","Risque de méningite","Risque de paralysie faciale","Risque d'algie post-zostérienne sévère","1","'complication oculaires ++ (uvéite, kératite) → URGENCE'","Difficult"
"Quel est le risque de l'utilisation d'AINS dans l'herpès ?","Majoration du risque de surinfection","Allongement de la durée des lésions","Passage à la chronicité","Aucun risque","1","Le document dit 'jamais des AINS' sans explication, mais on sait que les AINS peuvent aggraver les infections virales.","Difficult"
"Quel est le pronostic de l'herpès disséminé non traité ?","Mortalité 80%","Guérison spontanée","Séquelles neurologiques","Chronicité","1","'mortalité à 80% si absence de traitement'","Difficult"
"Quelle est la différence entre le zona et l'herpès thoracique ?","Le zona est dû à VZV, l'herpès thoracique à HSV, mais cliniquement similaire","Le zona est plus douloureux","L'herpès thoracique récidive plus souvent","Le zona touche les personnes âgées","1","Document : 'Herpes thoracique : en bande, simule en zona'","Difficult"
"Quel est le mécanisme de l'algie post-zostérienne ?","Douleur neuropathique par atteinte du ganglion sensitif et des fibres nerveuses","Inflammation locale","Cicatrice douloureuse","Contracture musculaire","1","Document : 'douleur neuropathique'","Difficult"
"Quelle est l'utilité du frottis de Tzank dans l'herpès ?","Mise en évidence des cellules ballonisantes, diagnostic rapide","Typage viral","Dosage des anticorps","Recherche de résistance","1","Document","Easy"
"Quel est le type de virus des condylomes acuminés ?","HPV à ADN","Virus à ARN","Poxvirus","Herpesvirus","1","Document","Easy"
"Quel est le risque des condylomes à HPV 16 et 18 ?","Cancer spinocellulaire","Récidives fréquentes","Transformation en verrues","Dissémination","1","'Transformation en cancer spinocellulaire (HPV 16,18)'","Easy"
