"question","answer","explanation","difficulty"
"Quel est le rôle des adjuvants dans un vaccin ?","Stimuler la réaction immunitaire en termes d'intensité et/ou de durée, et contribuer à retenir plus longtemps l'antigène au site d'injection.","Document: 'Substances capables de stimuler la réaction immunitaire ; contribuer à retenir plus longtemps l'Ag au site d'injection'","Medium"
"Citez un exemple d'adjuvant.","Sels d'aluminium (phosphate d'aluminium potassique, sulfate d'aluminium potassique).","Document: 'Ex : sels d'aluminium'","Medium"
"Quel est le rôle des conservateurs dans les vaccins ?","Inactiver le virus, neutraliser les toxines bactériennes et prévenir les infections secondaires graves liées à une contamination bactérienne ou fongique.","Document: 'Substances chimiques ajoutées aux vaccins inactivés ou sous-unitaires afin d'inactiver le virus, neutraliser les toxines bactériennes et prévenir les infections secondaires graves'","Medium"
"Citez un exemple de conservateur.","Thiomersal, dérivés phénolés.","Document: 'Ex : thiomersal, dérivés phénolés'","Medium"
"Quel est le rôle des stabilisants ?","Permettre de maintenir l'efficacité du vaccin pendant son stockage en remédiant aux problèmes d'acidité, d'alcalinité, de stabilité et de température.","Document: 'Permettent de maintenir l'efficacité du vaccin pendant son stockage : remédier aux problèmes d'acidité, d'alcalinité, de stabilité et de température'","Medium"
"Citez un exemple de stabilisant.","Chlorure de magnésium (MgCl2), sulfate de magnésium (MgSO4), lactose-sorbitol, sorbitol-gélatine.","Document: 'Ex : chlorure de magnésium (MgCl2), sulfate de magnésium (MgSO4), lactose-sorbitol et le sorbitol-gélatine'","Medium"
"Quelles sont les 5 catégories de MAPI (Manifestations Adverses Post-Immunisation) ?","1. Réaction liée à un produit vaccinal ; 2. Réaction liée à un défaut de qualité du vaccin ; 3. Réaction liée à une erreur de vaccination ; 4. Réaction liée à l'anxiété due à la vaccination ; 5. Evènement concomitant.","Document: '5 catégories de MAPI'","Medium"
"Quels sont les vaccins du calendrier vaccinal à Madagascar à la naissance ?","BCG et polio 0.","Document: 'Naissance (avant 14 jours) : BCG-polio 0'","Easy"
"Quels sont les vaccins administrés à 6 semaines à Madagascar ?","DTCP HepB Hib-1, Rota-1, PCV10-1.","Document: '6 semaines : DTCP HepB Hib-1 Rota-1 PCV10-1'","Easy"
"Quels sont les vaccins administrés à 10 semaines à Madagascar ?","DTCP HepB Hib-2, Rota-2, PCV10-2.","Document: '10 semaines : DTCP HepB Hib-2 Rota-2 PCV10-2'","Easy"
"Quels sont les vaccins administrés à 14 semaines à Madagascar ?","DTCP HepB Hib-3, PCV10-3.","Document: '14 semaines : DTCP HepB Hib-3 PCV10-3'","Easy"
"Quel vaccin est administré à 9 mois à Madagascar ?","Anti-rougeoleux.","Document: '9 mois : Anti-rougeoleux'","Easy"
"Expliquez le phénomène de rappel vaccinal.","Après une primo-vaccination (réponse primaire lente à IgM), une nouvelle injection (rappel) déclenche une réponse secondaire rapide, importante et durable en IgG, grâce aux lymphocytes mémoires.","Document: 'Phénomène de rappel ; Réponse primaire ; Réponse secondaire'","Medium"
"Quelle est la différence entre un vaccin vivant atténué et un vaccin inactivé en termes de sécurité chez l'immunodéprimé ?","Le vaccin vivant atténué peut provoquer une réversion à la virulence chez l'immunodéprimé (contre-indiqué). Le vaccin inactivé est sûr car il ne peut pas se répliquer.","Document: 'Possibilité de réversion de pathogène chez les immunodéprimés' et 'Pas de risque de réversion (tués)'","Difficult"
"Pourquoi les vaccins conjugués sont-ils plus efficaces que les vaccins polysaccharidiques chez les jeunes enfants ?","Les polysaccharides seuls sont peu immunogènes chez les enfants de moins de 2 ans. En les conjuguant à une protéine porteuse, on induit une réponse immunitaire T-dépendante, efficace dès le jeune âge.","Document: 'Conjugué' (concept)","Difficult"
"Quelles sont les contre-indications des vaccins vivants atténués ?","Immunodépression et femme enceinte.","Document: 'Contre-indications : Vaccins vivants atténués : immunodépression, femme enceinte'","Easy"
"Quelles sont les indications du vaccin contre le pneumocoque ?","Splénectomisés, drépanocytaires homozygotes, syndrome néphrotique, infection à VIH, traitement immunosuppresseur, bronchite chronique, insuffisants respiratoires, alcooliques avec hépatopathie, insuffisants cardiaques, antécédent d'infection pulmonaire.","Document: 'Pneumocoque'","Medium"
"Quelles sont les indications du vaccin contre la grippe chez l'enfant ?","Insuffisance respiratoire, bronchopathie chronique, insuffisance cardiaque, néphropathie chronique grave, diabète, immunodépression cellulaire (sauf VIH), drépanocytose, thalassémie, enfants préscolaires sous aspirine au long cours (Kawasaki).","Document: 'Grippe'","Medium"
"Quelles sont les recommandations vaccinales pour une personne infectée par le VIH ?","Proscrire rubéole et BCG. Tétanos et polio comme chez l'individu normal. Hépatite B si non immunisé. Fièvre jaune possible si CD4 > 200/mm3. Méningocoque A et C possible.","Document: 'Personnes infectées par VIH'","Medium"
"Quels sont les vaccins recommandés pour les voyageurs ?","Fièvre jaune, diphtérie, typhoïde, hépatite A et B, méningocoque A et C, rage, encéphalite japonaise, encéphalite à tiques d'Europe centrale.","Document: 'Voyageurs'","Medium"
"Quelles sont les réactions locales possibles après vaccination ?","Pour vaccins inactivés : douleur, infiltration dans les 3 premiers jours. Pour BCG : lésion suppurée + adénite satellite entre 3ème-12ème semaine.","Document: 'Réaction locale'","Medium"
"Quand survient la fièvre après un vaccin inactivé versus un vaccin vivant ?","Inactivé : précoce (3 premiers jours). Vivant (rougeole, fièvre jaune) : différée (5ème-11ème jour).","Document: 'Episode fébrile'","Medium"
"Quelles sont les manifestations neurologiques post-vaccinales possibles ?","Convulsions hyperthermiques (coqueluche, rougeole), réaction méningée (anti-ourlien).","Document: 'Convulsions hyperthermiques ; réaction méningée'","Medium"
"Quelle est la conduite à tenir pour la vaccination d'une personne allergique aux œufs devant le vaccin contre la fièvre jaune ?","Faire d'abord un prick-test chez un allergologue.","Document: 'Pour la fièvre jaune, faire d'abord un prick-test (test allergologique chez un allergologue)'","Difficult"
"Expliquez le concept d'immunité collective.","Lorsqu'une proportion élevée d'individus est vaccinée dans une population, la circulation de l'agent infectieux est réduite, protégeant ainsi les individus non vaccinés (ou ceux qui ne peuvent pas être vaccinés).","Document: 'Immunité qui apparait lorsqu'une population vaccinée confère une protection à des individus non protégés'","Medium"
"Quel est l'intérêt de la 2ème dose de vaccin vivant atténué ?","Offrir une opportunité supplémentaire de protection (car la 1ère dose est déjà protectrice).","Document: '2ème dose- offrir une opportunité supplémentaire'","Medium"
"Pourquoi les vaccins inactivés nécessitent-ils plusieurs doses ?","Car la première dose sensibilise seulement le système immunitaire, les doses suivantes induisent une réponse protectrice.","Document: 'Nécessite l'administration de plusieurs doses : la 1ère dose sensibilise juste le système immunitaire'","Medium"
"Quels sont les antibiotiques réputés dangereux pouvant être présents dans les vaccins ?","Streptomycine, néomycine, kanamycine.","Document: 'ATB réputés dangereux (streptomycine, néomycine, kanamycine)'","Medium"
"Quelle est la différence entre un vaccin polysaccharidique et un vaccin conjugué ?","Le vaccin polysaccharidique n'utilise que les sucres de la capsule bactérienne, peu immunogène avant 2 ans. Le vaccin conjugué associe ce polysaccharide à une protéine porteuse, rendant le vaccin immunogène dès le plus jeune âge.","Document: 'Conjugué' (concept)","Difficult"
"Quels sont les vaccins à base d'anatoxine ?","Tétanos et diphtérie.","Document: 'Anatoxines : Anatoxine tétanique, anatoxine diphtérique'","Easy"
"Quels sont les vaccins vivants atténués bactériens ?","BCG.","Document: 'Bactérie : vaccin BCG'","Easy"
"Quels sont les vaccins vivants atténués viraux cités ?","VPO, antirougeoleux, antiourlien, antirotavirus, antiamaril, encéphalite japonaise inactivé (attention ce dernier est inactivé).","Document: 'Virus: vaccin antipoliomyélite oral (VPO), vaccin antirougeoleux, antiourlien, antirotavirus, antiamaril'","Medium"
"Quel vaccin est administré aux nouveau-nés de mère Ag HBs positif ?","Vaccin anti-hépatite B.","Document: 'Hépatite B : NN de mère Ag HBs positif'","Medium"
"Quel vaccin est recommandé pour les insuffisants rénaux dialysés ?","Hépatite B (sérologie annuelle, rappel dès que Ac seuil protecteur).","Document: 'Insuffisants rénaux dialysés'","Medium"
"Quel vaccin est recommandé pour les toxicomanes utilisant des drogues parentérales ?","Hépatite B.","Document: 'Toxicomanes utilisant des drogues parentérales'","Medium"
"Quel vaccin est recommandé pour les personnes à partenaires sexuels multiples ?","Hépatite B.","Document: 'Personnes à partenaires sexuels multiples'","Medium"
"Quel vaccin est recommandé pour les crèches et internats pour handicapés ?","Hépatite A.","Document: 'Crèches, internats pour handicapés'","Medium"
"Quel vaccin est recommandé pour les personnels de restauration collective ?","Hépatite A.","Document: 'Personnel de restauration collective'","Medium"
"Quel vaccin est recommandé pour les sujets de plus de 65 ans ?","Grippe.","Document: 'Sujets > 65 ans'","Medium"
"Quel vaccin est recommandé pour les personnes ayant une bronchite chronique ?","Pneumocoque.","Document: 'Bronchite chronique'","Medium"
"Quelle est la conduite à tenir pour la vaccination d'un enfant allergique à la néomycine ?","S'assurer que le vaccin ne contient pas cet antibiotique.","Document: 'S'assurer que le vaccin utilisé ne contient pas d'ATB réputés dangereux (streptomycine, néomycine, kanamycine)'","Difficult"
"Quels sont les vaccins contenant de la néomycine selon le document ?","ROR et VPI.","Document: 'Ex : ROR et VPI contenant moins de 25 grames de Néomycine par dose'","Difficult"
"Quel est le rôle des antibiotiques dans les vaccins ?","Empêcher la contamination bactérienne des cellules en culture tissulaire pendant la fabrication.","Document: 'Utilisés pendant la phase de fabrication pour empêcher la contamination bactérienne des cellules en culture tissulaire'","Medium"
"Quelle est la différence entre la réponse primaire et secondaire en termes d'anticorps produits ?","Primaire : IgM prédominantes, ascension lente, décroissance rapide. Secondaire : IgG prédominantes, ascension rapide, durable.","Document: 'Réponse primaire : IgM+++ ; Réponse secondaire : IgG'","Medium"
"Quels sont les facteurs liés à l'hôte influençant la réponse vaccinale ?","Âge, facteurs nutritionnels, génétiques, coexistence de maladie.","Document: 'Les facteurs liés à l'hôte : âge, facteurs nutritionnels, génétiques, coexistence de maladie'","Medium"
"Qu'est-ce qu'un évènement concomitant dans la classification MAPI ?","Un évènement médical survenant après la vaccination mais dont la cause est autre que le produit vaccinal.","Document: 'Evènement concomitant : La cause est autre que le produit vaccinal'","Medium"
"Quel est le risque d'une erreur de vaccination (ex : reconstitution, chaîne du froid) avec un vaccin vivant atténué ?","Possibilité de réversion de pathogène.","Document: 'erreur de vaccination (reconstitution, chaîne du froid)'","Difficult"
"Quel est le traitement d'une réaction allergique sévère post-vaccinale ?","Non documenté, mais prise en charge de l'anaphylaxie.","Medium"
"Quel est l'âge de la première dose de PCV10 à Madagascar ?","6 semaines.","Document: '6 semaines : PCV10-1'","Easy"
"Quel est l'âge de la dernière dose de PCV10 à Madagascar ?","14 semaines.","Document: '14 semaines : PCV10-3'","Easy"
"Quel est l'âge de la première dose de Rota à Madagascar ?","6 semaines.","Document: '6 semaines : Rota-1'","Easy"
"Quel est l'âge de la deuxième dose de Rota à Madagascar ?","10 semaines.","Document: '10 semaines : Rota-2'","Easy"
"Quel vaccin n'est pas administré à 14 semaines à Madagascar ?","Rota (déjà terminé à 10 semaines).","Document: '14 semaines : DTCP HepB Hib-3 PCV10-3' (pas de Rota)","Easy"
"Quel est le nombre total de doses de vaccin contre l'hépatite B dans le PEV à Madagascar ?","4 doses (0? Non, le PEV montre DTCP HepB Hib à 6,10,14 semaines, mais pas de dose à la naissance. Il y a 3 doses de HepB.","Document: 'DTCP HepB Hib-1, -2, -3' (3 doses)","Medium"
"Quel vaccin est administré à la naissance à Madagascar ?","BCG et polio 0.","Document: 'BCG-polio 0'","Easy"
