"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le nom commercial du stylo prérempli d'adrénaline mentionné ?","EPIPEN","ANAPEN","ADRENACLICK","EPIPEN Jr","2","Le document : 'stylo prérempli d’adrénaline en pharmacie : ANAPEN'.","Easy"
"Quelle est la définition du sepsis selon le document ?","SRIS + infection prouvée ou suspectée","Température >38,5°C et tachycardie","Hypotension et hyperleucocytose","Choc + infection","1","Le document : 'Sepsis : SRIS + infection (prouvée ou suspectée)'.","Easy"
"Quels sont les deux critères obligatoires parmi les 4 du SRIS ?","FC et FR","Température et anomalie leucocytaire","Température et FC","FR et leucocytes","2","Le document : 'SRIS : 2 des critères suivants, dont au moins la température ou l’anomalie leucocytaire'.","Easy"
"Quelle est la valeur de la température pour un critère SRIS ?","> 38°C ou < 36°C","> 38,5°C ou < 36°C","> 39°C","< 37°C","2","Le document : 'Température > 38,5 ou < 36°'.","Easy"
"Quelle est la définition du sepsis grave ?","Sepsis + défaillance cardiovasculaire ou SDRA ou deux autres défaillances d'organes","Sepsis + hypotension","Sepsis + fièvre","Sepsis + hyperlactatémie","1","Le document donne cette définition.","Easy"
"Quel est le seuil de leucocytose pour le critère SRIS ?","> 10.000/mm3","> 12.000/mm3","> 15.000/mm3","> 20.000/mm3","2","Le document : 'Leucocytose > 12.000/mm3 ou < 4.000/mm3'.","Easy"
"Quel agent infectieux est le plus fréquemment responsable du choc septique chez l'enfant avec purpura fébrile ?","Pneumocoque","Staphylocoque doré","Méningocoque","Haemophilus","3","Le document : 'purpura fébrile = infection à méningocoque jusqu’à preuve du contraire' et 'méningocoque+++ (purpura fébrile)'.","Easy"
"Quel est le principal agent responsable du choc septique chez le nouveau-né ?","Pneumocoque","Streptocoque B et E. Coli","Méningocoque","Staphylocoque","2","Le document : 'Nouveau-né : streptocoque B, E. Coli'.","Easy"
"Quel est le traitement du choc cardiogénique en termes de remplissage ?","Remplissage agressif","Diurétique et restriction hydrique","Corticoïdes","Catécholamines seules","2","Le document : 'Diurétique, Restriction hydrique' dans le traitement du choc cardiogénique.","Easy"
"Quelle catécholamine est spécifiquement mentionnée pour le choc cardiogénique ?","Adrénaline","Noradrénaline","Dobutamine","Dopamine","3","Le document : 'Dobutamine' pour choc cardiogénique.","Easy"
"Quel est le volume de remplissage vasculaire recommandé initialement chez l'enfant en choc ?","10 ml/kg","20 ml/kg","30 ml/kg","40 ml/kg","2","Le document : 'Remplissage vasculaire avec du SSI 0,9% (20ml/kg)'.","Medium"
"Quel est le critère de choc septique concernant la lactatémie ?","Lactatémie > 1 fois la normale","Lactatémie > 2 fois la normale","Lactatémie > 3 fois la normale","Lactatémie > 4 fois la normale","2","Le document : 'Lactatémie > 2 fois la normale' comme signe d'hypoperfusion.","Medium"
"Quel est le seuil de déficit de base dans le choc septique ?","> 3 mmol/L","> 5 mmol/L","> 8 mmol/L","> 10 mmol/L","2","Le document : 'acidose avec déficit de base > 5 mmol/L'.","Medium"
"Quelle est la différence de température centrale et périphérique signant une hypoperfusion ?","> 2°C","> 3°C","> 4°C","> 5°C","2","Le document : 'Différence entre la température centrale et la température périphérique > à 3°C'.","Medium"
"Quels sont les mécanismes compensateurs du choc hypovolémique ?","Vasodilatation artérielle et veineuse","Vasoconstriction artérielle et veineuse","Augmentation de la fréquence cardiaque uniquement","Baisse de la pression artérielle","2","Le document : 'Mécanismes compensateurs : Vasoconstriction artérielle périphérique ... Vasoconstriction veineuse'.","Medium"
"Quels sont les deux organes 'nobles' bénéficiant d'une redistribution vasculaire en cas de choc hypovolémique ?","Cerveau et myocarde","Poumons et foie","Reins et intestins","Peau et muscles","1","Le document : 'redistribution des débits sanguins régionaux vers les organes “nobles” (cerveau, myocarde)'.","Medium"
"Quels sont les signes cliniques d'un choc chaud (anaphylactique ou septique) ?","Extrémités froides, marbrures","Extrémités chaudes, voire rouges, pouls ample","Pâleur, TRC prolongé","Cyanose","2","Le document : 'Choc chaud : (choc anaphylactique et septique) : Extrémités chaudes, voire rouges, Pouls ample, Pression artérielle normale ou abaissée'.","Medium"
"Quel est le signe clinique de choc cardiogénique à rechercher à l'examen physique ?","Purpura","Hépatomégalie, turgescence jugulaire, reflux hépato-jugulaire","Déshydratation","Urticaire","2","Le document : 'Hépatomégalie, TVJ, RHJ -> choc cardiogénique'.","Medium"
"Quel examen paraclinique est primordial pour évaluer le retentissement du choc ?","NFS","Lactatémie","CRP","Ionogramme","2","Le document : 'Lactatémie élevée, Evalue le retentissement de l’état de choc'.","Medium"
"Quel est le traitement antibiotique dans le choc septique ?","À débuter après les résultats d'hémoculture","Antibiothérapie précoce","Uniquement si fièvre","Pas d'antibiotiques","2","Le document mentionne 'Antibiothérapie' dans le traitement du choc septique.","Medium"
"Quel est le traitement corticoïde dans le choc septique ?","Méthylprednisolone","Hydrocortisone","Dexaméthasone","Prednisone","2","Le document : 'Corticothérapie : Hydrocortisone'.","Medium"
"Quelle est la dose d'adrénaline en IM dans le choc anaphylactique chez l'enfant ?","5 µg/kg","10 µg/kg","15 µg/kg","20 µg/kg","2","Le document : 'Adrénaline : 10 µg/kg en IM'.","Medium"
"Quel est le délai de renouvellement possible de l'adrénaline IM dans le choc anaphylactique ?","2-3 minutes","5-10 minutes","15-20 minutes","30 minutes","2","Le document : 'renouvelable après 5 à 10 mn'.","Medium"
"Quel est le traitement du choc hypovolémique d'origine hémorragique ?","Remplissage uniquement","Contrôler l'origine du saignement et correction de l'anémie","Adrénaline","Corticoïdes","2","Le document : 'Si hémorragie : Contrôler l’origine du saignement, Correction de l’anémie'.","Medium"
"Quel est le signe de bon pronostic lors de la surveillance du choc ?","Normalisation de la TA","Reprise de la diurèse","Disparition de la tachycardie","Baisse des lactates","2","Le document : 'reprise de la diurèse : déjà un très bon signe (redistribution de la perfusion vers le myocarde)'.","Medium"
"Quelle catécholamine est utilisée dans le choc hypovolémique si nécessaire ?","Dobutamine","Adrénaline","Noradrénaline","Dopamine","3","Le document : 'Noradrénaline si nécessaire' dans le choc hypovolémique.","Medium"
"Quelle est la définition du choc septique selon le document ?","Sepsis grave + défaillance cardiovasculaire malgré remplissage ou nécessité de vaso-actifs","Sepsis + hypotension","SRIS + infection","Sepsis + hyperlactatémie","1","Le document donne cette définition.","Medium"
"Quel est le pourcentage d'eau chez l'extrême prématuré ?","75%","80%","85%","90%","4","Le document : 'L’eau représente : 90% du poids d’un extrême prématuré'.","Medium"
"Quel est le principal agent du choc septique chez l'immunodéprimé ?","Pneumocoque","Entérobactéries, staphylocoque doré, candida, herpes/CMV","Méningocoque","Haemophilus","2","Le document : 'Immunodéprimé : Entérobactéries, staphylocoque doré, candida, herpes/CMV'.","Medium"
"Quelle est la définition du SRIS concernant la fréquence cardiaque ?","FC > 1 DS pour l'âge","FC > 2 DS pour l'âge ou bradycardie (<1an)","FC > 3 DS","FC < 2 DS","2","Le document : 'FC > 2DS pour l’âge ou bradycardie (<1an)'.","Medium"
"Quelle est la définition du SRIS concernant la fréquence respiratoire ?","FR > 1 DS","FR > 2 DS ou ventilation mécanique","FR > 3 DS","FR < 2 DS","2","Le document : 'FR > 2DS pour l’âge ou ventilation mécanique'.","Medium"
"Un enfant présente une tachycardie, des extrémités chaudes, une TA basse, une urticaire. Quel type de choc ?","Choc septique","Choc anaphylactique","Choc cardiogénique","Choc hypovolémique","2","Le document : 'choc anaphylactique : Teint rouge, signes cutanés (urticaires)'.","Difficult"
"Un enfant de 2 ans a une gastro-entérite avec vomissements et diarrhée, il est pâle, tachycardie, TRC > 3s, hypotendu. Quel mécanisme de choc ?","Choc septique","Choc hypovolémique","Choc cardiogénique","Choc anaphylactique","2","Le document : 'Choc hypovolémique : Gastro-entérite aiguë' et signes de déshydratation.","Difficult"
"Un enfant de 5 ans a une fièvre, un purpura, une tachycardie, une TA basse. Quel diagnostic étiologique immédiat ?","Méningocoque","Pneumocoque","Staphylocoque","Haemophilus","1","Le document : 'purpura fébrile = infection à méningocoque jusqu’à preuve du contraire'.","Difficult"
"Un nouveau-né a un choc septique. Quels germes sont les plus probables ?","Streptocoque B et E. Coli","Méningocoque","Staphylocoque doré","Pneumocoque","1","Le document : 'Nouveau-né : streptocoque B, E. Coli'.","Difficult"
"Un enfant sous chimiothérapie présente un choc septique. Quels germes sont les plus probables ?","Pneumocoque","Méningocoque","Entérobactéries, staphylocoque doré, candida, herpes/CMV","Haemophilus","3","Le document : 'Immunodéprimé : Entérobactéries, staphylocoque doré, candida, herpes/CMV'.","Difficult"
"Un enfant de 8 ans a un choc avec hépatomégalie, turgescence jugulaire et reflux hépato-jugulaire. Quel type de choc ?","Choc hypovolémique","Choc septique","Choc cardiogénique","Choc anaphylactique","3","Le document : 'Hépatomégalie, TVJ, RHJ -> choc cardiogénique'.","Difficult"
"Un enfant a un choc, la bradycardie apparaît. Quelle est la signification ?","Signe de stabilisation","Trop tard, signe de gravité extrême","Effet du traitement","Normal","2","Le document : '(si bradycardie : trop tard)'.","Difficult"
"Quel est l'objectif prioritaire du traitement du choc ?","Rétablir une pression artérielle satisfaisante et optimaliser l'oxygénation tissulaire","Corriger l'étiologie","Sédater l'enfant","Réaliser des examens","1","Le document : 'Buts : Rétablir une pression artérielle satisfaisante, Optimaliser l’oxygénation tissulaire'.","Difficult"
"Un enfant en choc hypovolémique ne répond pas au remplissage. Quel est le traitement suivant ?","Noradrénaline","Dobutamine","Adrénaline","Hydrocortisone","1","Le document : 'Noradrénaline si nécessaire' dans le choc hypovolémique.","Difficult"
