question,option1,option2,option3,option4,answer,explanation,difficulty
"Quelle est la conduite à tenir devant une otite externe qui persiste au-delà de 10 jours malgré une prise en charge correcte ?","Chirurgie d’emblée","Identification des maladies sous-jacentes","Augmentation des corticoïdes","Hospitalisation systématique","2","Le document conclut : Identification des maladies sous-jacentes (surtout si OE > 10j malgré PEC correcte).","Medium"
"L’hypoacousie de l’otite externe diffuse est décrite comme :","Surdité de perception","Surdité sur sténose","Surdité mixte","Surdité de transmission par lésion ossiculaire","2","Le document indique : Hypoacousie : Surdité sur sténose.","Medium"
"L’irradiation de l’otalgie dans l’otite externe diffuse se fait vers :","L’occiput et la nuque","La tempe et la mandibule","L’œil et le front","L’hémiface controlatérale","2","Le document précise : Irradiation : vers la tempe, la mandibule.","Medium"
"Quel est le traitement du furoncle du MAE après collecte purulente ?","Antibiotiques locaux seuls","Incisio-drainage","Corticothérapie générale","Antifongiques","2","Le document indique : Furoncle du MAE : antistaphylococcique général, incisio-drainage (si collecté), préventif.","Medium"
"Dans l’otite externe maligne, quel facteur de risque doit être traité en priorité ?","L’hypertension artérielle","Le diabète mal équilibré","L’hypercholestérolémie","L’obésité","2","Le document précise : OE maligne : traiter le FDR (facteur de risque), le diabète étant le principal.","Medium"
"Quelle est la différence otoscopique entre l’otite externe diffuse et le furoncle ?","Diffuse : toute la peau du MAE atteinte ; Furoncle : tuméfaction limitée","Pas de différence","Furoncle : MAE normal","Diffuse : uniquement la peau du conduit","1","Le document indique : OE diffuse : toute la peau du MEA est atteinte ; Furoncle : tuméfaction érythémateuse limitée.","Medium"
"Dans l’otite externe mycosique, les antifongiques locaux sont prescrits pendant :","7 jours","15-30 jours","45 jours","2 mois","2","Le document précise : Otomycose : antifongique local 15-30 jours.","Medium"
"L’otite externe maligne nécessite une hospitalisation pour antibiothérapie IV pendant :","8 jours","8 semaines","4 semaines","12 semaines","2","Le document indique : OE maligne : hospitalisation, ATB en IV (8 semaines).","Medium"
"Quelle est la principale mesure préventive de l’otite externe ?","Antibiotiques systématiques après chaque bain","Vaccination anti-staphylococcique","Éviter les manipulations de l’oreille (coton-tiges) et protéger l’oreille lors des baignades","Port de casque en piscine","3","Le document indique : Préventif : éviter les manipulations de l’oreille et les baignades (protéger l’oreille si baignade).","Easy"
"Un patient diabétique déséquilibré présente une otalgie intense, une otorrhée fétide verdâtre et une paralysie faciale. Quel est le diagnostic à évoquer en urgence ?","Otite externe diffuse","Otite moyenne aiguë","Otite externe maligne (nécrosante)","Otomycose","3","Le document décrit l’OE maligne : diabétique, otorrhée fétide verdâtre, paralysie faciale = mauvais pronostic.","Difficult"
"Un patient se plaint de prurit auriculaire intense, d’une sensation d’oreille bouchée, sans douleur majeure. L’otoscopie montre un aspect humide de papier buvard avec des filaments blanchâtres. Quel est le diagnostic ?","Otite externe diffuse bactérienne","Furoncle du MAE","Otite externe mycosique (otomycose)","Otite externe maligne","3","Le document décrit l’otomycose : prurit évocateur, aspect humide de papier buvard, filaments blanchâtres cotonneux.","Difficult"
"Quelle est la séquence évolutive de l’otite externe maligne non traitée aboutissant à l’ostéite de la base du crâne ?","Effraction cutanée → Cellulite du MAE → Chondrite → Ostéite du tympanal → Ostéite de la base du crâne","Cellulite d’emblée → Ostéite → Chondrite","Chondrite → Ostéite → Cellulite","Ostéite tympanale → Cellulite → Chondrite","1","Le document détaille la séquence progressive de l’extension de l’infection.","Difficult"
"Un patient avec otite externe diffuse a une douleur insomniante exacerbée par la mastication. Pourquoi la mastication aggrave-t-elle la douleur ?","Car le muscle temporal s’insère près du conduit","Car l’articulation temporo-mandibulaire est proche du MAE et les mouvements déplacent le conduit","Car le nerf trijumeau innerve à la fois les muscles masticateurs et le conduit","Car le cérumen est comprimé","2","Le document mentionne l’exacerbation par la mastication. L’articulation temporo-mandibulaire est immédiatement en avant du conduit auditif externe.","Difficult"
"Quelle est l’attitude thérapeutique spécifique devant une otite externe maligne avec paralysie faciale ?","Antibiothérapie orale prolongée","Hospitalisation, antibiothérapie IV 8 semaines, imagerie, chirurgie possible, traitement du diabète","Corticothérapie seule","Rééducation faciale uniquement","2","Le document précise : OE maligne : hospitalisation, ATB en IV (8 semaines), antalgique, calibrage, ATB locaux, traiter le FDR, chirurgie si besoin. La paralysie faciale aggrave le pronostic.","Difficult"
"Pourquoi l’otite externe est-elle considérée comme une maladie auto-infligée évitable ?","Car elle est due à une anomalie génétique","Car elle est secondaire aux manipulations intempestives (coton-tiges, plumes d’oiseau) et aux lésions cutanées auto-entretenues par le grattage","Car elle est liée à l’alimentation","Car elle est contagieuse par auto-inoculation","2","Le document insiste : FDR : lésion cutanée du MAE (grattage) ; affection pouvant être prévenue (Éviter de manipuler l’oreille avec coton-tige). La conclusion : OE : maladie auto-infligée, EVITABLE. Prévention++++.","Medium"
"Un patient présente une otorrhée citrine, un prurit et des vésicules sur le pavillon et le conduit. Quel est le diagnostic ?","Otite externe diffuse","Otite externe mycosique","Eczéma du méat acoustique externe","Furoncle","3","Le document décrit : Eczéma du méat acoustique externe : Prurit, douleur peu intense, Otorrhée citrin, à l’otoscopie : érythème, vésicule, croûtes.","Medium"
