"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel signe n’est PAS spécifique du nouveau-né dans l’HTIC ?","Troubles végétatifs","Bombement de la fontanelle","Apnées","Tachycardie ou bradycardie","2","Le bombement de la fontanelle est signe du nourrisson, pas du nouveau-né (fontanelle peut être petite).","Medium"
"L’engagement temporal sous la faux du cerveau est visible sur :","Radiographie du crâne","TDM ou IRM","Doppler transcrânien","ETF","2","Le document : ''Imagerie – Engagement débutant temporal sous la faux du cerveau ou des amygdales''.","Medium"
"Parmi les étiologies de l’hydrocéphalie, laquelle est citée ?","Traumatisme","Malformation","Déshydratation sévère","Craniosténose","2","Le document : ''Hydrocéphalie – Étiologies : Inflammatoires, Malformation, Tumorale''.","Medium"
"Le signe de localisation neurologique le plus fréquent dans l’HTIC de l’enfant est :","Paralysie du VI","Paralysie du III","Paralysie du VII","Paralysie du XII","1","Le document précise que la paralysie du VI est fréquente (diplopie), les autres nerfs crâniens peuvent être atteints mais le VI est spécifiquement cité.","Medium"
"L’HTIC bénigne ou idiopathique se caractérise par :","Imagerie cérébrale et médullaire normale, pression de LCR élevée","Tumeur de la fosse postérieure","Hydrocéphalie","Œdème papillaire absent","1","Le document : ''Aucune cause : HTIC bénigne ou idiopathique – Tous les signes sont présents mais l'imagerie cérébrale et médullaire est normale – Pression d'ouverture de LCR trop élevée''.","Medium"
"Quelle est la complication redoutée de l’HTIC idiopathique ?","Neuropathie optique irréversible","Hématome sous-dural","Crise convulsive","Engagement cérébral","1","Le document : ''Risque : neuropathie optique irréversible''.","Medium"
"Le maniement du patient en HTIC doit éviter :","La position assise","La compression jugulaire","L’intubation","La mobilisation douce","2","Le document : ''Position neutre sans compression jugulaire''.","Medium"
"Les empreintes digitiformes sur la radiographie du crâne sont un signe :","De craniosténose","D’HTIC chronique","De méningite","Normal chez l’enfant","2","Le document : ''Radiographie du crâne face : empreintes digitiformes'' (signe d’HTIC).","Medium"
"La perfusion de sérum salé hypertonique (SSH) à 3% se fait à la dose de :","0,1-1 ml/kg","1-2 ml/kg","2-5 ml/kg","5-10 ml/kg","1","Le document : ''SSH 3% 0,1 à 1ml/kg''.","Difficult"
"Le médulloblastome est un type de :","Tumeur supratentorielle","Tumeur de la fosse postérieure maligne","Abcès","Hématome","2","Le document : ''médulloblastome malin'' parmi les tumeurs de la fosse postérieure.","Difficult"
"Chez le nourrisson, l’hypotonie axiale associée à un syndrome pyramidal évoque :","HTIC bénigne","HTIC avec hydrocéphalie","Hématome sous-dural","Craniosténose","2","Le document : ''Signes neurologiques : hypotonie axiale, syndrome pyramidal'' dans les signes du nourrisson.","Difficult"
"L’hématome sous-dural du nourrisson peut être secondaire à :","Méningite purulente","Toxoplasmose","Galactosémie","Rubéole","1","Le document : ''Étiologies – Traumatisme, Méningite purulente, Déshydratation sévère''.","Difficult"
"La paralysie des paires crâniennes (sauf le VI) dans l’HTIC de l’enfant est :","Un signe de gravité","Un signe de localisation","Un signe précoce","Un signe banal","2","Le document : ''Signes de localisation : ... Paralysie des paires crâniennes (sauf VI)''.","Difficult"
"La dose d’hydrocortisone (HDC) dans l’HTIC tumorale est :","10-20 mg/j","50-150 mg/j","200-300 mg/j","5-10 mg/j","2","Le document : ''HDC (corticoïde) : 50-150mg/j''.","Difficult"
"L’optimisation de la ventilation par intubation dans le traitement de l’HTIC vise à :","Augmenter la PIC","Baisser la PIC","Prévenir l’infection","Permettre l’alimentation","2","Le document : ''Optimisation de la ventilation (intubation)'' pour éviter l’hypercapnie, donc baisser la PIC.","Difficult"
