"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel examen est indiqué devant un syndrome occlusif avec vomissements bilieux ?","Échographie","Radiographie ASP","Scanner","IRM","2","Le document : 'Radiographie de l'ASP Si vomissement bilieux, syndrome occlusif'.","Easy"
"Quel est l'âge typique de l'invagination intestinale aiguë du nourrisson (IIAN) ?","Nouveau-né","2 mois à 2 ans","2 à 5 ans","5 à 10 ans","2","Le document : 'Nourrisson de 2 mois à 2 ans'.","Easy"
"Quel est l'aspect des selles dans l'invagination intestinale aiguë ?","Selles liquides","Rectorragie 'gelée de groseille'","Selles noires","Selles graisseuses","2","Le document le décrit.","Easy"
"Quelle est la douleur typique de l'invagination intestinale ?","Douleur continue","Douleurs paroxystiques cycliques (tous les 10 minutes)","Douleur de la fosse iliaque droite","Douleur hypogastrique","2","Le document le décrit.","Easy"
"Quel est le signe de l'appendicite aiguë typique ?","Douleur périombilicale diffuse","Douleur de la fosse iliaque droite (FID) à début brutal","Douleur hypogastrique","Douleur des fosses lombaires","2","Le document : 'Douleur FID à début brutal'.","Easy"
"Quel est le signe d'irritation du psoas dans l'appendicite ?","Vomissements","Boiterie, douleur à la mobilisation de la jambe","Défense abdominale","Fièvre","2","Le document : 'psoïtis (boiterie car l'appendicite irrite le psoas, plus douleur à la mobilisation de la jambe)'.","Easy"
"Quelle cause de douleur abdominale aiguë apyrétique chez le garçon adolescent ?","Pyélonéphrite","Torsion du cordon spermatique","Appendicite","Gastroentérite","2","Le document : 'Torsion du cordon spermatique' dans DA apyrétique.","Easy"
"Quel purpura associe douleur abdominale et lésions cutanées des membres inférieurs ?","Purpura thrombopénique","Purpura rhumatoïde","Purpura fulminans","Purpura allergique","2","Le document : 'Purpura rhumatoïde : DA + purpura vasculaire au niveau des jambes'.","Medium"
"Quelle est la cause la plus fréquente de douleur abdominale récurrente chez le grand enfant ?","Allergie aux PLV","Constipation (mauvais diet)","Syndrome du côlon irritable","Psychogène","2","Le document liste 'Constipation (mauvais diet)' en premier.","Medium"
"Quel est le rythme d'une douleur d'origine organique ?","Sporadique","Continu","Diurne uniquement","Variable","2","Tableau : 'Origine organique : RYTHME : Continu'.","Medium"
"Quel est le rythme d'une douleur d'origine fonctionnelle ?","Continu","Sporadique","Nocturne","Permanent","2","Tableau : 'Origine fonctionnelle : RYTHME : Sporadique'.","Medium"
"Une douleur d'origine organique altère-t-elle l'état général ?","Souvent","Jamais","Parfois","Rarement","1","Tableau : 'ALTÉRATION DE L'ÉTAT GÉNÉRAL : Souvent'.","Medium"
"L'examen abdominal est-il normal dans une douleur d'origine fonctionnelle ?","Souvent anormal","Normal","Toujours anormal","Variable","2","Tableau : 'EXAMEN ABDOMINAL : Normal' pour origine fonctionnelle.","Medium"
"Quel est le traitement antalgique recommandé en urgence chez l'enfant ?","Antalgique oral","Antalgique par voie veineuse (IV)","Antalgique intramusculaire","Antispasmodique","2","Le document : 'Antalgique par voie veineuse (IV) (Dès que quelqu'un a mal, soulagez sa douleur systématiquement)'.","Medium"
"Devant une suspicion d'appendicite, que faut-il préparer ?","Hospitalisation simple","Intervention chirurgicale : à jeun, autorisation parentale, bilan préopératoire","Antibiothérapie","Scanner","2","Le document le décrit.","Medium"
"Quel est le diagnostic différentiel de douleur abdominale aiguë fébrile chez l'enfant ?","Invagination intestinale","Appendicite, pyélonéphrite, pneumonie, virose, gastroentérite, adénolymphite","Torsion du cordon","Hernie étranglée","2","Le document les liste.","Medium"
"Quel est le diagnostic différentiel de douleur abdominale aiguë apyrétique ?","Appendicite","Invagination intestinale, torsion du cordon spermatique, torsion d'annexe, hernie étranglée, volvulus sur bride","Gastroentérite","Pyélonéphrite","2","Le document les liste.","Medium"
"Quel est le premier examen à réaliser devant une suspicion de torsion d'annexe ?","Radiographie ASP","Échographie abdomino-pelvienne","Scanner","IRM","2","Le document : 'Diagnostic : Echographie abdomino-pelvienne' pour torsion d'annexe.","Medium"
"Quel est le tableau clinique de la torsion du cordon spermatique ?","Douleur abdominale basse","Bourse très inflammatoire : rouge, volumineux","Hématurie","Fièvre élevée","2","Le document le décrit.","Medium"
"Quel examen est indiqué devant une suspicion de pyélonéphrite chez un enfant avec douleur abdominale fébrile ?","NFS, CRP","BU, ECBU","Échographie abdominale","Radiographie ASP","2","Le document : 'Signes fonctionnels urinaires : BU, ECBU'.","Medium"
"Un enfant de 3 ans a des douleurs abdominales cycliques avec pâleur, des vomissements, puis émission de selles rouge framboise. Quel diagnostic ?","Appendicite","Invagination intestinale aiguë","Gastroentérite","Purpura rhumatoïde","2","Le document : 'Douleurs paroxystiques par crise, accès de pâleur, rectorragie gelée de groseille'.","Difficult"
"Un enfant de 8 ans a une douleur de la fosse iliaque droite, fièvre à 38°C, vomissements, défense. Quel diagnostic probable ?","Pyélonéphrite","Appendicite aiguë","Pneumonie","Invagination","2","Le document : 'Appendicite aiguë typique : Douleur FID à début brutal, vomissements, défense de la FID'.","Difficult"
"Un enfant de 12 ans a une douleur abdominale récurrente, périombilicale, sans altération de l'état général. L'examen abdominal est normal. Quel diagnostic ?","Appendicite","Colopathie fonctionnelle ou psychogène","Maladie de Crohn","Invagination","2","Le document classe douleur récurrente chez grand enfant : constipation, syndrome côlon irritable, psychogène.","Difficult"
"Un enfant a une douleur abdominale, une fièvre, une polypnée, des crépitants à la base pulmonaire droite. Quel diagnostic ?","Pneumonie","Appendicite","Pyélonéphrite","Gastroentérite","1","Le document : 'Pneumonie : DA + Fièvre, polypnée ++, signes en foyer (condensation pulmonaire)'.","Difficult"
"Un enfant a une douleur abdominale, un purpura des membres inférieurs, des douleurs articulaires. Quel diagnostic ?","Purpura rhumatoïde","Purpura thrombopénique","Méningite","Sepsis","1","Le document : 'Purpura rhumatoïde : DA + purpura vasculaire au niveau des jambes'.","Difficult"
"Un nourrisson de 6 mois a des pleurs incessants, des jambes ramenées sur le ventre, des vomissements. L'examen trouve une masse abdominale dans l'hypochondre droit. Quel diagnostic ?","Invagination intestinale","Colique","Appendicite","Hernie","1","Le document : 'masse HCD = boudin d\'invagination' pour IIAN.","Difficult"
"Un adolescent a une douleur brutale de la fosse iliaque gauche, fébrile, avec dysurie. Quel diagnostic probable ?","Pyélonéphrite","Appendicite (à gauche ? rare)","Diverticulite","Torsion d'annexe","1","Le document : 'Infection urinaire : DA + Fièvre + syndrome urinaire'.","Difficult"
"Un enfant a des douleurs abdominales récurrentes depuis 6 mois, sans signe d'alerte. Les parents sont anxieux. Quelle est l'attitude recommandée ?","Rassurer +++, toujours bien examiner","Faire une échographie systématique","Hospitaliser","Scanner","1","Le document : 'DA récurrente ; pas d’organicté : Rassurer +++, toujours bien examiner'.","Difficult"
"Quel est le premier geste devant une suspicion de torsion d'annexe ?","Antalgique IV, échographie en urgence","Chirurgie d'emblée","Antibiothérapie","Radiographie","1","Le document : 'Diagnostic : Echographie abdomino-pelvienne' et 'Antalgique par voie veineuse (IV)'.","Difficult"
