"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est le délai de réversibilité habituel de la nécrose tubulaire aiguë ?","1 à 2 semaines","1 à 4 semaines","4 à 8 semaines","2 à 3 mois","2","Le document précise : ''Réversible en 1 à 4 semaines''.","Easy"
"Quel signe clinique oriente vers une IRA fonctionnelle ?","Oligo-anurie","Pli cutané (déshydratation extracellulaire)","Anémie","Hypocalcémie","2","Le document liste parmi les signes de déshydratation extracellulaire : ''Pli cutané''.","Easy"
"Quel est le traitement de l'IRA fonctionnelle selon le document ?","Soluté salé isotonique (0,9%) par voie intraveineuse","Hémodialyse","Diurétiques de l'anse","Corticoïdes","1","Le document précise : ''Soluté salé isotonique (0,9%) par voie intraveineuse''.","Easy"
"Quel est le maître symptôme de l'insuffisance rénale obstructive selon le document ?","Hématurie macroscopique","Douleur lombaire uni ou bilatérale","Globe vésical","Fièvre","2","Le document indique : ''Maître symptôme : une douleur lombaire uni ou bilatérale''.","Easy"
"Quel examen permet d'affirmer le diagnostic d'IRA obstructive ?","ASP","Uroscanner","Mise en évidence d'une dilatation des cavités pyélocalicielles à l'échographie rénale","Uro-IRM","3","Le document précise : ''Le diagnostic est affirmé par la mise en évidence d'une dilatation des cavités pyélocalicielles à l'échographie rénale''.","Easy"
"Quel est le traitement initial de l'IRA obstructive en urgence ?","Antibiotiques","Dérivation des urines en urgence (sondage, cathéter sus-pubien, sonde JJ, néphrostomie)","Anti-inflammatoires","Antalgiques","2","Le document indique : ''Traitement initial : dérivation des urines en urgence''.","Easy"
"Quel est le taux de mortalité des complications évolutives de l'IRA selon le document ?","25%","50%","75%","10%","2","Le document précise : ''Taux de mortalité : 50%''.","Easy"
"Quelle est l'attitude préventive chez un sujet à risque recevant des aminosides ?","Arrêt des AINS","Adaptation en fonction du taux résiduel plasmatique et surveillance de la fonction rénale /48h","Hydratation par soluté bicarbonaté","Scanner sans produit de contraste","2","Le document indique : ''Aminoside : Adaptation en fonction du taux résiduel plasmatique - Surveillance de la fonction rénale /48h - Bonne hydratation''.","Easy"
"Quelle est la contre-indication formelle des AINS selon le document ?","Grossesse","IRA ou IRC","Diabète","Insuffisance cardiaque","2","Le document précise : ''AINS : CI en cas d'IRA, IRC''.","Easy"
"Quelle est la valeur du rapport Urée/Créat plasmatique (µmol) dans l'IRA fonctionnelle ?","<50",">100","Entre 50 et 100","<30","2","Le document indique pour IRA fonctionnelle : ''Urée/Créat plasmatique (µmol) >100''.","Easy"
"Quelle est la valeur de la fraction d'épuration du sodium (FE Na) dans l'IRA fonctionnelle ?","<1%",">1-2%","<2%",">2%","1","Le document précise pour IRA fonctionnelle : ''Fraction d'épuration du sodium < 1%''.","Easy"
"Quelle est la valeur du rapport U/P créat dans la nécrose tubulaire aiguë (NTA) ?",">30","<30",">20","<20","2","Le document indique pour NTA : ''U/P créat < 30'' (IRA fonctionnelle >30).","Easy"
"Quelle est la valeur du rapport U/P urée dans l'IRA fonctionnelle ?","<10",">10",">20","<5","2","Le document précise pour IRA fonctionnelle : ''U/P urée > 10''.","Easy"
"Quel est le traitement préventif de la tubulopathie à l'iode avant scanner chez un sujet à risque ?","Arrêt préalable des AINS et des diurétiques + hydratation correcte + produit de contraste iso-osmolaire","Augmentation des diurétiques","Corticothérapie préventive","Hémodialyse systématique","1","Le document détaille cette prévention.","Easy"
"Quels sont les trois types d'IRA selon la physiopathologie ?","Prérénale, parenchymateuse, postrénale","Aiguë, subaiguë, chronique","Glomérulaire, tubulaire, interstitielle","Vasculaire, infectieuse, toxique","1","Le document structure les types d'IRA en : prérénale/fonctionnelle, parenchymateuse, postrénale/obstructive.","Medium"
"Quel est le mécanisme de l'IRA dans l'insuffisance cardiaque congestive ?","IRA prérénale par diminution du flux sanguin rénal et de la pression de perfusion rénale (hypovolémie efficace)","IRA parenchymateuse","IRA postrénale","NTA ischémique","1","Le document classe l'insuffisance cardiaque dans ''IRA prérénale ou fonctionnelle - Diminution du flux sanguin rénal''.","Medium"
"Quel est le mécanisme de l'IRA dans la rhabdomyolyse ?","IRA parenchymateuse par nécrose tubulaire aiguë (toxique) avec lyse des muscles striés","IRA prérénale","IRA postrénale par calculs","IRA obstructive","1","Le document précise : ''IRA secondaire à une rhabdomyolyse : élévation CPK - hypocalcémie - IRA par lyse des muscles striés''.","Medium"
"Quels sont les trois stades de la classification AKI-KDIGO basés sur la créatininémie ?","Stade 1 : >26,5 µmol/l en 48h ou >50% en 7j ; Stade 2 : >2-2,2x ; Stade 3 : >3x ou >354 µmol/l","Stade 1 : >50% ; Stade 2 : >100% ; Stade 3 : >200%","Stade 1 : >20% ; Stade 2 : >50% ; Stade 3 : >100%","Stade 1 : 26,5-50 ; Stade 2 : 50-100 ; Stade 3 : >100","1","Le document donne ces définitions précises.","Medium"
"Quel est le signe distinctif entre IRA et IRC concernant l'anémie ?","Anémie absente dans l'IRA (sauf exception), présente dans l'IRC","Anémie présente dans les deux","Anémie absente dans les deux","Anémie présente uniquement en IRA","1","Le document indique pour IRA : ''Anémie absente'' et pour IRC : ''Anémie +''.","Medium"
"Quel est le signe distinctif entre IRA et IRC concernant l'hypocalcémie ?","Hypocalcémie absente dans l'IRA (sauf rhabdomyolyse), présente dans l'IRC","Hypocalcémie présente dans les deux","Hypocalcémie absente dans les deux","Hypocalcémie présente uniquement en IRA","1","Le document indique IRA : ''Hypocalcémie absente'' (sauf cas particulier) et IRC : ''Hypocalcémie +''.","Medium"
"Quelles sont les trois étiologies principales de la nécrose tubulaire aiguë ?","Collapsus CV avec état de choc, médicaments néphrotoxiques, produits néphrotoxiques","Glomérulonéphrites, néphropathies interstitielles, vascularites","Obstacles lithiasiques, tumeurs, fibrose rétropéritonéale","Diabète, myélome, polykystose","1","Le document liste : ''NTA s'observe en cas de collapsus CV avec état de choc, médicaments ou produits néphrotoxiques''.","Medium"
"Quelles sont les trois signes biologiques de la microangiopathie thrombotique (SHU) ?","Anémie hémolytique mécanique (schizocytes), augmentation LDH, baisse haptoglobine, thrombopénie","Protéinurie, hématurie, leucocyturie","Hypercalcémie, hyperkaliémie, acidose","Anémie ferriprive, hyperleucocytose, thrombocytose","1","Le document détaille ces signes : ''Anémie hémolytique régénérative de type mécanique, augmentation de LDH, baisse haptoglobine, thrombopénie''.","Medium"
"Quel est le traitement d'urgence des GNRP (Glomérulonéphrites rapidement progressives) ?","Corticothérapie d'urgence","Hémodialyse","Antibiothérapie","Plasmaphérèse","1","Le document précise : ''corticothérapie d'urgence car urgence thérapeutique : risque de perte définitive de la fonction rénale en absence de corticothérapie''.","Medium"
"Quels sont les trois exemples de GNRP cités dans le document ?","GN pauci-immunes (ANCA), GN avec dépôts immuns (lupus, purpura rhumatoïde), syndrome de Good Pasture","GN post-streptococcique, GN membrano-proliférative, HSF","Néphropathie à IgA, glomérulonéphrite extra-membraneuse, hyalinose segmentaire","Néphropathie diabétique, amylose, myélome","1","Le document donne ces trois types.","Medium"
"Quelles sont les deux principales causes d'IRA obstructive chez le sujet âgé ?","Adénome ou cancer de la prostate, cancer du col utérin, tumeur vésicale","Lithiases bilatérales","Fibrose rétropéritonéale","Maladie de Crohn","1","Le document indique : ''Sujet âgé : cause tumorale : Adénome ou cancer de la prostate, Cancer du col utérin, Tumeur vésicale''.","Medium"
"Quelle est l'urgence absolue dans l'IRA obstructive ?","Douleur lombaire sévère","Infection urinaire (risque de septicémie)","Anurie","Hématurie macroscopique","2","Le document précise : ''URGENCE ABSOLUE : si INFECTION URINAIRE (risque de septicémie)''.","Medium"
"Quelles sont les cinq populations à risque de tubulopathie à l'iode ?","Âgés, diabétiques, insuffisants rénaux, insuffisants cardiaques, terrain myélomateux","Enfants, femmes enceintes, athlètes","Hypertendus, obèses, fumeurs","Polykystiques, drépanocytaires, transplantés","1","Le document liste ces cinq terrains à risque.","Medium"
"Quelle est la prévention avant scanner chez un sujet à risque myélomateux ?","Arrêt AINS et diurétiques, hydratation SSI ou bicarbonate 1,4% (1ml/kg/h), produit de contraste iso-osmolaire","Hémodialyse préventive","Corticothérapie","Antihistaminiques","1","Le document détaille la prévention.","Medium"
"Quelle est la formule de calcul de la fraction d'épuration du sodium (FE Na) ?","FE Na = (Una x Pcréat) / (P Na x U créat)","FE Na = (U Na x P créat) / (P Na x U créat)","FE Na = (P Na x U créat) / (Una x Pcréat)","FE Na = (U créat x P Na) / (Una x Pcréat)","1","Le document donne la formule exacte.","Medium"
"Quels sont les trois éléments du diagnostic de maladie des emboles de cholestérol ?","IRA, signes cutanés (nécrose distale péri-unguéale et livedo), contexte athéromateux après artériographie","IRA, fièvre, douleur lombaire","Anémie, thrombopénie, schizocytes","Protéinurie, hématurie, hypertension","1","Le document décrit : ''IRA, Signes cutanés avec nécrose distale péri-unguéale et livedo, Contexte : sujet athéromateux après artériographie''.","Medium"
"Quel est le diagnostic différentiel entre IRA sur rhabdomyolyse avec hypocalcémie et IRC avec hypocalcémie ?","IRA sur rhabdomyolyse : CPK élevées, contexte de lyse musculaire ; IRC : reins atrophiés, anémie","Les deux ont des CPK élevées","Les deux ont des reins atrophiés","L'hypocalcémie est plus sévère dans l'IRC","1","Le document précise pour la rhabdomyolyse : ''élévation CPK - hypocalcémie - IRA par lyse des muscles striés''.","Difficult"
"Un patient a une IRA avec une fraction d'épuration du sodium à 0,5%, un rapport Urée/Créat >100 et un rapport U/P créat >30. Quel est le type d'IRA le plus probable ?","IRA fonctionnelle (prérénale)","Nécrose tubulaire aiguë","IRA obstructive","GNRP","1","Les signes sont typiques d'une IRA fonctionnelle selon le tableau du document.","Difficult"
"Un patient sous IEC et AINS depuis 1 semaine développe une IRA avec FE Na à 2,5% et Urée/Créat à 60. Quel mécanisme est le plus probable ?","NTA par association IEC + AINS (réduction du flux sanguin rénal + inhibition des prostaglandines)","IRA fonctionnelle pure","IRA obstructive","GNRP","1","Le document mentionne que l'association BSRAA avec AINS peut abîmer rapidement la fonction rénale.","Difficult"
"Quel est le risque principal de l'association IEC/ARA2 avec AINS selon le document ?","Détérioration rapide de la fonction rénale par réduction du flux sanguin rénal (inhibition des prostaglandines + blocage SRAA)","Hyperkaliémie sévère","Œdème aigu du poumon","Acidose métabolique","1","Le document précise : ''l'association BSRAA avec AINS peut abîmer rapidement la fonction rénale''.","Difficult"
"Pourquoi les formules d'estimation du DFG (CKD-EPI, MDRD) ne sont-elles pas applicables à l'IRA ?","Car l'IRA est réversible et ces formules évaluent la sévérité de l'IRC, non adaptées aux variations rapides de la créatinine","Car elles nécessitent un poids stable","Car elles sont trop complexes","Car elles surestiment le DFG en IRA","1","Le document indique : ''Les formules d'estimation du DFG ne sont pas applicables pour définir l'IRA (car réversible. Ces formules évaluent la sévérité de l'IRC)''.","Difficult"
"Un patient a une IRA sur choc septique avec oligurie. Quel est le mécanisme physiopathologique du bas débit de filtration glomérulaire ?","DFG = P x Kf. P = Q x (Ref - Raf) - Pu. Le choc diminue Q (débit sanguin rénal), et Raf diminue (hypoperfusion).","Diminution de Kf uniquement","Augmentation de Pu","Diminution de Ref","1","Le document donne la formule : DFG = P x kf, avec P = Q x (Ref - Raf) - Pu. Un choc diminue Q et Raf.","Difficult"
"Quelle est la différence entre le stade L (Loss) et le stade E (End-stage) dans la classification RIFLE ?","L : persistance >4 semaines ; E : absence de récupération >3 mois (terminale)","L : >3 mois ; E : >6 mois","L : perte partielle ; E : perte totale","L : stade 3 ; E : stade 5","1","Le document indique : ''L : stade 4 : persiste au-delà de 4 semaines (sévère) ; E : stade 5 : absence de récupération plus de 3 mois (terminale)''.","Difficult"
"Quels sont les trois signes de thrombose ou embolie des artères rénales de gros calibre ?","IRA, douleur lombaire, hématurie macroscopique, fièvre, augmentation LDH","IRA, anémie, thrombopénie","IRA, protéinurie, HTA","IRA, œdèmes, hyperkaliémie","1","Le document liste : ''IRA, Douleur lombaire, hématurie macroscopique et fièvre, Augmentation de LDH''.","Medium"
"Quels sont les trois examens d'imagerie pour le diagnostic de thrombose des artères rénales ?","Échodoppler, angioscanner, angio-IRM","ASP, échographie, uroscanner","TDM sans injection, IRM, radiographie standard","Artériographie invasive uniquement","1","Le document indique : ''Diagnostic : échodoppler, angioscanner ou angio-IRM''.","Medium"
"Quelle est l'attitude préventive chez un sujet à risque avant une artériographie rénale ?","Hydratation, arrêt des AINS et diurétiques, produit de contraste iso-osmolaire","Hémodialyse préventive","Corticothérapie","Antibiothérapie prophylactique","1","Le document détaille la prévention de la tubulopathie à l'iode.","Medium"
"Quelle est la particularité de l'IRA au cours du syndrome de Good Pasture ?","Atteinte alvéolaire associée (syndrome pneumo-rénal)","Atteinte hépatique associée","Atteinte cardiaque associée","Atteinte neurologique associée","1","Le document précise : ''Syndrome de Good Pasture (extra capillaire) : atteinte alvéolaire, syndrome pneumo-rénale (atteintes alvéoles + hématurie)''.","Medium"
"Quel est le traitement de l'IRA obstructive par fibrose rétropéritonéale ?","Dérivation des urines (néphrostomie ou sonde JJ) puis traitement étiologique de la fibrose","Corticoïdes seuls","Chirurgie de libération des uretères","Antibiothérapie","1","Le document indique que le traitement initial est la dérivation des urines.","Medium"
"Quelle est la particularité de l'IRA au cours de la maladie des emboles de cholestérol après artériographie ?","Délai de survenue de quelques jours à semaines, signes cutanés périphériques, contexte athéromateux","Survenue immédiate","Absence de signes cutanés","Normalisation rapide","1","Le document précise le contexte et les signes.","Difficult"
"Un patient de 70 ans, diabétique, insuffisant cardiaque, doit recevoir un scanner avec injection. Quelle prévention recommandez-vous ?","Arrêt des AINS/diurétiques, hydratation par SSI ou bicarbonate 1,4% (1ml/kg/h), produit de contraste iso-osmolaire","Augmentation des diurétiques","Scanner sans injection","Hémodialyse systématique","1","Le document donne ces recommandations pour les sujets à risque.","Difficult"
"Quel est le pronostic de l'IRA stade III non traitée ?","Risque de non récupération de la fonction rénale et évolution vers l'IRC, mortalité élevée","Récupération spontanée dans tous les cas","Évolution favorable sans séquelles","Guérison complète en 48h","1","Le document précise : ''Toute IRA stade III constitue une urgence thérapeutique'' et ''risque de non récupération''.","Difficult"
"Quel est le traitement préventif de la nécrose tubulaire aiguë chez les sujets à risque (chirurgie cardiaque, état de choc) ?","Maintien d'une volémie efficace et de la diurèse par apports hydrosodés adaptés","Corticothérapie préventive","Hémodialyse prophylactique","Antibiothérapie","1","Le document indique : ''Traitement préventif : maintien d'une volémie efficace et de la diurèse''.","Easy"
"Quelle est la valeur normale de l'osmolalité plasmatique calculée selon le document ?","250-270 mosm/l","275-290 mosm/l","290-310 mosm/l","310-330 mosm/l","2","Le document indique dans la section hyponatrémie : ''(Na x 2) + Glycémie = 275 à 290 mosm/l''.","Easy"
"Quel est le stade AKI-KDIGO correspondant à une diurèse < 0,3 ml/kg/h pendant plus de 24 heures ?","Stade 1","Stade 2","Stade 3","Stade 4","3","Le document précise pour le stade 3 : ''< 0,3 ml/kg/h plus de 24 h''.","Easy"
"Quel examen est contre-indiqué en présence d'une tumeur vésicale lors de la dérivation urinaire ?","Sondage vésical","Cathéter sus-pubien","Sonde urétérale (JJ)","Néphrostomie percutanée","2","Le document précise : ''Pose d'un cathéter sus-pubien (CI : hématurie, ou tumeur)''.","Medium"
"Quelle est la particularité de l'IRA au cours de la nécrose tubulaire aiguë toxique par rapport à la NTA ischémique ?","NTA toxique : diurèse conservée ou non ; NTA ischémique : oligo-anurie","Les deux sont toujours anuriques","La NTA toxique est toujours réversible en 48h","La NTA ischémique a une diurèse conservée","1","Le document distingue : ''NTA ischémique : par hypoperfusion sévère -> oligo-anurie ; NTA toxique : diurèse conservée ou non''.","Medium"
"Quels sont les trois types de signes généraux associés aux néphropathies interstitielles aiguës selon la cause ?","Fièvre, rash, éosinophilie (cause médicamenteuse) ; fièvre, douleur lombaire (pyélonéphrite)","Anémie, thrombopénie, leucopénie","HTA, œdèmes, protéinurie","Hyperkaliémie, acidose, anurie","1","Le document indique : ''Signes généraux en fonction de la cause de la NIA +++''.","Medium"
"Quelle est la valeur de la protéinurie dans les néphropathies interstitielles aiguës selon le document ?","< 1g/l (protéinurie tubulaire)","> 3g/l","2-3g/l","Absente","1","Le document précise : ''Protéinurie (tubulaire) < 1g/l''.","Medium"
"Quelles sont les trois classes de médicaments immunoallergiques cités comme causes de NIA ?","Pénicillines, céphalosporines, AINS","Aminoside, vancomycine, rifampicine","IEC, ARA2, diurétiques","Anticancéreux, antiviraux, antifongiques","1","Le document indique : ''Immunoallergiques : péni, céphalo, AINS''.","Medium"
"Quelle est la particularité de l'IRA au cours du myélome avec reins de taille normale ?","IRA sur myélome avec reins de taille normale (contrairement à l'IRC habituelle où reins atrophiés)","Toujours avec anémie sévère","Toujours avec hypercalcémie","Toujours avec hypokaliémie","1","Le document mentionne : ''IRC avec des reins de taille normale ou augmentée : Myélome et amylose''.","Medium"
"Quel est le diagnostic différentiel entre IRA et IRC en présence d'une péricardite ?","Péricardite absente en IRA, possible en IRC","Péricardite présente dans les deux","Péricardite uniquement en IRA","Péricardite signe de gravité de l'IRA","1","Le document indique pour IRC : ''Péricardite possible'' et pour IRA : ''Péricardite absente''.","Medium"
"Quels sont les trois paramètres à surveiller pour adapter les apports hydrosodés en prévention de NTA ?","Courbe de poids, œdèmes, bilan des entrées-sorties (diurèse, natriurèse, pertes digestives)","Pression artérielle seule","Température et fréquence cardiaque","Gaz du sang","1","Le document précise : ''Les apports hydrosodés adaptés, en fonction : Courbe de poids, Œdèmes, Du bilan des entrées et des sorties''.","Medium"
"Quelle est la dose d'hydratation par bicarbonate de sodium isotonique à 1,4% dans la prévention de la tubulopathie à l'iode ?","1 ml/kg/h","2 ml/kg/h","0,5 ml/kg/h","2,5 ml/kg/h","1","Le document indique : ''Hydratation par perfusion de SSI ou de Bicarbonate de sodium isotonique à 1,4% (1ml/kg/h)''.","Medium"
"Quelle est la conduite à tenir pour les IEC/ARA2 chez le sujet âgé à risque vasculaire ?","Prudence, recherche souffle abdominal (éliminer sténose artère rénale par échodoppler), commencer à petite dose","Arrêt définitif","Dose standard d'emblée","Association systématique avec AINS","1","Le document détaille : ''Prudence chez le sujet âgé, Recherche souffle abdominal, échodoppler, Commencer à petite dose avec augmentation progressive''.","Medium"
"Quelle est la CI des IEC/ARA2 avant leur prescription ?","Sténose de l'artère rénale bilatérale ou sur rein unique","Insuffisance cardiaque","Diabète","Hyperkaliémie modérée","1","Le document mentionne : ''Recherche souffle abdominal (pour éliminer la présence de sténose de l'artère rénale (CI))''.","Medium"
"Quelle est la fréquence de surveillance de la fonction rénale sous aminosides ?","/48h","/semaine","/mois","/24h","1","Le document indique : ''Surveillance de la fonction rénale /48h''.","Medium"
"Un patient a une IRA, une protéinurie > 3g/24h, une hématurie macroscopique et un doublement de la créatinine en 10 jours. Quel diagnostic est le plus probable ?","GNRP (Glomérulonéphrite rapidement progressive)","NTA","IRA fonctionnelle","IRA obstructive","1","Le document définit la GNRP par : ''Protéinurie glomérulaire = albuminurie>2-3g/24h, Hématurie+++, IR rapidement progressive (doublement de la créatinine en quelques jours à quelques semaines)''.","Difficult"
"Un patient avec antécédent de lithiase présente une douleur lombaire, une anurie et une échographie montrant une dilatation pyélocalicielle bilatérale. Quel est le traitement initial urgent ?","Dérivation des urines (sonde JJ ou néphrostomie) après vérification de l'absence d'infection","Antibiothérapie seule","Hyperhydratation","AINS","1","Le document indique que le traitement initial est la dérivation des urines en urgence.","Difficult"
"Un patient de 65 ans, diabétique, a une IRA après un scanner avec injection. Il n'avait pas reçu d'hydratation préventive. Quel est le mécanisme le plus probable ?","Néphropathie à l'iode (tubulopathie) sur terrain à risque","IRA fonctionnelle","IRA obstructive","GNRP","1","Le document identifie le diabète comme facteur de risque de tubulopathie à l'iode.","Difficult"
"Un patient a une IRA, des schizocytes, une thrombopénie, une élévation des LDH et une baisse de l'haptoglobine. Quel diagnostic évoquez-vous ?","Microangiopathie thrombotique (SHU)","Maladie des emboles de cholestérol","NTA","GNRP","1","Le document décrit le SHU avec ces signes.","Difficult"
"Quel est le traitement étiologique d'une IRA sur rhabdomyolyse ?","Hydratation massive, alcalinisation des urines, traitement de la cause (levée du crush, arrêt de la toxine)","Hémodialyse d'emblée","Corticothérapie","Antibiothérapie","1","Le document mentionne la rhabdomyolyse comme cause, le traitement standard est l'hydratation.","Difficult"
"Un patient sous AINS et IEC depuis longtemps développe une IRA avec créatinine à 300 µmol/l, FE Na à 0,8%, Urée/Créat à 110. Arrêt des deux médicaments et réhydratation IV permettent une récupération en 48h. Quel était le mécanisme prédominant ?","IRA fonctionnelle par inhibition des prostaglandines (AINS) + blocage SRAA (IEC) réduisant le flux sanguin rénal","NTA vraie","IRA obstructive","GNRP","1","Le document mentionne que l'association BSRAA avec AINS abîme rapidement la fonction rénale, souvent par mécanisme hémodynamique.","Difficult"
"Quel est le risque principal de ne pas traiter une IRA fonctionnelle sévère ?","Évolution vers une nécrose tubulaire aiguë (NTA) par ischémie prolongée","Hyperkaliémie transitoire","Anémie","Hypocalcémie","1","L'ischémie prolongée en IRA fonctionnelle non corrigée peut entraîner une NTA (passage du prérénale au parenchymateux).","Difficult"
"Quelle est la valeur du rapport Na+/K+ urinaire dans l'IRA fonctionnelle versus NTA ?","IRA fonctionnelle : Na+/K+ <1 ; NTA : Na+/K+ >1","IRA fonctionnelle : >1 ; NTA : <1","Identique dans les deux","Na+/K+ toujours >2","1","Le document indique : ''Na+/K+ Urinaire : IRAF <1, NTA >1''.","Medium"
"Quelle est l'utilité du rapport U/P créat dans le diagnostic différentiel IRAF/NTA ?","U/P créat >30 en IRAF, <30 en NTA (car concentration conservée en IRAF)","U/P créat >50 en NTA","U/P créat toujours >30","Aucune utilité","1","Le document donne U/P créat >30 pour IRAF et <30 pour NTA.","Medium"
"Quel est le mécanisme de l'IRA au cours du purpura rhumatoïde (vascularite à IgA) ?","GNRP avec dépôts immuns","IRA fonctionnelle","IRA obstructive","NTA toxique","1","Le document cite le purpura rhumatoïde dans les GNRP avec dépôts immuns.","Medium"
"Quelle est la particularité de l'IRA au cours de la polyangéite microscopique ?","GN pauci-immune (ANCA positif), traitement par corticoïdes et immunosuppresseurs","Dépôts immuns abondants","Atteinte alvéolaire constante","Bon pronostic sans traitement","1","Le document mentionne la polyangéite microscopique dans les GN pauci-immunes à ANCA.","Medium"
"Quel est le pronostic de l'IRA sur GNRP sans corticothérapie ?","Risque de perte définitive de la fonction rénale","Guérison spontanée","Évolution chronique lente","Aucune séquelle","1","Le document précise : ''risque de perte définitive de la fonction rénale en absence de corticothérapie''.","Difficult"
"Un patient de 70 ans, athéromateux, a une IRA fébrile avec livedo et nécrose péri-unguéale 2 semaines après une coronarographie. Quel diagnostic ?","Maladie des emboles de cholestérol","SHU","NTA ischémique","GNRP","1","Le document décrit exactement ce tableau.","Difficult"
