"front","back","cognitive_level"
"Quels sont les bilans de première phase d’investigations étiologiques ?","Anamnèse, examen clinique ; créatinine, ionogramme, acide urique, glucose, cholestérol, triglycérides ; protéinurie ou microalbuminurie ; échographie rénale +/- échodoppler des artères rénales + aorte ; +/- échographie cardiaque ; fond d’œil ; +/- rénine et aldostérone plasmatique, catécholamines urinaires.","Recall"
"Quelles sont les deux principales catégories d’étiologies de l’HTA secondaire chez l’enfant ?","Causes rénales et réno-vasculaires (67-80 %) ; causes endocriniennes (1-8 %).","Recall"
"Citez trois causes rénales d’HTA chez l’enfant.","Glomérulonéphropathies chroniques (30-40 %), séquelles de syndrome hémolytique et urémique (6-14 %), reins cicatriciels (3-30 %), polykystoses rénales (5-10 %), tumeurs rénales (néphroblastome, sympathoblastome), transplantation rénale, insuffisance rénale chronique.","Recall"
"Quelles sont les causes réno-vasculaires d’HTA ?","Sténose des artères rénales et ses branches, dysplasie fibro-musculaire, syndrome de Williams-Beuren, affections générales (Von Recklinghausen, pseudoxanthome élastique, artérite de Takayasu).","Recall"
"Quels sont les signes cliniques évocateurs d’un phéochromocytome ?","HTA paroxystiques, céphalée + sueurs + palpitations +/- troubles vasomoteurs.","Recall"
"Quels examens permettent de diagnostiquer un phéochromocytome ?","Dosage des catécholamines urinaires (noradrénaline, normétadrénaline), échographie, TDM, IRM, scintigraphie MIBG.","Recall"
"Quelle est la particularité de l’HTA chez le nourrisson à rechercher en premier ?","Coarctation de l’aorte (abolition des pouls fémoraux, HTA aux membres supérieurs, souffle dorsal paravertébral gauche, image en double bouton aortique à la radiographie).","Recall"
"Quels sont les moyens non médicamenteux de prise en charge de l’HTA ?","Correction et prévention de la surcharge pondérale (réduction calories et graisses animales) ; modération des apports sodés (1-2 mmol/kg/j, voire 0,3-0,5 si surcharge volémique) ; activités physiques régulières ; abstention tabagique.","Recall"
"Quels sont les diurétiques utilisés et leurs doses ?","Furosémide : 0,5-2 mg/kg/j (max 8 mg/kg) en 2-6 prises (risque hypokaliémie) ; spironolactone : 1-5 mg/kg/j en 1 prise ; bumétamide : 0,05-0,1 mg/kg/j en 1 prise ; hydrochlorothiazide : 0,5-1 mg/kg/j en 1-2 prises.","Recall"
"Quelles sont les contre-indications des bêta-bloquants ?","Asthme, insuffisance cardiaque, bloc auriculo-ventriculaire, diabète.","Recall"
"Quel IEC est mentionné et quelle est sa contre-indication ?","Captopril (si énalapril non utilisable) ; contre-indications : insuffisance rénale, sténose de l’artère rénale.","Recall"
"Quelles sont les indications thérapeutiques selon le niveau d’HTA ?","HTA limite (95-97,5ème percentile) : mesures hygiéno-diététiques + recherche étiologique. HTA modérée : inhibiteurs calciques, IEC, bêta-bloquants. HTA menaçante/sévère : hospitalisation, association IEC + inhibiteur calcique + bêta-bloquant, diurétique si rétention hydrosodée. HTA chronique : diurétique. Phéochromocytome : labétalol, prazosine.","Analysis"
"Un enfant de 8 ans a une PAS à 128 mmHg (taille au 50ème percentile). Quel est le diagnostic ?","Selon les seuils : 5-10 ans, HTA si PAS ≥ 125 mmHg. Donc 128 > 125, il s’agit d’une HTA.","Application"
"Quel est le but de la prise en charge de l’HTA ?","Ramener les chiffres de PA au 97,5ème percentile, progressivement (éviter un à-coup brutal qui entraînerait un accident d’hypoperfusion cérébrale) ; éviter les complications au niveau des organes cibles.","Understanding"
"Quelle surveillance est recommandée pour l’HTA chronique ?","Suivi tensionnel en ambulatoire (autotensiomètre OMRON) ; échocardiographie tous les 4-6 mois (si HVG : renforcer ou changer le traitement) ; éducation de l’adolescent pour améliorer l’adhésion.","Recall"
