"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quel est l'aspect histologique hépatique spécifique de la bilharziose hépatique ?","Cirrhose avec nodules de régénération","Granulome centré par un œuf de bilharzie","Stéatose macro-vésiculaire","Nécrose centrolobulaire","2","Le document mentionne : 'Lésions spécifiques : Granulome centré par un œuf de bilharzie' sur ponction biopsie hépatique.","Easy"
"Quel est le principal mode de contamination de l'homme par S. Mansoni ?","Ingestion d'eau contaminée","Bains en eau douce contaminée avec pénétration cutanée","Consommation de poisson cru","Piqûre de moustique","2","Le document décrit : 'Infestation de l'homme : bains en eau douce contaminée' puis 'Pénétration cutanée du furcocercaire'.","Easy"
"Pourquoi la bilharziose hépatique n'entraîne-t-elle pas de cancer primitif du foie ?","Parce que le parasite est tué par le foie","Parce qu'il n'y a pas de nodule de régénération","Parce que la fibrose protège","Parce que le foie est atrophié","2","Le document conclut : 'Pas de cancer primitif du foie car pas de nodule de régénération'.","Medium"
"Quel est le mécanisme de la sclérose en tuyau de pipe dans la bilharziose hépatique ?","Obstruction des voies biliaires par les œufs","Réaction granulomateuse autour des œufs embolisant les veinules intra-hépatiques, entraînant une sclérose de l'espace porte","Nécrose hépatocytaire diffuse","Prolifération des canaux biliaires","2","Le document explique : les œufs passent par la veine porte puis veinules intra-hépatiques, réaction granulomateuse -> sclérose de l'espace porte (sclérose en tuyau de pipe).","Medium"
"Quelles anomalies du bilan hépatique sont typiques de la bilharziose hépatique non décompensée ?","Cytolyse élevée (ASAT/ALAT élevées) et IHC","Cholestase anictérique (PAL et GGT augmentées, bilirubine normale)","Bilirubine élevée et ASAT normales","Hypoprotidémie sévère","2","Le document indique : cholestase anictérique : PAL et GGT augmentées (pas d'élévation de la bilirubinémie), pas de cytolyse, pas d'IHC.","Medium"
"Que signifie une sérologie bilharzienne positive selon le document ?","Infestation active nécessitant un traitement immédiat","Le patient a été en contact avec le parasite, mais n'indique pas l'évolutivité","Guérison complète","Présence d'œufs viables dans les selles","2","Le document précise : 'N'indique pas l'évolutivité (permet juste de dire que : le patient a été en contact avec le parasite) On ne traite pas une sérologie positive car elle sera positive jusqu'à sa mort'.","Medium"
"Quels sont les signes d'hypertension portale à l'échographie abdominale dans la bilharziose hépatique ?","Veine porte dilatée, circulations collatérales, fibrose de la veine porte, dysmorphie hépatique (atrophie lobe droit, hypertrophie lobe gauche)","Kystes hépatiques multiples","Calcifications de la vésicule biliaire","Dilatation des voies biliaires intra-hépatiques","1","Le document liste ces signes : veine porte dilatée, circulations collatérales, fibrose de la veine porte, dysmorphie hépatique (atrophie lobe droit, hypertrophie lobe gauche).","Medium"
"Quelle complication de la bilharziose hépatique apparaît très tôt, vers 30-40 ans, et est un motif de décès classique ?","Ascite","Hémorragie digestive par rupture des varices œsophagiennes","Encéphalopathie","Hypertension porto-pulmonaire","2","Le document mentionne : 'Hémorragie digestive par rupture des varices œsophagiennes (décès à tout moment, motif de décès classique). Apparaît très tôt vers 30-40 ans'.","Medium"
"Quel est le traitement de première intention d'un tableau d'hypertension portale lié à la bilharziose hépatique ?","Praziquantel seul","Propranolol (80-160 mg/j, traitement à vie) et ligature des varices œsophagiennes","Splénectomie d'emblée","Pose d'un TIPS","2","Le document indique : 'Tableau d'hypertension portale : Propranolol (80-160 mg/j, traitement à vie), Ligature des varices œsophagiennes'.","Medium"
"Quels sont les deux éléments clés du diagnostic de bilharziose hépatique selon la conclusion ?","Biopsie hépatique et TDM","Splénomégalie et sérologie bilharzienne positive","Ascite et ictère","Hyperéosinophilie et œufs dans les selles","2","La conclusion liste : Splénomégalie ++, sérologie bilharzienne positive, biopsie muqueuse rectale, contexte géographique.","Medium"
"Pourquoi les œufs de S. Mansoni sont-ils souvent absents des selles (KAOP) chez les patients atteints de bilharziose hépatique ?","Parce que les vers sont morts","Parce que la femelle ne pond plus ou a déjà reçu un traitement","Parce que les œufs sont dégradés dans le foie","Parce que les selles ne sont pas analysées correctement","2","Le document précise : 'Selles KAOP : Recherche d'œufs de S. Mansoni, souvent négative (la femmelle ne pond plus ou a déjà reçu un traitement)'.","Medium"
"Quelle est la conséquence de l'hypersplénisme dans l'évolution de la bilharziose hépatique ?","Ascite","Pancytopénie (anémie, leucopénie, thrombopénie)","Ictère","Varices œsophagiennes","2","Le document indique : 'Pancytopénie à la longue (par hypersplénisme de la rate augmenté de volume)' et 'Hypersplénisme : anémie, leucopénie, thrombopénie'.","Medium"
"Selon le document, que montre la rectosigmoïdoscopie dans la bilharziose hépatique ?","Des polypes adénomateux","Œdème de la muqueuse, ulcérations rectales, granulations blanchâtres, pseudo-polypes inflammatoires","Des varices rectales","Une muqueuse normale","2","Le document liste : Œdème de la muqueuse, ulcérations rectales, surtout granulations blanchâtres, pseudo-polypes inflammatoires.","Medium"
"Quel est l'effet de l'association bilharziose hépatique avec une hépatite B/C ou une intoxication éthylique ?","Pas de modification","Installation rapide d'une IHC (ascite, OMI) et évolution rapide","Guérison plus rapide","Disparition de la splénomégalie","2","Le document indique : 'B.H. Associée à l'hépatite B/C ou une intoxication éthylique : Installation rapide d'une IHC (ascite, OMI...), Evolution rapide'.","Medium"
"Expliquez la cascade menant de l'œuf de S. Mansoni à la fibrose portale (sclérose en tuyau de pipe).","Les œufs traversent la paroi colique et passent dans les selles, mais certains passent par la veine porte et embolisent les veinules intra-hépatiques. Une réaction granulomateuse se forme autour de l'œuf, entraînant une sclérose de l'espace porte.","Le document décrit ce mécanisme.","Difficult"
"Un patient originaire de la côte Est de Madagascar présente une splénomégalie importante, une cholestase anictérique, et une sérologie bilharzienne positive. L'endoscopie montre des varices œsophagiennes. Les selles KAOP sont négatives. Quel diagnostic est le plus probable et quel examen confirmerait de manière quasi-certaine ?","Bilharziose hépatique. La biopsie de la muqueuse rectale montrant des œufs de bilharzies enchâssées confirmerait le diagnostic.","Le document indique que la biopsie rectale est positive pour les œufs.","Difficult"
"Un patient atteint de bilharziose hépatique décompensée avec hémorragie digestive par rupture de varices œsophagiennes a été traité par ligature endoscopique et propranolol, mais l'hypertension portale persiste. Quelle option chirurgicale est proposée par le document ?","Splénectomie avec ligature de la veine gastrique gauche, en continuant le bêta-bloquant.","Le document mentionne : 'Si HTP non contrôlée par ces deux traitements : chirurgie (splénectomie, continuer le Bêta-bloquant)'.","Difficult"
"Pourquoi la bilharziose hépatique n'est-elle pas une cirrhose, bien qu'elle partage des complications similaires ?","Parce qu'il n'y a pas de nodules de régénération. La physiopathologie est une sclérose portale mécanique liée aux œufs, sans régénération nodulaire.","Le document répète : 'Pas de nodule de régénération : PAS DE CIRRHOSE' et 'Absence de nodules de régénération (mécanisme purement mécanique)'.","Difficult"
"Un patient a une splénomégalie stade 4, des varices œsophagiennes, et une pancytopénie. Quel mécanisme explique la pancytopénie et quel traitement est indiqué pour cette complication selon le document ?","L'hypersplénisme secondaire à la splénomégalie majeure. Le traitement indiqué est chirurgical : splénectomie.","Le document indique : 'Pancytopénie à la longue (par hypersplénisme)' et 'Hypersplénisme : chirurgie'.","Difficult"
"Selon le document, quelles sont les trois complications de la bilharziose hépatique comparables à celles de la cirrhose, citées en conclusion ?","Hémorragie digestive, ascite, hypertension porto-pulmonaire.","La conclusion liste : 'Complications comparables à celles de la cirrhose, surtout : Hémorragie digestive, Ascite, Hypertension porto-pulmonaire, Pas de cancer primitif du foie'.","Difficult"
