question,option1,option2,option3,option4,answer,explanation,difficulty
"La radiographie du cavum en incidence de profil recherche :","Une fracture du rocher","Une hypertrophie des végétations adénoïdes","Une tumeur de l’oreille moyenne","Une otospongiose","2","Le document mentionne : Radiographie du cavum en incidence de profil dans l’imagerie étiologique.","Medium"
"Quelle est l’évolution spontanée de l’OSM ?","Guérison spontanée dans tous les cas","Favorable > 50% des cas","Toujours défavorable","Jamais de rémission","2","Le document indique : Evolution spontanée : Favorable > 50%.","Medium"
"La poche de rétraction tympanique est décrite comme :","Une variante normale","Une lésion pré-cholestéatomateuse","Une otite externe","Un furoncle","2","Le document précise : Poche de rétraction : lésion pré-cholestéatomateuse.","Medium"
"Quel traitement non chirurgical est proposé en première intention chez l’enfant de 3 ans atteint d’OSM ?","Chirurgie d’emblée","Corticothérapie + antibiothérapie + mucolytique + mesures non médicales","Antifongiques locaux","Attente sans traitement","2","Le document indique : Traitement non chirurgical d’abord : corticothérapie + antibiothérapie + mucolytique + mesure non médicale.","Medium"
"La mise en place d’un aérateur transtympanique (ATT) a pour but :","Drainer le liquide rétrotympanique","Traiter l’otite externe","Améliorer l’audition par amplification","Réduire les végétations","1","Le document précise : mise en place d’ATT (aérateur transtympanique pour drainer le liquide rétrotympanique).","Medium"
"Dans l’OSM, la chirurgie par curetage des végétations adénoïdes est indiquée pour :","Enlever les polypes nasaux","Supprimer la cause du dysfonctionnement tubaire","Traiter l’otite externe","Poser un implant cochléaire","2","Le document cite : Chirurgie : curetage des végétations adénoïdes pour traiter la cause de l’obstruction tubaire.","Medium"
"Le tympan bleuâtre dans l’OSM est dû à :","Une infection à Pseudomonas","La présence d’hémosidérine (fer) dans la sécrétion","Un cholestéatome sous-jacent","Un traumatisme","2","Le document précise : Tympan bleuâtre : présence d’hémosidérine (fer dans la sécrétion) dans la sécrétion (rare).","Medium"
"Quelle séquelle tympano-ossiculaire peut compliquer une OSM ?","Otite externe","Furoncle","Cholestéatome","Otomycose","3","Le document cite : Séquelles tympano-ossiculaire : cholestéatome.","Medium"
"Le retard scolaire est une forme clinique de l’OSM à quel âge ?","Avant 1 an","À l’âge scolaire (à partir de 5 ans)","Chez l’adulte","Chez le nourrisson","2","Le document indique : OSM à l’âge scolaire : Troubles du comportement, Retard scolaire.","Medium"
"L’auto-insufflation (manœuvre de Valsalva) est :","Un traitement chirurgical","Un traitement non médicamenteux","Un examen diagnostique","Une contre-indication","2","Le document classe : Non médicamenteux : auto-insufflation (valsalva).","Medium"
"Quelle est la durée minimale d’évolution de l’OSM pour poser le diagnostic ?","> 1 semaine","> 1 mois","> 3 mois","> 6 mois","3","Le document indique : OSM : processus inflammatoire de l’oreille moyenne > 3 mois à tympan fermé.","Easy"
"Les séquelles fonctionnelles de l’OSM sont dominées par :","Une surdité de perception","Une surdité de transmission persistante","Des acouphènes","Des vertiges","2","Le document cite : Séquelles fonctionnelles : ST persistante.","Medium"
"L’OSM chez l’adulte nécessite une fibroscopie nasopharyngée car :","L’adulte a plus de complications","Elle peut révéler un cancer du rhinopharynx","L’adulte ne répond pas au traitement médical","L’adulte a des vertiges","2","Le document mentionne : OSM adulte : cancer du rhinopharynx ??? et Fibroscopie nasopharyngée : processus tumoral (cavum).","Difficult"
