"question","option1","option2","option3","option4","answer","explanation","difficulty"
"À quel âge gestationnel la succion-déglutition est‑elle mature ?","31 SA","34‑36 SA","37 SA","40 SA","2","Le document indique que la succion-déglutition est mature à 34‑36 semaines d'aménorrhée (SA), permettant la tétée.","Easy"
"Quel mécanisme de perte thermique dépend du gradient de température entre la peau et l'air circulant ?","Conduction","Convection","Radiation","Évaporation","2","Selon le document, la convection dépend du gradient de température entre la peau du nouveau‑né et l’air circulant autour de lui.","Easy"
"Quelle est la valeur minimale de glycémie que le nouveau‑né à terme maintient après clampage du cordon ?","0,2 g/l","0,4 g/l","0,6 g/l","0,8 g/l","2","Le document précise qu'après clampage du cordon, le nouveau‑né à terme mobilise ses réserves en glycogène et maintient la glycémie > 0,4 g/l.","Easy"
"Quel est l'effet de l'aération alvéolaire sur les résistances pulmonaires ?","Elles augmentent","Elles diminuent","Elles restent stables","Elles disparaissent","2","L'effet de l'aération alvéolaire entraîne une diminution des résistances pulmonaires, ce qui permet la fermeture du foramen ovale.","Easy"
"Quel canal se ferme après la disparition du retour veineux ombilical ?","Canal artériel","Foramen ovale","Canal d'Arantius","Canal de Botale","3","Le clampage du cordon entraîne la disparition du retour veineux ombilical, ce qui provoque la fermeture du canal d'Arantius (ou ductus venosus).","Easy"
"À partir de quel âge la motricité intestinale de jeûne est‑elle harmonieuse et efficace ?","Avant 31 SA","À 31 SA","À >34 SA","À 40 SA","3","Le document indique que la motricité intestinale de jeûne, très désordonnée avant 31 SA, devient harmonieuse et efficace à plus de 34 SA.","Easy"
"Quel facteur explique le ralentissement de l'évacuation du liquide pulmonaire chez les nouveau‑nés par césarienne ?","Absence de production de surfactant","Défaut de compression thoracique lors du passage dans la filière génitale","Immaturité des pneumocytes de type II","Augmentation des résistances pulmonaires","2","Le document mentionne que le liquide pulmonaire est en partie évacué par compression de la cage thoracique lors du passage à travers la filière génitale. En l'absence de ce passage (césarienne), l'évacuation est ralentie.","Medium"
"Parmi les suivants, lesquels peuvent détruire le surfactant chez le nouveau‑né ?","Hypothermie et prématurité","Asphyxie périnatale et infection bactérienne","Césarienne et prématurité","Hyperglycémie et hypoxie","2","Le document indique que l'asphyxie périnatale et l'infection néonatale bactérienne (par l'inflammation) sont des phénomènes pouvant détruire le surfactant.","Medium"
"L'augmentation de la pression systémique après la naissance entraîne quelle modification au niveau du canal artériel ?","Vasodilatation","Vasoconstriction","Pas de changement","Thrombose","2","Selon le document, l'augmentation de la pression systémique, associée à un apport de sang oxygéné au niveau du canal artériel, provoque une vasoconstriction aboutissant à sa fermeture définitive.","Medium"
"Le mécanisme principal de production de chaleur chez le nouveau‑né à terme est :","La contraction musculaire","La lipolyse de la graisse","La glycogénolyse hépatique","La thermogenèse par frisson","2","Le document précise que la production de chaleur en postnatal se fait par thermogenèse via la lipolyse de la graisse.","Medium"
"L'alimentation précoce du nouveau‑né contribue à la normalisation de la glycémie en :","Inhibant la glycogénolyse","Apportant des substrats exogènes","Stimulant la sécrétion d'insuline","Relayant la glycogénolyse et la néoglucogenèse","4","Le document indique que la glycémie se normalise 4 à 6 heures après la naissance grâce à la glycogénolyse et la néoglucogenèse, relayée par une alimentation précoce.","Medium"
"La motricité intestinale postprandiale chez le fœtus est détectable à partir de :","28 SA","31 SA","34 SA","37 SA","2","Selon le document, la motricité postprandiale est détectable à partir de 31 semaines d'aménorrhée.","Medium"
"Chez un nouveau‑né prématuré, on peut s'attendre à :","Une évacuation accélérée du liquide pulmonaire","Un retard de l'évacuation du liquide pulmonaire","Une production excessive de surfactant","Une absence de mouvements respiratoires","2","Le document mentionne explicitement que l'évacuation du liquide pulmonaire est ralentie en cas de prématurité.","Medium"
"Quel changement hémodynamique entraîne la fermeture du foramen ovale ?","Augmentation de la pression dans l'oreillette droite","Diminution de la pression dans l'oreillette gauche","Augmentation de la pression dans l'oreillette gauche par rapport à l'oreillette droite","Égalisation des pressions auriculaires","3","L'aération alvéolaire diminue les résistances pulmonaires, ce qui augmente le retour veineux dans l'oreillette gauche, rendant la pression OG supérieure à OD, d'où la fermeture du foramen ovale.","Medium"
"Un nouveau‑né à 35 SA par césarienne présente une détresse respiratoire. Quel mécanisme est le plus probablement impliqué ?","Déficit en surfactant","Retard d'évacuation du liquide pulmonaire","Asphyxie périnatale","Infection bactérienne","2","Le nouveau‑né est prématuré (35 SA) et né par césarienne. Le document indique que l'évacuation du liquide pulmonaire est ralentie dans ces deux conditions, ce qui peut entraîner une détresse respiratoire par encombrement pulmonaire.","Difficult"
"Un nouveau‑né à terme a une glycémie à 0,3 g/l une heure après la naissance. Quelle est l'interprétation la plus appropriée ?","Normale, car la glycémie chute à 1 heure","Anormale, car le nouveau‑né à terme doit maintenir une glycémie > 0,4 g/l","Anormale, mais due à une alimentation précoce","Normale si le nouveau‑né est prématuré","2","Le document précise qu'après clampage du cordon, le nouveau‑né à terme mobilise ses réserves et maintient la glycémie > 0,4 g/l. Une valeur à 0,3 g/l à 1 heure est donc anormale.","Difficult"
"Un nouveau‑né avec une infection bactérienne sévère présente une détresse respiratoire. Le mécanisme principal est :","Œdème pulmonaire","Destruction du surfactant par l'inflammation","Hypoplasie pulmonaire","Pneumothorax","2","Le document mentionne que l'infection néonatale bactérienne est un phénomène pouvant détruire le surfactant (l'inflammation détruit le surfactant), ce qui altère les propriétés tensio‑actives des alvéoles et entraîne une détresse respiratoire.","Difficult"
"Le facteur déclenchant principal de la vasoconstriction du canal artériel après la naissance est :","La baisse de la pression artérielle pulmonaire","L'augmentation de la pression systémique et de l'oxygénation","La libération de prostaglandines","La fermeture du foramen ovale","2","Selon le document, l'augmentation de la pression systémique et l'apport de sang oxygéné au niveau du canal artériel provoquent une vasoconstriction aboutissant à sa fermeture définitive.","Difficult"
