"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle vaccination est particulièrement recommandée chez le drépanocytaire ?","BCG","Haemophilus influenzae, pneumocoque, méningocoque","ROR","Varicelle","2","Le document : 'statut vaccinal à jour : PEV, Haemophilus influenzae, pneumocoque, salmonelles, méningocoque, HA et HB'.","Easy"
"Quelle antibioprophylaxie est recommandée chez l'enfant drépanocytaire ?","Amoxicilline","Pénicilline","Ciprofloxacine","Azithromycine","2","Le document : 'antibioprophylaxie par pénicilline'.","Easy"
"Quel est le risque des transfusions multiples chez le drépanocytaire ?","Surcharge en fer (hémochromatose transfusionnelle)","Anémie hémolytique","Thrombose","Allo-immunisation uniquement","1","Le document : 'complications de la transfusion sanguine (allo-immunisation, contamination virale, surcharge fer)'.","Easy"
"Quel est le traitement de la surcharge en fer post-transfusionnelle ?","Desferal (chélation du fer)","Phlébotomies","Hydréa","Folates","1","Le document : 'Chélation du fer si transfusion multiple (Desferal)'.","Easy"
"À quel âge les complications vaso-occlusives aiguës deviennent-elles fréquentes ?","Avant 6 mois","Entre 6 et 18 mois","Après 5 ans","Après 10 ans","3","Le document : 'Age > 5 ans : complications vaso-occlusives aiguës'.","Medium"
"Quel est l'aspect de la rate chez l'enfant drépanocytaire en l'absence de séquestration ?","Atrophie (autosplénectomie)","Splénomégalie constante","Normal","Rate palpable","1","Le document : 'Grosse rate' peut être présente initialement, mais l'évolution mène à l'autosplénectomie. Non explicite mais connu.","Medium"
"Quels sont les trois types d'hémoglobine retrouvés chez un patient drépanocytaire SS ?","Hb A, Hb A2, Hb F","Hb S, Hb F, Hb A2","Hb S, Hb A, Hb F","Hb S, Hb C, Hb A2","2","Le document : 'Présence d'Hb S, F et A2, Absence d'Hb A'.","Medium"
"Quel signe clinique n'est pas attendu avant 6 mois ?","Pâleur","Ictère","Syndrome pied-mains","Splénomégalie","3","Le document : 'Pas encore de drépanocytose avant 6ème mois'.","Medium"
"Quel germe est fréquemment responsable d'ostéomyélite chez le drépanocytaire ?","Staphylococcus aureus","Salmonelle","Haemophilus influenzae","Streptocoque","2","Le document : 'Ostéo-arthrite ou ostéomyélite : Salmonelle'.","Medium"
"Quel germe est responsable de méningite chez le drépanocytaire ?","Haemophilus influenzae, salmonelle","Méningocoque","Pneumocoque","E. coli","1","Le document : 'Méningite : Haemophilus influenzae, Salmonelle'.","Medium"
"Quel est le traitement de première intention d'une pneumonie chez le drépanocytaire ?","Amoxicilline acide clavulanique, macrolides","C3G","Vancomycine","Aminosides","1","Le document : 'Poumons : amoxicilline acide clavulanique, macrolides'.","Medium"
"Quel traitement est indiqué pour une ostéomyélite ou une méningite ?","Amoxicilline","C3G et fosfomycine ou vancomycine","Macrolides","Tétracyclines","2","Le document : 'Os et méninges : C3G et fosfomycine ou vancomycine'.","Medium"
"Quel est le volume d'hydratation recommandé par voie orale lors d'une crise ?","1L/m2","2L/m2","3L/m2","4L/m2","3","Le document : 'Hydratation (3L/m2 si PO ; 2L/m2 si IV)'.","Medium"
"Quel est le risque de l'arrêt brutal de la transfusion chez un drépanocytaire avec hypersplénisme ?","Choc hypovolémique","Relargage brutal du sang séquestré","Hémolyse massive","Thrombose","2","Le document : 'Risque : Relargage : va tout relâcher alors que supplémentation prévue'.","Medium"
"Quel est le traitement de la séquestration splénique grave ?","Splénectomie","Transfusion et surveillance","Hydréa","Antalgiques","1","Le document : 'Splénectomie si séquestration grave et augmentation de transfusion'.","Medium"
"Quelle complication neurologique est une urgence ?","Céphalée","AVC (hémiplégie)","Troubles du sommeil","Vertige","2","Le document cite l'AVC comme complication vaso-occlusive.","Medium"
"Quel est le diagnostic différentiel d'une douleur abdominale chez le drépanocytaire ?","Appendicite aiguë, péritonite, invagination, hernie étranglée","Gastro-entérite","Intoxication alimentaire","Constipation","1","Le document les liste.","Medium"
"Quel est le diagnostic différentiel d'un syndrome anémique fébrile chez le drépanocytaire ?","Paludisme grave","Leucémie","Anémie ferriprive","Thalassémie","1","Le document : 'Paludisme grave compliquée : coma, GEFM, ZEP'.","Medium"
"Quel est le traitement de la crise vaso-occlusive douloureuse ?","Hydratation, repos, antalgiques","Transfusion d'urgence","Corticoïdes","Antibiotiques","1","Le document : 'Crises douloureuses : Hydratation, Repos, Antalgiques'.","Medium"
"Quel antalgique est cité pour les douleurs ?","Paracétamol, ibuprofène, codéine","Morphine","Tramadol","Aspirine","1","Le document : 'Antalgiques (paracétamol, ibuprofène), codéine'.","Medium"
"Quelle est la particularité de la forme hétérozygote AS ?","Asymptomatique en règle","Forme grave","Complications précoces","Transfusion régulière","1","Le document : 'Hétérozygote AS : en règle asymptomatique'.","Medium"
"Quel est le risque de la forme composite S bêta-thalassémie ?","PEC identique à la forme SS","Plus bénigne","Sans risque","Pas de traitement","1","Le document : 'Hétérozygote AS composite S béta-thalassémie : risques et PEC identique à la forme SS'.","Medium"
"Quel examen permet le diagnostic anténatal de la drépanocytose ?","Échographie","Test d'Emmel sur sang fœtal","Amniocentèse avec analyse génétique","IRM","3","Le document : 'Diagnostic prénatal pour conseil génétique, diagnostic anténatal positive'.","Medium"
"Quel traitement est indiqué en urgence devant un priapisme ?","Hydratation, antalgiques, échanges transfusionnels","Splénectomie","Hydréa","Antibiotiques","1","Le document : 'Formes vasculo-occlusives : Hydratation, antalgiques, échanges transfusionnels'.","Medium"
"Un enfant drépanocytaire de 2 ans présente une tuméfaction douloureuse des mains et des pieds. Quel diagnostic ?","Syndrome pied-mains (crise vaso-occlusive)","Ostéomyélite","Arthrite septique","Rhumatisme articulaire aigu","1","Le document : 'syndrome pied-mains révélateur de la maladie entre M6 et M18'.","Difficult"
"Un enfant drépanocytaire de 8 ans a une douleur thoracique, de la fièvre, une hypoxie. Quel diagnostic suspecter ?","Syndrome thoracique aigu","Pneumonie banale","Embolie pulmonaire","Pneumothorax","1","Le document : 'Syndrome thoracique aigu (accident vasculaire thoracique) : Pneumopathie dyspnéisante hypoxémiante (infarctus pulmonaire)'.","Difficult"
"Un enfant drépanocytaire a une splénomégalie massive en quelques heures, une pâleur intense, une Hb à 4 g/dL. Quel diagnostic ?","Crise de séquestration splénique","Crise vaso-occlusive","Infection","Hémolyse aiguë","1","Le document : 'Séquestration splénique : suraiguë, splénomégalie, choc (splénomégalie+++ évoluant en quelques heures), Hb 3-4g'.","Difficult"
"Un enfant drépanocytaire a une fièvre, une douleur de la hanche, une impotence fonctionnelle. Quelle est la cause probable ?","Ostéomyélite à salmonelle","Crise vaso-occlusive","Arthrite","RAA","1","Le document : 'Ostéo-arthrite ou ostéomyélite : Salmonelle'.","Difficult"
"Un enfant drépanocytaire a une pâleur, un ictère, une splénomégalie, une réticulocytose élevée. Quel mécanisme ?","Hémolyse chronique","Séquestration","Crise aplasique","Carence martiale","1","Le document : 'Anémie hémolytique régénérative (réticulocytes)'.","Difficult"
"Quel est le risque d'une infection à Parvovirus B19 chez le drépanocytaire ?","Érythroblastopénie aiguë avec chute brutale de l'hémoglobine","Crise vaso-occlusive","Séquestration splénique","Syndrome thoracique aigu","1","Le document le cite.","Difficult"
"Quel est le traitement de première intention d'une crise vaso-occlusive douloureuse modérée ?","Hydratation orale 3L/m2/j, antalgiques (paracétamol, ibuprofène)","Morphine IV","Transfusion","Corticoïdes","1","Le document : 'Crises douloureuses : Hydratation, Repos, Antalgiques'.","Difficult"
"Un enfant drépanocytaire a une hémiplégie brutale. Quelle complication et quel traitement ?","AVC : échanges transfusionnels en urgence","Crise vaso-occlusive banale","Méningite : antibiothérapie","Hématome sous-dural","1","Le document : 'Formes vasculo-occlusives : échanges transfusionnels'.","Difficult"
"Quel est l'intérêt du diagnostic prénatal de la drépanocytose ?","Conseil génétique, préparation à la naissance","Interruption thérapeutique","Traitement in utero","Vaccination","1","Le document : 'Diagnostic prénatal pour conseil génétique, diagnostic anténatal positive'.","Difficult"
