"front","back","cognitive_level"
"Quels sont les quatre aspects endoscopiques d’un ulcère ?","Rond (bords nets, régulier – ulcère jeune), irrégulier (en carte géographique – ancien), en salami (fond rouge avec tâches blanchâtres), linéaire (longitudinal – en cicatrisation).","Recall"
"Quels sont les tests invasifs de détection d’Helicobacter pylori ?","Test rapide à l’uréase (CLO-test, lecture 20 min, rouge=positif), examen histologique (biopsie avec coloration), culture bactériologique (difficile, réservé aux souches résistantes), amplification génique (PCR, non utilisé en routine).","Recall"
"Quels sont les tests non invasifs de détection d’Helicobacter pylori ?","Test respiratoire au C13 (gold standard, détection de CO2 marqué après ingestion d’urée marquée), sérologie (anticorps anti-HP, surtout épidémiologique), recherche d’antigène dans les selles (bonne sensibilité/spécificité, nécessite arrêt IPP et ATB 3 semaines avant).","Recall"
"Quel est le signe radiologique direct de l’ulcère au transit œsogastroduodénal (TOGD) ?","La niche : face, image arrondie avec halo clair (cocarde) ; bord, image d’addition.","Recall"
"Quelle est la complication la plus fréquente des ulcères ?","L’hémorragie digestive (urgence médicale). Inaugurale dans 10-20% des cas.","Recall"
"Quels sont les signes d’hémorragie digestive par ulcère ?","Méléna, hématémèse, anémie. Le toucher rectal affirme le méléna. La fibroscopie est indispensable pour localiser la lésion et la classer (Forrest).","Recall"
"Quels sont les stades de la classification de Forrest pour un ulcère hémorragique ?","Ia : saignement en jet ; Ib : saignement en nappe ; IIa : vaisseau visible ; IIb : caillot adhérent ; IIc : tâche purpurique ; III : cratère propre (fond blanchâtre).","Recall"
"Quels sont les signes cliniques de perforation d’ulcère ?","Péritonite généralisée : douleur épigastrique en coup de poignard, très intense ; disparition de la matité pré-hépatique (tympanisme) ; contracture abdominale (pathognomonique) ; toucher rectal douloureux (cri de Douglas). ASP debout : pneumopéritoine.","Recall"
"Quelle est la triade clinique de la sténose pylorique ?","Douleur post-prandiale tardive (4-5h après repas, calmée par vomissements), vomissements d’aliments digérés nauséabonds, ondulation péristaltique (pathognomonique mais inconstante), clapotage à jeun, AEG.","Recall"
"Quelle est la hantise devant un ulcère gastrique ?","Le cancer : 7-10% des ulcères gastriques se révèlent être un cancer après biopsie. Il faut toujours biopsier le pourtour (une dizaine de biopsies).","Recall"
"Qu’est-ce que l’ulcère de stress ?","Ulcère survenant chez un patient en état critique (réanimation, hospitalisation pour pathologie grave : AVC, etc.). Souvent multiples et hémorragiques. Stress physique, non psychologique.","Recall"
"Qu’est-ce que le syndrome de Zollinger-Ellison ?","Gastrinome (tumeur neuroendocrine pancréatique sécrétant de la gastrine) entraînant une hypersécrétion acide, des ulcères multiples de l’estomac et du duodénum, et une diarrhée sécrétoire. Très rare.","Recall"
"Quels sont les diagnostics différentiels de la douleur ulcéreuse ?","Gastrites, duodénites, dyspepsie non ulcéreuse, RGO, colique hépatique (70% épigastrique), pancréatite aiguë ou chronique, colique (autres). L’endoscopie permet la différenciation.","Recall"
"Un patient de 45 ans se plaint de douleurs épigastriques survenant 3 heures après les repas, calmées par la prise alimentaire, avec des périodes de rémission de quelques semaines. Il a des antécédents de tabagisme. Quel diagnostic suspectez-vous et quel examen demandez-vous ?","Ulcère duodénal typique (douleur rythmée par le repas, calmée par les repas). Examen : fibroscopie digestive haute avec biopsies pour recherche d’Helicobacter pylori.","Application"
"Un patient présente une douleur épigastrique brutale en « coup de poignard », une contracture abdominale généralisée et une disparition de la matité pré-hépatique. À l’ASP debout, on voit un pneumopéritoine. Quel diagnostic et quelle complication ?","Perforation d’ulcère gastroduodénal (péritonite généralisée). Urgence chirurgicale.","Application"
