"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la différence entre pancréatite œdémateuse et nécrotico-hémorragique ?","La première a une nécrose, la seconde non","La première n'a pas de nécrose, la seconde a nécrose et hémorragie","Les deux ont nécrose","Les deux sont identiques","2","Document : 'Pancréatite aiguë œdémateuse : Pas de nécrose ; Pancréatite nécrotico-hémorragique : Nécrose au sein du parenchyme avec hémorragie in situ'.","Easy"
"Quel signe clinique est en faveur d'une perforation d'organe creux plutôt que d'une pancréatite ?","Contracture généralisée","Défense épigastrique","Signe de Mayo-Robson","Météorisme abdominal","1","Document : 'Contracture généralisé, disparition de la matité pré-hépatique' évoque perforation.","Medium"
"Quel est le traitement de l'infection de la nécrose pancréatique ?","Antibiothérapie seule","Drainage percutané ou chirurgical","Antibiothérapie et drainage","Antifongiques","3","Non détaillé mais implication.","Difficult"
"Un patient avec une pancréatite aiguë a une CRP à 200 mg/l à J3. Quelle est l'interprétation ?","Pancréatite bénigne","Pancréatite grave ou complication infectieuse","Pancréatite résolutive","Pas de signification","2","Document : 'CRP > 150 : PA grave, complication locale type surinfection et coulée de nécrose'.","Medium"
"Quel est le critère de Ranson à 48 heures concernant l'hématocrite ?","Baisse de 5%","Baisse de 10%","Baisse de 15%","Baisse de 20%","2","Document : 'Hématocrite : baisse de 10%'.","Medium"
"Quel est le critère de Ranson à 48 heures concernant l'urée ?","Urée > 1,8 mmol","Urée > 2,5 mmol","Urée > 3 mmol","Urée > 5 mmol","1","Document : 'Urée > 1,8 mmol'.","Medium"
"Quel est le critère de Ranson à 48 heures concernant la PaO2 ?","PaO2 < 80 mmHg","PaO2 < 70 mmHg","PaO2 < 60 mmHg","PaO2 < 50 mmHg","3","Document : 'GdS : PaO2 < 60 mmHg'.","Medium"
"Quel est le critère de Ranson à 48 heures concernant la séquestration liquidienne ?","> 4L","> 5L","> 6L","> 7L","3","Document : 'Séquestration liquide > 6L'.","Medium"
"Quel est le critère de Ranson à 48 heures concernant le bicarbonate ?","Baisse à 2 mEq/L","Baisse à 4 mEq/L","Baisse à 6 mEq/L","Baisse à 8 mEq/L","2","Document : 'Bicarbonate : baisse à 4 mEq/L'.","Medium"
"Un patient a un score de Ranson de 6. Quelle est sa probabilité d'évolution vers une pancréatite sévère ?","50%","70%","93%","100%","3","Document : '5-6 : 93% évolution vers PA sévère'.","Medium"
"Quel est le grade Balthazar pour une infiltration de la graisse péri-pancréatique ?","Grade B","Grade C","Grade D","Grade E","2","Document : 'Grade C : infiltration de la graisse péri-pancréatique (2 points)'.","Medium"
"Quel est le grade Balthazar pour une coulée de nécrose ?","Grade C","Grade D","Grade E","Grade B","2","Document : 'Grade D : coulée de nécrose (3 points)'.","Medium"
"Quel est le grade Balthazar pour plusieurs coulées avec bulles dans la nécrose ?","Grade D","Grade E","Grade C","Grade F","2","Document : 'Grade E : plusieurs coulées avec présence de bulles dans la nécrose (4 points)'.","Medium"
"Quel est le point de nécrose pour une nécrose > 50% ?","0 point","2 points","4 points","6 points","4","Document : 'Nécrose > 50% (6 points)'.","Medium"
"Quel est le point de nécrose pour une nécrose < 30% ?","0 point","2 points","4 points","6 points","2","Document : 'Nécrose < 30 % (2 points)'.","Medium"
"Quel est le point de nécrose pour une nécrose 30-50% ?","0 point","2 points","4 points","6 points","3","Document : 'Nécrose 30 - 50 % (4 points)'.","Medium"
"Quelle est l'étiologie métabolique de pancréatite aiguë avec hypertriglycéridémie > 10 g/l ?","Hypercalcémie","Hypertriglycéridémie","Hyperparathyroïdie","Diabète","2","Document : 'Métabolique : Hypertriglycéridémie > 10g/l'.","Medium"
"Quelle est l'étiologie post-opératoire de pancréatite aiguë ?","Chirurgie des voies biliaires, papille, sphincter d'Oddi","Chirurgie gastrique","Chirurgie colique","Chirurgie vasculaire","1","Document : 'Post-opératoire : Chirurgie des voies biliaires, papille, sphincter d’Oddi'.","Medium"
"Quelle est l'étiologie obstructive bénigne du canal pancréatique ?","Pancréas divisum","Tumeur intra-canalaire","Cancer de la tête du pancréas","Ampullome de Vater","1","Document : 'Causes bénignes : Pancréas divisum : fusion incomplète'.","Medium"
"Quelle est l'étiologie maligne obstructive du canal pancréatique ?","Pancréas divisum","Ampullome de Vater","Pancréatite chronique","Calcul biliaire","2","Document : 'Origine maligne : Ampullome de Vater, Tumeur intra-canalaire papillaire et mucineuse, Cancer de la tête du pancréas'.","Medium"
"Un patient présente une pancréatite aiguë avec un score de Balthazar de grade E et une nécrose de 40%. Quel est l'index et la mortalité estimée ?","Index 7-10, mortalité 17%","Index 4-6, mortalité 6%","Index <3, mortalité 3%","Index >10, mortalité 30%","1","Grade E = 4 pts, nécrose 30-50% = 4 pts, total 8 pts (7-10) -> mortalité 17%.","Difficult"
"Un patient a une douleur épigastrique, une amylasémie normale, mais une lipasémie à 4N. Quel diagnostic ?","Pancréatite aiguë (lipasémie >3N)","Ulcère","Infarctus","Cholécystite","1","Document : 'Diagnostic posé si Lipasémie > 3N' même si amylasémie normale possible (tardif).","Difficult"
"Quel est le critère de Ranson à l'admission pour l'âge ?","> 45 ans","> 50 ans","> 55 ans","> 60 ans","3","Document : 'Age> 55 ans'.","Easy"
"Quel est le critère de Ranson à l'admission pour la glycémie ?","> 8 mmol/l","> 10 mmol/l","> 12 mmol/l","> 15 mmol/l","2","Document : 'Glycémie > 10mmol/l'.","Easy"
"Quel est le critère de Ranson à l'admission pour les LDH ?","> 1,2N","> 1,5N","> 2N","> 3N","2","Document : 'LDH > 1,5N'.","Easy"
"Quel est le critère de Ranson à l'admission pour les ASAT ?","> 2N","> 4N","> 6N","> 8N","3","Document : 'ASAT > 6N'.","Easy"
